Format Version,1.23,Take Name,P_25,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 02.49.06.562 PM,Total Frames in Take,1018,Total Exported Frames,1018,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,-0.007327,-0.011379,-0.002158,-0.999906,-1.925910,0.145103,-1.079899,0.000112,-1.954472,0.099325,-1.233040,0.000000,-1.899517,0.206757,-1.029671,0.000000,-1.966235,0.154878,-0.980723,0.000000,-1.946962,0.205858,-1.026023,0.968796,-1.876348,0.156387,-0.983055,0.000000,-1.921043,0.198128,-0.968286,0.981040,-2.002207,0.104554,-1.052684,0.000000,-1.841058,0.108951,-1.063557,0.987724,-1.898790,0.101153,-1.234373,0.000000,-1.874220,0.131966,-1.110579,0.000000,-1.979158,0.129064,-1.109566,0.000000,-1.950907,0.144214,-1.167235,0.000000,,,,,,,,,,,,,,,,-1.947080,0.205950,-1.026048,,,,-1.920979,0.198078,-0.968274,,,,-1.841004,0.108909,-1.063544,,,,-1.874387,0.131995,-1.110653,-1.876183,0.156183,-0.983214,-1.825939,0.158141,-1.153012,,,,,,,,,,,,
7,0.058333,-0.007706,-0.011077,-0.001792,-0.999907,-1.925866,0.145168,-1.079919,0.000093,-1.954370,0.099527,-1.233111,0.000000,-1.899457,0.206765,-1.029629,0.000000,-1.966243,0.154899,-0.980759,0.000000,-1.946905,0.205899,-1.026010,0.962138,-1.876354,0.156342,-0.983037,0.000000,-1.921026,0.198106,-0.968263,0.979397,-2.002209,0.104656,-1.052779,0.000000,-1.841050,0.108941,-1.063553,0.982711,-1.898686,0.101314,-1.234409,0.000000,-1.874167,0.132016,-1.110578,0.000000,-1.979108,0.129192,-1.109630,0.000000,-1.950811,0.144364,-1.167270,0.000000,,,,,,,,,,,,,,,,-1.947008,0.205985,-1.026010,,,,-1.920975,0.198061,-0.968275,,,,-1.840998,0.108900,-1.063541,,,,-1.874354,0.132008,-1.110630,-1.876111,0.156213,-0.983194,-1.826019,0.158055,-1.153103,,,,,,,,,,,,
8,0.066667,-0.007334,-0.011310,-0.002259,-0.999907,-1.925915,0.145104,-1.079917,0.000111,-1.954447,0.099323,-1.233063,0.000000,-1.899542,0.206762,-1.029685,0.000000,-1.966257,0.154869,-0.980746,0.000000,-1.946988,0.205853,-1.026043,0.963764,-1.876370,0.156396,-0.983066,0.000000,-1.921075,0.198128,-0.968303,0.978339,-2.002208,0.104539,-1.052713,0.000000,-1.841058,0.108968,-1.063564,0.985148,-1.898765,0.101162,-1.234388,0.000000,-1.874219,0.131977,-1.110590,0.000000,-1.979156,0.129055,-1.109592,0.000000,-1.950900,0.144211,-1.167256,0.000000,,,,,,,,,,,,,,,,-1.947100,0.205941,-1.026070,,,,-1.921008,0.198074,-0.968295,,,,-1.841013,0.108935,-1.063545,,,,-1.874370,0.132012,-1.110647,-1.876151,0.156228,-0.983205,-1.826026,0.158090,-1.153080,,,,,,,,,,,,
9,0.075000,-0.007639,-0.011080,-0.001813,-0.999908,-1.925863,0.145180,-1.079924,0.000095,-1.954366,0.099517,-1.233110,0.000000,-1.899457,0.206785,-1.029643,0.000000,-1.966240,0.154922,-0.980765,0.000000,-1.946904,0.205917,-1.026023,0.966861,-1.876351,0.156369,-0.983044,0.000000,-1.921025,0.198133,-0.968275,0.982806,-2.002204,0.104669,-1.052779,0.000000,-1.841046,0.108958,-1.063554,0.983927,-1.898682,0.101307,-1.234409,0.000000,-1.874164,0.132026,-1.110581,0.000000,-1.979105,0.129197,-1.109632,0.000000,-1.950809,0.144363,-1.167275,0.000000,,,,,,,,,,,,,,,,-1.947007,0.206000,-1.026034,,,,-1.920972,0.198090,-0.968275,,,,-1.840996,0.108919,-1.063543,,,,-1.874359,0.132020,-1.110634,-1.876152,0.156215,-0.983210,-1.826026,0.158084,-1.153108,,,,,,,,,,,,
10,0.083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.947201,0.205902,-1.026192,,,,-1.920991,0.198084,-0.968274,,,,-1.841018,0.108929,-1.063562,,,,-1.874363,0.132026,-1.110640,-1.876161,0.156221,-0.983218,-1.826089,0.158093,-1.153159,,,,,,,,,,,,
11,0.091667,-0.007609,-0.011049,-0.001918,-0.999908,-1.925866,0.145167,-1.079933,0.000104,-1.954351,0.099489,-1.233118,0.000000,-1.899477,0.206780,-1.029653,0.000000,-1.966252,0.154906,-0.980778,0.000000,-1.946924,0.205902,-1.026037,0.964483,-1.876363,0.156372,-0.983050,0.000000,-1.921047,0.198128,-0.968287,0.981053,-2.002201,0.104641,-1.052790,0.000000,-1.841043,0.108964,-1.063555,0.983459,-1.898667,0.101290,-1.234413,0.000000,-1.874163,0.132021,-1.110586,0.000000,-1.979103,0.129171,-1.109644,0.000000,-1.950807,0.144339,-1.167285,0.000000,,,,,,,,,,,,,,,,-1.947035,0.205989,-1.026058,,,,-1.920988,0.198081,-0.968277,,,,-1.840991,0.108924,-1.063544,,,,-1.874355,0.132010,-1.110654,-1.876137,0.156218,-0.983201,-1.825942,0.158144,-1.153034,,,,,,,,,,,,
12,0.100000,-0.007023,-0.011360,-0.002492,-0.999908,-1.925933,0.145062,-1.079931,0.000156,-1.954457,0.099173,-1.233045,0.000000,-1.899585,0.206764,-1.029739,0.000000,-1.966269,0.154869,-0.980762,0.000000,-1.947029,0.205835,-1.026092,0.951228,-1.876384,0.156437,-0.983091,0.000000,-1.921107,0.198158,-0.968349,0.967096,-2.002204,0.104478,-1.052694,0.000000,-1.841057,0.108976,-1.063563,0.984053,-1.898777,0.101037,-1.234376,0.000000,-1.874233,0.131941,-1.110600,0.000000,-1.979169,0.128969,-1.109590,0.000000,-1.950926,0.144103,-1.167267,0.000000,,,,,,,,,,,,,,,,-1.947174,0.205936,-1.026173,,,,-1.921011,0.198092,-0.968289,,,,-1.841009,0.108941,-1.063542,,,,-1.874355,0.132027,-1.110649,-1.876155,0.156234,-0.983213,-1.826123,0.158035,-1.153178,,,,,,,,,,,,
13,0.108333,-0.007062,-0.011424,-0.002434,-0.999907,-1.925935,0.145072,-1.079918,0.000144,-1.954485,0.099198,-1.233033,0.000000,-1.899573,0.206767,-1.029725,0.000000,-1.966257,0.154876,-0.980744,0.000000,-1.947017,0.205843,-1.026072,0.954494,-1.876372,0.156434,-0.983084,0.000000,-1.921089,0.198159,-0.968333,0.969465,-2.002207,0.104495,-1.052675,0.000000,-1.841062,0.108976,-1.063564,0.984700,-1.898804,0.101056,-1.234371,0.000000,-1.874241,0.131947,-1.110596,0.000000,-1.979177,0.128988,-1.109572,0.000000,-1.950940,0.144123,-1.167251,0.000000,,,,,,,,,,,,,,,,-1.947152,0.205937,-1.026149,,,,-1.921001,0.198100,-0.968272,,,,-1.841014,0.108940,-1.063548,,,,-1.874337,0.132040,-1.110635,-1.876153,0.156229,-0.983201,-1.826032,0.158099,-1.153117,,,,,,,,,,,,
14,0.116667,-0.007325,-0.011188,-0.002292,-0.999908,-1.925899,0.145108,-1.079922,0.000133,-1.954390,0.099323,-1.233074,0.000000,-1.899542,0.206769,-1.029684,0.000000,-1.966264,0.154873,-0.980761,0.000000,-1.946988,0.205858,-1.026054,0.957784,-1.876377,0.156405,-0.983059,0.000000,-1.921089,0.198135,-0.968307,0.973369,-2.002195,0.104540,-1.052736,0.000000,-1.841043,0.108979,-1.063547,0.984454,-1.898708,0.101166,-1.234385,0.000000,-1.874194,0.131985,-1.110582,0.000000,-1.979131,0.129056,-1.109610,0.000000,-1.950862,0.144213,-1.167267,0.000000,,,,,,,,,,,,,,,,-1.947117,0.205953,-1.026105,,,,-1.921007,0.198074,-0.968277,,,,-1.840996,0.108944,-1.063527,,,,-1.874333,0.132026,-1.110619,-1.876159,0.156216,-0.983195,-1.826080,0.158073,-1.153129,,,,,,,,,,,,
15,0.125000,-0.007381,-0.011224,-0.002123,-0.999908,-1.925913,0.145107,-1.079915,0.000109,-1.954431,0.099348,-1.233069,0.000000,-1.899531,0.206753,-1.029672,0.000000,-1.966268,0.154874,-0.980750,0.000000,-1.946977,0.205857,-1.026038,0.964789,-1.876380,0.156376,-0.983054,0.000000,-1.921077,0.198120,-0.968294,0.978802,-2.002221,0.104561,-1.052727,0.000000,-1.841068,0.108947,-1.063550,0.985871,-1.898748,0.101172,-1.234384,0.000000,-1.874215,0.131969,-1.110580,0.000000,-1.979153,0.129075,-1.109600,0.000000,-1.950883,0.144229,-1.167258,0.000000,,,,,,,,,,,,,,,,-1.947086,0.205940,-1.026071,,,,-1.921011,0.198069,-0.968278,,,,-1.841025,0.108914,-1.063534,,,,-1.874370,0.132007,-1.110636,-1.876165,0.156204,-0.983203,-1.826042,0.158071,-1.153083,,,,,,,,,,,,
16,0.133333,-0.006910,-0.011442,-0.002687,-0.999907,-1.925938,0.145023,-1.079899,0.000152,-1.954468,0.099089,-1.232999,0.000000,-1.899605,0.206747,-1.029725,0.000000,-1.966262,0.154837,-0.980726,0.000000,-1.947049,0.205800,-1.026071,0.964789,-1.876377,0.156440,-0.983070,0.000000,-1.921115,0.198146,-0.968330,0.978802,-2.002188,0.104416,-1.052642,0.000000,-1.841045,0.108975,-1.063537,0.985871,-1.898788,0.100975,-1.234340,0.000000,-1.874237,0.131916,-1.110574,0.000000,-1.979172,0.128903,-1.109547,0.000000,-1.950944,0.144036,-1.167231,0.000000,,,,,,,,,,,,,,,,-1.947190,0.205898,-1.026153,,,,-1.921021,0.198083,-0.968267,,,,-1.840997,0.108940,-1.063518,,,,-1.874363,0.132004,-1.110635,-1.876151,0.156215,-0.983184,-1.826107,0.158031,-1.153157,,,,,,,,,,,,
17,0.141667,-0.007113,-0.011312,-0.002506,-0.999908,-1.925894,0.145049,-1.079906,0.000126,-1.954402,0.099187,-1.233031,0.000000,-1.899552,0.206742,-1.029700,0.000000,-1.966240,0.154837,-0.980739,0.000000,-1.946996,0.205812,-1.026058,0.952322,-1.876354,0.156408,-0.983059,0.000000,-1.921080,0.198125,-0.968314,0.967553,-2.002166,0.104459,-1.052684,0.000000,-1.841019,0.108963,-1.063536,0.984543,-1.898721,0.101053,-1.234357,0.000000,-1.874191,0.131935,-1.110572,0.000000,-1.979127,0.128961,-1.109573,0.000000,-1.950878,0.144106,-1.167244,0.000000,,,,,,,,,,,,,,,,-1.947122,0.205905,-1.026103,,,,-1.921004,0.198069,-0.968286,,,,-1.840969,0.108926,-1.063519,,,,-1.874378,0.131997,-1.110623,-1.876173,0.156200,-0.983201,-1.825982,0.158075,-1.153052,,,,,,,,,,,,
18,0.150000,-0.006698,-0.011675,-0.002812,-0.999905,-1.925965,0.144968,-1.079889,0.000173,-1.954555,0.098962,-1.232956,0.000000,-1.899626,0.206719,-1.029753,0.000000,-1.966246,0.154813,-0.980701,0.000000,-1.947067,0.205762,-1.026076,0.959305,-1.876363,0.156438,-0.983087,0.000000,-1.921105,0.198139,-0.968344,0.975360,-2.002192,0.104352,-1.052578,0.000000,-1.841056,0.108949,-1.063551,0.983946,-1.898876,0.100862,-1.234323,0.000000,-1.874276,0.131861,-1.110582,0.000000,-1.979209,0.128822,-1.109505,0.000000,-1.951012,0.143937,-1.167209,0.000000,,,,,,,,,,,,,,,,-1.947227,0.205871,-1.026174,,,,-1.920999,0.198070,-0.968265,,,,-1.841001,0.108908,-1.063532,,,,-1.874352,0.132003,-1.110619,-1.876169,0.156189,-0.983192,-1.826013,0.158060,-1.153066,,,,,,,,,,,,
