Format Version,1.23,Take Name,P_25,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 02.49.06.562 PM,Total Frames in Take,1018,Total Exported Frames,1018,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,"DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12",DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker9,DeepRacer1:Marker9,DeepRacer1:Marker9,Unlabeled 1774,Unlabeled 1774,Unlabeled 1774,Unlabeled 1775,Unlabeled 1775,Unlabeled 1775,Unlabeled 1776,Unlabeled 1776,Unlabeled 1776,Unlabeled 1782,Unlabeled 1782,Unlabeled 1782,Unlabeled 1783,Unlabeled 1783,Unlabeled 1783,Unlabeled 1787,Unlabeled 1787,Unlabeled 1787,Unlabeled 1788,Unlabeled 1788,Unlabeled 1788
,ID,"CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","117280","117280","117280","FA7CD355BF2C11EB6A3FE2211B005D8D","FA7CD355BF2C11EB6A3FE2211B005D8D","FA7CD355BF2C11EB6A3FE2211B005D8D","1172B0","1172B0","1172B0","117260","117260","117260","117290","117290","117290","117150","117150","117150","FA7CD354BF2C11EB6A3FE2211B005D8D","FA7CD354BF2C11EB6A3FE2211B005D8D","FA7CD354BF2C11EB6A3FE2211B005D8D","1171B0","1171B0","1171B0","117120","117120","117120","1171D0","1171D0","1171D0","117270","117270","117270","117160","117160","117160","1171C0","1171C0","1171C0","117250","117250","117250","117200","117200","117200","1172A0","1172A0","1172A0","117110","117110","117110","1172C0","1172C0","1172C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.006968,-0.011445,-0.002552,-0.999907,-1.925922,0.145055,-1.079911,0.000145,-1.954467,0.099146,-1.233016,0.000000,-1.899573,0.206765,-1.029730,0.000000,-1.966243,0.154868,-0.980736,0.000000,-1.947016,0.205831,-1.026075,0.954328,-1.876358,0.156447,-0.983081,0.000000,-1.921084,0.198164,-0.968336,0.969168,-2.002183,0.104465,-1.052657,0.000000,-1.841039,0.108982,-1.063554,0.984652,-1.898787,0.101017,-1.234356,0.000000,-1.874226,0.131937,-1.110588,0.000000,-1.979161,0.128953,-1.109560,0.000000,-1.950930,0.144084,-1.167243,0.000000,,,,,,,,,,,,,,,,-1.947152,0.205924,-1.026155,,,,-1.920996,0.198106,-0.968271,,,,-1.840992,0.108946,-1.063538,,,,-1.874362,0.132033,-1.110633,-1.876149,0.156220,-0.983205,-1.826002,0.158114,-1.153068,,,,,,,,,,,,
1,0.008333,-0.007626,-0.011076,-0.001880,-0.999908,-1.925856,0.145160,-1.079926,0.000095,-1.954352,0.099490,-1.233111,0.000000,-1.899459,0.206769,-1.029645,0.000000,-1.966236,0.154899,-0.980767,0.000000,-1.946906,0.205895,-1.026026,0.954328,-1.876347,0.156359,-0.983045,0.000000,-1.921027,0.198117,-0.968278,0.969168,-2.002192,0.104639,-1.052780,0.000000,-1.841035,0.108950,-1.063554,0.984652,-1.898669,0.101287,-1.234409,0.000000,-1.874156,0.132012,-1.110582,0.000000,-1.979096,0.129170,-1.109634,0.000000,-1.950802,0.144337,-1.167277,0.000000,,,,,,,,,,,,,,,,-1.947011,0.205980,-1.026037,,,,-1.920975,0.198075,-0.968275,,,,-1.840981,0.108908,-1.063545,,,,-1.874347,0.132007,-1.110634,-1.876136,0.156198,-0.983203,-1.825933,0.158114,-1.153035,,,,,,,,,,,,
2,0.016667,-0.007732,-0.011048,-0.001779,-0.999907,-1.925879,0.145168,-1.079932,0.000094,-1.954376,0.099536,-1.233128,0.000000,-1.899472,0.206761,-1.029637,0.000000,-1.966262,0.154894,-0.980774,0.000000,-1.946920,0.205896,-1.026020,0.966248,-1.876372,0.156336,-0.983046,0.000000,-1.921045,0.198100,-0.968273,0.983351,-2.002225,0.104657,-1.052799,0.000000,-1.841066,0.108937,-1.063563,0.982900,-1.898692,0.101321,-1.234423,0.000000,-1.874179,0.132016,-1.110588,0.000000,-1.979120,0.129194,-1.109646,0.000000,-1.950820,0.144368,-1.167284,0.000000,,,,,,,,,,,,,,,,-1.947026,0.205984,-1.026023,,,,-1.920994,0.198056,-0.968280,,,,-1.841010,0.108894,-1.063553,,,,-1.874386,0.131993,-1.110644,-1.876175,0.156182,-0.983215,-1.826082,0.158037,-1.153149,,,,,,,,,,,,
3,0.025000,-0.007375,-0.011208,-0.002214,-0.999908,-1.925883,0.145099,-1.079917,0.000124,-1.954387,0.099333,-1.233072,0.000000,-1.899514,0.206751,-1.029674,0.000000,-1.966243,0.154860,-0.980754,0.000000,-1.946960,0.205846,-1.026042,0.965493,-1.876356,0.156379,-0.983055,0.000000,-1.921060,0.198114,-0.968297,0.982974,-2.002185,0.104540,-1.052732,0.000000,-1.841032,0.108954,-1.063549,0.982279,-1.898705,0.101167,-1.234385,0.000000,-1.874181,0.131970,-1.110580,0.000000,-1.979119,0.129057,-1.109604,0.000000,-1.950850,0.144216,-1.167261,0.000000,,,,,,,,,,,,,,,,-1.947085,0.205940,-1.026083,,,,-1.920988,0.198060,-0.968271,,,,-1.840980,0.108914,-1.063535,,,,-1.874355,0.131995,-1.110636,-1.876143,0.156195,-0.983199,-1.825913,0.158123,-1.153021,,,,,,,,,,,,
4,0.033333,-0.007050,-0.011454,-0.002483,-0.999907,-1.925938,0.145047,-1.079918,0.000133,-1.954492,0.099167,-1.233030,0.000000,-1.899579,0.206746,-1.029728,0.000000,-1.966255,0.154850,-0.980741,0.000000,-1.947022,0.205817,-1.026072,0.959674,-1.876370,0.156416,-0.983087,0.000000,-1.921090,0.198137,-0.968335,0.976413,-2.002204,0.104463,-1.052670,0.000000,-1.841060,0.108959,-1.063569,0.983187,-1.898811,0.101030,-1.234372,0.000000,-1.874244,0.131927,-1.110598,0.000000,-1.979180,0.128957,-1.109569,0.000000,-1.950947,0.144094,-1.167250,0.000000,,,,,,,,,,,,,,,,-1.947150,0.205909,-1.026134,,,,-1.921009,0.198080,-0.968289,,,,-1.841013,0.108924,-1.063552,,,,-1.874343,0.132017,-1.110646,-1.876157,0.156228,-0.983201,-1.826053,0.158070,-1.153116,,,,,,,,,,,,
5,0.041667,-0.007432,-0.011231,-0.002089,-0.999907,-1.925890,0.145115,-1.079921,0.000097,-1.954413,0.099373,-1.233080,0.000000,-1.899503,0.206754,-1.029673,0.000000,-1.966243,0.154875,-0.980754,0.000000,-1.946949,0.205861,-1.026038,0.957807,-1.876355,0.156371,-0.983060,0.000000,-1.921049,0.198116,-0.968295,0.972838,-2.002200,0.104571,-1.052736,0.000000,-1.841048,0.108947,-1.063561,0.984859,-1.898731,0.101193,-1.234396,0.000000,-1.874193,0.131977,-1.110588,0.000000,-1.979131,0.129090,-1.109607,0.000000,-1.950861,0.144248,-1.167264,0.000000,,,,,,,,,,,,,,,,-1.947046,0.205934,-1.026069,,,,-1.920990,0.198071,-0.968280,,,,-1.841010,0.108919,-1.063546,,,,-1.874363,0.131990,-1.110643,-1.876148,0.156194,-0.983195,-1.825909,0.158108,-1.153008,,,,,,,,,,,,
