Format Version,1.23,Take Name,N_90,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 03.23.35.806 PM,Total Frames in Take,937,Total Exported Frames,937,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,"DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12",DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker9,DeepRacer1:Marker9,DeepRacer1:Marker9,Unlabeled 2802,Unlabeled 2802,Unlabeled 2802,Unlabeled 2804,Unlabeled 2804,Unlabeled 2804,Unlabeled 2805,Unlabeled 2805,Unlabeled 2805,Unlabeled 2806,Unlabeled 2806,Unlabeled 2806,Unlabeled 2808,Unlabeled 2808,Unlabeled 2808,Unlabeled 2809,Unlabeled 2809,Unlabeled 2809,Unlabeled 2810,Unlabeled 2810,Unlabeled 2810,Unlabeled 2811,Unlabeled 2811,Unlabeled 2811
,ID,"CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","1594E0","1594E0","1594E0","159530","159530","159530","1594B0","1594B0","1594B0","159550","159550","159550","159500","159500","159500","1594C0","1594C0","1594C0","1594D0","1594D0","1594D0","159510","159510","159510","1594F0","1594F0","1594F0","1594A0","1594A0","1594A0","159540","159540","159540","159520","159520","159520","159490","159490","159490","159450","159450","159450","159560","159560","159560","159570","159570","159570","159590","159590","159590","1595B0","1595B0","1595B0","1595C0","1595C0","1595C0","1595D0","1595D0","1595D0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.008835,0.999135,-0.016023,0.037344,0.018542,0.128726,-0.404728,0.000305,0.033070,0.086130,-0.248722,0.989932,-0.004189,0.188914,-0.458406,0.880099,0.068100,0.137844,-0.499694,0.966337,0.043393,0.189081,-0.457423,0.959063,-0.021598,0.137259,-0.506111,0.896563,0.023392,0.179803,-0.517247,0.956309,0.097999,0.089562,-0.423670,0.819054,-0.063501,0.090312,-0.428546,0.907136,-0.022504,0.086658,-0.252825,0.899255,-0.035585,0.114867,-0.378964,0.591518,0.068991,0.114438,-0.369751,0.771719,0.034937,0.129848,-0.315380,0.000000,0.033102,0.086130,-0.248698,-0.036575,0.116160,-0.378823,0.068657,0.113589,-0.369778,,,,-0.004057,0.188495,-0.458215,0.068172,0.137768,-0.499780,0.043287,0.189033,-0.457309,-0.021774,0.137266,-0.506485,0.023433,0.179693,-0.517118,0.098478,0.090099,-0.423597,-0.063359,0.090362,-0.428885,-0.022156,0.086683,-0.252624,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.008235,0.999154,-0.016215,0.036876,0.018556,0.128728,-0.404712,0.000303,0.033175,0.086167,-0.248705,0.989932,-0.004150,0.188925,-0.458390,0.880099,0.068039,0.137751,-0.499727,0.966337,0.043434,0.189034,-0.457451,0.959063,-0.021666,0.137275,-0.506061,0.896563,0.023366,0.179760,-0.517253,0.956309,0.097948,0.089459,-0.423713,0.819054,-0.063555,0.090406,-0.428441,0.907136,-0.022403,0.086763,-0.252757,0.899255,-0.035564,0.114944,-0.378894,0.591518,0.069020,0.114389,-0.369776,0.771719,0.035035,0.129860,-0.315380,0.000000,0.033558,0.086370,-0.248506,-0.036571,0.116160,-0.378821,0.068661,0.113584,-0.369775,,,,-0.004055,0.188504,-0.458207,0.068181,0.137765,-0.499776,0.043289,0.189032,-0.457306,-0.021796,0.137370,-0.506557,0.023454,0.179678,-0.517112,0.098088,0.089755,-0.423573,-0.063352,0.090355,-0.428893,-0.022152,0.086666,-0.252618,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,-0.008895,0.999133,-0.016022,0.037376,0.018542,0.128728,-0.404731,0.000305,0.033065,0.086134,-0.248724,0.880774,-0.004193,0.188913,-0.458410,0.882817,0.068105,0.137852,-0.499694,0.962253,0.043389,0.189086,-0.457424,0.948912,-0.021593,0.137256,-0.506116,0.869741,0.023392,0.179806,-0.517250,0.953607,0.098005,0.089573,-0.423668,0.910970,-0.063495,0.090304,-0.428553,0.875568,-0.022509,0.086656,-0.252830,0.924384,-0.035585,0.114863,-0.378970,0.604881,0.068991,0.114446,-0.369750,0.779561,0.034931,0.129852,-0.315382,0.000000,0.033103,0.086134,-0.248695,-0.036566,0.116171,-0.378823,0.068658,0.113595,-0.369779,,,,-0.004056,0.188503,-0.458214,0.068168,0.137770,-0.499775,0.043282,0.189046,-0.457311,-0.021767,0.137254,-0.506495,0.023441,0.179690,-0.517119,0.098476,0.090117,-0.423595,-0.063362,0.090348,-0.428895,-0.022162,0.086678,-0.252639,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.009025,0.999140,-0.016227,0.037071,0.018585,0.128769,-0.404719,0.000321,0.033213,0.086244,-0.248703,0.988248,-0.004198,0.188926,-0.458410,0.881152,0.068088,0.137864,-0.499716,0.967046,0.043386,0.189110,-0.457453,0.959670,-0.021614,0.137244,-0.506083,0.895754,0.023355,0.179800,-0.517263,0.954670,0.098045,0.089624,-0.423688,0.819130,-0.063457,0.090315,-0.428475,0.907811,-0.022363,0.086751,-0.252776,0.900972,-0.035524,0.114901,-0.378920,0.589520,0.069058,0.114513,-0.369763,0.771408,0.035028,0.129934,-0.315381,0.000000,0.033545,0.086381,-0.248511,-0.036587,0.116176,-0.378815,0.068655,0.113610,-0.369772,,,,-0.004063,0.188515,-0.458220,0.068170,0.137774,-0.499780,0.043280,0.189044,-0.457306,-0.021803,0.137350,-0.506562,0.023432,0.179690,-0.517129,0.098479,0.090116,-0.423595,-0.063366,0.090349,-0.428893,-0.022166,0.086676,-0.252629,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,-0.009022,0.999141,-0.016217,0.037066,0.018589,0.128770,-0.404719,0.000320,0.033219,0.086242,-0.248704,0.898352,-0.004194,0.188928,-0.458409,0.881894,0.068091,0.137867,-0.499716,0.965590,0.043390,0.189112,-0.457452,0.951801,-0.021611,0.137248,-0.506083,0.868620,0.023358,0.179804,-0.517261,0.952588,0.098049,0.089626,-0.423689,0.834523,-0.063454,0.090318,-0.428475,0.892814,-0.022358,0.086750,-0.252776,0.935715,-0.035519,0.114902,-0.378919,0.584134,0.069063,0.114514,-0.369763,0.752627,0.035033,0.129933,-0.315380,0.000000,0.033545,0.086379,-0.248512,-0.036575,0.116178,-0.378810,0.068658,0.113600,-0.369785,,,,-0.004057,0.188504,-0.458208,0.068175,0.137778,-0.499779,0.043282,0.189046,-0.457315,-0.021798,0.137370,-0.506554,0.023433,0.179694,-0.517128,0.098484,0.090118,-0.423602,-0.063357,0.090341,-0.428888,-0.022167,0.086682,-0.252630,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.008973,0.999142,-0.016215,0.037051,0.018596,0.128756,-0.404725,0.000321,0.033226,0.086226,-0.248710,0.899359,-0.004182,0.188917,-0.458413,0.877839,0.068096,0.137848,-0.499723,0.965673,0.043401,0.189096,-0.457458,0.953305,-0.021606,0.137238,-0.506087,0.869656,0.023367,0.179790,-0.517267,0.952916,0.098052,0.089604,-0.423698,0.834501,-0.063451,0.090312,-0.428479,0.893750,-0.022351,0.086739,-0.252781,0.937747,-0.035513,0.114894,-0.378924,0.585082,0.069069,0.114495,-0.369771,0.750168,0.035043,0.129917,-0.315387,0.000000,0.033556,0.086351,-0.248523,-0.036569,0.116161,-0.378830,0.068660,0.113584,-0.369793,,,,-0.004044,0.188501,-0.458212,0.068179,0.137761,-0.499784,0.043285,0.189023,-0.457318,-0.021794,0.137353,-0.506557,0.023448,0.179684,-0.517132,0.098490,0.090098,-0.423607,-0.063354,0.090334,-0.428896,-0.022156,0.086683,-0.252629,,,,,,,,,,,,,,,,,,,,,,,,
