Format Version,1.23,Take Name,P_55,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 02.40.59.924 PM,Total Frames in Take,1234,Total Exported Frames,1234,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,"DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12",DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker9,DeepRacer1:Marker9,DeepRacer1:Marker9,Unlabeled 1413,Unlabeled 1413,Unlabeled 1413,Unlabeled 1415,Unlabeled 1415,Unlabeled 1415,Unlabeled 1417,Unlabeled 1417,Unlabeled 1417,Unlabeled 1418,Unlabeled 1418,Unlabeled 1418,Unlabeled 1419,Unlabeled 1419,Unlabeled 1419,Unlabeled 1421,Unlabeled 1421,Unlabeled 1421,Unlabeled 1422,Unlabeled 1422,Unlabeled 1422,Unlabeled 1424,Unlabeled 1424,Unlabeled 1424,Unlabeled 1425,Unlabeled 1425,Unlabeled 1425,Unlabeled 1426,Unlabeled 1426,Unlabeled 1426,Unlabeled 1427,Unlabeled 1427,Unlabeled 1427
,ID,"CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","110E30","110E30","110E30","110E20","110E20","110E20","110E50","110E50","110E50","112210","112210","112210","110DD0","110DD0","110DD0","1120B0","1120B0","1120B0","110E60","110E60","110E60","110E40","110E40","110E40","110E70","110E70","110E70","D5ECA8F8BF2B11EB6A3FE2211B005D8D","D5ECA8F8BF2B11EB6A3FE2211B005D8D","D5ECA8F8BF2B11EB6A3FE2211B005D8D","110E10","110E10","110E10","110E00","110E00","110E00","112180","112180","112180","1121A0","1121A0","1121A0","1121D0","1121D0","1121D0","1121E0","1121E0","1121E0","1121F0","1121F0","1121F0","112080","112080","112080","112200","112200","112200","112220","112220","112220","112230","112230","112230","1121C0","1121C0","1121C0","112250","112250","112250"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.009707,0.230313,0.011659,-0.972998,-1.519479,0.139508,-0.209003,0.000217,-1.474305,0.094381,-0.358290,0.896736,-1.517919,0.200387,-0.151454,0.927752,-1.601252,0.150731,-0.140121,0.000000,-1.561552,0.200995,-0.170452,0.914693,-1.520737,0.149394,-0.100085,0.963485,-1.565923,0.192554,-0.107406,0.922756,-1.600768,0.101440,-0.221207,0.000000,-1.453238,0.100721,-0.155322,0.970454,-1.424455,0.094445,-0.333378,0.971967,-1.459842,0.124689,-0.212089,0.976443,-1.553071,0.125107,-0.260354,0.550065,-1.500681,0.139253,-0.297884,0.000000,-1.474182,0.094037,-0.358096,-1.459910,0.124625,-0.212075,-1.553324,0.126802,-0.260905,,,,-1.518083,0.200150,-0.151445,,,,-1.561659,0.200672,-0.170422,-1.520615,0.149469,-0.100113,-1.565682,0.192367,-0.107355,,,,-1.453198,0.100823,-0.155368,-1.424490,0.094417,-0.333275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.009645,0.230375,0.012276,-0.972977,-1.519377,0.139561,-0.209032,0.000378,-1.474241,0.094403,-0.358320,0.896736,-1.517749,0.200429,-0.151473,0.927752,-1.601145,0.150874,-0.140157,0.000000,-1.561379,0.201094,-0.170475,0.914693,-1.520636,0.149431,-0.100112,0.963485,-1.565768,0.192648,-0.107431,0.922756,-1.600712,0.101596,-0.221251,0.000000,-1.453191,0.100685,-0.155349,0.970454,-1.424394,0.094402,-0.333402,0.971967,-1.459759,0.124669,-0.212112,0.976443,-1.552981,0.125210,-0.260389,0.550065,-1.500569,0.139297,-0.297910,0.000000,-1.474182,0.094022,-0.358080,-1.459896,0.124621,-0.212067,-1.553314,0.126821,-0.260896,,,,-1.518083,0.200125,-0.151443,-1.600083,0.151236,-0.140502,-1.561661,0.200668,-0.170406,-1.520606,0.149453,-0.100108,-1.565692,0.192350,-0.107339,,,,-1.453198,0.100813,-0.155360,-1.424491,0.094401,-0.333264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,-0.009691,0.230293,0.011566,-0.973005,-1.519470,0.139487,-0.208996,0.000209,-1.474294,0.094357,-0.358281,0.886475,-1.517919,0.200371,-0.151452,0.886879,-1.601243,0.150701,-0.140112,0.706549,-1.561553,0.200969,-0.170447,0.871241,-1.520726,0.149380,-0.100079,0.990468,-1.565920,0.192532,-0.107401,0.919738,-1.600754,0.101404,-0.221194,0.000000,-1.453221,0.100716,-0.155315,0.967780,-1.424444,0.094432,-0.333371,0.957895,-1.459831,0.124678,-0.212083,0.961787,-1.553062,0.125076,-0.260345,0.569723,-1.500676,0.139228,-0.297878,0.000000,-1.474177,0.094024,-0.358091,-1.459903,0.124608,-0.212066,-1.553205,0.126854,-0.260914,,,,-1.518092,0.200126,-0.151457,,,,-1.561658,0.200668,-0.170399,-1.520612,0.149455,-0.100110,-1.565695,0.192340,-0.107341,,,,-1.453195,0.100814,-0.155367,-1.424496,0.094393,-0.333275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.009692,0.230268,0.011555,-0.973010,-1.519478,0.139478,-0.208996,0.000213,-1.474309,0.094349,-0.358283,0.899763,-1.517925,0.200362,-0.151452,0.925099,-1.601248,0.150690,-0.140107,0.000000,-1.561560,0.200959,-0.170445,0.919456,-1.520729,0.149372,-0.100079,0.964959,-1.565924,0.192522,-0.107399,0.924570,-1.600762,0.101393,-0.221190,0.000000,-1.453225,0.100708,-0.155317,0.971348,-1.424457,0.094425,-0.333376,0.970977,-1.459839,0.124670,-0.212086,0.974528,-1.553073,0.125067,-0.260343,0.532012,-1.500689,0.139220,-0.297878,0.000000,-1.474205,0.094011,-0.358097,-1.459906,0.124600,-0.212067,-1.553243,0.126835,-0.260897,,,,-1.518100,0.200115,-0.151447,,,,-1.561658,0.200649,-0.170404,-1.520614,0.149440,-0.100118,-1.565694,0.192339,-0.107344,,,,-1.453200,0.100812,-0.155363,-1.424493,0.094392,-0.333279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,-0.009713,0.230286,0.011561,-0.973006,-1.519493,0.139470,-0.208997,0.000220,-1.474318,0.094347,-0.358284,0.898078,-1.517942,0.200352,-0.151450,0.922646,-1.601265,0.150680,-0.140111,0.000000,-1.561576,0.200950,-0.170445,0.917417,-1.520747,0.149360,-0.100079,0.963546,-1.565942,0.192511,-0.107399,0.926092,-1.600775,0.101386,-0.221195,0.000000,-1.453242,0.100698,-0.155317,0.969706,-1.424467,0.094422,-0.333375,0.972378,-1.459853,0.124662,-0.212085,0.977556,-1.553085,0.125061,-0.260345,0.541103,-1.500700,0.139216,-0.297878,0.000000,-1.474195,0.094004,-0.358100,-1.459918,0.124602,-0.212069,-1.553328,0.126799,-0.260883,,,,-1.518106,0.200089,-0.151452,,,,-1.561670,0.200637,-0.170397,-1.520630,0.149438,-0.100114,-1.565715,0.192329,-0.107344,,,,-1.453212,0.100803,-0.155371,-1.424501,0.094390,-0.333274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.009691,0.230267,0.011535,-0.973011,-1.519503,0.139427,-0.209002,0.000228,-1.474333,0.094298,-0.358289,0.898122,-1.517952,0.200312,-0.151458,0.917013,-1.601273,0.150637,-0.140113,0.000000,-1.561587,0.200908,-0.170452,0.919478,-1.520754,0.149322,-0.100085,0.963100,-1.565951,0.192471,-0.107405,0.925370,-1.600785,0.101340,-0.221195,0.000000,-1.453249,0.100661,-0.155323,0.968361,-1.424480,0.094376,-0.333381,0.971542,-1.459864,0.124622,-0.212092,0.979969,-1.553097,0.125014,-0.260348,0.546063,-1.500714,0.139169,-0.297884,0.000000,-1.474200,0.093961,-0.358101,-1.459916,0.124563,-0.212076,-1.553389,0.126727,-0.260875,,,,-1.518139,0.200039,-0.151487,,,,-1.561668,0.200604,-0.170382,-1.520635,0.149402,-0.100120,-1.565719,0.192291,-0.107350,,,,-1.453212,0.100767,-0.155381,-1.424511,0.094337,-0.333279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
