Format Version,1.23,Take Name,P_35,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 02.46.11.530 PM,Total Frames in Take,1843,Total Exported Frames,1843,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,-0.005739,-0.003324,-0.001291,-0.999977,-1.781770,0.144741,0.165849,0.000193,-1.807947,0.098529,0.012413,0.977586,-1.756077,0.206507,0.216302,0.000000,-1.823669,0.154903,0.264332,0.000000,-1.803576,0.205705,0.219188,0.881588,-1.733754,0.156244,0.263443,0.959665,-1.778604,0.198112,0.277359,0.986243,-1.858570,0.104416,0.191960,0.000000,-1.697259,0.108489,0.183670,0.938837,-1.752248,0.100253,0.011972,0.931973,-1.729618,0.131414,0.136048,0.917114,-1.834563,0.128704,0.135379,0.000000,-1.805360,0.143620,0.078126,0.000000,-1.807974,0.098541,0.012498,-1.729727,0.131137,0.136193,,,,,,,,,,,,,-1.803428,0.205391,0.218865,-1.733667,0.156353,0.263363,-1.778581,0.198162,0.277364,,,,-1.697403,0.108641,0.183797,-1.752227,0.100521,0.012014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.058333,-0.005703,-0.003337,-0.001234,-0.999977,-1.781766,0.144758,0.165858,0.000189,-1.807952,0.098537,0.012426,0.979887,-1.756064,0.206524,0.216305,0.000000,-1.823661,0.154932,0.264341,0.000000,-1.803563,0.205728,0.219193,0.882848,-1.733746,0.156262,0.263450,0.962641,-1.778590,0.198137,0.277364,0.993847,-1.858569,0.104443,0.191973,0.000000,-1.697258,0.108498,0.183679,0.940708,-1.752252,0.100255,0.011983,0.933744,-1.729616,0.131423,0.136056,0.923625,-1.834561,0.128724,0.135390,0.000000,-1.805358,0.143633,0.078135,0.000000,-1.807958,0.098550,0.012505,-1.729695,0.131157,0.136185,,,,,,,,,,,,,-1.803396,0.205432,0.218870,-1.733677,0.156376,0.263381,-1.778584,0.198160,0.277364,,,,-1.697392,0.108651,0.183800,-1.752275,0.100512,0.012043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.066667,-0.005672,-0.003390,-0.001265,-0.999977,-1.781758,0.144788,0.165870,0.000190,-1.807958,0.098556,0.012444,0.979887,-1.756054,0.206559,0.216311,0.000000,-1.823643,0.154965,0.264357,0.000000,-1.803553,0.205759,0.219204,0.882848,-1.733728,0.156301,0.263456,0.962641,-1.778574,0.198173,0.277373,0.993847,-1.858556,0.104470,0.191997,0.000000,-1.697246,0.108534,0.183684,0.940708,-1.752258,0.100277,0.011995,0.933744,-1.729610,0.131454,0.136063,0.923625,-1.834556,0.128749,0.135409,0.000000,-1.805359,0.143655,0.078150,0.000000,-1.807959,0.098572,0.012522,-1.729698,0.131190,0.136196,,,,,,,,,,,,,-1.803407,0.205459,0.218881,-1.733650,0.156405,0.263382,-1.778560,0.198210,0.277362,,,,-1.697370,0.108677,0.183820,-1.752284,0.100540,0.012057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.075000,-0.005877,-0.003462,-0.002038,-0.999975,-1.781822,0.144795,0.165933,0.000098,-1.807971,0.098586,0.012491,0.979967,-1.756207,0.206584,0.216396,0.000000,-1.823709,0.154866,0.264430,0.000000,-1.803703,0.205710,0.219295,0.883827,-1.733796,0.156341,0.263517,0.962509,-1.778705,0.198139,0.277457,0.989748,-1.858554,0.104347,0.192053,0.000000,-1.697252,0.108664,0.183721,0.941920,-1.752274,0.100393,0.012035,0.932124,-1.729657,0.131554,0.136113,0.923039,-1.834599,0.128687,0.135472,0.000000,-1.805433,0.143662,0.078215,0.000000,-1.807938,0.098600,0.012521,-1.729672,0.131222,0.136196,,,,,,,,,,,,,-1.803963,0.205655,0.219332,-1.733643,0.156419,0.263381,-1.778547,0.198213,0.277357,,,,-1.697376,0.108683,0.183814,-1.752219,0.100595,0.012028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.807938,0.098570,0.012513,-1.729661,0.131209,0.136182,,,,,,,,,,,,,-1.803366,0.205472,0.218880,-1.733621,0.156412,0.263386,-1.778533,0.198216,0.277350,,,,-1.697377,0.108678,0.183812,-1.752239,0.100556,0.012043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.091667,-0.005601,-0.003400,-0.001072,-0.999978,-1.781749,0.144790,0.165871,0.000201,-1.807970,0.098547,0.012452,0.988322,-1.756020,0.206559,0.216302,0.000000,-1.823628,0.154998,0.264358,0.000000,-1.803519,0.205778,0.219196,0.932914,-1.733713,0.156299,0.263454,0.945084,-1.778542,0.198191,0.277366,0.949659,-1.858562,0.104506,0.192005,0.000000,-1.697251,0.108506,0.183689,0.960823,-1.752270,0.100246,0.012001,0.947656,-1.729607,0.131432,0.136065,0.914473,-1.834554,0.128767,0.135414,0.000000,-1.805353,0.143655,0.078151,0.000000,-1.807942,0.098576,0.012516,-1.729671,0.131182,0.136191,,,,,,,,,,,,,-1.803361,0.205483,0.218875,-1.733632,0.156400,0.263382,-1.778543,0.198209,0.277350,,,,-1.697389,0.108665,0.183806,-1.752335,0.100483,0.012104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.100000,-0.005607,-0.003415,-0.001086,-0.999978,-1.781755,0.144789,0.165880,0.000196,-1.807979,0.098547,0.012461,0.981265,-1.756027,0.206558,0.216311,0.000000,-1.823632,0.154995,0.264368,0.000000,-1.803526,0.205776,0.219207,0.885827,-1.733716,0.156298,0.263462,0.961584,-1.778546,0.198189,0.277375,0.996956,-1.858567,0.104503,0.192016,0.000000,-1.697255,0.108508,0.183695,0.942789,-1.752279,0.100248,0.012009,0.934149,-1.729614,0.131433,0.136072,0.927423,-1.834560,0.128765,0.135424,0.000000,-1.805361,0.143654,0.078161,0.000000,-1.807948,0.098580,0.012520,-1.729689,0.131183,0.136199,,,,,,,,,,,,,-1.803372,0.205497,0.218880,-1.733635,0.156409,0.263393,-1.778548,0.198189,0.277363,,,,-1.697377,0.108661,0.183814,-1.752349,0.100480,0.012113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.108333,-0.005781,-0.003560,-0.002063,-0.999975,-1.781845,0.144763,0.165949,0.000109,-1.808022,0.098524,0.012521,0.978181,-1.756224,0.206564,0.216394,0.000000,-1.823714,0.154852,0.264452,0.000000,-1.803720,0.205688,0.219303,0.933246,-1.733802,0.156331,0.263521,0.943375,-1.778710,0.198129,0.277462,0.957992,-1.858571,0.104317,0.192091,0.000000,-1.697270,0.108640,0.183727,0.968570,-1.752325,0.100334,0.012054,0.956623,-1.729686,0.131519,0.136122,0.912782,-1.834628,0.128647,0.135502,0.000000,-1.805474,0.143613,0.078236,0.000000,-1.807949,0.098572,0.012525,-1.729700,0.131179,0.136195,,,,,,,,,,,,,-1.803984,0.205651,0.219323,-1.733639,0.156401,0.263380,-1.778576,0.198188,0.277379,,,,-1.697363,0.108674,0.183805,-1.752324,0.100501,0.012101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.116667,-0.005890,-0.003408,-0.002019,-0.999975,-1.781837,0.144767,0.165923,0.000095,-1.807971,0.098563,0.012476,0.989617,-1.756225,0.206554,0.216390,0.000000,-1.823735,0.154837,0.264415,0.000000,-1.803722,0.205682,0.219284,0.931357,-1.733822,0.156309,0.263512,0.941974,-1.778730,0.198108,0.277448,0.952172,-1.858574,0.104322,0.192033,0.000000,-1.697270,0.108632,0.183718,0.960481,-1.752274,0.100368,0.012027,0.948318,-1.729670,0.131524,0.136108,0.910578,-1.834611,0.128662,0.135456,0.000000,-1.805439,0.143638,0.078202,0.000000,-1.807942,0.098584,0.012497,-1.729701,0.131178,0.136193,,,,,,,,,,,,,-1.803990,0.205628,0.219308,-1.733655,0.156393,0.263374,-1.778570,0.198182,0.277374,,,,-1.697389,0.108656,0.183820,-1.752213,0.100564,0.012009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.125000,-0.005719,-0.003289,-0.001192,-0.999978,-1.781754,0.144785,0.165846,0.000189,-1.807930,0.098571,0.012410,0.978616,-1.756052,0.206547,0.216297,0.000000,-1.823658,0.154959,0.264326,0.000000,-1.803551,0.205755,0.219181,0.883659,-1.733742,0.156282,0.263443,0.959969,-1.778585,0.198159,0.277354,0.994409,-1.858564,0.104476,0.191953,0.000000,-1.697251,0.108517,0.183674,0.938585,-1.752230,0.100284,0.011972,0.933899,-1.729602,0.131446,0.136048,0.922687,-1.834548,0.128756,0.135373,0.000000,-1.805338,0.143664,0.078121,0.000000,-1.807937,0.098576,0.012495,-1.729702,0.131186,0.136184,,,,,,,,,,,,,-1.803389,0.205465,0.218854,-1.733654,0.156394,0.263371,-1.778577,0.198179,0.277360,,,,-1.697396,0.108667,0.183804,-1.752237,0.100545,0.012014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
