Format Version,1.23,Take Name,N_50,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 03.17.17.045 PM,Total Frames in Take,1138,Total Exported Frames,1138,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,"DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12",DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker9,DeepRacer1:Marker9,DeepRacer1:Marker9,Unlabeled 2423,Unlabeled 2423,Unlabeled 2423,Unlabeled 2424,Unlabeled 2424,Unlabeled 2424,Unlabeled 2425,Unlabeled 2425,Unlabeled 2425,Unlabeled 2426,Unlabeled 2426,Unlabeled 2426,Unlabeled 2427,Unlabeled 2427,Unlabeled 2427,Unlabeled 2428,Unlabeled 2428,Unlabeled 2428,Unlabeled 2429,Unlabeled 2429,Unlabeled 2429,Unlabeled 2430,Unlabeled 2430,Unlabeled 2430,Unlabeled 2431,Unlabeled 2431,Unlabeled 2431,Unlabeled 2433,Unlabeled 2433,Unlabeled 2433,Unlabeled 2436,Unlabeled 2436,Unlabeled 2436,Unlabeled 2437,Unlabeled 2437,Unlabeled 2437,Unlabeled 2440,Unlabeled 2440,Unlabeled 2440,Unlabeled 2442,Unlabeled 2442,Unlabeled 2442,Unlabeled 2443,Unlabeled 2443,Unlabeled 2443,Unlabeled 2444,Unlabeled 2444,Unlabeled 2444
,ID,"CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","147390","147390","147390","144C00","144C00","144C00","147920","147920","147920","EB01EBCDBF3011EB6A3FE2211B005D8D","EB01EBCDBF3011EB6A3FE2211B005D8D","EB01EBCDBF3011EB6A3FE2211B005D8D","144C20","144C20","144C20","146DF0","146DF0","146DF0","144E80","144E80","144E80","144C50","144C50","144C50","144C40","144C40","144C40","144BF0","144BF0","144BF0","144C30","144C30","144C30","144BE0","144BE0","144BE0","1480C0","1480C0","1480C0","148F30","148F30","148F30","1491A0","1491A0","1491A0","149880","149880","149880","1498B0","1498B0","1498B0","149850","149850","149850","149860","149860","149860","1498A0","1498A0","1498A0","149870","149870","149870","149920","149920","149920","149900","149900","149900","149940","149940","149940","149980","149980","149980","1499A0","1499A0","1499A0","149990","149990","149990","149960","149960","149960"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.003921,0.001861,0.006633,-0.999969,0.975372,0.126902,0.090539,0.000239,0.950038,0.080535,-0.062992,0.918333,1.001527,0.188441,0.141031,0.919221,0.932633,0.138098,0.188547,0.906498,0.953994,0.188404,0.143431,0.920438,1.022563,0.138008,0.188581,0.962904,0.978244,0.180635,0.201883,0.936039,0.897677,0.087900,0.116001,0.916722,1.059109,0.089380,0.109360,0.933107,1.005759,0.081373,-0.062865,0.930745,1.027609,0.112637,0.061325,0.908869,0.922646,0.111591,0.059584,0.795394,0.952669,0.125826,0.002581,0.000000,0.949885,0.080651,-0.062727,1.027526,0.112569,0.061673,0.923025,0.110872,0.059486,,,,1.001339,0.188554,0.140794,0.932797,0.137965,0.188239,0.953894,0.188706,0.143420,1.022614,0.137910,0.188680,0.978499,0.180612,0.201892,0.897618,0.088169,0.115814,1.058931,0.089365,0.109560,1.005674,0.081624,-0.062945,0.948666,0.130244,-0.005068,1.011600,0.083057,-0.034522,0.916027,0.046924,0.049956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.003952,0.001860,0.006589,-0.999969,0.975370,0.126913,0.090535,0.000234,0.950039,0.080553,-0.062999,0.918333,1.001519,0.188451,0.141031,0.919221,0.932629,0.138099,0.188544,0.906498,0.953986,0.188409,0.143431,0.920438,1.022559,0.138016,0.188578,0.962904,0.978237,0.180639,0.201882,0.936039,0.897678,0.087902,0.115995,0.916722,1.059110,0.089397,0.109354,0.933107,1.005761,0.081395,-0.062872,0.930745,1.027608,0.112654,0.061320,0.908869,0.922645,0.111598,0.059579,0.795394,0.952666,0.125840,0.002577,0.000000,0.949885,0.080666,-0.062725,1.027552,0.112648,0.061626,0.923019,0.110889,0.059504,,,,1.001312,0.188498,0.140822,0.932796,0.137982,0.188245,0.953889,0.188696,0.143356,1.022609,0.137910,0.188679,0.978490,0.180619,0.201895,0.897614,0.088186,0.115820,1.058928,0.089376,0.109560,1.005676,0.081642,-0.062939,0.948679,0.130293,-0.005057,1.011592,0.083057,-0.034527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,-0.003936,0.001867,0.006654,-0.999968,0.975376,0.126904,0.090549,0.000239,0.950041,0.080542,-0.062984,0.916533,1.001532,0.188440,0.141043,0.925453,0.932635,0.138099,0.188557,0.909548,0.954000,0.188405,0.143442,0.922051,1.022565,0.138004,0.188592,0.961183,0.978248,0.180633,0.201895,0.936520,0.897678,0.087904,0.116009,0.915104,1.059110,0.089378,0.109370,0.931115,1.005763,0.081377,-0.062856,0.932738,1.027612,0.112637,0.061335,0.922073,0.922649,0.111595,0.059593,0.798604,0.952673,0.125831,0.002591,0.000000,0.949893,0.080663,-0.062716,1.027532,0.112592,0.061678,0.923037,0.110889,0.059521,,,,1.001326,0.188496,0.140824,0.932811,0.137969,0.188256,0.953894,0.188702,0.143366,1.022612,0.137892,0.188677,0.978504,0.180615,0.201910,0.897615,0.088190,0.115842,1.058932,0.089377,0.109569,1.005680,0.081626,-0.062931,0.948686,0.130316,-0.005050,1.011593,0.083063,-0.034519,0.915814,0.047238,0.050232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.003956,0.001882,0.006643,-0.999968,0.975374,0.126912,0.090552,0.000242,0.950045,0.080556,-0.062983,0.917838,1.001528,0.188447,0.141050,0.923356,0.932630,0.138101,0.188559,0.906991,0.953995,0.188410,0.143447,0.918870,1.022560,0.138009,0.188597,0.962793,0.978242,0.180636,0.201900,0.935864,0.897677,0.087909,0.116008,0.915742,1.059109,0.089387,0.109374,0.933132,1.005767,0.081392,-0.062854,0.931868,1.027611,0.112647,0.061339,0.911201,0.922648,0.111603,0.059594,0.797756,0.952674,0.125842,0.002593,0.000000,0.949899,0.080665,-0.062722,1.027537,0.112604,0.061694,0.923025,0.110889,0.059512,,,,1.001316,0.188493,0.140820,0.932798,0.137968,0.188239,0.953896,0.188719,0.143436,1.022609,0.137892,0.188669,0.978501,0.180639,0.201908,0.897615,0.088196,0.115833,1.058933,0.089386,0.109571,1.005683,0.081642,-0.062931,0.948703,0.130294,-0.005033,1.011602,0.083043,-0.034511,0.915796,0.047248,0.050242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,-0.003936,0.001880,0.006633,-0.999969,0.975375,0.126910,0.090546,0.000243,0.950046,0.080548,-0.062987,0.920233,1.001528,0.188448,0.141041,0.921106,0.932632,0.138103,0.188553,0.903701,0.953995,0.188410,0.143439,0.918959,1.022561,0.138012,0.188590,0.963370,0.978242,0.180639,0.201892,0.935110,0.897678,0.087907,0.116004,0.914516,1.059111,0.089388,0.109369,0.933887,1.005768,0.081385,-0.062858,0.931353,1.027613,0.112646,0.061333,0.908722,0.922650,0.111599,0.059589,0.797077,0.952675,0.125836,0.002588,0.000000,0.949896,0.080665,-0.062717,1.027539,0.112594,0.061690,0.923031,0.110892,0.059512,,,,1.001317,0.188499,0.140819,0.932803,0.137965,0.188240,0.953896,0.188707,0.143364,1.022618,0.137901,0.188677,0.978496,0.180635,0.201906,0.897615,0.088193,0.115830,1.058938,0.089385,0.109572,1.005676,0.081646,-0.062929,0.948679,0.130347,-0.005080,1.011587,0.083052,-0.034522,0.915804,0.047244,0.050246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.003917,0.001889,0.006642,-0.999969,0.975370,0.126925,0.090540,0.000243,0.950043,0.080557,-0.062992,0.917236,1.001523,0.188464,0.141033,0.922389,0.932625,0.138123,0.188546,0.904347,0.953990,0.188428,0.143430,0.919679,1.022555,0.138031,0.188584,0.961904,0.978236,0.180659,0.201883,0.936427,0.897672,0.087925,0.115998,0.914703,1.059104,0.089402,0.109366,0.933475,1.005765,0.081394,-0.062862,0.928595,1.027608,0.112659,0.061328,0.907979,0.922645,0.111614,0.059582,0.798277,0.952671,0.125849,0.002581,0.000000,0.949892,0.080670,-0.062715,1.027530,0.112604,0.061692,0.923020,0.110910,0.059496,,,,1.001325,0.188510,0.140821,0.932794,0.137989,0.188233,0.953888,0.188710,0.143363,1.022621,0.137927,0.188669,0.978486,0.180654,0.201894,0.897604,0.088218,0.115814,1.058933,0.089409,0.109560,1.005675,0.081654,-0.062933,0.948704,0.130319,-0.005042,1.011575,0.083054,-0.034521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
