Format Version,1.23,Take Name,N_5,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 03.02.26.215 PM,Total Frames in Take,774,Total Exported Frames,774,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
198,1.650000,0.000467,0.014669,0.005047,-0.999880,-0.243940,0.126735,-1.887131,0.000594,-0.265202,0.078921,-2.040836,0.729851,-0.219266,0.188804,-1.836542,0.911764,-0.289205,0.138668,-1.790352,0.508297,-0.266845,0.188637,-1.835358,0.762408,-0.199306,0.138863,-1.788019,0.831192,-0.244075,0.181466,-1.776238,0.946446,-0.322146,0.087715,-1.863313,0.854402,-0.160602,0.089647,-1.865840,0.864769,-0.209505,0.079936,-2.039293,0.933737,-0.190931,0.112375,-1.914872,0.892249,-0.295812,0.110981,-1.919285,0.705018,-0.264383,0.124802,-1.975627,0.000000,-0.264243,0.079150,-2.040150,-0.190900,0.112184,-1.915245,-0.296799,0.111300,-1.919671,-0.219414,0.188645,-1.836836,-0.290305,0.139637,-1.789224,-0.267133,0.187672,-1.835129,-0.198634,0.138885,-1.788300,-0.243926,0.181343,-1.776221,-0.322640,0.088051,-1.863126,-0.160124,0.089827,-1.866085,-0.209252,0.079725,-2.039379,,,,,,
199,1.658333,0.000232,0.014913,0.004997,-0.999876,-0.243996,0.126765,-1.885626,0.000513,-0.265178,0.079020,-2.039364,0.699666,-0.219354,0.188813,-1.834996,0.908877,-0.289310,0.138648,-1.788863,0.537555,-0.266933,0.188641,-1.833835,0.741710,-0.199412,0.138851,-1.786487,0.817933,-0.244192,0.181444,-1.774707,0.951503,-0.322210,0.087725,-1.861865,0.843518,-0.160665,0.089676,-1.864311,0.858323,-0.209481,0.080041,-2.037793,0.914950,-0.190972,0.112424,-1.913347,0.894786,-0.295851,0.111020,-1.917812,0.723289,-0.264395,0.124871,-1.974133,0.000000,-0.264315,0.079172,-2.038759,-0.190935,0.112235,-1.913754,-0.296901,0.111297,-1.918127,-0.219523,0.188607,-1.835267,-0.290088,0.139401,-1.788318,-0.267364,0.187790,-1.833409,-0.198694,0.138809,-1.786740,-0.243877,0.181302,-1.774678,-0.322728,0.088001,-1.861717,-0.160144,0.089915,-1.864541,-0.209214,0.079872,-2.037909,,,,,,
200,1.666667,-0.000189,0.014784,0.004372,-0.999881,-0.244096,0.126687,-1.884100,0.000591,-0.265256,0.079043,-2.037872,0.733844,-0.219519,0.188724,-1.833425,0.905087,-0.289400,0.138433,-1.787316,0.697067,-0.267097,0.188491,-1.832252,0.738792,-0.199502,0.138748,-1.784962,0.809260,-0.244332,0.181274,-1.773136,0.913432,-0.322254,0.087529,-1.860351,0.848763,-0.160712,0.089686,-1.862837,0.845742,-0.209560,0.080132,-2.036314,0.915867,-0.191061,0.112436,-1.911846,0.887482,-0.295938,0.110903,-1.916286,0.717186,-0.264515,0.124841,-1.972603,0.000000,-0.264365,0.079254,-2.037236,-0.190988,0.112176,-1.912250,-0.296966,0.111162,-1.916630,-0.219595,0.188598,-1.833741,-0.290630,0.139389,-1.786250,-0.267482,0.187738,-1.832006,-0.198816,0.138796,-1.785203,-0.244071,0.181095,-1.773066,-0.322758,0.087852,-1.860241,-0.160236,0.089897,-1.863036,-0.209313,0.079909,-2.036409,,,,,,
201,1.675000,-0.000104,0.014956,0.004531,-0.999878,-0.244136,0.126648,-1.882496,0.000604,-0.265259,0.078986,-2.036267,0.721398,-0.219557,0.188687,-1.831823,0.912961,-0.289470,0.138425,-1.785729,0.528069,-0.267136,0.188469,-1.830666,0.779816,-0.199572,0.138712,-1.783344,0.817787,-0.244393,0.181255,-1.771541,0.918920,-0.322315,0.087520,-1.858767,0.847857,-0.160772,0.089625,-1.861198,0.860548,-0.209564,0.080057,-2.034690,0.913386,-0.191096,0.112376,-1.910222,0.878709,-0.295973,0.110876,-1.914697,0.721491,-0.264526,0.124794,-1.971006,0.000000,-0.264281,0.079278,-2.035619,-0.191046,0.112113,-1.910617,-0.296996,0.111092,-1.915081,-0.219628,0.188548,-1.832114,-0.290555,0.139456,-1.784529,-0.267393,0.187827,-1.830418,-0.198948,0.138677,-1.783580,-0.244232,0.181176,-1.771487,-0.322839,0.087730,-1.858667,-0.160303,0.089855,-1.861427,-0.209358,0.079792,-2.034784,,,,,,
202,1.683333,-0.000217,0.015229,0.004556,-0.999874,-0.244256,0.126582,-1.880886,0.000536,-0.265297,0.078954,-2.034679,0.697839,-0.219702,0.188607,-1.830185,0.917572,-0.289642,0.138339,-1.784141,0.520429,-0.267281,0.188392,-1.829055,0.816396,-0.199746,0.138621,-1.781707,0.832854,-0.244571,0.181163,-1.769919,0.953127,-0.322450,0.087451,-1.857208,0.856807,-0.160905,0.089549,-1.859550,0.857370,-0.209603,0.080023,-2.033072,0.912857,-0.191202,0.112313,-1.908586,0.880577,-0.296076,0.110819,-1.913119,0.721519,-0.264597,0.124748,-1.969407,0.000000,-0.264610,0.079117,-2.034141,-0.191121,0.112105,-1.908946,-0.297066,0.110986,-1.913537,-0.219724,0.188539,-1.830395,-0.290331,0.139226,-1.783551,-0.267976,0.187653,-1.828648,-0.198990,0.138545,-1.781998,-0.244392,0.180897,-1.769855,-0.322855,0.087748,-1.857028,-0.160380,0.089700,-1.859797,-0.209339,0.079824,-2.033191,,,,,,
203,1.691667,-0.000695,0.015456,0.004390,-0.999871,-0.244300,0.126551,-1.879208,0.000661,-0.265254,0.079063,-2.033056,0.719568,-0.219790,0.188537,-1.828438,0.925752,-0.289734,0.138201,-1.782474,0.514856,-0.267370,0.188304,-1.827330,0.765553,-0.199840,0.138512,-1.779998,0.797521,-0.244685,0.181028,-1.768190,0.908606,-0.322491,0.087372,-1.855604,0.843098,-0.160946,0.089528,-1.857870,0.840808,-0.209561,0.080149,-2.031423,0.882845,-0.191228,0.112327,-1.906898,0.878590,-0.296100,0.110802,-1.911480,0.727155,-0.264600,0.124795,-1.967741,0.000000,-0.264344,0.079286,-2.032440,-0.191169,0.112132,-1.907339,-0.297101,0.111078,-1.911817,-0.219880,0.188434,-1.828702,-0.290863,0.139063,-1.781150,-0.268159,0.187811,-1.827211,-0.199077,0.138378,-1.780234,-0.244407,0.180835,-1.768050,-0.322932,0.087787,-1.855441,-0.160394,0.089644,-1.858166,-0.209251,0.079817,-2.031537,,,,,,
204,1.700000,-0.000562,0.015608,0.004547,-0.999868,-0.244284,0.126510,-1.877533,0.000589,-0.265206,0.078988,-2.031375,0.758866,-0.219770,0.188501,-1.826772,0.926695,-0.289744,0.138200,-1.780815,0.537677,-0.267350,0.188283,-1.825678,0.833656,-0.199850,0.138482,-1.778312,0.798884,-0.244685,0.181015,-1.766529,0.916728,-0.322494,0.087361,-1.853942,0.852218,-0.160948,0.089465,-1.856160,0.849560,-0.209513,0.080057,-2.029725,0.884955,-0.191208,0.112261,-1.905203,0.881768,-0.296079,0.110768,-1.909816,0.717479,-0.264558,0.124737,-1.966071,0.000000,-0.264426,0.079137,-2.030829,-0.191205,0.112035,-1.905618,-0.297127,0.111054,-1.910127,-0.219867,0.188436,-1.827041,-0.290900,0.139045,-1.779645,-0.267741,0.187814,-1.825415,-0.199089,0.138440,-1.778570,-0.244467,0.180775,-1.766454,-0.322998,0.087658,-1.853857,-0.160414,0.089646,-1.856370,-0.209207,0.079760,-2.029897,,,,,,
205,1.708333,-0.000107,0.015566,0.004733,-0.999868,-0.244276,0.126544,-1.875912,0.000572,-0.265231,0.078891,-2.029709,0.757680,-0.219734,0.188572,-1.825209,0.928576,-0.289723,0.138339,-1.779201,0.542634,-0.267314,0.188373,-1.824111,0.836160,-0.199829,0.138589,-1.776706,0.803788,-0.244647,0.181150,-1.764957,0.909765,-0.322500,0.087447,-1.852279,0.838552,-0.160953,0.089486,-1.854513,0.850336,-0.209537,0.079940,-2.028065,0.910506,-0.191209,0.112250,-1.903574,0.896361,-0.296080,0.110793,-1.908177,0.742764,-0.264559,0.124699,-1.964447,0.000000,-0.264426,0.078999,-2.029180,-0.191195,0.112035,-1.903927,-0.297029,0.111015,-1.908508,-0.219847,0.188582,-1.825471,-0.290887,0.139229,-1.778105,-0.267675,0.187847,-1.823963,-0.199088,0.138536,-1.776959,-0.244409,0.180894,-1.764869,-0.323043,0.087744,-1.852095,-0.160446,0.089612,-1.854805,-0.209245,0.079749,-2.028142,,,,,,
206,1.716667,0.000173,0.015840,0.004963,-0.999862,-0.244247,0.126627,-1.874197,0.000528,-0.265140,0.078898,-2.027979,0.723570,-0.219703,0.188671,-1.823514,0.920856,-0.289741,0.138496,-1.777517,0.703838,-0.267284,0.188495,-1.822442,0.809747,-0.199848,0.138706,-1.774973,0.807544,-0.244652,0.181294,-1.763272,0.888639,-0.322502,0.087579,-1.850585,0.859622,-0.160953,0.089542,-1.852731,0.860681,-0.209447,0.079922,-2.026304,0.916226,-0.191171,0.112292,-1.901821,0.880091,-0.296040,0.110882,-1.906481,0.749488,-0.264482,0.124742,-1.962741,0.000000,-0.264298,0.079086,-2.027287,-0.191180,0.112017,-1.902214,-0.296969,0.111024,-1.906829,-0.219829,0.188672,-1.823805,-0.290450,0.139278,-1.776980,-0.267801,0.187986,-1.822214,-0.199126,0.138591,-1.775214,-0.244325,0.181002,-1.763194,-0.322980,0.087795,-1.850385,-0.160461,0.089681,-1.852954,-0.209146,0.079806,-2.026396,,,,,,
207,1.725000,0.000185,0.015201,0.005009,-0.999872,-0.244289,0.126639,-1.872441,0.000618,-0.265383,0.078910,-2.026195,0.680312,-0.219674,0.188682,-1.821791,0.941756,-0.289658,0.138515,-1.775703,0.502536,-0.267254,0.188511,-1.820657,0.867278,-0.199762,0.138716,-1.773274,0.831817,-0.244547,0.181309,-1.761517,0.918026,-0.322517,0.087600,-1.848728,0.873955,-0.160971,0.089547,-1.851081,0.863490,-0.209687,0.079929,-2.024592,0.932412,-0.191249,0.112300,-1.900133,0.887567,-0.296125,0.110899,-1.904658,0.743775,-0.264637,0.124755,-1.960959,0.000000,-0.264285,0.079140,-2.025581,-0.191142,0.112048,-1.900489,-0.297052,0.111003,-1.905084,-0.219682,0.188702,-1.822023,-0.290871,0.139446,-1.774429,-0.267610,0.188161,-1.820477,-0.199130,0.138682,-1.773504,-0.244423,0.181012,-1.761454,-0.322953,0.087846,-1.848668,-0.160470,0.089716,-1.851218,-0.209679,0.079677,-2.024691,,,,,,
208,1.733333,0.000008,0.015964,0.005647,-0.999857,-0.244260,0.126697,-1.870612,0.000588,-0.265179,0.079050,-2.024416,0.745711,-0.219644,0.188690,-1.819902,0.942614,-0.289762,0.138595,-1.773939,0.524974,-0.267225,0.188579,-1.818841,0.898930,-0.199869,0.138681,-1.771373,0.835091,-0.244618,0.181326,-1.759668,0.927386,-0.322574,0.087748,-1.847033,0.873392,-0.161022,0.089491,-1.849139,0.855768,-0.209485,0.079998,-2.022727,0.906883,-0.191196,0.112300,-1.898228,0.887592,-0.296067,0.111034,-1.902914,0.718848,-0.264475,0.124870,-1.959162,0.000000,-0.264371,0.079183,-2.023813,-0.191190,0.112010,-1.898572,-0.297145,0.111159,-1.903209,-0.219525,0.188587,-1.820068,-0.290949,0.139451,-1.772727,-0.267530,0.188324,-1.818768,-0.199257,0.138645,-1.771616,-0.244479,0.181082,-1.759595,-0.323028,0.087924,-1.846894,-0.160585,0.089712,-1.849443,-0.209200,0.079835,-2.022904,,,,,,
209,1.741667,0.000251,0.015358,0.005610,-0.999866,-0.244447,0.126603,-1.868740,0.000560,-0.265550,0.078881,-2.022496,0.884013,-0.219774,0.188622,-1.818090,0.872900,-0.289833,0.138544,-1.772018,0.544684,-0.267354,0.188508,-1.816971,0.825625,-0.199937,0.138637,-1.769561,0.836434,-0.244674,0.181286,-1.757823,0.928420,-0.322730,0.087660,-1.845048,0.882902,-0.161181,0.089413,-1.847350,0.850271,-0.209854,0.079833,-2.020875,0.859597,-0.191416,0.112196,-1.896414,0.893979,-0.296292,0.110921,-1.900972,0.752413,-0.264770,0.124733,-1.957265,0.000000,-0.265462,0.078541,-2.022193,-0.191214,0.112023,-1.896744,-0.297180,0.111162,-1.901340,-0.219346,0.188355,-1.818155,-0.291026,0.139426,-1.770962,-0.268039,0.188378,-1.816965,-0.199306,0.138523,-1.769693,-0.244495,0.181072,-1.757756,-0.323165,0.087828,-1.844999,-0.160606,0.089566,-1.847425,-0.209334,0.080024,-2.020965,,,,,,
210,1.750000,-0.000496,0.015422,0.006163,-0.999862,-0.244444,0.126555,-1.866816,0.000533,-0.265578,0.079088,-2.020647,0.875941,-0.219711,0.188471,-1.816069,0.907116,-0.289830,0.138399,-1.770082,0.537129,-0.267291,0.188407,-1.814957,0.923384,-0.199935,0.138391,-1.767613,0.859477,-0.244628,0.181070,-1.755816,0.925834,-0.322772,0.087661,-1.843193,0.871684,-0.161221,0.089243,-1.845471,0.826199,-0.209881,0.079977,-2.019017,0.846034,-0.191425,0.112133,-1.894504,0.900604,-0.296302,0.110978,-1.899079,0.773311,-0.264757,0.124840,-1.955347,0.000000,-0.265566,0.078647,-2.020420,-0.191322,0.112045,-1.894878,-0.297118,0.111129,-1.899444,-0.219417,0.188249,-1.816118,-0.291015,0.139219,-1.768919,-0.267557,0.188384,-1.814806,-0.199417,0.138213,-1.767741,-0.244602,0.180812,-1.755672,-0.323230,0.087894,-1.843190,-0.160601,0.089510,-1.845635,-0.209286,0.080082,-2.019135,,,,,,
211,1.758333,-0.001281,0.016382,0.006087,-0.999846,-0.244427,0.126588,-1.864896,0.000634,-0.265256,0.079357,-2.018841,0.875941,-0.219803,0.188429,-1.814005,0.907116,-0.290002,0.138274,-1.768232,0.537129,-0.267385,0.188355,-1.812985,0.923384,-0.200111,0.138277,-1.765589,0.859477,-0.244834,0.180930,-1.753812,0.925834,-0.322794,0.087643,-1.841485,0.871684,-0.161239,0.089257,-1.843449,0.826199,-0.209562,0.080253,-2.017102,0.846034,-0.191352,0.112218,-1.892505,0.900604,-0.296220,0.111052,-1.897283,0.773311,-0.264569,0.125007,-1.953468,0.000000,-0.264632,0.079350,-2.018236,-0.191316,0.111963,-1.892904,-0.297209,0.111168,-1.897600,-0.219480,0.188188,-1.814114,-0.291094,0.139048,-1.766989,-0.268086,0.188441,-1.813133,-0.199480,0.138127,-1.765831,-0.244656,0.180593,-1.753661,-0.323197,0.087857,-1.841271,-0.160763,0.089457,-1.843740,-0.209194,0.080195,-2.017294,,,,,,
212,1.766667,-0.000546,0.015775,0.005654,-0.999859,-0.244598,0.126584,-1.863041,0.000470,-0.265575,0.079108,-2.016890,0.782881,-0.219964,0.188521,-1.812272,0.895685,-0.290064,0.138374,-1.766338,0.543251,-0.267545,0.188408,-1.811193,0.819705,-0.200170,0.138458,-1.763806,0.826972,-0.244915,0.181090,-1.752037,0.897470,-0.322903,0.087608,-1.839477,0.873999,-0.161352,0.089355,-1.841640,0.851939,-0.209880,0.080054,-2.015221,0.895249,-0.191545,0.112218,-1.890693,0.881341,-0.296417,0.110957,-1.895342,0.738826,-0.264846,0.124856,-1.951586,0.000000,-0.265589,0.078684,-2.016569,-0.191398,0.112002,-1.890992,-0.297303,0.111195,-1.895675,-0.219662,0.188264,-1.812366,-0.290744,0.139071,-1.765731,-0.268258,0.188380,-1.811252,-0.199575,0.138246,-1.763937,-0.244688,0.180712,-1.751851,-0.323239,0.087807,-1.839384,-0.160780,0.089574,-1.841730,-0.209258,0.080333,-2.015358,,,,,,
213,1.775000,-0.000309,0.015556,0.005403,-0.999864,-0.244743,0.126650,-1.861112,0.000459,-0.265764,0.079090,-2.014929,0.867051,-0.220117,0.188624,-1.810383,0.898243,-0.290173,0.138464,-1.764395,0.713077,-0.267698,0.188488,-1.809284,0.820865,-0.200278,0.138594,-1.761902,0.838680,-0.245039,0.181209,-1.750134,0.880250,-0.323019,0.087647,-1.837494,0.899808,-0.161469,0.089473,-1.839730,0.845190,-0.210069,0.080065,-2.013285,0.826083,-0.191695,0.112297,-1.888780,0.900843,-0.296569,0.110982,-1.893382,0.756126,-0.265030,0.124870,-1.949647,0.000000,-0.265613,0.078708,-2.014615,-0.191476,0.112073,-1.889068,-0.297315,0.111191,-1.893776,-0.219867,0.188558,-1.810351,-0.291016,0.139200,-1.763803,-0.268300,0.188502,-1.809371,-0.199680,0.138354,-1.762028,-0.244881,0.180784,-1.749969,-0.323329,0.087791,-1.837431,-0.160796,0.089654,-1.839772,-0.209803,0.080267,-2.013412,,,,,,
214,1.783333,-0.000579,0.016156,0.005937,-0.999852,-0.244744,0.126723,-1.859149,0.000471,-0.265630,0.079270,-2.013018,0.870780,-0.220114,0.188643,-1.808357,0.934694,-0.290278,0.138533,-1.762480,0.683507,-0.267695,0.188557,-1.807315,0.847709,-0.200386,0.138565,-1.759879,0.835863,-0.245116,0.181222,-1.748142,0.879192,-0.323089,0.087791,-1.835647,0.913137,-0.161536,0.089446,-1.837687,0.825278,-0.209936,0.080185,-2.011306,0.910766,-0.191678,0.112329,-1.886762,0.893588,-0.296547,0.111128,-1.891490,0.782692,-0.264926,0.125013,-1.947710,0.000000,-0.265704,0.078686,-2.012655,-0.191576,0.112059,-1.887047,-0.297365,0.111179,-1.891858,-0.219894,0.188398,-1.808434,-0.291144,0.139252,-1.761830,-0.267871,0.188768,-1.807273,-0.199847,0.138374,-1.760025,-0.245073,0.180839,-1.747951,-0.323488,0.087913,-1.835598,-0.160971,0.089690,-1.837870,-0.209280,0.080666,-2.011420,,,,,,
215,1.791667,0.000003,0.015841,0.005895,-0.999857,-0.244849,0.126735,-1.857092,0.000597,-0.265830,0.079102,-2.010892,0.827143,-0.220190,0.188715,-1.806387,0.915443,-0.290321,0.138654,-1.760408,0.674909,-0.267771,0.188627,-1.805315,0.930699,-0.200428,0.138695,-1.757864,0.852610,-0.245153,0.181362,-1.746148,0.892550,-0.323176,0.087824,-1.833495,0.894951,-0.161624,0.089488,-1.835640,0.839548,-0.210135,0.080022,-2.009217,0.794553,-0.191799,0.112312,-1.884722,0.898494,-0.296671,0.111098,-1.889382,0.775456,-0.265087,0.124920,-1.945638,0.000000,-0.265754,0.078662,-2.010686,-0.191642,0.112134,-1.884993,-0.297470,0.111266,-1.889763,-0.220015,0.188348,-1.806520,-0.291662,0.139387,-1.759312,-0.267979,0.188546,-1.805294,-0.199965,0.138487,-1.758039,-0.245153,0.181126,-1.746083,-0.323567,0.087946,-1.833530,-0.161102,0.089748,-1.835721,-0.208390,0.081423,-2.008807,,,,,,
216,1.800000,0.000368,0.015550,0.005656,-0.999863,-0.244971,0.126724,-1.855020,0.000610,-0.266020,0.078968,-2.008773,0.877239,-0.220311,0.188753,-1.804375,0.893130,-0.290392,0.138693,-1.758318,0.529929,-0.267892,0.188644,-1.803275,0.943926,-0.200497,0.138778,-1.755827,0.865897,-0.245235,0.181433,-1.744116,0.938584,-0.323266,0.087794,-1.831349,0.897188,-0.161716,0.089531,-1.833590,0.852813,-0.210324,0.079915,-2.007131,0.431163,-0.191931,0.112306,-1.882670,0.909853,-0.296805,0.111040,-1.887269,0.774875,-0.265260,0.124835,-1.943553,0.000000,-0.265842,0.078622,-2.008584,-0.191706,0.112170,-1.882939,-0.297597,0.111221,-1.887694,-0.220178,0.188813,-1.804451,-0.291584,0.139400,-1.757288,-0.268024,0.188438,-1.803195,-0.200030,0.138503,-1.755982,-0.245275,0.181134,-1.744033,-0.323644,0.087878,-1.831449,-0.161138,0.089735,-1.833626,-0.208044,0.081517,-2.006846,,,,,,
217,1.808333,-0.000106,0.015745,0.005810,-0.999859,-0.245035,0.126617,-1.852870,0.000630,-0.266038,0.079013,-2.006675,0.891969,-0.220378,0.188590,-1.802156,0.958926,-0.290491,0.138507,-1.756174,0.568197,-0.267958,0.188494,-1.801074,0.935731,-0.200597,0.138563,-1.753647,0.859140,-0.245328,0.181220,-1.741913,0.921903,-0.323352,0.087687,-1.829266,0.899984,-0.161800,0.089379,-1.831442,0.846670,-0.210342,0.079942,-2.005011,0.299881,-0.191989,0.112209,-1.880512,0.906018,-0.296861,0.110978,-1.885153,0.770602,-0.265290,0.124818,-1.941411,0.000000,-0.265831,0.078626,-2.006451,-0.191856,0.112063,-1.880807,-0.297682,0.111168,-1.885665,-0.220169,0.188407,-1.802179,-0.291747,0.139222,-1.755091,-0.268058,0.188452,-1.801012,-0.200149,0.138355,-1.753749,-0.245408,0.180874,-1.741809,-0.323722,0.087786,-1.829366,-0.161171,0.089686,-1.831531,-0.208155,0.081706,-2.004664,,,,,,
218,1.816667,-0.000164,0.015994,0.005923,-0.999855,-0.245131,0.126592,-1.850721,0.000625,-0.266067,0.079011,-2.004543,0.871069,-0.220485,0.188554,-1.799987,0.926341,-0.290633,0.138480,-1.754046,0.519221,-0.268066,0.188468,-1.798930,0.932639,-0.200740,0.138516,-1.751475,0.878594,-0.245467,0.181182,-1.739758,0.915020,-0.323468,0.087677,-1.827160,0.888581,-0.161914,0.089333,-1.829255,0.859100,-0.210372,0.079927,-2.002850,0.303126,-0.192074,0.112176,-1.878338,0.908864,-0.296944,0.110969,-1.883032,0.778236,-0.265342,0.124807,-1.939273,0.000000,-0.265840,0.078613,-2.004305,-0.191886,0.112110,-1.878644,-0.297700,0.111101,-1.883478,-0.220253,0.188389,-1.800065,-0.291991,0.139223,-1.752906,-0.268206,0.188280,-1.798797,-0.200291,0.138381,-1.751603,-0.245516,0.180861,-1.739659,-0.323862,0.087847,-1.827278,-0.161417,0.089580,-1.829353,-0.208190,0.081612,-2.002437,,,,,,
219,1.825000,0.000248,0.016332,0.005584,-0.999851,-0.245211,0.126601,-1.848575,0.000524,-0.266013,0.078877,-2.002371,0.888861,-0.220640,0.188622,-1.797878,0.909021,-0.290786,0.138540,-1.751942,0.517019,-0.268223,0.188505,-1.796852,0.930291,-0.200895,0.138638,-1.749310,0.858264,-0.245658,0.181284,-1.737659,0.903109,-0.323538,0.087654,-1.825035,0.899829,-0.161985,0.089415,-1.827023,0.839204,-0.210320,0.079832,-2.000643,0.930057,-0.192126,0.112197,-1.876146,0.913051,-0.296993,0.110916,-1.880908,0.767786,-0.265362,0.124729,-1.937140,0.000000,-0.265840,0.078531,-2.002153,-0.191881,0.112132,-1.876384,-0.297814,0.111102,-1.881301,-0.220370,0.188379,-1.797902,-0.292095,0.139356,-1.750779,-0.268409,0.188713,-1.796862,-0.200365,0.138473,-1.749424,-0.245658,0.180930,-1.737502,-0.323935,0.087696,-1.825074,-0.161416,0.089696,-1.827129,-0.210056,0.079868,-2.000729,,,,,,
220,1.833333,0.000049,0.017093,0.005307,-0.999840,-0.245202,0.126654,-1.846327,0.000494,-0.265742,0.078977,-2.000172,0.859185,-0.220743,0.188669,-1.795568,0.910115,-0.290930,0.138531,-1.749758,0.712919,-0.268326,0.188526,-1.794615,0.878024,-0.201043,0.138678,-1.746989,0.839297,-0.245848,0.181295,-1.735390,0.883630,-0.323542,0.087654,-1.822921,0.898704,-0.161987,0.089507,-1.824662,0.856905,-0.210052,0.079963,-1.998358,0.666659,-0.192066,0.112290,-1.873821,0.904445,-0.296925,0.110953,-1.878744,0.749596,-0.265216,0.124804,-1.934922,0.000000,-0.265884,0.078500,-1.999909,-0.191962,0.112073,-1.874118,-0.297851,0.111123,-1.879086,-0.220479,0.188446,-1.795669,-0.291677,0.139221,-1.749226,-0.268790,0.188516,-1.794767,-0.200451,0.138450,-1.747088,-0.245695,0.180909,-1.735179,-0.323933,0.087728,-1.822844,-0.161506,0.089720,-1.824888,-0.208912,0.080614,-1.998127,,,,,,
221,1.841667,0.000182,0.016488,0.005401,-0.999850,-0.245290,0.126636,-1.844024,0.000611,-0.266025,0.078923,-1.997832,0.872927,-0.220758,0.188659,-1.793310,0.951815,-0.290899,0.138546,-1.747403,0.545947,-0.268340,0.188525,-1.792299,0.926398,-0.201009,0.138677,-1.744743,0.854273,-0.245791,0.181305,-1.733100,0.887657,-0.323610,0.087657,-1.820513,0.886482,-0.162056,0.089478,-1.822450,0.840208,-0.210333,0.079899,-1.996085,0.366106,-0.192190,0.112255,-1.871579,0.903736,-0.297055,0.110936,-1.876375,0.758039,-0.265412,0.124767,-1.932594,0.000000,-0.265924,0.078466,-1.997634,-0.191981,0.112046,-1.871825,-0.297886,0.111055,-1.876857,-0.220602,0.188660,-1.793424,-0.292170,0.139317,-1.746359,-0.268444,0.188250,-1.792300,-0.200493,0.138438,-1.744872,-0.245912,0.180909,-1.732925,-0.323998,0.087887,-1.820565,-0.161468,0.089721,-1.822512,-0.208569,0.081701,-1.995825,,,,,,
222,1.850000,0.000236,0.017199,0.005560,-0.999837,-0.245240,0.126668,-1.841730,0.000591,-0.265772,0.078945,-1.995563,0.860571,-0.220760,0.188690,-1.790989,0.919105,-0.290983,0.138604,-1.745176,0.513248,-0.268344,0.188571,-1.790046,0.958484,-0.201096,0.138706,-1.742388,0.832404,-0.245881,0.181350,-1.730814,0.895209,-0.323606,0.087717,-1.818326,0.870817,-0.162049,0.089487,-1.820034,0.842690,-0.210082,0.079903,-1.993737,0.715387,-0.192106,0.112267,-1.869209,0.890440,-0.296965,0.110981,-1.874153,0.744235,-0.265236,0.124797,-1.930329,0.000000,-0.265866,0.078451,-1.995322,-0.192065,0.111989,-1.869544,-0.297926,0.111156,-1.874455,-0.220500,0.188695,-1.791182,-0.292252,0.139525,-1.744022,-0.268477,0.188654,-1.789992,-0.200526,0.138458,-1.742639,-0.245942,0.180941,-1.730746,-0.324110,0.087806,-1.818255,-0.161460,0.089668,-1.820163,-0.209074,0.080406,-1.993570,,,,,,
