Format Version,1.23,Take Name,P_10,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 02.54.09.625 PM,Total Frames in Take,797,Total Exported Frames,797,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,0.007514,0.008914,-0.008885,0.999893,-1.875211,0.144960,-1.845679,0.000608,-1.904048,0.099838,-1.998963,0.591906,-1.847700,0.206011,-1.795314,0.778653,-1.915782,0.155617,-1.746694,0.000000,-1.895170,0.206161,-1.791892,0.794004,-1.825874,0.155137,-1.748598,0.885327,-1.869704,0.197856,-1.734034,0.937688,-1.952515,0.106107,-1.818835,0.000000,-1.791258,0.106938,-1.828939,0.954583,-1.848334,0.100434,-2.000030,0.908132,-1.823679,0.130685,-1.876115,0.807362,-1.928659,0.130106,-1.875602,0.000000,-1.899805,0.144631,-1.933133,0.000000,-1.902351,0.100490,-1.998256,-1.824321,0.130303,-1.876238,,,,-1.847070,0.206361,-1.795116,-1.895905,0.205938,-1.792089,-1.825597,0.155167,-1.748904,-1.869784,0.197685,-1.734181,-1.791401,0.106982,-1.828968,-1.848535,0.100442,-1.999796,-2.103454,0.013304,-1.990934,,,,,,
7,0.058333,0.007491,0.008970,-0.008806,0.999893,-1.875222,0.144947,-1.845687,0.000614,-1.904069,0.099814,-1.998966,0.512522,-1.847716,0.206004,-1.795329,0.812904,-1.915784,0.155602,-1.746698,0.000000,-1.895185,0.206148,-1.791901,0.801983,-1.825876,0.155136,-1.748612,0.896332,-1.869712,0.197849,-1.734045,0.940171,-1.952517,0.106083,-1.818833,0.000000,-1.791261,0.106939,-1.828955,0.962040,-1.848355,0.100418,-2.000039,0.922893,-1.823691,0.130679,-1.876128,0.810689,-1.928671,0.130083,-1.875604,0.000000,-1.899826,0.144610,-1.933138,0.000000,-1.902335,0.100492,-1.998246,-1.824320,0.130292,-1.876250,,,,-1.847095,0.206361,-1.795130,-1.895931,0.205929,-1.792116,-1.825590,0.155168,-1.748916,-1.869790,0.197670,-1.734175,-1.791405,0.106977,-1.828964,-1.848548,0.100429,-1.999825,-2.103478,0.013269,-1.990965,,,,,,
8,0.066667,0.007507,0.008978,-0.009005,0.999891,-1.875213,0.144976,-1.845675,0.000623,-1.904081,0.099858,-1.998954,0.485175,-1.847682,0.206021,-1.795315,0.806477,-1.915769,0.155644,-1.746685,0.000000,-1.895151,0.206183,-1.791886,0.806674,-1.825861,0.155142,-1.748600,0.897595,-1.869680,0.197872,-1.734031,0.934481,-1.952523,0.106142,-1.818820,0.000000,-1.791267,0.106934,-1.828946,0.961053,-1.848367,0.100441,-2.000028,0.928592,-1.823689,0.130688,-1.876117,0.816106,-1.928668,0.130134,-1.875591,0.000000,-1.899819,0.144652,-1.933125,0.000000,-1.902290,0.100551,-1.998210,-1.824309,0.130313,-1.876240,,,,-1.847040,0.206398,-1.795103,-1.895869,0.205962,-1.792071,-1.825599,0.155169,-1.748913,-1.869788,0.197684,-1.734179,-1.791414,0.106975,-1.828976,-1.848539,0.100444,-1.999801,-2.103468,0.013262,-1.990957,,,,,,
9,0.075000,-0.007524,-0.008888,0.008905,-0.999893,-1.875184,0.144994,-1.845672,0.000595,-1.904015,0.099876,-1.998958,0.530787,-1.847674,0.206043,-1.795305,0.801920,-1.915760,0.155650,-1.746689,0.000000,-1.895144,0.206195,-1.791885,0.796936,-1.825852,0.155167,-1.748588,0.893843,-1.869682,0.197888,-1.734026,0.937665,-1.952491,0.106144,-1.818833,0.000000,-1.791234,0.106968,-1.828929,0.959996,-1.848301,0.100469,-2.000022,0.919709,-1.823651,0.130718,-1.876106,0.806019,-1.928631,0.130142,-1.875599,0.000000,-1.899774,0.144668,-1.933128,0.000000,-1.902367,0.100492,-1.998307,-1.824311,0.130334,-1.876245,,,,-1.847019,0.206417,-1.795063,-1.895889,0.205952,-1.792099,-1.825551,0.155218,-1.748883,-1.869775,0.197710,-1.734175,-1.791385,0.107010,-1.828962,-1.848530,0.100462,-1.999798,-2.103450,0.013317,-1.990943,,,,,,
10,0.083333,-0.007504,-0.008884,0.008907,-0.999893,-1.875189,0.144989,-1.845674,0.000590,-1.904019,0.099865,-1.998958,0.531689,-1.847679,0.206040,-1.795309,0.817334,-1.915766,0.155650,-1.746692,0.000000,-1.895149,0.206193,-1.791890,0.804403,-1.825858,0.155166,-1.748590,0.893412,-1.869687,0.197887,-1.734030,0.941176,-1.952497,0.106141,-1.818833,0.000000,-1.791239,0.106964,-1.828928,0.957871,-1.848305,0.100458,-2.000022,0.920148,-1.823656,0.130711,-1.876106,0.814055,-1.928636,0.130137,-1.875600,0.000000,-1.899778,0.144660,-1.933129,0.000000,-1.902384,0.100482,-1.998284,-1.824289,0.130339,-1.876223,,,,-1.847070,0.206393,-1.795113,-1.895873,0.205970,-1.792088,-1.825558,0.155198,-1.748891,-1.869764,0.197717,-1.734173,-1.791399,0.107005,-1.828964,-1.848532,0.100455,-1.999797,-2.103421,0.013342,-1.990935,,,,,,
11,0.091667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.902395,0.100470,-1.998316,-1.824254,0.130359,-1.876226,,,,-1.847084,0.206396,-1.795154,-1.895868,0.205983,-1.792103,-1.825551,0.155199,-1.748901,-1.869742,0.197720,-1.734172,-1.791377,0.106992,-1.828973,-1.848499,0.100482,-1.999792,-2.103413,0.013331,-1.990970,,,,,,
12,0.100000,-0.007544,-0.008814,0.008953,-0.999893,-1.875165,0.145027,-1.845681,0.000594,-1.903978,0.099917,-1.998973,0.536834,-1.847656,0.206071,-1.795307,0.811331,-1.915754,0.155683,-1.746703,0.000000,-1.895127,0.206228,-1.791895,0.806503,-1.825846,0.155191,-1.748589,0.891684,-1.869673,0.197915,-1.734031,0.939795,-1.952480,0.106183,-1.818854,0.000000,-1.791221,0.106992,-1.828927,0.959145,-1.848263,0.100505,-2.000029,0.918363,-1.823629,0.130746,-1.876107,0.816361,-1.928609,0.130181,-1.875615,0.000000,-1.899742,0.144706,-1.933139,0.000000,-1.902361,0.100495,-1.998277,-1.824250,0.130377,-1.876240,,,,-1.847040,0.206453,-1.795100,-1.895848,0.206020,-1.792085,-1.825567,0.155214,-1.748920,-1.869754,0.197731,-1.734164,-1.791374,0.107027,-1.828970,-1.848495,0.100498,-1.999799,-2.103391,0.013365,-1.990959,,,,,,
13,0.108333,-0.007555,-0.008763,0.008892,-0.999894,-1.875162,0.145023,-1.845689,0.000596,-1.903954,0.099914,-1.998985,0.555334,-1.847666,0.206070,-1.795311,0.803162,-1.915763,0.155673,-1.746715,0.000000,-1.895137,0.206221,-1.791903,0.787355,-1.825854,0.155191,-1.748592,0.890304,-1.869688,0.197910,-1.734038,0.941341,-1.952475,0.106170,-1.818871,0.000000,-1.791215,0.106999,-1.828927,0.958284,-1.848239,0.100508,-2.000035,0.915231,-1.823621,0.130750,-1.876110,0.811907,-1.928601,0.130172,-1.875629,0.000000,-1.899730,0.144702,-1.933150,0.000000,-1.902412,0.100485,-1.998305,-1.824264,0.130382,-1.876239,,,,-1.847018,0.206460,-1.795091,-1.895916,0.205971,-1.792134,-1.825555,0.155214,-1.748911,-1.869750,0.197737,-1.734183,-1.791371,0.107038,-1.828970,-1.848479,0.100503,-1.999795,-2.103373,0.013380,-1.990950,,,,,,
14,0.116667,-0.007531,-0.008798,0.008878,-0.999894,-1.875172,0.145017,-1.845692,0.000583,-1.903974,0.099899,-1.998983,0.550785,-1.847675,0.206066,-1.795319,0.819122,-1.915767,0.155670,-1.746716,0.000000,-1.895145,0.206216,-1.791908,0.803484,-1.825858,0.155191,-1.748598,0.892249,-1.869693,0.197909,-1.734044,0.946156,-1.952482,0.106162,-1.818867,0.000000,-1.791223,0.106995,-1.828934,0.957763,-1.848259,0.100495,-2.000037,0.917784,-1.823633,0.130743,-1.876116,0.815363,-1.928613,0.130162,-1.875628,0.000000,-1.899746,0.144690,-1.933151,0.000000,-1.902411,0.100460,-1.998297,-1.824259,0.130372,-1.876240,,,,-1.847075,0.206431,-1.795142,-1.895874,0.205999,-1.792106,-1.825570,0.155214,-1.748918,-1.869744,0.197741,-1.734168,-1.791384,0.107030,-1.828972,-1.848499,0.100499,-1.999813,-2.103387,0.013385,-1.990957,,,,,,
15,0.125000,-0.007518,-0.008817,0.008902,-0.999893,-1.875165,0.145003,-1.845685,0.000595,-1.903975,0.099882,-1.998975,0.550785,-1.847663,0.206052,-1.795315,0.819122,-1.915756,0.155660,-1.746708,0.000000,-1.895133,0.206205,-1.791902,0.803484,-1.825847,0.155177,-1.748594,0.892249,-1.869679,0.197898,-1.734039,0.946156,-1.952476,0.106152,-1.818856,0.000000,-1.791217,0.106978,-1.828929,0.957763,-1.848260,0.100476,-2.000031,0.917784,-1.823628,0.130726,-1.876111,0.815363,-1.928608,0.130150,-1.875619,0.000000,-1.899743,0.144675,-1.933144,0.000000,-1.902353,0.100483,-1.998296,-1.824262,0.130362,-1.876223,,,,-1.847046,0.206407,-1.795120,-1.895882,0.205972,-1.792124,-1.825550,0.155209,-1.748899,-1.869738,0.197728,-1.734176,-1.791380,0.107012,-1.828970,-1.848488,0.100482,-1.999791,-2.103407,0.013358,-1.990954,,,,,,
