Format Version,1.23,Take Name,N_20,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 03.06.19.601 PM,Total Frames in Take,1012,Total Exported Frames,1012,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,-0.001702,-0.083683,0.015914,-0.996364,1.766696,0.127525,-1.785051,0.000218,1.714733,0.081366,-1.931791,0.897000,1.802159,0.188665,-1.740051,0.960831,1.741503,0.139661,-1.681245,0.941320,1.755738,0.189494,-1.729582,0.940879,1.830105,0.137938,-1.696545,0.963420,1.789462,0.181385,-1.676084,0.910435,1.693807,0.089983,-1.746528,0.943291,1.851742,0.088521,-1.780604,0.819817,1.769666,0.081192,-1.941171,0.946164,1.812925,0.112264,-1.822676,0.854968,1.709201,0.113121,-1.806489,0.742013,1.729307,0.126712,-1.867843,0.000000,1.714604,0.081777,-1.931742,1.813187,0.112640,-1.823030,1.709886,0.112355,-1.806444,,,,1.802009,0.188709,-1.739988,1.741733,0.139735,-1.681163,1.755739,0.189707,-1.729691,1.829983,0.138019,-1.696482,1.789163,0.181519,-1.675915,1.694014,0.090051,-1.746580,1.851233,0.087997,-1.780580,1.769557,0.081010,-1.941147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.058333,-0.001718,-0.083663,0.015944,-0.996365,1.766703,0.127517,-1.785041,0.000217,1.714744,0.081364,-1.931785,0.891680,1.802168,0.188653,-1.740039,0.957938,1.741508,0.139651,-1.681236,0.936321,1.755748,0.189485,-1.729571,0.940311,1.830110,0.137923,-1.696532,0.960173,1.789469,0.181372,-1.676072,0.907763,1.693811,0.089978,-1.746523,0.944125,1.851747,0.088507,-1.780592,0.817275,1.769677,0.081187,-1.941162,0.946541,1.812933,0.112254,-1.822665,0.855174,1.709209,0.113116,-1.806482,0.742934,1.729318,0.126708,-1.867835,0.000000,1.714625,0.081765,-1.931740,1.813171,0.112646,-1.823018,1.709914,0.112336,-1.806435,,,,1.802022,0.188696,-1.739986,1.741706,0.139734,-1.681144,1.755762,0.189696,-1.729684,1.829984,0.137990,-1.696466,1.789178,0.181514,-1.675907,1.694038,0.090036,-1.746570,1.851234,0.087978,-1.780577,1.769565,0.081018,-1.941124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.066667,-0.001714,-0.083700,0.015879,-0.996363,1.766699,0.127518,-1.785039,0.000215,1.714735,0.081360,-1.931779,0.894273,1.802160,0.188659,-1.740039,0.959933,1.741510,0.139649,-1.681232,0.935724,1.755740,0.189485,-1.729568,0.941073,1.830111,0.137933,-1.696535,0.959168,1.789466,0.181377,-1.676071,0.908959,1.693815,0.089970,-1.746515,0.942949,1.851748,0.088520,-1.780596,0.818205,1.769668,0.081190,-1.941161,0.947560,1.812928,0.112262,-1.822666,0.857741,1.709205,0.113111,-1.806476,0.736334,1.729308,0.126706,-1.867830,0.000000,1.714612,0.081763,-1.931734,1.813156,0.112652,-1.823013,1.709914,0.112332,-1.806435,,,,1.802013,0.188696,-1.739985,1.741746,0.139722,-1.681162,1.755748,0.189690,-1.729684,1.829984,0.138008,-1.696465,1.789169,0.181513,-1.675910,1.694027,0.090034,-1.746570,1.851239,0.088002,-1.780554,1.769549,0.081022,-1.941120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.075000,-0.001746,-0.083733,0.015832,-0.996361,1.766708,0.127500,-1.785035,0.000215,1.714739,0.081348,-1.931775,0.897574,1.802166,0.188641,-1.740033,0.962772,1.741524,0.139621,-1.681226,0.935305,1.755747,0.189462,-1.729559,0.940941,1.830124,0.137914,-1.696534,0.957725,1.789477,0.181352,-1.676065,0.906997,1.693830,0.089943,-1.746510,0.944036,1.851761,0.088509,-1.780601,0.820862,1.769671,0.081183,-1.941161,0.946835,1.812936,0.112251,-1.822666,0.852648,1.709214,0.113089,-1.806469,0.732538,1.729311,0.126690,-1.867824,0.000000,1.714606,0.081732,-1.931726,1.813197,0.112646,-1.823017,1.709929,0.112294,-1.806454,,,,1.802032,0.188676,-1.739977,1.741760,0.139696,-1.681149,1.755761,0.189665,-1.729679,1.829990,0.137969,-1.696448,1.789176,0.181498,-1.675902,1.694035,0.090009,-1.746569,1.851243,0.088016,-1.780562,1.769538,0.081024,-1.941114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.083333,-0.001748,-0.083726,0.015834,-0.996362,1.766714,0.127495,-1.785043,0.000218,1.714746,0.081344,-1.931784,0.896631,1.802171,0.188636,-1.740040,0.961442,1.741528,0.139616,-1.681233,0.934352,1.755752,0.189457,-1.729567,0.942184,1.830129,0.137908,-1.696541,0.956879,1.789481,0.181347,-1.676072,0.907344,1.693834,0.089938,-1.746518,0.943853,1.851766,0.088504,-1.780608,0.823377,1.769678,0.081179,-1.941168,0.946601,1.812942,0.112246,-1.822673,0.851164,1.709219,0.113085,-1.806478,0.733285,1.729318,0.126686,-1.867832,0.000000,1.714609,0.081730,-1.931728,1.813207,0.112644,-1.823028,1.709935,0.112294,-1.806452,,,,1.802031,0.188669,-1.739983,1.741763,0.139698,-1.681150,1.755768,0.189660,-1.729677,1.829983,0.137953,-1.696459,1.789182,0.181490,-1.675907,1.694039,0.090011,-1.746576,1.851253,0.088019,-1.780573,1.769556,0.081005,-1.941146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.091667,-0.001754,-0.083740,0.015830,-0.996360,1.766724,0.127484,-1.785040,0.000218,1.714753,0.081334,-1.931780,0.897431,1.802183,0.188624,-1.740038,0.963636,1.741542,0.139603,-1.681230,0.933910,1.755764,0.189445,-1.729563,0.940196,1.830142,0.137896,-1.696540,0.957897,1.789495,0.181334,-1.676070,0.905859,1.693846,0.089926,-1.746514,0.945548,1.851777,0.088493,-1.780608,0.821320,1.769684,0.081170,-1.941166,0.946626,1.812952,0.112235,-1.822672,0.851661,1.709229,0.113073,-1.806474,0.733795,1.729326,0.126675,-1.867829,0.000000,1.714624,0.081719,-1.931722,1.813213,0.112636,-1.823023,1.709943,0.112284,-1.806447,,,,1.802052,0.188661,-1.739985,1.741781,0.139688,-1.681154,1.755777,0.189655,-1.729676,1.830004,0.137937,-1.696452,1.789188,0.181479,-1.675906,1.694048,0.089984,-1.746572,1.851260,0.088001,-1.780574,1.769555,0.081002,-1.941141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.100000,-0.001759,-0.083726,0.015812,-0.996362,1.766720,0.127487,-1.785044,0.000214,1.714755,0.081337,-1.931786,0.895993,1.802175,0.188627,-1.740039,0.964352,1.741534,0.139604,-1.681234,0.936942,1.755756,0.189447,-1.729566,0.943225,1.830135,0.137900,-1.696541,0.959622,1.789486,0.181337,-1.676072,0.905883,1.693843,0.089926,-1.746520,0.945879,1.851774,0.088499,-1.780609,0.823555,1.769687,0.081175,-1.941170,0.948695,1.812949,0.112240,-1.822674,0.851861,1.709227,0.113075,-1.806479,0.736519,1.729325,0.126678,-1.867833,0.000000,1.714615,0.081725,-1.931729,1.813223,0.112632,-1.823024,1.709931,0.112291,-1.806453,,,,1.802047,0.188668,-1.739990,1.741763,0.139682,-1.681162,1.755760,0.189632,-1.729697,1.830002,0.137943,-1.696460,1.789181,0.181486,-1.675909,1.694040,0.089997,-1.746573,1.851271,0.088006,-1.780577,1.769562,0.081021,-1.941117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.108333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.714629,0.081727,-1.931733,1.813223,0.112643,-1.823033,1.709937,0.112299,-1.806451,,,,1.802053,0.188672,-1.739991,1.741775,0.139692,-1.681159,1.755768,0.189664,-1.729679,1.830003,0.137945,-1.696459,1.789186,0.181499,-1.675911,1.694039,0.090005,-1.746569,1.851273,0.088010,-1.780579,1.769567,0.081020,-1.941128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.116667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.125000,-0.001710,-0.083713,0.015850,-0.996362,1.766717,0.127510,-1.785053,0.000214,1.714751,0.081348,-1.931791,0.893803,1.802174,0.188653,-1.740054,0.961643,1.741529,0.139640,-1.681245,0.937317,1.755755,0.189476,-1.729582,0.941592,1.830130,0.137928,-1.696550,0.960759,1.789483,0.181370,-1.676086,0.906856,1.693835,0.089957,-1.746527,0.947146,1.851768,0.088516,-1.780613,0.821900,1.769683,0.081181,-1.941175,0.942568,1.812945,0.112256,-1.822681,0.851095,1.709222,0.113099,-1.806488,0.739054,1.729323,0.126694,-1.867843,0.000000,1.714626,0.081752,-1.931748,1.813216,0.112652,-1.823034,1.709921,0.112324,-1.806451,,,,1.802038,0.188688,-1.739994,1.741753,0.139719,-1.681166,1.755765,0.189683,-1.729691,1.830003,0.137993,-1.696485,1.789180,0.181506,-1.675917,1.694030,0.090021,-1.746579,1.851265,0.088013,-1.780579,1.769552,0.080995,-1.941144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
