Format Version,1.23,Take Name,P_45,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 02.43.07.485 PM,Total Frames in Take,1392,Total Exported Frames,1392,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,"DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12",DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker9,DeepRacer1:Marker9,DeepRacer1:Marker9,Unlabeled 1522,Unlabeled 1522,Unlabeled 1522,Unlabeled 1525,Unlabeled 1525,Unlabeled 1525,Unlabeled 1526,Unlabeled 1526,Unlabeled 1526,Unlabeled 1527,Unlabeled 1527,Unlabeled 1527,Unlabeled 1528,Unlabeled 1528,Unlabeled 1528,Unlabeled 1529,Unlabeled 1529,Unlabeled 1529,Unlabeled 1530,Unlabeled 1530,Unlabeled 1530,Unlabeled 1531,Unlabeled 1531,Unlabeled 1531,Unlabeled 1532,Unlabeled 1532,Unlabeled 1532,Unlabeled 1534,Unlabeled 1534,Unlabeled 1534,Unlabeled 1535,Unlabeled 1535,Unlabeled 1535,Unlabeled 1537,Unlabeled 1537,Unlabeled 1537,Unlabeled 1540,Unlabeled 1540,Unlabeled 1540
,ID,"CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","112810","112810","112810","112860","112860","112860","112890","112890","112890","112870","112870","112870","112830","112830","112830","1128A0","1128A0","1128A0","112880","112880","112880","1128B0","1128B0","1128B0","2387D5F3BF2C11EB6A3FE2211B005D8D","2387D5F3BF2C11EB6A3FE2211B005D8D","2387D5F3BF2C11EB6A3FE2211B005D8D","112850","112850","112850","112840","112840","112840","1128C0","1128C0","1128C0","112920","112920","112920","112930","112930","112930","1128F0","1128F0","1128F0","112910","112910","112910","112940","112940","112940","1128E0","1128E0","1128E0","112950","112950","112950","112960","112960","112960","112970","112970","112970","112820","112820","112820","1127C0","1127C0","1127C0","1129C0","1129C0","1129C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.010876,0.230153,0.011446,-0.973026,-1.549104,0.140697,-0.125006,0.000192,-1.503931,0.095939,-0.274403,0.930424,-1.547585,0.201452,-0.067324,0.948369,-1.630868,0.151692,-0.056075,0.000000,-1.591225,0.202060,-0.086308,0.917498,-1.550340,0.150344,-0.016066,0.939252,-1.595569,0.193477,-0.023279,0.925032,-1.630361,0.102579,-0.137269,0.000000,-1.482811,0.101857,-0.071428,0.969750,-1.454074,0.095997,-0.249505,0.951631,-1.489454,0.125942,-0.128140,0.974792,-1.582698,0.126376,-0.176378,0.424224,-1.530332,0.140654,-0.213892,0.000000,-1.503925,0.095679,-0.274304,-1.489487,0.125847,-0.128148,-1.582372,0.128528,-0.177131,-1.547660,0.201260,-0.067313,,,,-1.591326,0.202041,-0.085994,-1.550119,0.150400,-0.016150,-1.595708,0.193220,-0.023345,,,,-1.482805,0.101888,-0.071545,-1.454089,0.095878,-0.249354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.010809,0.230083,0.011310,-0.973045,-1.549108,0.140666,-0.124998,0.000203,-1.503946,0.095890,-0.274393,0.930424,-1.547596,0.201432,-0.067328,0.948369,-1.630865,0.151654,-0.056058,0.000000,-1.591238,0.202026,-0.086306,0.917498,-1.550331,0.150334,-0.016060,0.939252,-1.595571,0.193454,-0.023275,0.925032,-1.630358,0.102526,-0.137242,0.000000,-1.482798,0.101852,-0.071422,0.969750,-1.454086,0.095964,-0.249503,0.951631,-1.489456,0.125924,-0.128138,0.974792,-1.582706,0.126327,-0.176362,0.424224,-1.530350,0.140610,-0.213887,0.000000,-1.503936,0.095660,-0.274308,-1.489489,0.125835,-0.128146,-1.582244,0.128597,-0.177164,-1.547659,0.201245,-0.067314,,,,-1.591311,0.202060,-0.085970,-1.550128,0.150390,-0.016156,-1.595727,0.193189,-0.023365,,,,-1.482810,0.101877,-0.071545,-1.454116,0.095848,-0.249348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,-0.010846,0.230074,0.011208,-0.973048,-1.549120,0.140652,-0.124993,0.000206,-1.503950,0.095889,-0.274390,0.938833,-1.547620,0.201417,-0.067322,0.950487,-1.630878,0.151620,-0.056052,0.000000,-1.591262,0.202001,-0.086299,0.913626,-1.550343,0.150316,-0.016055,0.942085,-1.595593,0.193427,-0.023269,0.919760,-1.630361,0.102494,-0.137237,0.000000,-1.482801,0.101850,-0.071420,0.968409,-1.454089,0.095973,-0.249501,0.951149,-1.489464,0.125922,-0.128135,0.976152,-1.582716,0.126307,-0.176358,0.387179,-1.530363,0.140602,-0.213883,0.000000,-1.503935,0.095669,-0.274302,-1.489498,0.125832,-0.128140,-1.582307,0.128607,-0.177149,-1.547662,0.201229,-0.067318,,,,-1.591356,0.202024,-0.085954,-1.550133,0.150387,-0.016155,-1.595740,0.193164,-0.023361,,,,-1.482826,0.101867,-0.071550,-1.454107,0.095856,-0.249348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.010857,0.230092,0.011223,-0.973044,-1.549127,0.140653,-0.124992,0.000203,-1.503953,0.095893,-0.274389,0.940666,-1.547628,0.201417,-0.067320,0.951859,-1.630888,0.151622,-0.056053,0.000000,-1.591269,0.202003,-0.086298,0.910356,-1.550354,0.150315,-0.016054,0.939299,-1.595603,0.193427,-0.023268,0.921120,-1.630369,0.102498,-0.137240,0.000000,-1.482811,0.101848,-0.071418,0.966660,-1.454093,0.095976,-0.249498,0.951686,-1.489472,0.125922,-0.128133,0.975855,-1.582721,0.126310,-0.176358,0.383377,-1.530367,0.140605,-0.213881,0.000000,-1.503944,0.095661,-0.274302,-1.489493,0.125836,-0.128142,-1.582318,0.128574,-0.177144,-1.547678,0.201234,-0.067308,,,,-1.591359,0.202010,-0.085943,-1.550147,0.150382,-0.016155,-1.595757,0.193167,-0.023366,,,,-1.482830,0.101865,-0.071544,-1.454116,0.095857,-0.249343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,-0.010837,0.230077,0.011182,-0.973048,-1.549130,0.140638,-0.124986,0.000200,-1.503958,0.095873,-0.274381,0.939191,-1.547633,0.201405,-0.067317,0.952664,-1.630889,0.151605,-0.056045,0.000000,-1.591276,0.201987,-0.086294,0.911077,-1.550354,0.150306,-0.016048,0.943568,-1.595606,0.193414,-0.023263,0.931483,-1.630370,0.102476,-0.137229,0.000000,-1.482809,0.101841,-0.071411,0.966725,-1.454097,0.095960,-0.249492,0.950184,-1.489474,0.125911,-0.128127,0.977170,-1.582725,0.126290,-0.176350,0.393068,-1.530372,0.140586,-0.213875,0.000000,-1.503945,0.095646,-0.274294,-1.489497,0.125823,-0.128137,-1.582326,0.128555,-0.177127,-1.547675,0.201220,-0.067306,,,,-1.591380,0.201961,-0.085954,-1.550165,0.150362,-0.016157,-1.595739,0.193187,-0.023339,,,,-1.482827,0.101862,-0.071541,-1.454118,0.095843,-0.249332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.010826,0.230068,0.011227,-0.973050,-1.549134,0.140635,-0.124985,0.000198,-1.503969,0.095866,-0.274381,0.937238,-1.547631,0.201402,-0.067316,0.955882,-1.630891,0.151610,-0.056042,0.000000,-1.591273,0.201988,-0.086292,0.907411,-1.550356,0.150303,-0.016047,0.937728,-1.595603,0.193416,-0.023261,0.929671,-1.630378,0.102481,-0.137226,0.000000,-1.482816,0.101832,-0.071411,0.968938,-1.454108,0.095949,-0.249492,0.946793,-1.489479,0.125903,-0.128127,0.975134,-1.582731,0.126290,-0.176348,0.415777,-1.530378,0.140581,-0.213874,0.000000,-1.503950,0.095633,-0.274289,-1.489500,0.125807,-0.128142,-1.582441,0.128474,-0.177128,-1.547668,0.201230,-0.067302,,,,-1.591402,0.201928,-0.085949,-1.550136,0.150366,-0.016145,-1.595743,0.193184,-0.023338,,,,-1.482821,0.101854,-0.071533,-1.454127,0.095815,-0.249328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
