Format Version,1.23,Take Name,P_30,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 02.47.24.617 PM,Total Frames in Take,1899,Total Exported Frames,1899,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
515,4.291667,-0.006120,-0.517671,0.008082,-0.855519,-0.794151,0.135932,1.767138,0.000258,-0.942409,0.091110,1.718414,0.913930,-0.736852,0.197064,1.767818,0.892633,-0.726784,0.145800,1.850336,0.000000,-0.756625,0.196723,1.811108,0.913842,-0.685317,0.146233,1.770539,0.949255,-0.693631,0.188453,1.816436,0.953193,-0.807630,0.096200,1.847423,0.000000,-0.739128,0.098694,1.701109,0.904830,-0.916615,0.092271,1.669029,0.868512,-0.796109,0.122294,1.707173,0.921593,-0.846027,0.120655,1.799514,0.000000,-0.882681,0.135691,1.746753,0.000000,-0.942549,0.090964,1.718693,-0.796085,0.122244,1.707482,,,,,,,-0.736793,0.197206,1.767417,,,,-0.756818,0.196438,1.811131,-0.685195,0.146395,1.770531,-0.693521,0.188317,1.816368,,,,-0.739004,0.098807,1.701451,-0.916723,0.092471,1.668555,,,,,,,,,,,,,,,,-0.912499,0.043650,1.956412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,4.300000,-0.006467,-0.519303,0.007997,-0.854528,-0.787202,0.135882,1.770345,0.000269,-0.935654,0.091126,1.722155,0.918731,-0.729889,0.197001,1.770851,0.890250,-0.719517,0.145676,1.853293,0.000000,-0.749497,0.196633,1.814216,0.915788,-0.678354,0.146158,1.773339,0.938367,-0.686484,0.188346,1.819298,0.941167,-0.800384,0.096095,1.850652,0.000000,-0.732440,0.098680,1.704080,0.908595,-0.910048,0.092317,1.672672,0.881220,-0.789392,0.122287,1.710378,0.890516,-0.838957,0.120592,1.802908,0.000000,-0.875809,0.135674,1.750298,0.000000,-0.935485,0.091150,1.722431,-0.789289,0.122098,1.710759,,,,,,,-0.729910,0.197127,1.770431,,,,-0.749705,0.196369,1.814201,-0.678297,0.146356,1.773204,-0.686559,0.188123,1.819300,,,,-0.732254,0.098810,1.704367,-0.910258,0.092515,1.672295,,,,,,,,,,,,,,,,-0.904494,0.044093,1.959003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,4.308333,-0.006456,-0.521072,0.007659,-0.853454,-0.780278,0.135948,1.773426,0.000251,-0.928901,0.091121,1.725833,0.944417,-0.722999,0.197100,1.773718,0.908448,-0.712256,0.145751,1.856098,0.000000,-0.742428,0.196705,1.817163,0.933642,-0.671425,0.146287,1.775974,0.936618,-0.679390,0.188453,1.821982,0.938015,-0.793104,0.096122,1.853773,0.000000,-0.725768,0.098803,1.706922,0.904281,-0.903501,0.092346,1.676246,0.888781,-0.782708,0.122374,1.713464,0.907049,-0.831889,0.120615,1.806197,0.000000,-0.868967,0.135694,1.753746,0.000000,-0.929082,0.091080,1.725957,-0.782707,0.122186,1.713785,,,,,,,-0.722993,0.197284,1.773401,,,,-0.742522,0.196472,1.817248,-0.671293,0.146502,1.775942,-0.679235,0.188279,1.821896,,,,-0.725599,0.098968,1.707223,-0.903688,0.092418,1.675849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,4.316667,-0.006002,-0.522714,0.006825,-0.852460,-0.773349,0.136060,1.776489,0.000266,-0.922068,0.090957,1.729460,0.944417,-0.716186,0.197322,1.776569,0.908448,-0.705029,0.145982,1.858900,0.000000,-0.735447,0.196884,1.820088,0.933642,-0.664506,0.146607,1.778620,0.936618,-0.672375,0.188751,1.824664,0.938015,-0.785791,0.096200,1.856878,0.000000,-0.719024,0.099028,1.709770,0.904281,-0.896861,0.092236,1.679776,0.888781,-0.775983,0.122490,1.716534,0.907049,-0.824805,0.120625,1.809455,0.000000,-0.862112,0.135641,1.757148,0.000000,-0.921939,0.090918,1.729756,-0.775972,0.122377,1.716846,,,,,,,-0.716431,0.197362,1.776141,,,,-0.735737,0.196629,1.820092,-0.664401,0.146718,1.778589,-0.672288,0.188597,1.824544,,,,-0.718893,0.099108,1.710051,-0.896790,0.092565,1.679461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,4.325000,-0.005633,-0.524139,0.006587,-0.851589,-0.766502,0.136141,1.779540,0.000222,-0.915342,0.090903,1.733024,0.918643,-0.709388,0.197448,1.779408,0.876262,-0.697915,0.146146,1.861719,0.000000,-0.728503,0.197010,1.822991,0.903354,-0.657661,0.146774,1.781304,0.960840,-0.665410,0.188929,1.827359,0.946498,-0.778644,0.096299,1.859984,0.000000,-0.712371,0.099128,1.712653,0.919887,-0.890301,0.092185,1.683255,0.884907,-0.769325,0.122547,1.719599,0.916971,-0.817835,0.120676,1.812683,0.000000,-0.855329,0.135644,1.760496,0.000000,-0.915614,0.090698,1.733183,-0.769319,0.122290,1.719925,,,,,,,-0.709626,0.197441,1.779058,,,,-0.728469,0.196933,1.823073,-0.657540,0.147009,1.781139,-0.665378,0.188775,1.827329,,,,-0.712276,0.099179,1.712919,-0.890077,0.092598,1.682967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,4.333333,-0.005000,-0.525734,0.006719,-0.850608,-0.759578,0.136189,1.782488,0.000244,-0.908571,0.090830,1.736585,0.906032,-0.702492,0.197521,1.782069,0.894163,-0.690687,0.146322,1.864397,0.000000,-0.721443,0.197126,1.825725,0.970679,-0.650736,0.146873,1.783831,0.922168,-0.658330,0.189079,1.829865,0.959842,-0.771399,0.096437,1.863024,0.000000,-0.705681,0.099121,1.715442,0.928208,-0.883718,0.092064,1.686721,0.862132,-0.762620,0.122523,1.722574,0.896228,-0.810779,0.120741,1.815842,0.000000,-0.848476,0.135630,1.763779,0.000000,-0.908724,0.090788,1.736807,-0.762542,0.122396,1.722906,,,,,,,-0.702809,0.197445,1.781658,,,,-0.721473,0.196974,1.825803,-0.650631,0.147067,1.783728,-0.658356,0.188898,1.829761,,,,-0.705479,0.099229,1.715709,-0.883577,0.092342,1.686439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,4.341667,-0.004975,-0.527358,0.006618,-0.849603,-0.752553,0.136074,1.785568,0.000283,-0.901712,0.090690,1.740230,0.931656,-0.695482,0.197418,1.784936,0.868979,-0.683353,0.146213,1.867214,0.000000,-0.714266,0.197015,1.828664,0.956497,-0.643709,0.146780,1.786496,0.939160,-0.651136,0.188980,1.832563,0.947423,-0.764059,0.096313,1.866145,0.000000,-0.698906,0.099024,1.718313,0.912068,-0.877050,0.091933,1.690271,0.895061,-0.755822,0.122413,1.725665,0.909032,-0.803624,0.120613,1.819116,0.000000,-0.841522,0.135499,1.767198,0.000000,-0.901931,0.090498,1.740589,-0.755732,0.122177,1.726042,,,,,,,-0.695863,0.197227,1.784539,,,,-0.714375,0.196854,1.828678,-0.643619,0.146930,1.786427,-0.651046,0.188976,1.832457,,,,-0.698717,0.099120,1.718542,-0.876802,0.092471,1.689862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,4.350000,-0.005506,-0.528566,0.006673,-0.848848,-0.745522,0.136036,1.788492,0.000239,-0.894838,0.090788,1.743539,0.933694,-0.688412,0.197343,1.787752,0.866365,-0.676083,0.146059,1.869950,0.000000,-0.707072,0.196914,1.831533,0.968293,-0.636669,0.146670,1.789120,0.933879,-0.643937,0.188835,1.835245,0.966413,-0.756825,0.096212,1.869067,0.000000,-0.692090,0.099009,1.721053,0.911510,-0.870317,0.092059,1.693512,0.898666,-0.748969,0.122429,1.728587,0.910539,-0.796507,0.120579,1.822172,0.000000,-0.834543,0.135535,1.770375,0.000000,-0.895053,0.090678,1.743649,-0.748920,0.122248,1.728892,,,,,,,-0.688759,0.197134,1.787402,,,,-0.707080,0.196789,1.831512,-0.636558,0.146879,1.789001,-0.643819,0.188771,1.835254,,,,-0.691913,0.099156,1.721322,-0.870202,0.092391,1.693310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,4.358333,-0.005357,-0.530042,0.007506,-0.847921,-0.738373,0.136098,1.791398,0.000210,-0.887902,0.090988,1.747018,0.939796,-0.681190,0.197333,1.790390,0.864520,-0.668637,0.146124,1.872602,0.000000,-0.699697,0.196976,1.834236,0.947271,-0.629505,0.146596,1.791634,0.947262,-0.636560,0.188821,1.837736,0.978563,-0.749444,0.096377,1.872056,0.000000,-0.685224,0.098930,1.723814,0.939851,-0.863555,0.092173,1.696903,0.896529,-0.742047,0.122430,1.731520,0.909926,-0.789259,0.120742,1.825273,0.000000,-0.827457,0.135689,1.773593,0.000000,-0.887783,0.090960,1.747225,-0.742075,0.122323,1.731863,,,,,,,-0.681461,0.197176,1.789948,,,,-0.699783,0.196787,1.834274,-0.629427,0.146752,1.791515,-0.636495,0.188794,1.837787,,,,-0.685177,0.099006,1.724037,-0.863478,0.092447,1.696603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,4.366667,-0.005504,-0.532310,0.006539,-0.846506,-0.731383,0.135973,1.794316,0.000259,-0.881080,0.090699,1.750674,0.922101,-0.674297,0.197294,1.793085,0.892413,-0.661230,0.145996,1.875160,0.000000,-0.692570,0.196852,1.837029,0.979935,-0.622532,0.146633,1.793985,0.947726,-0.629403,0.188787,1.840181,0.955682,-0.741965,0.096129,1.874979,0.000000,-0.678540,0.098974,1.726400,0.909735,-0.857002,0.091986,1.700432,0.860870,-0.735357,0.122378,1.734441,0.926072,-0.782065,0.120497,1.828442,0.000000,-0.820561,0.135455,1.776986,0.000000,-0.881220,0.090549,1.750908,-0.735308,0.122213,1.734681,,,,,,,-0.674457,0.197126,1.792722,,,,-0.692548,0.196850,1.837106,-0.622421,0.146783,1.793889,-0.629278,0.188762,1.840304,,,,-0.678300,0.099113,1.726631,-0.857248,0.092207,1.699984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,4.375000,-0.005179,-0.533667,0.006591,-0.845653,-0.724397,0.135970,1.797045,0.000284,-0.874221,0.090631,1.753910,0.951147,-0.667331,0.197305,1.795595,0.827525,-0.653987,0.146057,1.877658,0.000000,-0.685463,0.196883,1.839598,0.951420,-0.615550,0.146658,1.796359,0.935917,-0.622283,0.188836,1.842552,0.955188,-0.734709,0.096170,1.877765,0.000000,-0.671763,0.098945,1.728981,0.915484,-0.850305,0.091896,1.703590,0.872763,-0.728559,0.122339,1.737191,0.910582,-0.774965,0.120500,1.831342,0.000000,-0.813629,0.135418,1.780002,0.000000,-0.874075,0.090655,1.754037,-0.728511,0.122264,1.737537,,,,,,,-0.667800,0.196975,1.795212,,,,-0.685384,0.196741,1.839705,-0.615377,0.146831,1.796280,-0.622121,0.188912,1.842551,,,,-0.671628,0.099068,1.729266,-0.850578,0.092048,1.703189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,4.383333,-0.005017,-0.535705,0.005976,-0.844369,-0.717442,0.135976,1.799864,0.000307,-0.867416,0.090473,1.757431,0.951147,-0.660459,0.197382,1.798165,0.827525,-0.646657,0.146116,1.880141,0.000000,-0.678377,0.196919,1.842254,0.951420,-0.608612,0.146797,1.798658,0.935917,-0.615175,0.188948,1.844901,0.955188,-0.727317,0.096130,1.880615,0.000000,-0.665091,0.099044,1.731532,0.915484,-0.843745,0.091788,1.706997,0.872763,-0.721875,0.122366,1.740024,0.910582,-0.767825,0.120430,1.834397,0.000000,-0.806754,0.135323,1.783250,0.000000,-0.867559,0.090360,1.757577,-0.721729,0.122220,1.740302,,,,,,,-0.660873,0.197064,1.797841,,,,-0.678333,0.196877,1.842268,-0.608445,0.146967,1.798595,-0.614948,0.189006,1.844986,,,,-0.664839,0.099187,1.731760,-0.844022,0.092035,1.706634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,4.391667,-0.004602,-0.537298,0.006083,-0.843358,-0.710368,0.136164,1.802586,0.000290,-0.860489,0.090587,1.760756,0.941683,-0.653408,0.197583,1.800623,0.846264,-0.639283,0.146385,1.882586,0.000000,-0.671160,0.197150,1.844780,0.984348,-0.601546,0.147013,1.800960,0.938406,-0.607945,0.189198,1.847194,0.937739,-0.719927,0.096378,1.883405,0.000000,-0.658265,0.099191,1.734085,0.907895,-0.837009,0.091869,1.710232,0.870084,-0.715024,0.122505,1.742774,0.913581,-0.760616,0.120631,1.837321,0.000000,-0.799742,0.135473,1.786310,0.000000,-0.860167,0.090654,1.760911,-0.714988,0.122393,1.743097,,,,,,,-0.653778,0.197394,1.800181,,,,-0.671142,0.196979,1.844882,-0.601436,0.147202,1.800827,-0.607885,0.189190,1.847288,,,,-0.658202,0.099257,1.734337,-0.837249,0.092028,1.709884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,4.400000,-0.004217,-0.538996,0.005929,-0.842277,-0.703425,0.136284,1.805274,0.000300,-0.853683,0.090587,1.764069,0.908881,-0.646515,0.197740,1.803054,0.848235,-0.632025,0.146590,1.884983,0.000000,-0.664088,0.197316,1.847282,0.950034,-0.594618,0.147206,1.803205,0.935990,-0.600859,0.189408,1.849445,0.972059,-0.712631,0.096529,1.886149,0.000000,-0.651573,0.099315,1.736581,0.933178,-0.830406,0.091862,1.713451,0.887065,-0.708312,0.122595,1.745487,0.914113,-0.753522,0.120733,1.840218,0.000000,-0.792863,0.135526,1.789358,0.000000,-0.853905,0.090413,1.764028,-0.708240,0.122497,1.745816,,,,,,,-0.646871,0.197431,1.802722,,,,-0.663868,0.197283,1.847383,-0.594524,0.147311,1.803102,-0.600664,0.189540,1.849501,,,,-0.651350,0.099478,1.736825,-0.830633,0.092076,1.713198,,,,,,,,,,,,,,,,,,,-0.625301,0.151497,1.884138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,4.408333,-0.003883,-0.540488,0.006685,-0.841316,-0.696268,0.136441,1.807971,0.000275,-0.846713,0.090826,1.767364,0.949476,-0.639310,0.197843,1.805466,0.829790,-0.624576,0.146789,1.887412,0.000000,-0.656727,0.197494,1.849757,0.967334,-0.587460,0.147261,1.805501,0.947062,-0.593498,0.189531,1.851706,0.954193,-0.705223,0.096804,1.888933,0.000000,-0.644695,0.099333,1.739144,0.925532,-0.823616,0.092011,1.716661,0.892443,-0.701381,0.122676,1.748222,0.904689,-0.746255,0.120984,1.843115,0.000000,-0.785764,0.135743,1.792375,0.000000,-0.846524,0.090846,1.767431,-0.701306,0.122529,1.748566,,,,,,,-0.639755,0.197527,1.805058,,,,-0.656718,0.197439,1.849875,-0.587346,0.147401,1.805390,-0.593328,0.189564,1.851766,,,,-0.644538,0.099473,1.739355,-0.823885,0.092196,1.716381,,,,,,,,,,,,,,,,,,,-0.618705,0.151266,1.886627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,4.416667,-0.004003,-0.542041,0.007150,-0.840312,-0.689189,0.136479,1.810613,0.000284,-0.839825,0.090991,1.770575,0.978325,-0.632185,0.197828,1.807880,0.852871,-0.617194,0.146783,1.889785,0.000000,-0.649437,0.197507,1.852235,0.957838,-0.580381,0.147199,1.807737,0.919458,-0.586209,0.189487,1.853952,0.927735,-0.697880,0.096872,1.891618,0.000000,-0.637906,0.099305,1.741606,0.914036,-0.816915,0.092141,1.719787,0.890266,-0.694535,0.122703,1.750886,0.906144,-0.739060,0.121077,1.845946,0.000000,-0.778742,0.135859,1.795349,0.000000,-0.839908,0.090981,1.770599,-0.694465,0.122557,1.751225,,,,,,,-0.632580,0.197502,1.807591,,,,-0.649403,0.197409,1.852368,-0.580165,0.147388,1.807591,-0.585942,0.189597,1.853955,,,,-0.637771,0.099457,1.741884,-0.817160,0.092271,1.719446,,,,,,,,,,,,,,,,,,,-0.611128,0.151462,1.889087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,4.425000,-0.003388,-0.543524,0.007202,-0.839356,-0.682118,0.136507,1.813238,0.000278,-0.832869,0.090889,1.773782,0.937725,-0.625160,0.197885,1.810239,0.885150,-0.609850,0.146936,1.892144,0.000000,-0.642255,0.197602,1.854655,0.934586,-0.573327,0.147286,1.809965,0.914101,-0.579016,0.189619,1.856157,0.956200,-0.690500,0.096981,1.894315,0.000000,-0.631057,0.099289,1.744089,0.908960,-0.810139,0.091999,1.722912,0.893654,-0.687668,0.122664,1.753545,0.893968,-0.731855,0.121113,1.848763,0.000000,-0.771724,0.135819,1.798291,0.000000,-0.833087,0.090784,1.773725,-0.687612,0.122534,1.753946,,,,,,,-0.625266,0.197802,1.809800,,,,-0.642266,0.197417,1.854840,-0.573108,0.147506,1.809818,-0.578848,0.189639,1.856202,,,,-0.630861,0.099415,1.744369,-0.810442,0.092134,1.722646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,4.433333,-0.003705,-0.545266,0.006661,-0.838228,-0.675087,0.136487,1.815833,0.000226,-0.825974,0.090830,1.776948,0.992119,-0.618176,0.197901,1.812668,0.897127,-0.602498,0.146867,1.894450,0.000000,-0.635087,0.197557,1.857155,0.934561,-0.566316,0.147331,1.812122,0.924115,-0.571838,0.189608,1.858385,0.948038,-0.683110,0.096863,1.896898,0.000000,-0.624292,0.099378,1.746430,0.913787,-0.803456,0.092011,1.725986,0.900649,-0.680876,0.122710,1.756148,0.888272,-0.724667,0.121025,1.851546,0.000000,-0.764754,0.135766,1.801256,0.000000,-0.825965,0.090821,1.776920,-0.680907,0.122466,1.756521,,,,,,,-0.618302,0.197773,1.812298,,,,-0.635168,0.197344,1.857282,-0.566134,0.147537,1.811994,-0.571641,0.189670,1.858407,,,,-0.624179,0.099564,1.746698,-0.803718,0.092152,1.725723,,,,,,,,,,,,,,,,,,,-0.596899,0.151245,1.893798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,4.441667,-0.003959,-0.547165,0.005918,-0.836994,-0.668043,0.136548,1.818547,0.000254,-0.819060,0.090795,1.780287,0.992119,-0.611205,0.198021,1.815204,0.897127,-0.595109,0.146898,1.896849,0.000000,-0.627915,0.197604,1.859765,0.934561,-0.559300,0.147502,1.814358,0.924115,-0.564653,0.189715,1.860700,0.948038,-0.675662,0.096813,1.899598,0.000000,-0.617527,0.099576,1.748868,0.913787,-0.796774,0.092062,1.729225,0.900649,-0.674088,0.122841,1.758871,0.888272,-0.717446,0.120992,1.854464,0.000000,-0.757774,0.135759,1.804375,0.000000,-0.819130,0.090803,1.780193,-0.674060,0.122745,1.759239,,,,,,,-0.611407,0.197867,1.814751,,,,-0.627825,0.197516,1.859940,-0.559144,0.147683,1.814227,-0.564508,0.189690,1.860828,,,,-0.617345,0.099750,1.749072,-0.797103,0.092059,1.729030,,,,,,,,,,,,,,,,,,,-0.588441,0.151587,1.896095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,4.450000,-0.003745,-0.548624,0.005152,-0.836045,-0.661163,0.136544,1.821195,0.000264,-0.812243,0.090580,1.783437,0.970552,-0.604430,0.198105,1.817685,0.870184,-0.587973,0.146965,1.899248,0.000000,-0.620984,0.197640,1.862305,0.946317,-0.552452,0.147665,1.816634,0.931804,-0.557708,0.189846,1.863016,0.951305,-0.668439,0.096757,1.902252,0.000000,-0.610833,0.099683,1.751323,0.919044,-0.790136,0.091907,1.732299,0.904205,-0.667395,0.122857,1.761534,0.904787,-0.710417,0.120895,1.857276,0.000000,-0.750941,0.135625,1.807335,0.000000,-0.812357,0.090486,1.783319,-0.667357,0.122681,1.761921,,,,,,,-0.604641,0.197836,1.817354,,,,-0.620902,0.197661,1.862457,-0.552315,0.147822,1.816521,-0.557468,0.189929,1.863109,,,,-0.610641,0.099848,1.751464,-0.790499,0.092020,1.732088,,,,,,,,,,,,,,,,,,,-0.581904,0.151395,1.898432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,4.458333,-0.003895,-0.550090,0.004545,-0.835084,-0.654057,0.136725,1.823785,0.000244,-0.805229,0.090668,1.786513,0.952560,-0.597390,0.198338,1.820134,0.881057,-0.580603,0.147136,1.901591,0.000000,-0.613787,0.197817,1.864811,0.956487,-0.545373,0.147944,1.818854,0.940703,-0.550502,0.190077,1.865293,0.932489,-0.661016,0.096856,1.904829,0.000000,-0.603942,0.099973,1.753702,0.927525,-0.783303,0.092062,1.735298,0.891374,-0.660487,0.123089,1.764133,0.893240,-0.703172,0.121001,1.860023,0.000000,-0.743883,0.135743,1.810238,0.000000,-0.804939,0.090787,1.786403,-0.660584,0.122859,1.764571,,,,,,,-0.597774,0.198084,1.819761,,,,-0.613782,0.197679,1.864890,-0.545335,0.148099,1.818648,-0.550450,0.190076,1.865327,,,,-0.603858,0.100135,1.753881,-0.783292,0.092248,1.735255,,,,,,,,,,,,,,,,,,,-0.574484,0.151633,1.900819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,4.466667,-0.003094,-0.551434,0.004336,-0.834202,-0.647176,0.136731,1.826306,0.000222,-0.798410,0.090447,1.789571,0.916806,-0.590597,0.198409,1.822406,0.852046,-0.573485,0.147317,1.903863,0.000000,-0.606849,0.197917,1.867135,0.960237,-0.538522,0.148077,1.821012,0.934999,-0.543554,0.190255,1.867422,0.984390,-0.653825,0.096942,1.907415,0.000000,-0.597241,0.099964,1.756102,0.936149,-0.776651,0.091812,1.738285,0.952024,-0.653781,0.123022,1.766689,0.873966,-0.696154,0.120986,1.862719,0.000000,-0.737044,0.135623,1.813049,0.000000,-0.798562,0.090371,1.789291,-0.653794,0.122820,1.767112,,,,,,,-0.590726,0.198321,1.822059,,,,-0.606726,0.197677,1.867344,-0.538406,0.148288,1.820840,-0.543394,0.190368,1.867373,,,,-0.597095,0.100110,1.756397,-0.776901,0.091947,1.738205,,,,,,,,,,,,,,,,,,,-0.567758,0.151725,1.903094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,4.475000,-0.002701,-0.552672,0.004305,-0.833383,-0.640027,0.136746,1.828850,0.000289,-0.791348,0.090367,1.792593,0.911173,-0.583490,0.198450,1.824745,0.864600,-0.566111,0.147415,1.906182,0.000000,-0.599609,0.197976,1.869523,0.933804,-0.531395,0.148142,1.823227,0.920553,-0.536309,0.190346,1.869626,0.979251,-0.646416,0.097003,1.910003,0.000000,-0.590283,0.099961,1.758520,0.934770,-0.769741,0.091711,1.741241,0.930088,-0.646802,0.122998,1.769262,0.862443,-0.688889,0.120999,1.865418,0.000000,-0.729933,0.135587,1.815862,0.000000,-0.791062,0.090491,1.792421,-0.646896,0.122720,1.769728,,,,,,,-0.583778,0.198328,1.824302,,,,-0.599678,0.197732,1.869599,-0.531397,0.148348,1.822985,-0.536322,0.190271,1.869659,,,,-0.590230,0.100113,1.758726,-0.769615,0.091949,1.741318,,,,,,,,,,,,,,,,,,,-0.560118,0.151841,1.905421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,4.483333,-0.002312,-0.553666,0.005840,-0.832716,-0.632957,0.136617,1.831310,0.000236,-0.784462,0.090476,1.795525,0.919982,-0.576299,0.198190,1.826925,0.898327,-0.558832,0.147308,1.908439,0.000000,-0.592311,0.197855,1.871742,0.928851,-0.524314,0.147768,1.825399,0.913986,-0.529027,0.190090,1.871711,0.970810,-0.639234,0.097076,1.912570,0.000000,-0.583461,0.099562,1.760947,0.917679,-0.762977,0.091654,1.744119,0.911739,-0.639905,0.122744,1.771771,0.892421,-0.681764,0.121059,1.868032,0.000000,-0.722896,0.135619,1.818540,0.000000,-0.784412,0.090583,1.795228,-0.639927,0.122580,1.772168,,,,,,,-0.576531,0.198006,1.826646,,,,-0.592170,0.197740,1.871961,-0.524180,0.147990,1.825173,-0.528914,0.190115,1.871705,,,,-0.583298,0.099712,1.761191,-0.763324,0.091612,1.744068,,,,,,,,,,,,,,,,,,,-0.553397,0.151374,1.907653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,4.491667,-0.002821,-0.555089,0.006317,-0.831763,-0.625673,0.136372,1.833701,0.000246,-0.777363,0.090450,1.798419,0.868536,-0.568947,0.197870,1.829143,0.890490,-0.551271,0.146936,1.910580,0.000000,-0.584806,0.197542,1.874015,0.939843,-0.517037,0.147378,1.827423,0.939003,-0.521533,0.189690,1.873765,0.932078,-0.631727,0.096813,1.914969,0.000000,-0.576469,0.099274,1.763157,0.910641,-0.756052,0.091617,1.746940,0.922275,-0.632844,0.122530,1.774182,0.862820,-0.674376,0.120869,1.870585,0.000000,-0.715657,0.135502,1.821239,0.000000,-0.777695,0.090249,1.798065,-0.632869,0.122296,1.774678,,,,,,,-0.569173,0.197710,1.828803,,,,-0.584725,0.197375,1.874169,-0.516909,0.147502,1.827256,-0.521317,0.189812,1.873655,,,,-0.576354,0.099485,1.763422,-0.756008,0.091920,1.746996,,,,,,,,,,,,,,,,,,,-0.545341,0.151213,1.909823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
