Format Version,1.23,Take Name,P_30,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 02.47.24.617 PM,Total Frames in Take,1899,Total Exported Frames,1899,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
931,7.758333,-0.005114,-0.980622,0.007445,-0.195701,1.820199,0.123244,0.612938,0.000547,1.784183,0.077708,0.764572,0.928461,1.816594,0.184862,0.556274,0.940401,1.897248,0.132710,0.538564,0.978397,1.861452,0.183833,0.572143,0.548331,1.814116,0.134456,0.504311,0.946074,1.861097,0.176052,0.508863,0.947688,1.900852,0.082442,0.618969,0.925278,1.749109,0.087278,0.563678,0.945211,1.732733,0.079683,0.743250,0.957737,1.760473,0.110304,0.620080,0.949890,1.856830,0.107129,0.661633,0.763696,1.807703,0.122470,0.702918,0.265235,1.784432,0.077735,0.764591,1.760223,0.110343,0.620005,1.856275,0.106398,0.661581,,,,1.816479,0.184735,0.556241,1.897195,0.132660,0.538607,1.862459,0.186244,0.571441,1.814199,0.134143,0.504495,1.861428,0.176769,0.508458,1.900626,0.082461,0.619197,1.749270,0.087098,0.563737,1.732880,0.079770,0.743409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.807650,0.122642,0.706365,,,,,,,,,,,,,,,,,,,,,
932,7.766667,-0.004931,-0.981087,0.007586,-0.193357,1.822679,0.123184,0.605485,0.000439,1.787401,0.077687,0.757303,0.937103,1.818786,0.184783,0.548819,0.956372,1.899369,0.132647,0.530740,0.978787,1.863719,0.183771,0.564474,0.323582,1.816073,0.134360,0.496885,0.906711,1.863064,0.175970,0.501198,0.778118,1.903371,0.082406,0.611143,0.919648,1.751364,0.087183,0.556577,0.937799,1.735849,0.079640,0.736227,0.941569,1.762992,0.110230,0.612917,0.934001,1.859547,0.107094,0.654009,0.770203,1.810614,0.122435,0.695524,0.000000,1.787678,0.077668,0.757232,1.762822,0.110308,0.612764,1.859021,0.106335,0.653937,,,,1.818597,0.184855,0.548968,1.899465,0.132775,0.530775,1.863844,0.185329,0.562657,1.816191,0.134200,0.497053,1.863092,0.175844,0.501352,1.903164,0.082500,0.611379,1.751673,0.087134,0.556612,1.736045,0.079817,0.736353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.810485,0.122712,0.699476,,,,,,,,,,,,,,,,,,,,,
933,7.775000,-0.004740,-0.981516,0.007372,-0.191177,1.825194,0.123233,0.597990,0.000395,1.790610,0.077664,0.749946,0.928422,1.821022,0.184852,0.541365,0.937186,1.901546,0.132758,0.522909,0.959157,1.866025,0.183854,0.556820,0.400825,1.818100,0.134447,0.489424,0.934943,1.865092,0.176076,0.493545,0.949866,1.905928,0.082488,0.603274,0.917811,1.753677,0.087220,0.549386,0.921332,1.738964,0.079603,0.729100,0.927016,1.765545,0.110251,0.605682,0.939639,1.862284,0.107141,0.646344,0.768479,1.813529,0.122446,0.688081,0.000000,1.790850,0.077660,0.749866,1.765345,0.110301,0.605553,1.861771,0.106377,0.646325,,,,1.820995,0.184761,0.541370,1.901533,0.132867,0.522922,1.866479,0.185627,0.555719,1.818207,0.134296,0.489540,1.865058,0.175977,0.493775,1.905763,0.082574,0.603459,1.753896,0.087138,0.549443,1.739124,0.079722,0.729208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.813424,0.122381,0.692072,,,,,,,,,,,,,,,,,,,,,
934,7.783333,-0.005005,-0.981950,0.007216,-0.188939,1.827649,0.123222,0.590514,0.000422,1.793736,0.077604,0.742607,0.934710,1.823250,0.184868,0.533936,0.936997,1.903664,0.132742,0.515091,0.976025,1.868323,0.183841,0.549185,0.417757,1.820067,0.134487,0.481987,0.922431,1.867098,0.176090,0.485912,0.940238,1.908386,0.082435,0.595413,0.929323,1.755894,0.087265,0.542221,0.930067,1.741996,0.079577,0.721998,0.944112,1.768030,0.110265,0.598472,0.907150,1.864951,0.107091,0.638692,0.784222,1.816394,0.122401,0.680658,0.000000,1.793995,0.077575,0.742592,1.767771,0.110443,0.598275,1.864463,0.106384,0.638608,,,,1.823046,0.184876,0.534084,1.903679,0.132832,0.515060,1.868686,0.185691,0.547819,1.820183,0.134260,0.482164,1.867229,0.175953,0.486057,1.908226,0.082562,0.595608,1.756158,0.087189,0.542273,1.742176,0.079657,0.722103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.816137,0.122528,0.684911,,,,,,,,,,,,,,,,,,,,,
935,7.791667,-0.005151,-0.982370,0.006987,-0.186743,1.830117,0.123239,0.583029,0.000377,1.796873,0.077547,0.735247,0.940681,1.825480,0.184915,0.526504,0.955591,1.905797,0.132781,0.507271,0.971765,1.870620,0.183870,0.541551,0.539210,1.822053,0.134563,0.474543,0.921636,1.869110,0.176154,0.478279,0.956044,1.910866,0.082431,0.587545,0.936874,1.758139,0.087323,0.535037,0.921034,1.745042,0.079543,0.714870,0.934281,1.770531,0.110291,0.591246,0.915197,1.867630,0.107073,0.631030,0.750374,1.819265,0.122372,0.673221,0.000000,1.797100,0.077515,0.735187,1.770263,0.110397,0.591067,1.867082,0.106245,0.630925,,,,1.825369,0.184781,0.526468,1.905813,0.132889,0.507300,1.871073,0.185469,0.540754,1.822093,0.134359,0.474777,1.869153,0.176150,0.478450,1.910710,0.082415,0.587743,1.758431,0.087210,0.535080,1.745205,0.079687,0.715018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.818960,0.122267,0.677548,,,,,,,,,,,,,,,,,,,,,
936,7.800000,-0.005647,-0.982736,0.006913,-0.184797,1.832560,0.123273,0.575562,0.000236,1.799873,0.077559,0.727895,0.927522,1.827759,0.184975,0.519078,0.957734,1.907948,0.132770,0.499509,0.980216,1.872957,0.183880,0.533946,0.836200,1.824078,0.134645,0.467113,0.938343,1.871190,0.176188,0.470678,0.955819,1.913286,0.082386,0.579745,0.925325,1.760358,0.087445,0.527843,0.931427,1.747964,0.079613,0.707723,0.942189,1.772994,0.110381,0.584010,0.908756,1.870246,0.107054,0.623410,0.780420,1.822063,0.122385,0.665796,0.000000,1.800153,0.077547,0.727821,1.772709,0.110531,0.583840,1.869717,0.106363,0.623291,,,,1.827609,0.185019,0.519144,1.907951,0.132833,0.499461,1.873199,0.184473,0.533809,1.824151,0.134432,0.467215,1.871285,0.176063,0.470757,1.913109,0.082530,0.579937,1.760606,0.087338,0.527889,1.748145,0.079744,0.707782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.821711,0.122544,0.670427,,,,,,,,,,,,,,,,,,,,,
937,7.808333,-0.005154,-0.983089,0.006793,-0.182931,1.834958,0.123285,0.568020,0.000383,1.802896,0.077527,0.720473,0.925372,1.829881,0.184986,0.511560,0.959273,1.910047,0.132863,0.491682,0.968355,1.875136,0.183935,0.526255,0.528956,1.826052,0.134656,0.459605,0.923150,1.873136,0.176247,0.462994,0.954233,1.915740,0.082477,0.571892,0.931037,1.762610,0.087389,0.520573,0.924826,1.750909,0.079531,0.700499,0.920432,1.775437,0.110333,0.576694,0.840443,1.872842,0.107100,0.615723,0.792459,1.824805,0.122380,0.658294,0.000000,1.803181,0.077439,0.720486,1.775008,0.110485,0.576247,1.872392,0.106404,0.615689,,,,1.829784,0.184869,0.511618,1.910137,0.132947,0.491710,1.875309,0.185551,0.525301,1.826138,0.134500,0.459855,1.873218,0.176157,0.463131,1.915589,0.082480,0.572123,1.762867,0.087273,0.520678,1.751136,0.079660,0.700681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.824604,0.122464,0.663017,,,,,,,,,,,,,,,,,,,,,
938,7.816667,-0.004554,-0.983455,0.006140,-0.180991,1.837406,0.123276,0.560637,0.000386,1.806011,0.077308,0.713165,0.925372,1.832020,0.185032,0.504264,0.959273,1.912180,0.133042,0.484013,0.968355,1.877334,0.184028,0.518780,0.528956,1.828056,0.134753,0.452270,0.923150,1.875095,0.176405,0.455519,0.954233,1.918260,0.082577,0.564145,0.931037,1.764922,0.087331,0.513437,0.924826,1.753943,0.079261,0.693398,0.920432,1.777939,0.110231,0.569532,0.840443,1.875501,0.107092,0.608172,0.792459,1.827612,0.122258,0.650949,0.000000,1.806170,0.077320,0.713101,1.778219,0.110020,0.569508,1.874939,0.106291,0.608101,,,,1.831869,0.185125,0.504366,1.912148,0.133194,0.484078,1.877842,0.185294,0.517645,1.828076,0.134610,0.452495,1.875034,0.176283,0.455687,1.918000,0.082588,0.564326,1.765166,0.087312,0.513450,1.753962,0.079475,0.693475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.827113,0.122060,0.655957,,,,,,,,,,,,,,,,,,,,,
939,7.825000,-0.005350,-0.983756,0.005418,-0.179349,1.839706,0.123326,0.553111,0.000346,1.808756,0.077134,0.705662,0.957075,1.834214,0.185185,0.496863,0.948881,1.914238,0.133125,0.476256,0.957947,1.879575,0.184097,0.511226,0.556194,1.830011,0.135002,0.444796,0.933322,1.877116,0.176586,0.447960,0.945826,1.920517,0.082514,0.556280,0.920835,1.767018,0.087557,0.506090,0.938550,1.756625,0.079190,0.686072,0.942967,1.780251,0.110343,0.562180,0.912006,1.877937,0.107009,0.600491,0.754649,1.830210,0.122164,0.643453,0.000000,1.809079,0.077087,0.705647,1.779082,0.110923,0.561283,1.877432,0.106287,0.600445,,,,1.834142,0.185030,0.496845,1.914269,0.133204,0.476340,1.879903,0.184744,0.511082,1.830088,0.134770,0.444966,1.877213,0.176487,0.448117,1.920418,0.082640,0.556446,1.767303,0.087452,0.506167,1.756932,0.079282,0.686242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.829972,0.122038,0.648617,,,,,,,,,,,,,,,,,,,,,
940,7.833333,-0.005575,-0.984146,0.005339,-0.177192,1.842105,0.123284,0.545642,0.000236,1.811804,0.077066,0.698315,0.918331,1.836394,0.185161,0.489435,0.957071,1.916303,0.133072,0.468464,0.970070,1.881817,0.184049,0.503599,0.815038,1.831941,0.134993,0.437373,0.925592,1.879077,0.176557,0.440342,0.947429,1.922911,0.082437,0.548446,0.942312,1.769196,0.087560,0.498930,0.921516,1.759588,0.079150,0.678954,0.909316,1.782685,0.110326,0.554968,0.604224,1.880536,0.106939,0.592849,0.779281,1.833004,0.122103,0.636024,0.000000,1.812055,0.077137,0.698321,1.782303,0.110526,0.554666,1.880035,0.106127,0.592779,,,,1.836258,0.185220,0.489526,1.916315,0.133236,0.468452,1.882088,0.184526,0.503344,1.832019,0.134832,0.437518,1.879118,0.176507,0.440380,1.922760,0.082506,0.548633,1.769504,0.087412,0.498956,1.759764,0.079227,0.679096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.832530,0.121998,0.641405,,,,,,,,,,,,,,,,,,,,,
941,7.841667,-0.004756,-0.984489,0.005390,-0.175301,1.844475,0.123151,0.538090,0.000236,1.814836,0.076941,0.690896,0.934734,1.838450,0.184998,0.481883,0.956498,1.918361,0.133027,0.460623,0.958787,1.883929,0.183963,0.495872,0.848677,1.833876,0.134804,0.429857,0.942289,1.880958,0.176443,0.432629,0.981161,1.925356,0.082432,0.540598,0.937575,1.771443,0.087294,0.491673,0.914267,1.762543,0.078936,0.671736,0.940452,1.785112,0.110102,0.547650,0.868398,1.883114,0.106883,0.585155,0.760899,1.835725,0.121989,0.628507,0.000000,1.814986,0.076989,0.690832,1.785387,0.109864,0.547621,1.882559,0.106251,0.585068,,,,1.838339,0.184991,0.481819,1.918300,0.133151,0.460606,1.884120,0.184378,0.495609,1.833903,0.134712,0.430033,1.881016,0.176479,0.432815,1.925090,0.082528,0.540710,1.771623,0.087281,0.491699,1.762646,0.079184,0.671758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.835258,0.121963,0.634030,,,,,,,,,,,,,,,,,,,,,
942,7.850000,-0.005217,-0.984835,0.005888,-0.173315,1.846643,0.123082,0.530452,0.000307,1.817569,0.077027,0.683413,0.905402,1.840460,0.184891,0.474220,0.950620,1.920227,0.132815,0.452680,0.970725,1.885994,0.183817,0.488027,0.991699,1.835621,0.134661,0.422254,0.936665,1.882759,0.176250,0.424803,0.957979,1.927489,0.082276,0.532667,0.936727,1.773386,0.087269,0.484358,0.894028,1.765202,0.079064,0.664462,0.923824,1.787305,0.110106,0.540262,0.529246,1.885454,0.106809,0.577374,0.802158,1.838257,0.122002,0.620905,0.000000,1.817940,0.077068,0.683352,1.785960,0.110946,0.539247,1.885017,0.106154,0.577295,,,,1.840387,0.185052,0.474309,1.920280,0.132918,0.452698,1.886017,0.183795,0.488036,1.835745,0.134503,0.422408,1.882865,0.176196,0.424921,1.927415,0.082426,0.532857,1.773776,0.087105,0.484383,1.765456,0.079202,0.664557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.837865,0.121954,0.626852,,,,,,,,,,,,,,,,,,,,,
943,7.858333,-0.004806,-0.985170,0.006788,-0.171380,1.848867,0.122993,0.522749,0.000215,1.820419,0.077213,0.675910,0.921713,1.842432,0.184692,0.466425,0.948327,1.922139,0.132613,0.444669,0.970230,1.888021,0.183666,0.480055,0.993620,1.837413,0.134361,0.414573,0.939425,1.884540,0.175977,0.416858,0.973539,1.929741,0.082229,0.524722,0.936558,1.775446,0.087058,0.477012,0.900357,1.767976,0.079189,0.657162,0.918140,1.789574,0.110007,0.532817,0.784275,1.887870,0.106827,0.569548,0.794713,1.840838,0.122079,0.613236,0.000000,1.820726,0.077271,0.675910,1.788991,0.110272,0.532239,1.887452,0.106123,0.569497,,,,1.842340,0.184872,0.466468,1.922158,0.132725,0.444706,1.888003,0.183683,0.480049,1.837529,0.134231,0.414741,1.884642,0.175990,0.416833,1.929650,0.082406,0.524880,1.775805,0.086941,0.477138,1.768254,0.079319,0.657276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.840559,0.121865,0.619238,,,,,,,,,,,,,,,,,,,,,
944,7.866667,-0.004118,-0.985529,0.007432,-0.169293,1.851141,0.122891,0.515152,0.000197,1.823394,0.077307,0.668501,0.940926,1.844398,0.184500,0.458766,0.941271,1.924069,0.132477,0.436748,0.972027,1.890045,0.183544,0.472203,0.977281,1.839214,0.134087,0.407010,0.966818,1.886304,0.175758,0.409032,0.960033,1.932067,0.082220,0.516842,0.913386,1.777565,0.086807,0.469781,0.935904,1.770870,0.079197,0.649973,0.926933,1.791906,0.109855,0.525492,0.903449,1.890360,0.106838,0.561809,0.784014,1.843497,0.122103,0.605674,0.000000,1.823597,0.077392,0.668415,1.792224,0.109651,0.525411,1.889783,0.106209,0.561677,,,,1.844315,0.184720,0.458770,1.924030,0.132556,0.436678,1.890007,0.183618,0.472165,1.839207,0.134012,0.407119,1.886421,0.175823,0.409121,1.931804,0.082370,0.517011,1.777816,0.086754,0.469775,1.770972,0.079468,0.650010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.843131,0.122061,0.611902,,,,,,,,,,,,,,,,,,,,,
945,7.875000,-0.004560,-0.985948,0.008311,-0.166783,1.853347,0.122854,0.507450,0.000208,1.826327,0.077542,0.661008,0.924326,1.846391,0.184384,0.451002,0.924726,1.925886,0.132230,0.428660,0.962282,1.892105,0.183394,0.464208,0.972219,1.840883,0.133896,0.399352,0.974114,1.888033,0.175514,0.401070,0.973205,1.934232,0.082088,0.508791,0.924996,1.779498,0.086789,0.462510,0.945426,1.773712,0.079467,0.642745,0.942194,1.794150,0.109906,0.518111,0.909448,1.892784,0.106827,0.553931,0.784065,1.846163,0.122216,0.598010,0.000000,1.826539,0.077731,0.660904,1.794397,0.109670,0.517992,1.892263,0.106139,0.553888,,,,1.846308,0.184669,0.451051,1.925836,0.132372,0.428648,1.892049,0.183309,0.464162,1.840929,0.133856,0.399435,1.888118,0.175506,0.401135,1.934033,0.082293,0.508883,1.779716,0.086798,0.462495,1.773799,0.079675,0.642793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845636,0.122227,0.604517,,,,,,,,,,,,,,,,,,,,,
946,7.883333,-0.005098,-0.986345,0.008760,-0.164379,1.855523,0.122879,0.499754,0.000250,1.829194,0.077704,0.653473,0.924326,1.848368,0.184379,0.443299,0.924726,1.927689,0.132111,0.420606,0.962282,1.894145,0.183341,0.456283,0.972219,1.842546,0.133864,0.391710,0.974114,1.889756,0.175424,0.393171,0.973205,1.936363,0.082013,0.500729,0.924996,1.781411,0.086875,0.455199,0.945426,1.776493,0.079682,0.635465,0.942194,1.796362,0.110012,0.510712,0.909448,1.895166,0.106833,0.546054,0.784065,1.848779,0.122311,0.590349,0.000000,1.829377,0.077744,0.653425,1.796624,0.109792,0.510652,1.894625,0.106205,0.546026,,,,1.848304,0.184829,0.443034,1.927580,0.132180,0.420634,1.894078,0.183259,0.456227,1.842543,0.133749,0.391855,1.889955,0.175682,0.393057,1.936127,0.082107,0.500929,1.781689,0.086800,0.455273,1.776585,0.079881,0.635586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.848102,0.122279,0.597278,,,,,,,,,,,,,,,,,,,,,
947,7.891667,-0.005194,-0.986731,0.008665,-0.162051,1.857635,0.122844,0.492198,0.000267,1.832023,0.077636,0.646028,0.951589,1.850227,0.184360,0.435793,0.868410,1.929429,0.132082,0.412713,0.966963,1.896063,0.183309,0.448560,0.970277,1.844152,0.133859,0.384220,0.953847,1.891376,0.175409,0.385467,0.913735,1.938471,0.081962,0.492782,0.919080,1.783307,0.086866,0.447984,0.925811,1.779238,0.079629,0.628269,0.937349,1.798524,0.109986,0.503432,0.913275,1.897493,0.106779,0.538307,0.792816,1.851318,0.122255,0.582823,0.000000,1.832245,0.077817,0.645939,1.798813,0.109688,0.503397,1.896963,0.106120,0.538235,,,,1.850152,0.184648,0.435744,1.929351,0.132088,0.412726,1.895865,0.183083,0.448594,1.844153,0.133655,0.384351,1.891677,0.175945,0.385377,1.938201,0.082099,0.492931,1.783498,0.086807,0.447935,1.779373,0.079914,0.628324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.850594,0.122277,0.589991,,,,,,,,,,,,,,,,,,,,,
948,7.900000,-0.005110,-0.987058,0.009126,-0.160026,1.859732,0.122855,0.484565,0.000263,1.834751,0.077787,0.638540,0.924983,1.852093,0.184319,0.428135,0.924568,1.931199,0.132019,0.404777,0.980099,1.897982,0.183279,0.440715,0.924315,1.845805,0.133771,0.376633,0.939521,1.893035,0.175322,0.377649,0.844541,1.940569,0.081972,0.484854,0.915600,1.785223,0.086837,0.440689,0.948610,1.781894,0.079764,0.620997,0.919841,1.800668,0.110007,0.496053,0.895852,1.899779,0.106831,0.530524,0.787745,1.853788,0.122348,0.575216,0.000000,1.834968,0.077983,0.638428,1.800923,0.109822,0.495944,1.899215,0.106135,0.530435,,,,1.851897,0.184414,0.428211,1.931192,0.132114,0.404734,1.897803,0.183126,0.440807,1.845835,0.133629,0.376729,1.893386,0.175745,0.377418,1.940376,0.082088,0.485002,1.785397,0.086833,0.440749,1.781984,0.079990,0.621103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.853010,0.122302,0.582540,,,,,,,,,,,,,,,,,,,,,
949,7.908333,-0.004844,-0.987353,0.008983,-0.158208,1.861729,0.122881,0.476992,0.000260,1.837341,0.077766,0.631049,0.937946,1.853849,0.184354,0.420604,0.926088,1.932897,0.132102,0.396944,0.959952,1.899784,0.183336,0.433015,0.917574,1.847399,0.133814,0.369115,0.964197,1.894609,0.175390,0.369966,0.858273,1.942589,0.082042,0.476974,0.923477,1.787078,0.086834,0.433384,0.957962,1.784418,0.079719,0.613700,0.912355,1.802714,0.109999,0.488695,0.899994,1.901954,0.106869,0.522800,0.780787,1.856120,0.122351,0.567664,0.000000,1.837545,0.077889,0.630978,1.803006,0.109733,0.488632,1.901379,0.106207,0.522809,,,,1.853691,0.184535,0.420776,1.932854,0.132196,0.396821,1.899560,0.183110,0.433099,1.847502,0.133716,0.369102,1.894929,0.175774,0.369698,1.942377,0.082196,0.477133,1.787246,0.086817,0.433379,1.784525,0.080031,0.613818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855418,0.122374,0.575179,,,,,,,,,,,,,,,,,,,,,
950,7.916667,-0.004996,-0.987655,0.008512,-0.156334,1.863738,0.123022,0.469514,0.000247,1.839925,0.077757,0.623616,0.922345,1.855655,0.184552,0.413217,0.900753,1.934603,0.132310,0.389205,0.979885,1.901637,0.183514,0.425453,0.929805,1.849001,0.134065,0.361702,0.956778,1.896222,0.175632,0.362416,0.903670,1.944589,0.082168,0.469148,0.916102,1.788916,0.087031,0.426152,0.936983,1.786937,0.079736,0.606470,0.943659,1.804766,0.110139,0.481427,0.910888,1.904133,0.106956,0.515152,0.771003,1.858472,0.122402,0.560206,0.000000,1.840113,0.077986,0.623524,1.805041,0.109965,0.481283,1.903610,0.106216,0.515021,,,,1.855547,0.184934,0.413215,1.934554,0.132369,0.389184,1.901452,0.183313,0.425518,1.849041,0.133920,0.361787,1.896446,0.175933,0.362332,1.944342,0.082309,0.469326,1.789153,0.086968,0.426209,1.787056,0.079909,0.606552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.857818,0.122247,0.567800,,,,,,,,,,,,,,,,,,,,,
951,7.925000,-0.005259,-0.987960,0.007942,-0.154418,1.865742,0.123134,0.461971,0.000287,1.842509,0.077688,0.616109,0.939365,1.857465,0.184737,0.405782,0.842336,1.936300,0.132495,0.381401,0.982948,1.903493,0.183667,0.417838,0.897499,1.850592,0.134316,0.354231,0.983081,1.897831,0.175864,0.354813,0.906339,1.946576,0.082251,0.461242,0.912634,1.790739,0.087225,0.418855,0.928114,1.789456,0.079708,0.599171,0.923588,1.806811,0.110258,0.474097,0.899717,1.906307,0.106998,0.507433,0.778349,1.860826,0.122404,0.552682,0.000000,1.842710,0.077760,0.615993,1.807100,0.109988,0.474029,1.905735,0.106320,0.507426,,,,1.857426,0.185344,0.405615,1.936250,0.132542,0.381397,1.903260,0.183363,0.417985,1.850599,0.134296,0.354296,1.898077,0.176040,0.354592,1.946352,0.082458,0.461413,1.790990,0.087105,0.418930,1.789560,0.079966,0.599297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.859976,0.122285,0.560435,,,,,,,,,,,,,,,,,,,,,
952,7.933333,-0.005297,-0.988280,0.007201,-0.152393,1.867686,0.123221,0.454524,0.000243,1.845089,0.077540,0.608687,0.921460,1.859171,0.184907,0.398462,0.936791,1.937912,0.132712,0.373679,0.959022,1.905249,0.183825,0.410328,0.941203,1.852094,0.134562,0.346864,0.957692,1.899330,0.176116,0.347315,0.912988,1.948521,0.082349,0.453403,0.938663,1.792512,0.087367,0.411661,0.939485,1.791967,0.079579,0.591969,0.930457,1.808807,0.110319,0.466872,0.909336,1.908439,0.107021,0.499796,0.779478,1.863142,0.122354,0.545253,0.000000,1.845284,0.077753,0.608563,1.809092,0.110121,0.466768,1.907893,0.106338,0.499680,,,,1.859005,0.185041,0.398597,1.937847,0.132861,0.373658,1.905126,0.183650,0.410427,1.852130,0.134445,0.346980,1.899523,0.176367,0.347171,1.948359,0.082471,0.453541,1.792751,0.087391,0.411638,1.792062,0.079838,0.592009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.862274,0.122188,0.552966,,,,,,,,,,,,,,,,,,,,,
953,7.941667,-0.004751,-0.988530,0.006698,-0.150801,1.869627,0.123273,0.446959,0.000214,1.847582,0.077435,0.601155,0.921460,1.860856,0.184996,0.390977,0.936791,1.939580,0.132918,0.365896,0.959022,1.906973,0.183960,0.402693,0.941203,1.853673,0.134687,0.339359,0.957692,1.900860,0.176297,0.339693,0.912988,1.950507,0.082501,0.445542,0.938663,1.794358,0.087364,0.404308,0.939485,1.794404,0.079423,0.584610,0.930457,1.810803,0.110290,0.459485,0.909336,1.910545,0.107085,0.492085,0.779478,1.865376,0.122324,0.537701,0.000000,1.847795,0.077544,0.600973,1.811043,0.110067,0.459337,1.910017,0.106425,0.491944,,,,1.860698,0.185175,0.391156,1.939523,0.133032,0.365901,1.906915,0.184146,0.402780,1.853699,0.134563,0.339425,1.901043,0.176325,0.339607,1.950296,0.082591,0.445703,1.794577,0.087320,0.404296,1.794524,0.079753,0.584678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.864587,0.122221,0.545519,,,,,,,,,,,,,,,,,,,,,
954,7.950000,-0.004488,-0.988789,0.006565,-0.149107,1.871539,0.123210,0.439361,0.000230,1.850048,0.077328,0.593622,0.924861,1.862543,0.184939,0.383422,0.925441,1.941209,0.132909,0.358061,0.968178,1.908701,0.183925,0.394980,0.946704,1.855211,0.134636,0.331819,0.964246,1.902376,0.176272,0.332000,0.948957,1.952436,0.082481,0.437659,0.930037,1.796144,0.087269,0.396962,0.944065,1.796813,0.079291,0.577260,0.910699,1.812766,0.110192,0.452086,0.910177,1.912620,0.107034,0.484343,0.785881,1.867600,0.122240,0.530117,0.000000,1.850301,0.077521,0.593507,1.813014,0.110029,0.452004,1.912079,0.106388,0.484255,,,,1.862425,0.185200,0.383644,1.941164,0.133051,0.358113,1.908511,0.183759,0.395121,1.855309,0.134654,0.331856,1.902519,0.176264,0.331737,1.952218,0.082634,0.437799,1.796393,0.087242,0.396856,1.796923,0.079520,0.577321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.866858,0.122122,0.538197,,,,,,,,,,,,,,,,,,,,,
