Format Version,1.23,Take Name,N_65,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 03.20.17.041 PM,Total Frames in Take,887,Total Exported Frames,887,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,-0.004448,0.396570,0.004841,-0.917981,0.995912,0.127945,0.554622,0.000141,1.089781,0.081020,0.430726,0.977932,0.977397,0.189682,0.608160,0.940004,0.895413,0.139446,0.591025,0.942977,0.942945,0.189613,0.575324,0.943247,0.957275,0.139433,0.656296,0.933892,0.917208,0.182068,0.633166,0.979233,0.923895,0.088965,0.515890,0.940270,1.039809,0.090560,0.628442,0.961561,1.128037,0.081905,0.471240,0.968688,1.053029,0.113622,0.572461,0.923867,0.982057,0.112480,0.495111,0.881154,1.044104,0.126541,0.477623,0.000000,1.089725,0.081078,0.430707,1.053151,0.113874,0.572593,0.982156,0.112018,0.495028,,,,0.977472,0.189566,0.607969,0.895538,0.139471,0.591213,0.942851,0.189821,0.575306,0.957151,0.139239,0.656256,0.917228,0.182119,0.633232,0.923779,0.089169,0.515903,1.039643,0.090510,0.628446,1.128153,0.081929,0.471189,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.058333,-0.004437,0.396579,0.004804,-0.917978,0.995910,0.127944,0.554617,0.000140,1.089784,0.081019,0.430726,0.979178,0.977390,0.189683,0.608151,0.941088,0.895409,0.139442,0.591018,0.943144,0.942939,0.189610,0.575315,0.942542,0.957270,0.139435,0.656290,0.941521,0.917202,0.182067,0.633158,0.978621,0.923896,0.088958,0.515886,0.941208,1.039808,0.090566,0.628440,0.956694,1.128039,0.081908,0.471240,0.967870,1.053027,0.113626,0.572458,0.922527,0.982057,0.112476,0.495106,0.879984,1.044103,0.126540,0.477620,0.000000,1.089726,0.081076,0.430703,1.053145,0.113873,0.572590,0.982165,0.112015,0.495028,,,,0.977481,0.189569,0.607966,0.895527,0.139467,0.591214,0.942850,0.189820,0.575297,0.957117,0.139231,0.656235,0.917230,0.182112,0.633226,0.923787,0.089159,0.515898,1.039647,0.090537,0.628446,1.128148,0.081931,0.471186,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.066667,-0.004425,0.396580,0.004798,-0.917977,0.995906,0.127936,0.554614,0.000139,1.089781,0.081008,0.430724,0.978408,0.977386,0.189677,0.608146,0.941793,0.895405,0.139435,0.591013,0.943938,0.942935,0.189603,0.575310,0.945576,0.957266,0.139430,0.656286,0.938034,0.917197,0.182061,0.633152,0.977740,0.923892,0.088950,0.515883,0.941156,1.039803,0.090560,0.628438,0.960569,1.128036,0.081899,0.471238,0.968501,1.053023,0.113618,0.572455,0.926309,0.982053,0.112466,0.495103,0.880856,1.044099,0.126530,0.477616,0.000000,1.089725,0.081071,0.430705,1.053134,0.113857,0.572587,0.982152,0.112007,0.495023,,,,0.977466,0.189560,0.607961,0.895529,0.139460,0.591199,0.942853,0.189803,0.575284,0.957121,0.139232,0.656247,0.917225,0.182107,0.633223,0.923777,0.089155,0.515893,1.039648,0.090536,0.628445,1.128147,0.081918,0.471182,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.075000,-0.004393,0.396551,0.004784,-0.917990,0.995912,0.127938,0.554616,0.000139,1.089779,0.081001,0.430723,0.978204,0.977395,0.189683,0.608145,0.942873,0.895413,0.139439,0.591021,0.945281,0.942942,0.189606,0.575311,0.944584,0.957278,0.139439,0.656290,0.941860,0.917208,0.182069,0.633156,0.976301,0.923895,0.088949,0.515893,0.940720,1.039814,0.090567,0.628440,0.957063,1.128036,0.081895,0.471235,0.969916,1.053030,0.113622,0.572455,0.927278,0.982055,0.112464,0.495107,0.880019,1.044100,0.126527,0.477615,0.000000,1.089729,0.081071,0.430703,1.053134,0.113859,0.572587,0.982153,0.112001,0.495028,,,,0.977475,0.189571,0.607963,0.895541,0.139456,0.591198,0.942849,0.189806,0.575287,0.957148,0.139251,0.656249,0.917253,0.182108,0.633229,0.923777,0.089154,0.515897,1.039644,0.090546,0.628453,1.128142,0.081912,0.471181,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.083333,-0.004380,0.396543,0.004773,-0.917993,0.995922,0.127923,0.554628,0.000137,1.089786,0.080983,0.430735,0.976805,0.977405,0.189669,0.608155,0.942455,0.895423,0.139424,0.591035,0.947637,0.942951,0.189591,0.575322,0.945361,0.957289,0.139426,0.656302,0.945395,0.917218,0.182055,0.633167,0.978050,0.923904,0.088932,0.515907,0.939527,1.039825,0.090555,0.628452,0.959793,1.128044,0.081878,0.471246,0.968747,1.053040,0.113608,0.572466,0.932082,0.982064,0.112447,0.495120,0.882585,1.044108,0.126510,0.477626,0.000000,1.089732,0.081053,0.430707,1.053165,0.113813,0.572592,0.982160,0.111997,0.495027,,,,0.977479,0.189559,0.607967,0.895539,0.139447,0.591208,0.942861,0.189788,0.575291,0.957157,0.139257,0.656265,0.917245,0.182084,0.633246,0.923784,0.089142,0.515906,1.039680,0.090528,0.628516,1.128150,0.081901,0.471182,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.091667,-0.004441,0.396562,0.004804,-0.917984,0.995914,0.127931,0.554626,0.000140,1.089784,0.081007,0.430730,0.979706,0.977395,0.189670,0.608161,0.942074,0.895414,0.139428,0.591029,0.944797,0.942943,0.189597,0.575325,0.945656,0.957277,0.139421,0.656300,0.940975,0.917208,0.182053,0.633169,0.976402,0.923898,0.088945,0.515897,0.940324,1.039814,0.090552,0.628447,0.957291,1.128040,0.081896,0.471243,0.970120,1.053031,0.113613,0.572464,0.924759,0.982059,0.112463,0.495115,0.882044,1.044104,0.126528,0.477626,0.000000,1.089732,0.081064,0.430704,1.053141,0.113858,0.572600,0.982160,0.112011,0.495026,,,,0.977481,0.189562,0.607974,0.895535,0.139451,0.591213,0.942853,0.189791,0.575291,0.957145,0.139230,0.656259,0.917245,0.182081,0.633251,0.923782,0.089154,0.515904,1.039646,0.090527,0.628465,1.128146,0.081917,0.471193,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.100000,-0.004422,0.396571,0.004830,-0.917981,0.995913,0.127928,0.554635,0.000140,1.089782,0.080996,0.430742,0.977089,0.977397,0.189668,0.608169,0.939434,0.895413,0.139432,0.591037,0.942844,0.942946,0.189597,0.575333,0.941941,0.957275,0.139422,0.656308,0.941183,0.917208,0.182056,0.633176,0.978552,0.923895,0.088946,0.515905,0.941551,1.039809,0.090547,0.628457,0.961815,1.128037,0.081884,0.471255,0.969517,1.053029,0.113606,0.572475,0.930492,0.982058,0.112460,0.495124,0.882878,1.044104,0.126520,0.477636,0.000000,1.089726,0.081066,0.430720,1.053130,0.113832,0.572601,0.982156,0.112011,0.495033,,,,0.977481,0.189550,0.607975,0.895541,0.139450,0.591225,0.942852,0.189807,0.575302,0.957145,0.139231,0.656265,0.917225,0.182109,0.633241,0.923778,0.089149,0.515905,1.039676,0.090502,0.628517,1.128142,0.081908,0.471196,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.108333,-0.004432,0.396605,0.004834,-0.917966,0.995905,0.127936,0.554627,0.000141,1.089783,0.081007,0.430740,0.974827,0.977385,0.189676,0.608161,0.940102,0.895402,0.139440,0.591022,0.941245,0.942936,0.189605,0.575322,0.942896,0.957260,0.139428,0.656298,0.933813,0.917195,0.182063,0.633163,0.985639,0.923890,0.088956,0.515891,0.940634,1.039796,0.090554,0.628452,0.962628,1.128036,0.081894,0.471256,0.970162,1.053020,0.113614,0.572471,0.925085,0.982054,0.112470,0.495115,0.882257,1.044102,0.126531,0.477632,0.000000,1.089718,0.081076,0.430707,1.053138,0.113854,0.572607,0.982155,0.112017,0.495033,,,,0.977477,0.189565,0.607969,0.895530,0.139468,0.591217,0.942846,0.189815,0.575307,0.957114,0.139212,0.656252,0.917202,0.182116,0.633183,0.923774,0.089162,0.515907,1.039668,0.090506,0.628513,1.128137,0.081917,0.471197,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.116667,-0.004423,0.396580,0.004814,-0.917977,0.995909,0.127927,0.554634,0.000141,1.089781,0.080996,0.430743,0.977298,0.977390,0.189667,0.608167,0.939943,0.895408,0.139428,0.591034,0.943341,0.942939,0.189595,0.575331,0.942347,0.957269,0.139420,0.656307,0.935629,0.917201,0.182053,0.633173,0.978816,0.923893,0.088943,0.515904,0.941575,1.039804,0.090548,0.628458,0.961695,1.128036,0.081886,0.471258,0.968684,1.053025,0.113607,0.572475,0.925414,0.982055,0.112458,0.495124,0.881267,1.044101,0.126520,0.477637,0.000000,1.089723,0.081061,0.430718,1.053136,0.113850,0.572609,0.982150,0.112003,0.495025,,,,0.977475,0.189559,0.607970,0.895532,0.139453,0.591222,0.942849,0.189806,0.575306,0.957122,0.139214,0.656261,0.917225,0.182104,0.633237,0.923774,0.089144,0.515910,1.039672,0.090501,0.628518,1.128143,0.081908,0.471197,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.125000,-0.004418,0.396582,0.004807,-0.917976,0.995912,0.127928,0.554630,0.000140,1.089786,0.080997,0.430740,0.976719,0.977392,0.189670,0.608162,0.941529,0.895410,0.139429,0.591029,0.943166,0.942941,0.189596,0.575325,0.942804,0.957271,0.139423,0.656302,0.934725,0.917203,0.182056,0.633168,0.979441,0.923896,0.088943,0.515899,0.942099,1.039807,0.090552,0.628454,0.960887,1.128040,0.081887,0.471255,0.968017,1.053028,0.113609,0.572472,0.927817,0.982058,0.112458,0.495119,0.881930,1.044105,0.126521,0.477633,0.000000,1.089725,0.081060,0.430708,1.053135,0.113845,0.572599,0.982158,0.112005,0.495031,,,,0.977477,0.189565,0.607971,0.895537,0.139453,0.591216,0.942850,0.189804,0.575300,0.957118,0.139217,0.656257,0.917228,0.182104,0.633229,0.923785,0.089146,0.515906,1.039670,0.090511,0.628517,1.128149,0.081909,0.471191,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.133333,-0.004408,0.396579,0.004825,-0.917978,0.995914,0.127921,0.554633,0.000138,1.089785,0.080985,0.430744,0.976719,0.977398,0.189663,0.608165,0.941529,0.895414,0.139426,0.591033,0.943166,0.942947,0.189591,0.575329,0.942804,0.957275,0.139418,0.656306,0.934725,0.917209,0.182052,0.633172,0.979441,0.923897,0.088938,0.515904,0.942099,1.039809,0.090543,0.628458,0.960887,1.128040,0.081874,0.471258,0.968017,1.053030,0.113600,0.572475,0.927817,0.982060,0.112451,0.495123,0.881930,1.044107,0.126511,0.477636,0.000000,1.089730,0.081054,0.430714,1.053130,0.113828,0.572604,0.982161,0.112002,0.495029,,,,0.977475,0.189561,0.607978,0.895536,0.139452,0.591218,0.942857,0.189794,0.575295,0.957117,0.139216,0.656263,0.917251,0.182095,0.633239,0.923780,0.089137,0.515913,1.039678,0.090507,0.628517,1.128147,0.081893,0.471195,,,,,,,,,,,,,,,,,,,,,,,,,,,
