Format Version,1.23,Take Name,N_65,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 03.20.17.041 PM,Total Frames in Take,887,Total Exported Frames,887,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,"DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12",DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker9,DeepRacer1:Marker9,DeepRacer1:Marker9,Unlabeled 2590,Unlabeled 2590,Unlabeled 2590,Unlabeled 2592,Unlabeled 2592,Unlabeled 2592,Unlabeled 2593,Unlabeled 2593,Unlabeled 2593,Unlabeled 2594,Unlabeled 2594,Unlabeled 2594,Unlabeled 2595,Unlabeled 2595,Unlabeled 2595,Unlabeled 2596,Unlabeled 2596,Unlabeled 2596,Unlabeled 2597,Unlabeled 2597,Unlabeled 2597,Unlabeled 2598,Unlabeled 2598,Unlabeled 2598,Unlabeled 2599,Unlabeled 2599,Unlabeled 2599
,ID,"CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","156E40","156E40","156E40","156EC0","156EC0","156EC0","157030","157030","157030","158D40","158D40","158D40","157010","157010","157010","157060","157060","157060","157040","157040","157040","157000","157000","157000","157020","157020","157020","157070","157070","157070","156FC0","156FC0","156FC0","156F90","156F90","156F90","158D10","158D10","158D10","158D50","158D50","158D50","158D60","158D60","158D60","158D30","158D30","158D30","158D70","158D70","158D70","158D90","158D90","158D90","158DA0","158DA0","158DA0","158DB0","158DB0","158DB0","158DC0","158DC0","158DC0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.004390,0.396558,0.004801,-0.917987,0.995909,0.127921,0.554623,0.000140,1.089776,0.080982,0.430731,0.976444,0.977393,0.189665,0.608153,0.940035,0.895410,0.139425,0.591027,0.945171,0.942940,0.189591,0.575318,0.941480,0.957274,0.139422,0.656297,0.945198,0.917205,0.182053,0.633162,0.981016,0.923891,0.088934,0.515899,0.942488,1.039808,0.090548,0.628447,0.960959,1.128032,0.081874,0.471244,0.969360,1.053026,0.113603,0.572463,0.931398,0.982052,0.112448,0.495114,0.882714,1.044098,0.126509,0.477623,0.000000,1.089720,0.081053,0.430705,1.053120,0.113827,0.572590,0.982154,0.112000,0.495017,,,,0.977477,0.189549,0.607960,0.895537,0.139438,0.591205,0.942847,0.189805,0.575302,0.957148,0.139246,0.656264,0.917222,0.182094,0.633224,0.923778,0.089135,0.515896,1.039670,0.090510,0.628509,1.128137,0.081890,0.471182,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.004416,0.396577,0.004809,-0.917978,0.995912,0.127914,0.554629,0.000139,1.089784,0.080982,0.430738,0.976444,0.977394,0.189656,0.608161,0.940035,0.895412,0.139416,0.591029,0.945171,0.942943,0.189582,0.575325,0.941480,0.957273,0.139410,0.656301,0.945198,0.917205,0.182042,0.633168,0.981016,0.923896,0.088929,0.515899,0.942488,1.039809,0.090537,0.628453,0.960959,1.128039,0.081872,0.471252,0.969360,1.053029,0.113595,0.572470,0.931398,0.982058,0.112444,0.495119,0.882714,1.044105,0.126506,0.477631,0.000000,1.089725,0.081050,0.430709,1.053127,0.113834,0.572600,0.982154,0.111997,0.495024,,,,0.977475,0.189548,0.607968,0.895543,0.139432,0.591219,0.942860,0.189783,0.575297,0.957113,0.139209,0.656259,0.917250,0.182092,0.633234,0.923785,0.089126,0.515901,1.039665,0.090502,0.628513,1.128147,0.081892,0.471191,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,-0.004404,0.396574,0.004796,-0.917980,0.995920,0.127921,0.554636,0.000140,1.089792,0.080986,0.430746,0.976258,0.977401,0.189664,0.608166,0.941291,0.895419,0.139422,0.591037,0.942146,0.942949,0.189589,0.575330,0.945186,0.957281,0.139419,0.656309,0.935032,0.917212,0.182050,0.633173,0.976393,0.923904,0.088934,0.515908,0.943478,1.039817,0.090547,0.628461,0.960056,1.128047,0.081878,0.471260,0.968700,1.053037,0.113603,0.572477,0.927765,0.982066,0.112449,0.495126,0.883175,1.044111,0.126511,0.477638,0.000000,1.089738,0.081044,0.430714,1.053143,0.113848,0.572612,0.982166,0.112004,0.495031,,,,0.977480,0.189554,0.607973,0.895551,0.139440,0.591222,0.942862,0.189786,0.575303,0.957144,0.139234,0.656274,0.917230,0.182095,0.633238,0.923793,0.089140,0.515913,1.039667,0.090494,0.628522,1.128149,0.081902,0.471192,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.004427,0.396578,0.004814,-0.917978,0.995917,0.127932,0.554636,0.000140,1.089789,0.081003,0.430744,0.978680,0.977398,0.189672,0.608169,0.940903,0.895416,0.139433,0.591036,0.943059,0.942947,0.189599,0.575333,0.945676,0.957277,0.139425,0.656309,0.941757,0.917209,0.182058,0.633176,0.979814,0.923901,0.088948,0.515905,0.941535,1.039813,0.090553,0.628459,0.957439,1.128044,0.081892,0.471258,0.968644,1.053033,0.113612,0.572477,0.925121,0.982063,0.112463,0.495125,0.883604,1.044109,0.126526,0.477638,0.000000,1.089736,0.081065,0.430716,1.053141,0.113863,0.572615,0.982167,0.112013,0.495028,,,,0.977475,0.189570,0.607979,0.895544,0.139458,0.591223,0.942846,0.189799,0.575304,0.957133,0.139228,0.656266,0.917252,0.182110,0.633243,0.923786,0.089143,0.515914,1.039663,0.090493,0.628511,1.128150,0.081916,0.471194,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,-0.004437,0.396590,0.004838,-0.917972,0.995912,0.127929,0.554632,0.000140,1.089786,0.081001,0.430741,0.978330,0.977394,0.189667,0.608167,0.942722,0.895410,0.139432,0.591030,0.943032,0.942944,0.189597,0.575330,0.943669,0.957270,0.139419,0.656304,0.938104,0.917204,0.182054,0.633172,0.976076,0.923895,0.088949,0.515898,0.943391,1.039804,0.090546,0.628455,0.957684,1.128039,0.081887,0.471256,0.968573,1.053027,0.113606,0.572474,0.923472,0.982059,0.112463,0.495120,0.881865,1.044106,0.126524,0.477635,0.000000,1.089705,0.081066,0.430721,1.053165,0.113839,0.572613,0.982158,0.112014,0.495029,,,,0.977474,0.189562,0.607969,0.895536,0.139458,0.591217,0.942854,0.189798,0.575304,0.957114,0.139209,0.656251,0.917228,0.182108,0.633233,0.923788,0.089152,0.515908,1.039663,0.090503,0.628509,1.128147,0.081913,0.471195,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.004451,0.396595,0.004846,-0.917970,0.995906,0.127941,0.554629,0.000140,1.089782,0.081016,0.430738,0.973642,0.977388,0.189678,0.608167,0.940372,0.895405,0.139443,0.591027,0.943273,0.942938,0.189609,0.575329,0.944738,0.957263,0.139428,0.656302,0.933137,0.917198,0.182064,0.633170,0.978801,0.923891,0.088962,0.515893,0.942388,1.039798,0.090555,0.628452,0.960757,1.128035,0.081901,0.471254,0.968267,1.053022,0.113617,0.572472,0.923972,0.982054,0.112477,0.495117,0.882768,1.044102,0.126538,0.477633,0.000000,1.089726,0.081078,0.430709,1.053138,0.113866,0.572603,0.982154,0.112019,0.495033,,,,0.977471,0.189571,0.607968,0.895523,0.139472,0.591220,0.942850,0.189816,0.575302,0.957114,0.139217,0.656246,0.917220,0.182113,0.633233,0.923773,0.089169,0.515908,1.039663,0.090502,0.628503,1.128143,0.081925,0.471195,,,,,,,,,,,,,,,,,,,,,,,,,,,
