Format Version,1.23,Take Name,N_35,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-27 03.10.39.101 PM,Total Frames in Take,1433,Total Exported Frames,1433,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,"DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12",DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker9,DeepRacer1:Marker9,DeepRacer1:Marker9,Unlabeled 2248,Unlabeled 2248,Unlabeled 2248,Unlabeled 2250,Unlabeled 2250,Unlabeled 2250,Unlabeled 2251,Unlabeled 2251,Unlabeled 2251,Unlabeled 2253,Unlabeled 2253,Unlabeled 2253,Unlabeled 2255,Unlabeled 2255,Unlabeled 2255,Unlabeled 2256,Unlabeled 2256,Unlabeled 2256,Unlabeled 2257,Unlabeled 2257,Unlabeled 2257,Unlabeled 2258,Unlabeled 2258,Unlabeled 2258,Unlabeled 2259,Unlabeled 2259,Unlabeled 2259,Unlabeled 2260,Unlabeled 2260,Unlabeled 2260,Unlabeled 2261,Unlabeled 2261,Unlabeled 2261,Unlabeled 2262,Unlabeled 2262,Unlabeled 2262,Unlabeled 2263,Unlabeled 2263,Unlabeled 2263,Unlabeled 2264,Unlabeled 2264,Unlabeled 2264
,ID,"CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","1359E0","1359E0","1359E0","138F40","138F40","138F40","135A20","135A20","135A20","137F60","137F60","137F60","135A10","135A10","135A10","135A70","135A70","135A70","135A40","135A40","135A40","135A30","135A30","135A30","135A50","135A50","135A50","135A60","135A60","135A60","135A00","135A00","135A00","1359D0","1359D0","1359D0","13A5A0","13A5A0","13A5A0","13A530","13A530","13A530","13A5E0","13A5E0","13A5E0","13A550","13A550","13A550","13A540","13A540","13A540","13A600","13A600","13A600","13A5D0","13A5D0","13A5D0","13A650","13A650","13A650","13A640","13A640","13A640","13A660","13A660","13A660","13A5F0","13A5F0","13A5F0","13A670","13A670","13A670","13A680","13A680","13A680","13A6A0","13A6A0","13A6A0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.005263,-0.014236,0.008331,-0.999850,1.945904,0.122407,0.057417,0.000733,1.915488,0.076576,-0.095351,0.963012,1.973873,0.183712,0.107216,0.964913,1.906378,0.133451,0.156782,0.912696,1.926443,0.183821,0.111144,0.960627,1.996261,0.133071,0.153920,0.928758,1.952535,0.175801,0.168763,0.960859,1.868939,0.083580,0.085255,0.940656,2.030078,0.084561,0.073426,0.884723,1.971188,0.077234,-0.097015,0.943799,1.997126,0.108060,0.026495,0.000001,1.892158,0.107357,0.028131,0.839585,1.920378,0.121664,-0.029767,0.319542,1.915458,0.076683,-0.095254,1.997866,0.110987,0.023713,1.892426,0.106809,0.027933,1.919211,0.121687,-0.032226,1.973922,0.183722,0.107347,1.906669,0.133495,0.156969,1.926526,0.183941,0.111203,1.996139,0.133131,0.154171,1.952587,0.175865,0.168896,1.869048,0.083667,0.085447,2.029868,0.084468,0.073826,1.971179,0.077344,-0.097211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.005265,-0.014214,0.008336,-0.999850,1.945903,0.122403,0.057423,0.000742,1.915494,0.076573,-0.095346,0.963012,1.973871,0.183707,0.107224,0.964913,1.906373,0.133446,0.156787,0.912696,1.926441,0.183816,0.111150,0.960627,1.996256,0.133065,0.153929,0.928758,1.952530,0.175796,0.168771,0.960859,1.868937,0.083576,0.085258,0.940656,2.030076,0.084555,0.073436,0.884723,1.971194,0.077230,-0.097008,0.943799,1.997127,0.108055,0.026504,0.000001,1.892159,0.107353,0.028136,0.839585,1.920381,0.121660,-0.029762,0.319542,1.915457,0.076674,-0.095248,1.997874,0.110997,0.023705,1.892428,0.106807,0.027939,1.919219,0.121662,-0.032276,1.973926,0.183720,0.107368,1.906677,0.133492,0.156971,1.926503,0.183926,0.111200,1.996144,0.133119,0.154177,1.952586,0.175861,0.168910,1.869027,0.083671,0.085433,2.029872,0.084476,0.073843,1.971179,0.077342,-0.097200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,-0.005272,-0.014226,0.008378,-0.999850,1.945909,0.122413,0.057422,0.000736,1.915493,0.076587,-0.095347,0.963717,1.973883,0.183715,0.107223,0.961502,1.906382,0.133459,0.156786,0.910396,1.926453,0.183828,0.111150,0.966094,1.996265,0.133071,0.153927,0.930601,1.952543,0.175805,0.168770,0.958991,1.868940,0.083593,0.085258,0.945454,2.030079,0.084558,0.073432,0.884434,1.971192,0.077240,-0.097010,0.944212,1.997130,0.108062,0.026502,0.000001,1.892162,0.107369,0.028135,0.839878,1.920385,0.121674,-0.029763,0.307531,1.915463,0.076691,-0.095249,1.997874,0.110999,0.023694,1.892428,0.106823,0.027933,1.919206,0.121710,-0.032231,1.973940,0.183718,0.107363,1.906673,0.133505,0.156969,1.926530,0.183936,0.111212,1.996144,0.133127,0.154170,1.952593,0.175877,0.168905,1.869051,0.083683,0.085449,2.029877,0.084471,0.073834,1.971180,0.077348,-0.097201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.005252,-0.014217,0.008359,-0.999850,1.945912,0.122407,0.057425,0.000740,1.915500,0.076574,-0.095343,0.963695,1.973883,0.183712,0.107224,0.962051,1.906383,0.133455,0.156788,0.913186,1.926452,0.183823,0.111150,0.963373,1.996266,0.133070,0.153930,0.930672,1.952542,0.175803,0.168770,0.959689,1.868944,0.083585,0.085261,0.940448,2.030083,0.084556,0.073438,0.885436,1.971199,0.077229,-0.097005,0.945069,1.997134,0.108057,0.026506,0.000001,1.892167,0.107359,0.028138,0.840183,1.920389,0.121663,-0.029760,0.316051,1.915465,0.076683,-0.095240,1.997867,0.111007,0.023702,1.892436,0.106806,0.027936,1.919240,0.121674,-0.032257,1.973936,0.183709,0.107363,1.906678,0.133490,0.156967,1.926540,0.183938,0.111212,1.996139,0.133134,0.154184,1.952592,0.175876,0.168903,1.869052,0.083679,0.085451,2.029867,0.084478,0.073840,1.971184,0.077338,-0.097199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,-0.005261,-0.014237,0.008292,-0.999851,1.945901,0.122410,0.057417,0.000741,1.915489,0.076576,-0.095350,0.961606,1.973866,0.183717,0.107216,0.962869,1.906374,0.133451,0.156782,0.913198,1.926435,0.183822,0.111145,0.960666,1.996257,0.133078,0.153921,0.927115,1.952528,0.175804,0.168764,0.960204,1.868939,0.083577,0.085256,0.940474,2.030078,0.084570,0.073426,0.884210,1.971188,0.077238,-0.097015,0.944314,1.997124,0.108067,0.026496,0.000001,1.892156,0.107355,0.028132,0.838225,1.920375,0.121664,-0.029767,0.312951,1.915444,0.076689,-0.095255,1.997838,0.111020,0.023695,1.892432,0.106801,0.027920,1.919237,0.121649,-0.032258,1.973921,0.183729,0.107349,1.906672,0.133480,0.156957,1.926533,0.183926,0.111202,1.996132,0.133161,0.154197,1.952581,0.175864,0.168900,1.869040,0.083672,0.085440,2.029857,0.084495,0.073840,1.971167,0.077347,-0.097206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.005254,-0.014227,0.008302,-0.999851,1.945905,0.122408,0.057422,0.000747,1.915495,0.076572,-0.095345,0.961337,1.973870,0.183715,0.107221,0.963848,1.906376,0.133451,0.156786,0.913340,1.926439,0.183821,0.111148,0.961559,1.996260,0.133076,0.153926,0.921322,1.952531,0.175804,0.168768,0.960346,1.868942,0.083576,0.085260,0.942275,2.030081,0.084566,0.073433,0.881338,1.971194,0.077233,-0.097008,0.944813,1.997128,0.108063,0.026502,0.000001,1.892161,0.107354,0.028136,0.836336,1.920381,0.121661,-0.029762,0.315402,1.915450,0.076691,-0.095255,1.997831,0.111032,0.023698,1.892432,0.106798,0.027928,1.919219,0.121644,-0.032285,1.973932,0.183716,0.107362,1.906673,0.133484,0.156963,1.926534,0.183919,0.111195,1.996135,0.133159,0.154193,1.952583,0.175867,0.168904,1.869045,0.083674,0.085447,2.029863,0.084501,0.073851,1.971173,0.077336,-0.097204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
