Format Version,1.23,Take Name,FW_70,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-26 05.10.10.527 PM,Total Frames in Take,681,Total Exported Frames,681,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,"PlankOfWood:Marker1","PlankOfWood:Marker1","PlankOfWood:Marker1","PlankOfWood:Marker1","PlankOfWood:Marker2","PlankOfWood:Marker2","PlankOfWood:Marker2","PlankOfWood:Marker2","PlankOfWood:Marker3","PlankOfWood:Marker3","PlankOfWood:Marker3","PlankOfWood:Marker3",DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,DeepRacer1,"DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker1","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker2","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker3","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker4","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker5","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker6","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker7","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker8","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker9","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker10","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker11","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12","DeepRacer1:Marker12",DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker1,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker10,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker11,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker12,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker2,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker3,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker4,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker5,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker6,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker7,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker8,DeepRacer1:Marker9,DeepRacer1:Marker9,DeepRacer1:Marker9,Unlabeled 40105,Unlabeled 40105,Unlabeled 40105,Unlabeled 40106,Unlabeled 40106,Unlabeled 40106,Unlabeled 40109,Unlabeled 40109,Unlabeled 40109,Unlabeled 40110,Unlabeled 40110,Unlabeled 40110,Unlabeled 40111,Unlabeled 40111,Unlabeled 40111,Unlabeled 40115,Unlabeled 40115,Unlabeled 40115,Unlabeled 40118,Unlabeled 40118,Unlabeled 40118,Unlabeled 40119,Unlabeled 40119,Unlabeled 40119,Unlabeled 40122,Unlabeled 40122,Unlabeled 40122
,ID,"2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","2A0C3C04BCE411EBA2A3F090DD7C5B8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","CFBB2733BE7411EB6A3FE2211B005C8D","8323D3FDBE7711EB6A3FE2211B005C8D","8323D3FDBE7711EB6A3FE2211B005C8D","8323D3FDBE7711EB6A3FE2211B005C8D","2F0D60","2F0D60","2F0D60","8323D3FABE7711EB6A3FE2211B005C8D","8323D3FABE7711EB6A3FE2211B005C8D","8323D3FABE7711EB6A3FE2211B005C8D","2F0C50","2F0C50","2F0C50","2F0BE0","2F0BE0","2F0BE0","2F0D20","2F0D20","2F0D20","2F0C30","2F0C30","2F0C30","2F0CA0","2F0CA0","2F0CA0","2F0D00","2F0D00","2F0D00","2F0D50","2F0D50","2F0D50","2F0D10","2F0D10","2F0D10","2F0D70","2F0D70","2F0D70","2F0C60","2F0C60","2F0C60","2F0C90","2F0C90","2F0C90","2F0D80","2F0D80","2F0D80","2F0D90","2F0D90","2F0D90","2F0BC0","2F0BC0","2F0BC0","2F0C10","2F0C10","2F0C10","2F0E20","2F0E20","2F0E20","2F0DB0","2F0DB0","2F0DB0","2F0DA0","2F0DA0","2F0DA0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,,,,,,,,,,,,,,,,,,,,,-0.000816,-0.446622,0.012167,-0.894640,-1.691263,0.144085,-1.674915,0.000838,-1.829845,0.098613,-1.746264,0.000000,-1.634646,0.205190,-1.665897,0.793593,-1.638178,0.155166,-1.582088,0.487316,-1.661147,0.205509,-1.626366,0.944976,-1.584375,0.154379,-1.654144,0.748372,-1.599863,0.197287,-1.610818,0.868018,-1.717639,0.105570,-1.597282,0.805045,-1.626415,0.105830,-1.730641,0.794659,-1.796416,0.099018,-1.790850,0.342857,-1.683558,0.129548,-1.734202,0.705347,-1.747728,0.129322,-1.651115,0.000000,-1.775343,0.143583,-1.709316,0.000000,,,,-1.682497,0.130057,-1.734276,,,,,,,-1.635360,0.204935,-1.666223,-1.637094,0.156457,-1.580920,-1.661357,0.205453,-1.626399,-1.585174,0.153860,-1.654468,-1.600272,0.196985,-1.610677,-1.717108,0.105541,-1.596712,-1.627056,0.105348,-1.730820,-1.794476,0.100473,-1.791866,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,,,,,,,,,,,,,,,,,,,,,-0.000716,-0.446637,0.012179,-0.894632,-1.691242,0.144079,-1.674908,0.000827,-1.829824,0.098584,-1.746243,0.000000,-1.634629,0.205189,-1.665903,0.793593,-1.638154,0.155181,-1.582085,0.487316,-1.661129,0.205515,-1.626371,0.944976,-1.584354,0.154384,-1.654142,0.748372,-1.599843,0.197299,-1.610823,0.868018,-1.717613,0.105577,-1.597266,0.805045,-1.626394,0.105818,-1.730628,0.794659,-1.796396,0.098983,-1.790830,0.342857,-1.683538,0.129531,-1.734192,0.705347,-1.747706,0.129317,-1.651103,0.000000,-1.775323,0.143565,-1.709306,0.000000,,,,-1.682514,0.130015,-1.734276,,,,,,,-1.635341,0.204934,-1.666229,-1.637101,0.156441,-1.580951,-1.661350,0.205436,-1.626408,-1.585170,0.153852,-1.654482,-1.600250,0.196981,-1.610676,-1.717069,0.105561,-1.596697,-1.626990,0.105373,-1.730784,-1.794480,0.100480,-1.791876,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,,,,,,,,,,,,,,,,,,,,,-0.000974,-0.446347,0.012255,-0.894776,-1.691250,0.144089,-1.674963,0.000825,-1.829801,0.098672,-1.746406,0.000000,-1.634620,0.205176,-1.665897,0.794045,-1.638219,0.155137,-1.582101,0.501119,-1.661146,0.205496,-1.626382,0.940502,-1.584372,0.154348,-1.654123,0.742100,-1.599874,0.197252,-1.610798,0.865796,-1.717686,0.105567,-1.597353,0.803089,-1.626379,0.105827,-1.730656,0.810126,-1.796344,0.099077,-1.790972,0.338221,-1.683513,0.129562,-1.734248,0.716171,-1.747734,0.129339,-1.651201,0.000000,-1.775309,0.143620,-1.709416,0.000000,,,,-1.682544,0.129999,-1.734295,,,,,,,-1.635353,0.204935,-1.666223,-1.637073,0.156460,-1.580943,-1.661368,0.205431,-1.626410,-1.585171,0.153848,-1.654474,-1.600265,0.196970,-1.610692,-1.717100,0.105535,-1.596725,-1.627053,0.105319,-1.730817,-1.794546,0.100438,-1.791880,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,,,,,,,,,,,,,,,,,,,,,-0.001295,-0.446089,0.012243,-0.894904,-1.691237,0.144106,-1.675002,0.000819,-1.829759,0.098767,-1.746552,0.000000,-1.634597,0.205172,-1.665868,0.790654,-1.638257,0.155085,-1.582103,0.475298,-1.661146,0.205476,-1.626369,0.941813,-1.584369,0.154324,-1.654094,0.748461,-1.599885,0.197207,-1.610753,0.876484,-1.717728,0.105546,-1.597430,0.785259,-1.626344,0.105858,-1.730679,0.785068,-1.796276,0.099188,-1.791098,0.392035,-1.683469,0.129611,-1.734291,0.734034,-1.747740,0.129357,-1.651281,0.000000,-1.775276,0.143678,-1.709504,0.000000,,,,-1.682537,0.130018,-1.734284,,,,,,,-1.635340,0.204928,-1.666222,-1.637095,0.156444,-1.580913,-1.661340,0.205425,-1.626405,-1.585172,0.153837,-1.654480,-1.600256,0.196967,-1.610670,-1.717175,0.105461,-1.596807,-1.627058,0.105340,-1.730823,-1.794566,0.100450,-1.791868,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,,,,,,,,,,,,,,,,,,,,,-0.001001,-0.446357,0.012182,-0.894772,-1.691258,0.144078,-1.674974,0.000816,-1.829806,0.098655,-1.746420,0.000000,-1.634635,0.205170,-1.665903,0.785396,-1.638226,0.155121,-1.582113,0.463101,-1.661160,0.205482,-1.626388,0.948792,-1.584381,0.154346,-1.654136,0.745993,-1.599886,0.197244,-1.610806,0.887392,-1.717688,0.105544,-1.597369,0.790704,-1.626385,0.105829,-1.730673,0.776575,-1.796351,0.099068,-1.790986,0.434911,-1.683521,0.129559,-1.734262,0.745570,-1.747741,0.129319,-1.651213,0.000000,-1.775318,0.143604,-1.709426,0.000000,,,,-1.682583,0.129984,-1.734295,,,,,,,-1.635352,0.204945,-1.666221,-1.637096,0.156452,-1.580936,-1.661366,0.205425,-1.626432,-1.585138,0.153850,-1.654478,-1.600273,0.196963,-1.610696,-1.717170,0.105489,-1.596805,-1.627022,0.105346,-1.730820,-1.794520,0.100455,-1.791874,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,,,,,,,,,,,,,,,,,,,,,-0.000766,-0.446652,0.012134,-0.894625,-1.691233,0.144081,-1.674906,0.000836,-1.829815,0.098591,-1.746243,0.000000,-1.634622,0.205193,-1.665895,0.796039,-1.638142,0.155174,-1.582084,0.473619,-1.661120,0.205512,-1.626362,0.945307,-1.584345,0.154388,-1.654143,0.758171,-1.599834,0.197297,-1.610818,0.877403,-1.717600,0.105568,-1.597269,0.808052,-1.626385,0.105830,-1.730634,0.796847,-1.796389,0.098997,-1.790831,0.384394,-1.683531,0.129542,-1.734193,0.742447,-1.747695,0.129315,-1.651101,0.000000,-1.775315,0.143569,-1.709301,0.000000,,,,-1.682443,0.130057,-1.734282,,,,,,,-1.635352,0.204944,-1.666212,-1.637097,0.156428,-1.580932,-1.661333,0.205447,-1.626397,-1.585145,0.153863,-1.654474,-1.600248,0.196967,-1.610684,-1.717082,0.105546,-1.596717,-1.626991,0.105370,-1.730798,-1.794437,0.100498,-1.791867,,,,,,,,,,,,,,,,,,,,,,,,,,,
