Format Version,1.23,Take Name,BW_45,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-26 05.12.04.790 PM,Total Frames in Take,1098,Total Exported Frames,1098,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
329,2.741667,,,,,,,,,,,,,,,,,,,,,-0.011406,-0.373669,0.009145,-0.927447,1.212424,0.127669,1.055298,0.000147,1.086926,0.084282,0.961857,0.963537,1.266984,0.188305,1.074455,0.977769,1.250032,0.136676,1.155608,0.979734,1.234514,0.187986,1.109250,0.961627,1.314644,0.137027,1.093059,0.951172,1.292516,0.179159,1.134209,0.973760,1.173926,0.087779,1.126942,0.941533,1.285267,0.090187,1.009877,0.900922,1.127044,0.085390,0.923192,0.944073,1.229467,0.114252,0.997720,0.952476,1.152857,0.112725,1.069484,0.749560,1.134912,0.128254,1.007920,0.000000,1.086938,0.084388,0.961956,1.229341,0.114384,0.997668,1.153310,0.111884,1.069182,,,,1.267017,0.188309,1.074373,1.250072,0.136684,1.155538,1.234487,0.188137,1.109253,1.314495,0.137021,1.093185,1.292550,0.179201,1.134119,1.173931,0.088004,1.127007,1.285110,0.090101,1.010231,1.126964,0.085585,0.923116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2.750000,,,,,,,,,,,,,,,,,,,,,-0.011636,-0.374087,0.009142,-0.927276,1.209880,0.127626,1.052707,0.000158,1.084291,0.084300,0.959360,0.953478,1.264467,0.188245,1.071843,0.963307,1.247579,0.136583,1.152988,0.965303,1.232028,0.187916,1.106667,0.983924,1.312136,0.136951,1.090381,0.939537,1.290051,0.179069,1.131569,0.963158,1.171440,0.087711,1.124368,0.940602,1.282676,0.090152,1.007205,0.896766,1.124374,0.085419,0.920660,0.942295,1.226869,0.114232,0.995109,0.923430,1.150324,0.112686,1.066940,0.760997,1.132325,0.128244,1.005399,0.000000,1.084270,0.084420,0.959501,1.226767,0.114442,0.994910,1.150828,0.111911,1.066697,,,,1.264523,0.188203,1.071714,1.247622,0.136631,1.152865,1.232004,0.187911,1.106607,1.311963,0.136953,1.090550,1.289999,0.179202,1.131604,1.171463,0.087920,1.124479,1.282526,0.089996,1.007557,1.124299,0.085626,0.920589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2.758333,,,,,,,,,,,,,,,,,,,,,-0.012092,-0.374383,0.009213,-0.927149,1.207378,0.127565,1.050080,0.000156,1.081709,0.084373,0.956778,0.953478,1.262005,0.188144,1.069229,0.963307,1.245146,0.136425,1.150344,0.965303,1.229588,0.187802,1.104074,0.983924,1.309662,0.136813,1.087695,0.939537,1.287623,0.178908,1.128932,0.963158,1.168965,0.087612,1.121734,0.940602,1.280127,0.090094,1.004501,0.896766,1.121768,0.085505,0.918054,0.942295,1.224324,0.114210,0.992460,0.923430,1.147824,0.112642,1.064339,0.760997,1.129793,0.128258,1.002822,0.000000,1.081644,0.084485,0.956868,1.224236,0.114427,0.992330,1.148291,0.111922,1.064016,,,,1.262088,0.188111,1.069133,1.245183,0.136303,1.150270,1.229562,0.187980,1.104084,1.309480,0.136836,1.087789,1.287661,0.179010,1.128908,1.168978,0.087825,1.121827,1.279968,0.089985,1.004928,1.121673,0.085608,0.917972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2.766667,,,,,,,,,,,,,,,,,,,,,-0.012398,-0.374849,0.009452,-0.926955,1.204873,0.127478,1.047408,0.000159,1.079081,0.084407,0.954216,0.960544,1.259560,0.188012,1.066527,0.967189,1.242747,0.136272,1.147637,0.963084,1.227178,0.187678,1.101404,0.955040,1.307201,0.136642,1.084924,0.948646,1.285232,0.178735,1.126200,0.972095,1.166505,0.087521,1.119085,0.941644,1.277551,0.089977,1.001741,0.882973,1.119102,0.085527,0.915451,0.959280,1.221752,0.114134,0.989766,0.932899,1.145323,0.112588,1.061721,0.770740,1.127241,0.128241,1.000229,0.000000,1.079053,0.084579,0.954315,1.221648,0.114332,0.989594,1.145783,0.111795,1.061453,,,,1.259635,0.187919,1.066425,1.242992,0.136212,1.147512,1.227056,0.187765,1.101405,1.307003,0.136659,1.085066,1.285154,0.178920,1.126255,1.166516,0.087801,1.119162,1.277354,0.089797,1.002083,1.119068,0.085661,0.915386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2.775000,,,,,,,,,,,,,,,,,,,,,-0.012495,-0.374969,0.009559,-0.926904,1.202352,0.127395,1.044668,0.000150,1.076525,0.084367,0.951505,0.949830,1.257061,0.187913,1.063779,0.960771,1.240256,0.136168,1.144888,0.929676,1.224687,0.187583,1.098664,0.962458,1.304693,0.136528,1.082158,0.939070,1.282745,0.178622,1.123444,0.947882,1.163993,0.087441,1.116350,0.927151,1.275008,0.089879,0.998978,0.891654,1.116536,0.085481,0.912730,0.961818,1.219213,0.114052,0.987020,0.929403,1.142802,0.112519,1.058995,0.761243,1.124708,0.128184,0.997509,0.000000,1.076418,0.084489,0.951638,1.219131,0.114187,0.986898,1.143229,0.111808,1.058716,,,,1.257142,0.187865,1.063691,1.240472,0.136104,1.144676,1.224615,0.187723,1.098605,1.304547,0.136554,1.082347,1.282704,0.178746,1.123539,1.163951,0.087658,1.116408,1.274866,0.089776,0.999365,1.116457,0.085624,0.912620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2.783333,,,,,,,,,,,,,,,,,,,,,-0.012449,-0.375056,0.010582,-0.926858,1.199854,0.127302,1.041956,0.000161,1.073926,0.084429,0.948857,0.947594,1.254679,0.187734,1.061002,0.967734,1.237796,0.136090,1.142160,0.922632,1.222313,0.187494,1.095895,0.958034,1.302219,0.136276,1.079415,0.940071,1.280360,0.178447,1.120670,0.959721,1.161436,0.087480,1.113680,0.942852,1.272430,0.089612,0.996282,0.893735,1.113930,0.085436,0.910072,0.950810,1.216677,0.113879,0.984315,0.950238,1.140280,0.112549,1.056309,0.781033,1.122201,0.128195,0.994814,0.000000,1.073895,0.084547,0.948946,1.216560,0.114047,0.984150,1.140757,0.111751,1.055996,,,,1.254736,0.187614,1.060941,1.238066,0.135944,1.142034,1.222250,0.187635,1.095897,1.302056,0.136329,1.079552,1.280288,0.178644,1.120704,1.161368,0.087792,1.113774,1.272262,0.089481,0.996666,1.113843,0.085583,0.909975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2.791667,,,,,,,,,,,,,,,,,,,,,-0.012391,-0.375251,0.010328,-0.926783,1.197271,0.127300,1.039142,0.000152,1.071327,0.084371,0.946091,0.962314,1.252072,0.187759,1.058172,0.963383,1.235249,0.136099,1.139332,0.916853,1.219721,0.187499,1.093078,0.961566,1.299647,0.136324,1.076561,0.945122,1.277783,0.178479,1.117828,0.946793,1.158903,0.087452,1.110879,0.916720,1.269847,0.089652,0.993435,0.890209,1.111314,0.085401,0.907290,0.950768,1.214077,0.113891,0.981493,0.934428,1.137710,0.112516,1.053519,0.754459,1.119598,0.128157,0.992032,0.000000,1.071273,0.084501,0.946207,1.213987,0.114023,0.981359,1.138140,0.111691,1.053257,,,,1.252167,0.187747,1.058067,1.235444,0.136022,1.139144,1.219677,0.187706,1.093072,1.299452,0.136328,1.076765,1.277719,0.178605,1.117878,1.158899,0.087685,1.110948,1.269666,0.089518,0.993768,1.111256,0.085560,0.907196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2.800000,,,,,,,,,,,,,,,,,,,,,-0.012442,-0.375013,0.010960,-0.926871,1.194711,0.127303,1.036410,0.000164,1.068761,0.084491,0.943313,0.954450,1.249576,0.187703,1.055443,0.964464,1.232651,0.136095,1.136615,0.929826,1.217208,0.187496,1.090334,0.947104,1.297080,0.136218,1.073875,0.929419,1.275246,0.178415,1.115116,0.962771,1.156260,0.087529,1.108143,0.939235,1.267264,0.089549,0.990753,0.899552,1.108769,0.085458,0.904532,0.951704,1.211529,0.113852,0.978775,0.947738,1.135125,0.112597,1.050763,0.758412,1.117063,0.128237,0.989261,0.000000,1.068706,0.084602,0.943388,1.211420,0.114030,0.978611,1.135605,0.111906,1.050430,,,,1.249684,0.187595,1.055310,1.232905,0.135972,1.136456,1.217104,0.187699,1.090331,1.296878,0.136197,1.074044,1.275153,0.178578,1.115200,1.156267,0.087760,1.108244,1.267122,0.089443,0.991165,1.108646,0.085590,0.904468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2.808333,,,,,,,,,,,,,,,,,,,,,-0.012003,-0.374852,0.011240,-0.926939,1.192062,0.127385,1.033618,0.000158,1.066134,0.084501,0.940523,0.963787,1.246933,0.187794,1.052607,0.949275,1.229970,0.136272,1.133826,0.919043,1.214552,0.187629,1.087487,0.943051,1.294420,0.136318,1.071108,0.934152,1.272581,0.178563,1.112297,0.948567,1.153580,0.087692,1.105379,0.937122,1.264623,0.089570,0.988024,0.887886,1.106156,0.085420,0.901754,0.952150,1.208897,0.113871,0.976002,0.933738,1.132469,0.112704,1.047966,0.774073,1.114429,0.128285,0.986442,0.000000,1.066120,0.084542,0.940601,1.208822,0.113997,0.975817,1.132920,0.111925,1.047679,,,,1.246997,0.187759,1.052503,1.230163,0.136216,1.133658,1.214485,0.187855,1.087549,1.294318,0.136309,1.071319,1.272568,0.178618,1.112347,1.153523,0.087984,1.105466,1.264403,0.089500,0.988363,1.106023,0.085583,0.901652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2.816667,,,,,,,,,,,,,,,,,,,,,-0.012209,-0.374915,0.010742,-0.926917,1.189355,0.127377,1.030872,0.000169,1.063450,0.084466,0.937760,0.961127,1.244181,0.187814,1.049901,0.961535,1.227268,0.136218,1.131083,0.918332,1.211805,0.187598,1.084784,0.946863,1.291710,0.136361,1.068357,0.936990,1.269843,0.178557,1.109581,0.955991,1.150911,0.087601,1.102608,0.936558,1.261940,0.089653,0.985241,0.879963,1.103465,0.085446,0.898986,0.951161,1.206193,0.113919,0.973244,0.937935,1.129775,0.112640,1.045216,0.763620,1.111716,0.128253,0.983706,0.000000,1.063443,0.084587,0.937857,1.206091,0.114099,0.973107,1.130198,0.111856,1.044900,,,,1.244230,0.187725,1.049785,1.227541,0.136126,1.130929,1.211729,0.187796,1.084795,1.291497,0.136320,1.068484,1.269773,0.178718,1.109598,1.150894,0.087842,1.102684,1.261777,0.089539,0.985678,1.103393,0.085616,0.898924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2.825000,,,,,,,,,,,,,,,,,,,,,-0.012045,-0.374526,0.010819,-0.927075,1.186598,0.127411,1.028161,0.000148,1.060769,0.084470,0.934959,0.959055,1.241410,0.187854,1.047212,0.976315,1.224428,0.136289,1.128399,0.964608,1.209005,0.187652,1.082069,0.975820,1.288923,0.136406,1.065727,0.959203,1.267022,0.178619,1.106918,0.976704,1.148094,0.087663,1.099879,0.926915,1.259220,0.089668,0.982604,0.906408,1.100818,0.085433,0.896219,0.946530,1.203484,0.113932,0.970551,0.936828,1.127006,0.112681,1.042460,0.766954,1.108999,0.128272,0.980929,0.000000,1.060719,0.084574,0.935075,1.203393,0.114093,0.970380,1.127487,0.111935,1.042177,,,,1.241351,0.187781,1.047199,1.224501,0.136333,1.128286,1.208986,0.187705,1.081990,1.288861,0.136399,1.065878,1.267039,0.178695,1.106969,1.148082,0.087939,1.099973,1.259078,0.089586,0.982941,1.100710,0.085585,0.896113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2.833333,,,,,,,,,,,,,,,,,,,,,-0.011929,-0.374768,0.010553,-0.926982,1.183884,0.127413,1.025414,0.000164,1.058033,0.084397,0.932278,0.950916,1.238671,0.187887,1.044437,0.968875,1.221760,0.136313,1.125633,0.935373,1.206284,0.187667,1.079310,0.969279,1.286223,0.136468,1.062928,0.941757,1.264319,0.178668,1.104129,0.953172,1.145440,0.087643,1.097153,0.929134,1.256505,0.089712,0.979820,0.894588,1.098060,0.085384,0.893517,0.959305,1.200748,0.113943,0.967796,0.945642,1.124307,0.112648,1.039744,0.736722,1.106260,0.128228,0.978223,0.000000,1.057969,0.084567,0.932354,1.200632,0.114077,0.967671,1.124807,0.111778,1.039426,,,,1.238712,0.187811,1.044348,1.221959,0.136254,1.125478,1.206315,0.187785,1.079325,1.286028,0.136516,1.063047,1.264234,0.178822,1.104194,1.145419,0.087908,1.097250,1.256332,0.089620,0.980194,1.097996,0.085501,0.893424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2.841667,,,,,,,,,,,,,,,,,,,,,-0.011589,-0.374733,0.010166,-0.927005,1.181051,0.127501,1.022668,0.000141,1.055250,0.084331,0.929536,0.942103,1.235778,0.188035,1.041675,0.974120,1.218911,0.136472,1.122887,0.966720,1.203388,0.187795,1.076545,0.986549,1.283378,0.136668,1.060188,0.949766,1.261430,0.178861,1.101373,0.960696,1.142640,0.087718,1.094417,0.940239,1.253713,0.089855,0.977094,0.893731,1.095280,0.085343,0.890778,0.961123,1.197934,0.114027,0.965057,0.938409,1.121488,0.112683,1.036999,0.758273,1.103431,0.128224,0.975470,0.000000,1.055171,0.084517,0.929650,1.197863,0.114208,0.964905,1.121990,0.111895,1.036750,,,,1.235848,0.188047,1.041600,1.218952,0.136448,1.122763,1.203357,0.187829,1.076517,1.283206,0.136674,1.060292,1.261369,0.179006,1.101374,1.142674,0.087938,1.094504,1.253572,0.089704,0.977466,1.095220,0.085469,0.890708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2.850000,,,,,,,,,,,,,,,,,,,,,-0.011457,-0.375078,0.009671,-0.926872,1.178310,0.127583,1.019963,0.000169,1.052484,0.084297,0.926917,0.948887,1.232988,0.188171,1.038938,0.955249,1.216233,0.136580,1.120156,0.907615,1.200624,0.187893,1.073832,0.956142,1.280654,0.136850,1.057409,0.927179,1.258693,0.179015,1.098616,0.944637,1.139991,0.087751,1.091735,0.928411,1.250976,0.090018,0.974330,0.892459,1.092485,0.085356,0.888130,0.971550,1.195163,0.114135,0.962337,0.933585,1.118772,0.112703,1.034335,0.761392,1.100654,0.128233,0.972822,0.000000,1.052414,0.084470,0.927000,1.195109,0.114332,0.962167,1.119221,0.111917,1.034032,,,,1.233044,0.188081,1.038794,1.216557,0.136469,1.120018,1.200531,0.188031,1.073775,1.280437,0.136821,1.057601,1.258618,0.179186,1.098735,1.139959,0.088030,1.091792,1.250784,0.089947,0.974709,1.092413,0.085434,0.888089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2.858333,,,,,,,,,,,,,,,,,,,,,-0.011271,-0.375385,0.009157,-0.926755,1.175552,0.127758,1.017224,0.000156,1.049714,0.084338,0.924257,0.947973,1.230176,0.188405,1.036166,0.974690,1.213531,0.136791,1.117392,0.933609,1.197835,0.188089,1.071081,0.960575,1.277911,0.137135,1.054604,0.949510,1.255930,0.179274,1.095827,0.961310,1.137324,0.087880,1.089018,0.938222,1.248230,0.090274,0.971542,0.892806,1.089688,0.085443,0.885444,0.953592,1.192384,0.114331,0.959586,0.943283,1.116040,0.112811,1.031633,0.780198,1.097865,0.128325,0.970133,0.000000,1.049637,0.084516,0.924334,1.192280,0.114465,0.959436,1.116481,0.112102,1.031357,,,,1.230244,0.188337,1.036132,1.213717,0.136817,1.117205,1.197756,0.188206,1.071151,1.277761,0.137145,1.054739,1.255826,0.179388,1.095819,1.137377,0.088098,1.089122,1.248099,0.090115,0.971918,1.089602,0.085560,0.885329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2.866667,,,,,,,,,,,,,,,,,,,,,-0.011401,-0.375901,0.008589,-0.926550,1.172846,0.127926,1.014525,0.000164,1.046948,0.084448,0.921666,0.958885,1.227433,0.188612,1.033449,0.963526,1.210926,0.136927,1.114658,0.916799,1.195130,0.188242,1.068399,0.954161,1.275237,0.137376,1.051799,0.942869,1.253261,0.179465,1.093075,0.958410,1.134735,0.087962,1.086334,0.920501,1.245510,0.090543,0.968738,0.897535,1.086878,0.085618,0.882810,0.947003,1.189627,0.114554,0.956860,0.957510,1.113364,0.112912,1.028989,0.760883,1.095107,0.128450,0.967519,0.000000,1.046921,0.084560,0.921784,1.189530,0.114674,0.956788,1.113843,0.112132,1.028712,,,,1.227445,0.188523,1.033334,1.211166,0.136811,1.114459,1.195027,0.188392,1.068375,1.275056,0.137346,1.051936,1.253190,0.179615,1.093096,1.134688,0.088270,1.086395,1.245373,0.090464,0.969116,1.086841,0.085821,0.882765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2.875000,,,,,,,,,,,,,,,,,,,,,-0.011586,-0.376192,0.008581,-0.926430,1.170130,0.128057,1.011841,0.000158,1.044169,0.084627,0.919046,0.971159,1.224736,0.188730,1.030753,0.967008,1.208273,0.137018,1.111954,0.927026,1.192455,0.188351,1.065723,0.961042,1.272545,0.137482,1.049055,0.939420,1.250600,0.179559,1.090360,0.973947,1.132060,0.088072,1.083660,0.929358,1.242761,0.090682,0.965996,0.884906,1.084075,0.085806,0.880166,0.946917,1.186874,0.114704,0.954161,0.931001,1.110656,0.113045,1.026338,0.754883,1.092362,0.128607,0.964885,0.000000,1.044152,0.084730,0.919097,1.186749,0.114877,0.953986,1.111132,0.112239,1.026047,,,,1.224760,0.188786,1.030636,1.208493,0.136999,1.111763,1.192356,0.188471,1.065733,1.272403,0.137519,1.049248,1.250620,0.179603,1.090452,1.132033,0.088332,1.083768,1.242583,0.090497,0.966378,1.083959,0.085963,0.880083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2.883333,,,,,,,,,,,,,,,,,,,,,-0.012094,-0.376528,0.008450,-0.926288,1.167454,0.128195,1.009094,0.000161,1.041420,0.084880,0.916344,0.971159,1.222081,0.188841,1.028030,0.967008,1.205670,0.137046,1.109188,0.927026,1.189825,0.188430,1.063023,0.961042,1.269897,0.137567,1.046244,0.939420,1.247987,0.179604,1.087608,0.973947,1.129429,0.088140,1.080898,0.929358,1.240047,0.090858,0.963157,0.884906,1.081298,0.086094,0.877436,0.946917,1.184154,0.114900,0.951388,0.931001,1.107988,0.113176,1.023617,0.754883,1.089652,0.128805,0.962194,0.000000,1.041360,0.085052,0.916444,1.184078,0.115038,0.951265,1.108438,0.112506,1.023337,,,,1.222101,0.188787,1.027864,1.205828,0.136936,1.109005,1.189819,0.188521,1.063040,1.269687,0.137591,1.046426,1.247917,0.179771,1.087640,1.129466,0.088362,1.080997,1.239880,0.090737,0.963548,1.081233,0.086219,0.877360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2.891667,,,,,,,,,,,,,,,,,,,,,-0.012229,-0.376504,0.009002,-0.926291,1.164798,0.128294,1.006320,0.000152,1.038718,0.085105,0.913572,0.947988,1.219492,0.188881,1.025248,0.955987,1.203020,0.137118,1.106414,0.933446,1.187235,0.188512,1.060240,0.976653,1.267249,0.137557,1.043472,0.930450,1.245385,0.179625,1.084828,0.954068,1.126725,0.088293,1.078129,0.938506,1.237350,0.090868,0.960392,0.889514,1.078600,0.086267,0.874666,0.959862,1.181485,0.114970,0.948616,0.950113,1.105314,0.113344,1.020843,0.786466,1.086998,0.128983,0.959417,0.000000,1.038663,0.085249,0.913655,1.181381,0.115128,0.948425,1.105775,0.112561,1.020567,,,,1.219599,0.188859,1.025172,1.203094,0.137088,1.106322,1.187181,0.188564,1.060261,1.267113,0.137621,1.043591,1.245354,0.179785,1.084860,1.126782,0.088537,1.078207,1.237158,0.090682,0.960775,1.078502,0.086417,0.874567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2.900000,,,,,,,,,,,,,,,,,,,,,-0.012723,-0.376816,0.008685,-0.926160,1.162102,0.128328,1.003563,0.000159,1.035970,0.085219,0.910849,0.956263,1.216795,0.188905,1.022525,0.966693,1.200388,0.137045,1.103642,0.969534,1.184561,0.188488,1.057538,0.980445,1.264576,0.137570,1.040658,0.951982,1.242730,0.179586,1.082078,0.958500,1.124085,0.088236,1.075351,0.934418,1.234632,0.090971,0.957543,0.883193,1.075826,0.086436,0.871917,0.949091,1.178753,0.115076,0.945833,0.932744,1.102631,0.113348,1.018109,0.762625,1.084271,0.129055,0.956712,0.000000,1.035897,0.085387,0.910893,1.178643,0.115200,0.945702,1.103094,0.112616,1.017822,,,,1.216779,0.188787,1.022451,1.200676,0.137030,1.103480,1.184565,0.188602,1.057504,1.264346,0.137555,1.040873,1.242660,0.179749,1.082169,1.124079,0.088488,1.075446,1.234487,0.090895,0.957849,1.075744,0.086537,0.871839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2.908333,,,,,,,,,,,,,,,,,,,,,-0.012617,-0.376694,0.008751,-0.926210,1.159334,0.128321,1.000756,0.000153,1.033225,0.085195,0.908020,0.952892,1.214026,0.188901,1.019718,0.964956,1.197595,0.137061,1.100843,0.917360,1.181782,0.188494,1.054722,0.970408,1.261799,0.137568,1.037876,0.921343,1.239944,0.179595,1.079280,0.950078,1.121298,0.088249,1.072544,0.932534,1.231875,0.090950,0.954765,0.913393,1.073091,0.086400,0.869098,0.962073,1.176001,0.115054,0.943034,0.946986,1.099859,0.113348,1.015290,0.771875,1.081516,0.129040,0.953885,0.000000,1.033186,0.085282,0.908113,1.175956,0.115147,0.942873,1.100361,0.112511,1.015016,,,,1.214091,0.188887,1.019694,1.197711,0.137027,1.100713,1.181746,0.188648,1.054770,1.261655,0.137557,1.037977,1.239895,0.179724,1.079246,1.121279,0.088511,1.072599,1.231694,0.090850,0.955167,1.072968,0.086597,0.868997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2.916667,,,,,,,,,,,,,,,,,,,,,-0.012854,-0.376840,0.008311,-0.926152,1.156574,0.128348,0.997960,0.000148,1.030465,0.085213,0.905228,0.966582,1.211233,0.188948,1.016952,0.982390,1.194859,0.137035,1.098042,0.955713,1.179000,0.188493,1.051966,0.958618,1.259044,0.137632,1.035057,0.955826,1.237175,0.179612,1.076499,0.964578,1.118585,0.088196,1.069729,0.932824,1.229125,0.091059,0.951918,0.886881,1.070318,0.086474,0.866296,0.936695,1.173232,0.115136,0.940223,0.952253,1.097113,0.113325,1.012500,0.746801,1.078741,0.129054,0.951113,0.000000,1.030425,0.085317,0.905336,1.173156,0.115240,0.940066,1.097581,0.112569,1.012253,,,,1.211168,0.188960,1.016883,1.194915,0.137018,1.097939,1.179006,0.188683,1.051953,1.258906,0.137588,1.035138,1.237144,0.179693,1.076528,1.118669,0.088429,1.069800,1.228953,0.090900,0.952314,1.070249,0.086686,0.866192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2.925000,,,,,,,,,,,,,,,,,,,,,-0.013224,-0.377002,0.008299,-0.926081,1.153811,0.128318,0.995211,0.000156,1.027658,0.085280,0.902492,0.961350,1.208491,0.188891,1.014226,0.976044,1.192133,0.136925,1.095286,0.970240,1.176270,0.188420,1.049251,0.952487,1.256296,0.137550,1.032278,0.958485,1.234452,0.179507,1.073758,0.977262,1.115836,0.088125,1.066964,0.935540,1.226336,0.091043,0.949118,0.885201,1.067498,0.086558,0.863547,0.938419,1.170445,0.115142,0.937458,0.949275,1.094350,0.113300,1.009761,0.769187,1.075961,0.129076,0.948391,0.000000,1.027631,0.085349,0.902610,1.170337,0.115286,0.937290,1.094868,0.112512,1.009447,,,,1.208503,0.188902,1.014071,1.192241,0.136881,1.095234,1.176220,0.188533,1.049268,1.256168,0.137486,1.032458,1.234439,0.179581,1.073833,1.115821,0.088460,1.067067,1.226181,0.090978,0.949390,1.067400,0.086710,0.863447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2.933333,,,,,,,,,,,,,,,,,,,,,-0.013033,-0.377113,0.008537,-0.926036,1.151027,0.128410,0.992402,0.000151,1.024839,0.085360,0.899738,0.965220,1.205730,0.188977,1.011372,0.960865,1.189376,0.137060,1.092463,0.967983,1.173518,0.188535,1.046405,0.968671,1.253524,0.137632,1.029439,0.942460,1.231702,0.179618,1.070902,0.973400,1.113058,0.088267,1.064187,0.912420,1.223529,0.091089,0.946311,0.919974,1.064669,0.086606,0.860782,0.948252,1.167643,0.115199,0.934653,0.938435,1.091566,0.113418,1.006975,0.751539,1.073166,0.129166,0.945602,0.000000,1.024764,0.085469,0.899854,1.167576,0.115409,0.934467,1.092068,0.112654,1.006680,,,,1.205764,0.188932,1.011282,1.189405,0.137031,1.092335,1.173479,0.188642,1.046438,1.253375,0.137651,1.029544,1.231701,0.179700,1.070896,1.113063,0.088512,1.064284,1.223421,0.090951,0.946723,1.064572,0.086757,0.860705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
