x_flat, u_flat, x_post_0, x_post_1, x_post_2, x_post_3, HR_LB_0, HR_LB_1, HR_LB_2, HR_LB_3, HR_UB_0, HR_UB_1, HR_UB_2, HR_UB_3
421804, 44, -0.9112353743036654, -1.6642367870480048, -0.0032994440038550763, 1.1375043700264218, -0.934167, -1.67738, -0.0741222, 1.06078, -0.934167, -1.67738, -0.0741222, 1.06078
428543, 61, -0.40433126756840554, -1.4940037328059421, 0.7405150367569784, 1.2912788739309167, -0.339059, -1.42376, 0.915186, 1.37363, -0.339059, -1.42376, 0.915186, 1.37363
480682, 38, 0.15275609493807998, -1.0284947159721318, 0.4387838639538091, 1.1587235458897431, 0.191877, -0.94481, 0.49336, 1.23388, 0.191877, -0.94481, 0.49336, 1.23388
431588, 59, 0.6983048398865299, -0.5098942210176433, 0.9257914545731076, 1.3945024251448481, 0.727694, -0.532648, 0.81627, 1.37363, 0.727694, -0.532648, 0.81627, 1.37363
479656, 41, 1.0584448161896722, 0.007308454327740527, 1.2261285891453693, 1.1585356806953269, 1.05305, 0.0718604, 1.2354, 1.23388, 1.05305, 0.0718604, 1.2354, 1.23388
437443, 57, 1.3086969616289996, 0.6350844919108533, 1.054009126270759, 1.385439517842047, 1.39034, 0.677819, 1.01033, 1.37363, 1.39034, 0.677819, 1.01033, 1.37363
481476, 53, 1.3989127306328197, 1.3090929099610955, 2.104104224948698, 1.2654242635387198, 1.39291, 1.36673, 2.16287, 1.33848, 1.39291, 1.36673, 2.16287, 1.33848
444772, 44, 0.854305523514161, 1.6339750047267387, -3.0840445857278733, 1.1371227254592398, 0.91877, 1.64971, 3.12588, 1.06078, 0.91877, 1.64971, 3.12588, 1.06078
451686, 59, 0.33704506568403925, 1.5466698108894146, -2.7752592482820506, 1.296111156288363, 0.279737, 1.43064, -2.66692, 1.37363, 0.279737, 1.43064, -2.66692, 1.37363
457082, 40, -0.25707594698769926, 1.1155514869446639, -2.5547109616280186, 1.1626203912144661, -0.257734, 1.01629, -2.47795, 1.23388, -0.257734, 1.01629, -2.47795, 1.23388
413120, 58, -0.7679491834416864, 0.5641772410024254, -2.355046466000718, 1.3960432057735739, -0.750985, 0.535708, -2.28331, 1.37363, -0.750985, 0.535708, -2.28331, 1.37363
459476, 41, -1.0571569612335268, -0.012542793559300642, -1.8769014416288479, 1.1600042873628296, -1.06882, -0.11596, -1.7646, 1.23388, -1.06882, -0.11596, -1.7646, 1.23388
416812, 56, -1.3522117657777937, -0.7126363887850906, -2.263808595144399, 1.3936214703774568, -1.39124, -0.671377, -2.28438, 1.37363, -1.39124, -0.671377, -2.28438, 1.37363
459026, 53, -1.50624720077729, -1.2663802658229382, -1.2390802574718456, 1.2691734789438962, -1.43184, -1.36601, -1.03713, 1.33848, -1.43184, -1.36601, -1.03713, 1.33848
421804, 44, -0.9212489459378563, -1.6641211421138193, -0.01979717231542908, 1.1400956267809077, -0.934167, -1.67738, -0.0741222, 1.06078, -0.934167, -1.67738, -0.0741222, 1.06078
428543, 61, -0.3721468987931378, -1.4626537709006078, 0.8040164700221829, 1.3032249322254035, -0.339059, -1.42376, 0.915186, 1.37363, -0.339059, -1.42376, 0.915186, 1.37363
480682, 38, 0.10240326392106928, -1.0534292702221026, 0.4808112697844094, 1.1743854691796825, 0.191877, -0.94481, 0.49336, 1.23388, 0.191877, -0.94481, 0.49336, 1.23388
431588, 59, 0.6908176262405697, -0.5197639218472684, 0.9178288089991871, 1.3924414512142567, 0.727694, -0.532648, 0.81627, 1.37363, 0.727694, -0.532648, 0.81627, 1.37363
479656, 41, 1.061328442044243, 0.015411253197334666, 1.2316566861641942, 1.1561941874710984, 1.05305, 0.0718604, 1.2354, 1.23388, 1.05305, 0.0718604, 1.2354, 1.23388
437443, 57, 1.3295012551555634, 0.6711778480078994, 1.041808511276486, 1.392549698343634, 1.39034, 0.677819, 1.01033, 1.37363, 1.39034, 0.677819, 1.01033, 1.37363
481476, 53, 1.415638487359713, 1.2788241769426354, 2.0471250711042783, 1.2698401938069575, 1.39291, 1.36673, 2.16287, 1.33848, 1.39291, 1.36673, 2.16287, 1.33848
444772, 44, 0.8823232722669955, 1.6349407096711928, -3.130232772726028, 1.1444178219266055, 0.91877, 1.64971, 3.12588, 1.06078, 0.91877, 1.64971, 3.12588, 1.06078
451686, 59, 0.320481111686406, 1.540206212519372, -2.7638307460058007, 1.3008147041763771, 0.279737, 1.43064, -2.66692, 1.37363, 0.279737, 1.43064, -2.66692, 1.37363
457082, 40, -0.2676744149275052, 1.1084854341460335, -2.55241590149445, 1.15912069387295, -0.257734, 1.01629, -2.47795, 1.23388, -0.257734, 1.01629, -2.47795, 1.23388
413120, 58, -0.7560687072698945, 0.576049046975972, -2.3580725661372544, 1.3932681983491564, -0.750985, 0.535708, -2.28331, 1.37363, -0.750985, 0.535708, -2.28331, 1.37363
459476, 41, -1.0473847524679014, 0.017324948601924392, -1.8971008429939444, 1.1687158027471996, -1.06882, -0.11596, -1.7646, 1.23388, -1.06882, -0.11596, -1.7646, 1.23388
416812, 56, -1.3578496004299156, -0.719380354940721, -2.270382894176693, 1.3950764263581243, -1.39124, -0.671377, -2.28438, 1.37363, -1.39124, -0.671377, -2.28438, 1.37363
459026, 53, -1.4919865491294222, -1.3037380264951248, -1.1731932534408183, 1.2640984621116136, -1.43184, -1.36601, -1.03713, 1.33848, -1.43184, -1.36601, -1.03713, 1.33848
421804, 44, -0.9204947020848518, -1.664135607106646, -0.018554396160390445, 1.1398997592593842, -0.934167, -1.67738, -0.0741222, 1.06078, -0.934167, -1.67738, -0.0741222, 1.06078
428543, 61, -0.42533446924884355, -1.51245327766894, 0.701007678652114, 1.2835378182612687, -0.339059, -1.42376, 0.915186, 1.37363, -0.339059, -1.42376, 0.915186, 1.37363
480682, 38, 0.16053603995642302, -1.0248740399437455, 0.4323658295074896, 1.156386175540139, 0.191877, -0.94481, 0.49336, 1.23388, 0.191877, -0.94481, 0.49336, 1.23388
431588, 59, 0.6970906742984487, -0.5115058703822775, 0.9244944885378017, 1.3941684042541203, 0.727694, -0.532648, 0.81627, 1.37363, 0.727694, -0.532648, 0.81627, 1.37363
479656, 41, 1.056534256797782, 0.0020166307875271, 1.2225123477353104, 1.1600751816820682, 1.05305, 0.0718604, 1.2354, 1.23388, 1.05305, 0.0718604, 1.2354, 1.23388
437443, 57, 1.324228253258791, 0.6621255119553829, 1.0448765561986928, 1.3907886284721562, 1.39034, 0.677819, 1.01033, 1.37363, 1.39034, 0.677819, 1.01033, 1.37363
481476, 53, 1.3976776657840466, 1.3111754329693013, 2.1080929590711137, 1.2651195866522194, 1.39291, 1.36673, 2.16287, 1.33848, 1.39291, 1.36673, 2.16287, 1.33848
444772, 44, 0.8606548115659446, 1.6343074452950423, -3.0945188312406615, 1.1387638686546384, 0.91877, 1.64971, 3.12588, 1.06078, 0.91877, 1.64971, 3.12588, 1.06078
451686, 59, 0.3186024399634898, 1.539459305002355, -2.7625312871667482, 1.3013436735544468, 0.279737, 1.43064, -2.66692, 1.37363, 0.279737, 1.43064, -2.66692, 1.37363
457082, 40, -0.2538407249553088, 1.1177014349324814, -2.555410839237925, 1.1636939321397175, -0.257734, 1.01629, -2.47795, 1.23388, -0.257734, 1.01629, -2.47795, 1.23388
413120, 58, -0.770282087494186, 0.5618375819491948, -2.3544511694135015, 1.3965838583302026, -0.750985, 0.535708, -2.28331, 1.37363, -0.750985, 0.535708, -2.28331, 1.37363
459476, 41, -1.0541141214365743, -0.003021280119598504, -1.8833263687628818, 1.162754235132707, -1.06882, -0.11596, -1.7646, 1.23388, -1.06882, -0.11596, -1.7646, 1.23388
416812, 56, -1.3623952002841375, -0.724752848394999, -2.2756463571938808, 1.3962324569983258, -1.39124, -0.671377, -2.28438, 1.37363, -1.39124, -0.671377, -2.28438, 1.37363
459026, 53, -1.5034308704106851, -1.2743750099448203, -1.225116218057292, 1.2680845869729052, -1.43184, -1.36601, -1.03713, 1.33848, -1.43184, -1.36601, -1.03713, 1.33848
421804, 44, -0.9283355234976091, -1.6639394282052051, -0.03147556287918413, 1.1419415212819832, -0.934167, -1.67738, -0.0741222, 1.06078, -0.934167, -1.67738, -0.0741222, 1.06078
428543, 61, -0.39188597403293024, -1.482350041673794, 0.7646089903645743, 1.2958818931113714, -0.339059, -1.42376, 0.915186, 1.37363, -0.339059, -1.42376, 0.915186, 1.37363
480682, 38, 0.14131696099032298, -1.0339293075099203, 0.44825587206523476, 1.1621993678374292, 0.191877, -0.94481, 0.49336, 1.23388, 0.191877, -0.94481, 0.49336, 1.23388
431588, 59, 0.6926162595678091, -0.5174078042558269, 0.9197340514564168, 1.392936825974343, 0.727694, -0.532648, 0.81627, 1.37363, 0.727694, -0.532648, 0.81627, 1.37363
479656, 41, 1.051948372791979, -0.010447601316729303, 1.2139758346909424, 1.1637338502999692, 1.05305, 0.0718604, 1.2354, 1.23388, 1.05305, 0.0718604, 1.2354, 1.23388
437443, 57, 1.3500179900199314, 0.7058056398958673, 1.030020966793896, 1.3991531086742293, 1.39034, 0.677819, 1.01033, 1.37363, 1.39034, 0.677819, 1.01033, 1.37363
481476, 53, 1.4138280848332765, 1.282305367204571, 2.0535891907549586, 1.2693332014011407, 1.39291, 1.36673, 2.16287, 1.33848, 1.39291, 1.36673, 2.16287, 1.33848
444772, 44, 0.8682685250292765, 1.6346182352384648, -3.107072253966672, 1.140740964079694, 0.91877, 1.64971, 3.12588, 1.06078, 0.91877, 1.64971, 3.12588, 1.06078
451686, 59, 0.35280285994131644, 1.5526176542707515, -2.786085188879107, 1.2915689379854085, 0.279737, 1.43064, -2.66692, 1.37363, 0.279737, 1.43064, -2.66692, 1.37363
457082, 40, -0.26267318287834646, 1.1118241594503913, -2.553499337928265, 1.1607688589939467, -0.257734, 1.01629, -2.47795, 1.23388, -0.257734, 1.01629, -2.47795, 1.23388
413120, 58, -0.7771704725399803, 0.5549129621416234, -2.3526913525632174, 1.3981721646676513, -0.750985, 0.535708, -2.28331, 1.37363, -0.750985, 0.535708, -2.28331, 1.37363
459476, 41, -1.0587832637768377, -0.017720103837541277, -1.8734133823944585, 1.1585195240679993, -1.06882, -0.11596, -1.7646, 1.23388, -1.06882, -0.11596, -1.7646, 1.23388
416812, 56, -1.352308513752593, -0.7127528812259614, -2.2639218513486035, 1.3936466393612548, -1.39124, -0.671377, -2.28438, 1.37363, -1.39124, -0.671377, -2.28438, 1.37363
459026, 53, -1.4953550274593317, -1.2955505404064662, -1.1877784435542027, 1.2652082399347404, -1.43184, -1.36601, -1.03713, 1.33848, -1.43184, -1.36601, -1.03713, 1.33848
421804, 44, -0.8985497927529491, -1.6641460813462636, 0.017599803033535165, 1.1342492501147647, -0.934167, -1.67738, -0.0741222, 1.06078, -0.934167, -1.67738, -0.0741222, 1.06078
428543, 61, -0.43065476912264566, -1.5168992301677613, 0.6912098947262548, 1.281579850933551, -0.339059, -1.42376, 0.915186, 1.37363, -0.339059, -1.42376, 0.915186, 1.37363
480682, 38, 0.11712397878171972, -1.0458658483326428, 0.4684331032772746, 1.1697082076976142, 0.191877, -0.94481, 0.49336, 1.23388, 0.191877, -0.94481, 0.49336, 1.23388
431588, 59, 0.7248375509958704, -0.47354527864466334, 0.9547180785738777, 1.401786796623633, 0.727694, -0.532648, 0.81627, 1.37363, 0.727694, -0.532648, 0.81627, 1.37363
479656, 41, 1.06124955205812, 0.015187676875083565, 1.231504297665725, 1.1562585405364936, 1.05305, 0.0718604, 1.2354, 1.23388, 1.05305, 0.0718604, 1.2354, 1.23388
437443, 57, 1.3383203184830372, 0.6861767223596653, 1.0367128860651647, 1.3954356077279197, 1.39034, 0.677819, 1.01033, 1.37363, 1.39034, 0.677819, 1.01033, 1.37363
481476, 53, 1.407282231263261, 1.2944555508162205, 2.0763260138049406, 1.2675621878375316, 1.39291, 1.36673, 2.16287, 1.33848, 1.39291, 1.36673, 2.16287, 1.33848
444772, 44, 0.8293380566522058, 1.6320191031240017, -3.042784030468053, 1.130732753921761, 0.91877, 1.64971, 3.12588, 1.06078, 0.91877, 1.64971, 3.12588, 1.06078
451686, 59, 0.3475966354397233, 1.5506740876802028, -2.782513283769518, 1.2930770539291085, 0.279737, 1.43064, -2.66692, 1.37363, 0.279737, 1.43064, -2.66692, 1.37363
457082, 40, -0.26880788849814113, 1.1077276597966013, -2.5521702436612594, 1.158747970665152, -0.257734, 1.01629, -2.47795, 1.23388, -0.257734, 1.01629, -2.47795, 1.23388
413120, 58, -0.7675275683012989, 0.5645997798590918, -2.3551540133469406, 1.3959453476607449, -0.750985, 0.535708, -2.28331, 1.37363, -0.750985, 0.535708, -2.28331, 1.37363
459476, 41, -1.083633604004249, -0.10647728715355805, -1.8141617591783512, 1.1341682206194967, -1.06882, -0.11596, -1.7646, 1.23388, -1.06882, -0.11596, -1.7646, 1.23388
416812, 56, -1.3327535723357138, -0.6886459138016445, -2.240705245930149, 1.388409527158838, -1.39124, -0.671377, -2.28438, 1.37363, -1.39124, -0.671377, -2.28438, 1.37363
459026, 53, -1.5056820602191934, -1.268013447305205, -1.2362332100578841, 1.2689508862911452, -1.43184, -1.36601, -1.03713, 1.33848, -1.43184, -1.36601, -1.03713, 1.33848
