Format Version,1.23,Take Name,FW_75,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.19.24.382 PM,Total Frames in Take,847,Total Exported Frames,847,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.133333,-0.008777,0.379875,-0.001110,-0.924996,2.016730,0.219392,-1.935946,0.001672,2.056181,0.214086,-2.009059,0.652901,2.089057,0.214732,-1.976798,0.722357,1.942862,0.224246,-1.894645,0.637011,1.978820,0.224503,-1.863282,0.729763,,,,,,,,,,,,,,,,,,,,,2.057084,0.213993,-2.010027,2.089894,0.214667,-1.977626,1.941871,0.224348,-1.893574,1.978032,0.224563,-1.862510,,,,,,,,,,,,,,,,,,,,,,,,
17,0.141667,-0.008771,0.379857,-0.001354,-0.925002,2.016737,0.219368,-1.935948,0.001639,2.056188,0.214066,-2.009061,0.656377,2.089065,0.214733,-1.976801,0.723385,1.942868,0.224197,-1.894646,0.643848,1.978826,0.224477,-1.863283,0.729553,,,,,,,,,,,,,,,,,,,,,2.057132,0.213955,-2.010054,2.089847,0.214683,-1.977582,1.941896,0.224311,-1.893610,1.978055,0.224525,-1.862526,,,,,,,,,,,,,,,,,,,,,,,,
18,0.150000,-0.008718,0.379820,-0.001361,-0.925018,2.016737,0.219381,-1.935947,0.001650,2.056182,0.214070,-2.009063,0.659551,2.089061,0.214740,-1.976805,0.717709,1.942872,0.224217,-1.894639,0.645158,1.978833,0.224498,-1.863280,0.724963,,,,,,,,,,,,,,,,,,,,,2.057114,0.213974,-2.010050,2.089862,0.214679,-1.977600,1.941910,0.224317,-1.893601,1.978045,0.224558,-1.862515,,,,,,,,,,,,,,,,,,,,,,,,
19,0.158333,-0.008831,0.379892,-0.001261,-0.924988,2.016759,0.219352,-1.935969,0.001629,2.056215,0.214058,-2.009080,0.659551,2.089089,0.214715,-1.976818,0.717709,1.942888,0.224183,-1.894672,0.645158,1.978844,0.224452,-1.863307,0.724963,,,,,,,,,,,,,,,,,,,,,2.057149,0.213943,-2.010066,2.089864,0.214670,-1.977591,1.941914,0.224303,-1.893625,1.978086,0.224496,-1.862566,,,,,,,,,,,,,,,,,,,,,,,,
20,0.166667,-0.008758,0.379835,-0.001309,-0.925012,2.016737,0.219354,-1.935959,0.001653,2.056184,0.214049,-2.009075,0.659338,2.089063,0.214712,-1.976816,0.726132,1.942871,0.224190,-1.894654,0.641378,1.978831,0.224465,-1.863293,0.734739,,,,,,,,,,,,,,,,,,,,,2.057139,0.213937,-2.010086,2.089851,0.214662,-1.977596,1.941892,0.224303,-1.893618,1.978055,0.224515,-1.862526,,,,,,,,,,,,,,,,,,,,,,,,
21,0.175000,-0.008842,0.379875,-0.001095,-0.924995,2.016753,0.219354,-1.935979,0.001646,2.056204,0.214059,-2.009093,0.670053,2.089081,0.214701,-1.976832,0.711990,1.942885,0.224201,-1.894678,0.637842,1.978843,0.224455,-1.863315,0.729816,,,,,,,,,,,,,,,,,,,,,2.057105,0.213963,-2.010053,2.089896,0.214640,-1.977643,1.941900,0.224305,-1.893621,1.978074,0.224511,-1.862558,,,,,,,,,,,,,,,,,,,,,,,,
22,0.183333,-0.008815,0.379866,-0.001351,-0.924998,2.016732,0.219363,-1.935953,0.001611,2.056184,0.214068,-2.009065,0.666041,2.089061,0.214733,-1.976805,0.728281,1.942862,0.224186,-1.894652,0.644560,1.978820,0.224464,-1.863289,0.739447,,,,,,,,,,,,,,,,,,,,,2.057091,0.213961,-2.010041,2.089837,0.214684,-1.977564,1.941894,0.224299,-1.893616,1.978077,0.224511,-1.862559,,,,,,,,,,,,,,,,,,,,,,,,
23,0.191667,-0.008824,0.379848,-0.001232,-0.925006,2.016725,0.219350,-1.935962,0.001649,2.056174,0.214055,-2.009078,0.666041,2.089051,0.214709,-1.976818,0.728281,1.942859,0.224186,-1.894658,0.644560,1.978818,0.224452,-1.863296,0.739447,,,,,,,,,,,,,,,,,,,,,2.057103,0.213943,-2.010066,2.089847,0.214660,-1.977608,1.941877,0.224303,-1.893602,1.978047,0.224499,-1.862542,,,,,,,,,,,,,,,,,,,,,,,,
24,0.200000,-0.008701,0.379821,-0.001432,-0.925018,2.016719,0.219362,-1.935942,0.001645,2.056165,0.214049,-2.009057,0.659710,2.089044,0.214725,-1.976799,0.719604,1.942853,0.224192,-1.894635,0.638456,1.978814,0.224480,-1.863276,0.730114,,,,,,,,,,,,,,,,,,,,,2.057112,0.213948,-2.010049,2.089839,0.214667,-1.977592,1.941894,0.224294,-1.893623,1.978025,0.224538,-1.862496,,,,,,,,,,,,,,,,,,,,,,,,
25,0.208333,-0.008777,0.379892,-0.001268,-0.924988,2.016709,0.219376,-1.935913,0.001648,2.056165,0.214073,-2.009024,0.648934,2.089040,0.214732,-1.976762,0.729696,1.942838,0.224213,-1.894616,0.639485,1.978794,0.224485,-1.863251,0.734475,,,,,,,,,,,,,,,,,,,,,2.057115,0.213943,-2.010050,2.089815,0.214695,-1.977515,1.941862,0.224345,-1.893563,1.978033,0.224521,-1.862512,,,,,,,,,,,,,,,,,,,,,,,,
