Format Version,1.23,Take Name,FW_90,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.21.34.744 PM,Total Frames in Take,791,Total Exported Frames,791,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,AWS_DeepRace...,AWS_DeepRace...,AWS_DeepRace...,AWS_DeepRace...,AWS_DeepRace...,AWS_DeepRace...,AWS_DeepRace...,AWS_DeepRace...,"AWS_DeepRace...:Marker1","AWS_DeepRace...:Marker1","AWS_DeepRace...:Marker1","AWS_DeepRace...:Marker1","AWS_DeepRace...:Marker2","AWS_DeepRace...:Marker2","AWS_DeepRace...:Marker2","AWS_DeepRace...:Marker2","AWS_DeepRace...:Marker3","AWS_DeepRace...:Marker3","AWS_DeepRace...:Marker3","AWS_DeepRace...:Marker3","AWS_DeepRace...:Marker4","AWS_DeepRace...:Marker4","AWS_DeepRace...:Marker4","AWS_DeepRace...:Marker4",PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,PlankOfWood,"PlankOfWood:Marker1","PlankOfWood:Marker1","PlankOfWood:Marker1","PlankOfWood:Marker1","PlankOfWood:Marker2","PlankOfWood:Marker2","PlankOfWood:Marker2","PlankOfWood:Marker2","PlankOfWood:Marker3","PlankOfWood:Marker3","PlankOfWood:Marker3","PlankOfWood:Marker3",AWS_DeepRace...:Marker1,AWS_DeepRace...:Marker1,AWS_DeepRace...:Marker1,AWS_DeepRace...:Marker2,AWS_DeepRace...:Marker2,AWS_DeepRace...:Marker2,AWS_DeepRace...:Marker3,AWS_DeepRace...:Marker3,AWS_DeepRace...:Marker3,AWS_DeepRace...:Marker4,AWS_DeepRace...:Marker4,AWS_DeepRace...:Marker4,Unlabeled 5558,Unlabeled 5558,Unlabeled 5558,Unlabeled 5561,Unlabeled 5561,Unlabeled 5561,Unlabeled 5562,Unlabeled 5562,Unlabeled 5562,Unlabeled 5563,Unlabeled 5563,Unlabeled 5563,Unlabeled 5565,Unlabeled 5565,Unlabeled 5565,Unlabeled 5568,Unlabeled 5568,Unlabeled 5568,Unlabeled 5572,Unlabeled 5572,Unlabeled 5572
,ID,"F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","F312C7F0AC5111EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","6AD97ADFAC5711EB6A3FE2211B00538D","D2300","D2300","D2300","D22F0","D22F0","D22F0","D2320","D2320","D2320","E8AFB430AC5D11EB6A3FE2211B00538D","E8AFB430AC5D11EB6A3FE2211B00538D","E8AFB430AC5D11EB6A3FE2211B00538D","D2310","D2310","D2310","D22D0","D22D0","D22D0","D2330","D2330","D2330","D2340","D2340","D2340","D22C0","D22C0","D22C0","D2360","D2360","D2360","D23C0","D23C0","D23C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.009701,-0.361263,0.005273,0.932399,2.144740,0.222980,-2.088133,0.001851,2.181282,0.217885,-2.162757,0.926410,2.215415,0.218874,-2.131837,0.856382,2.072542,0.227267,-2.043919,0.410369,2.109721,0.227892,-2.014019,0.000000,,,,,,,,,,,,,,,,,,,,,2.180996,0.217896,-2.162689,2.214989,0.218906,-2.131453,2.074529,0.227148,-2.045184,,,,2.112494,0.227202,-2.016358,,,,,,,,,,,,,,,,,,
1,0.008333,0.009743,-0.361167,0.005372,0.932435,2.144695,0.222981,-2.088086,0.001890,2.181223,0.217895,-2.162717,0.926410,2.215362,0.218891,-2.131804,0.856382,2.072505,0.227253,-2.043857,0.410369,2.109690,0.227886,-2.013964,0.000000,,,,,,,,,,,,,,,,,,,,,2.180953,0.217907,-2.162611,2.214984,0.218919,-2.131482,2.074557,0.227127,-2.045215,,,,2.112508,0.227203,-2.016356,,,,,,,,,,,,,,,,,,
2,0.016667,0.009555,-0.360846,0.005424,0.932561,2.144829,0.222962,-2.088156,0.001805,2.181306,0.217845,-2.162810,0.915653,2.215466,0.218852,-2.131921,0.860290,2.072670,0.227253,-2.043879,0.431262,2.109875,0.227897,-2.014012,0.000000,,,,,,,,,,,,,,,,,,,,,2.181000,0.217860,-2.162667,2.215043,0.218883,-2.131557,2.074533,0.227134,-2.045180,,,,2.112555,0.227164,-2.016414,,,,,,,,,,,,,,,,,,
3,0.025000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.180995,0.217884,-2.162691,2.214988,0.218898,-2.131474,2.074509,0.227140,-2.045157,,,,2.112520,0.227167,-2.016401,,,,,,,,,,,,,,,,,,
4,0.033333,-0.355659,0.064418,0.932103,0.023249,2.144666,0.222993,-2.087712,0.000254,2.215206,0.218882,-2.131726,0.915653,2.180886,0.217897,-2.162438,0.860290,2.108088,0.228070,-2.011410,0.431262,2.074486,0.227124,-2.045273,0.000000,,,,,,,,,,,,,,,,,,,,,2.215009,0.218900,-2.131489,2.181028,0.217876,-2.162748,,,,2.074540,0.227127,-2.045199,2.112509,0.227183,-2.016390,,,,,,,,,,,,,,,,,,
5,0.041667,0.010500,-0.359768,0.003713,0.932975,2.145545,0.222818,-2.088725,0.002079,2.181833,0.217833,-2.163480,0.922794,2.216068,0.218663,-2.132668,0.914382,2.073501,0.227157,-2.044266,0.000000,2.110777,0.227619,-2.014485,0.977182,,,,,,,,,,,,,,,,,,,,,2.181037,0.217865,-2.162737,2.215130,0.218820,-2.131714,2.074502,0.227146,-2.045161,2.112477,0.227198,-2.016355,,,,,,,,,,,,,,,,,,,,,
6,0.050000,0.355578,-0.064398,-0.932135,-0.023256,2.144653,0.222993,-2.087687,0.000213,2.215185,0.218883,-2.131715,0.933663,2.180859,0.217900,-2.162420,0.925262,2.108087,0.228066,-2.011379,0.000000,2.074480,0.227122,-2.045236,0.979867,,,,,,,,,,,,,,,,,,,,,2.215005,0.218898,-2.131520,2.180998,0.217881,-2.162684,,,,2.074521,0.227125,-2.045167,2.112497,0.227175,-2.016381,,,,,,,,,,,,,,,,,,
7,0.058333,0.009869,-0.360933,0.004932,0.932526,2.144809,0.222933,-2.088145,0.001831,2.181296,0.217862,-2.162798,0.915822,2.215451,0.218816,-2.131902,0.866946,2.072646,0.227233,-2.043877,0.418917,2.109846,0.227823,-2.014003,0.000000,,,,,,,,,,,,,,,,,,,,,2.180992,0.217877,-2.162653,2.215051,0.218846,-2.131552,2.074545,0.227111,-2.045211,,,,2.112507,0.227178,-2.016399,,,,,,,,,,,,,,,,,,
8,0.066667,0.355618,-0.064499,-0.932113,-0.023275,2.144640,0.222997,-2.087685,0.000222,2.215176,0.218872,-2.131705,0.915822,2.180853,0.217887,-2.162413,0.866946,2.108068,0.228088,-2.011380,0.418917,2.074464,0.227142,-2.045241,0.000000,,,,,,,,,,,,,,,,,,,,,2.214991,0.218888,-2.131506,2.181002,0.217868,-2.162691,,,,2.074498,0.227146,-2.045161,2.112481,0.227184,-2.016363,,,,,,,,,,,,,,,,,,
9,0.075000,-0.009594,0.361262,-0.005444,-0.932399,2.144750,0.222951,-2.088156,0.001864,2.181293,0.217842,-2.162778,0.932112,2.215425,0.218849,-2.131858,0.920939,2.072551,0.227235,-2.043943,0.000000,2.109729,0.227880,-2.014043,0.978409,,,,,,,,,,,,,,,,,,,,,2.181007,0.217852,-2.162716,2.215009,0.218881,-2.131476,2.074562,0.227115,-2.045214,,,,2.112494,0.227179,-2.016370,,,,,,,,,,,,,,,,,,
