Format Version,1.23,Take Name,BW_60,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-04 04.41.16.277 PM,Total Frames in Take,902,Total Exported Frames,902,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
196,1.633333,-0.007464,0.943617,0.000782,0.330954,1.996754,0.217760,-1.910502,0.001507,1.965303,0.210792,-1.833740,0.707427,1.929222,0.211021,-1.862379,0.755104,2.065766,0.224734,-1.959230,0.798196,2.026724,0.224495,-1.986659,0.619526,1.964468,0.210681,-1.832911,1.928709,0.210950,-1.861556,2.066285,0.224812,-1.959842,2.027682,0.224612,-1.987893,2.268557,0.043514,0.426674,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1.641667,-0.007409,0.943625,0.000819,0.330932,1.996743,0.217765,-1.910490,0.001533,1.965295,0.210791,-1.833728,0.704470,1.929213,0.211026,-1.862364,0.756932,2.065753,0.224738,-1.959221,0.798510,2.026710,0.224505,-1.986648,0.608168,1.964452,0.210673,-1.832909,1.928687,0.210961,-1.861510,2.066282,0.224825,-1.959843,2.027687,0.224613,-1.987903,2.268553,0.043514,0.426683,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1.650000,-0.007560,0.943624,0.000847,0.330931,1.996750,0.217750,-1.910489,0.001502,1.965304,0.210770,-1.833726,0.704684,1.929222,0.210993,-1.862363,0.748670,2.065758,0.224742,-1.959220,0.794787,2.026715,0.224496,-1.986647,0.601268,1.964452,0.210658,-1.832908,1.928732,0.210923,-1.861539,2.066270,0.224821,-1.959826,2.027668,0.224611,-1.987874,2.268547,0.043520,0.426691,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1.658333,-0.007515,0.943631,0.000757,0.330912,1.996752,0.217745,-1.910518,0.001528,1.965309,0.210780,-1.833753,0.692620,1.929225,0.211004,-1.862388,0.755295,2.065759,0.224720,-1.959253,0.792073,2.026715,0.224475,-1.986678,0.612761,1.964437,0.210673,-1.832893,1.928711,0.210923,-1.861559,2.066292,0.224793,-1.959888,2.027670,0.224604,-1.987891,2.268545,0.043494,0.426685,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1.666667,-0.007633,0.943617,0.000777,0.330951,1.996730,0.217753,-1.910470,0.001527,1.965282,0.210783,-1.833708,0.697780,1.929201,0.210998,-1.862346,0.755566,2.065740,0.224742,-1.959200,0.796252,2.026697,0.224487,-1.986628,0.604823,1.964417,0.210673,-1.832871,1.928694,0.210923,-1.861513,2.066265,0.224819,-1.959818,2.027667,0.224610,-1.987871,2.268558,0.043517,0.426680,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1.675000,-0.007638,0.943611,0.000805,0.330966,1.996730,0.217743,-1.910489,0.001512,1.965280,0.210770,-1.833728,0.707795,1.929199,0.210985,-1.862367,0.760088,2.065741,0.224737,-1.959216,0.802860,2.026700,0.224483,-1.986645,0.596127,1.964444,0.210656,-1.832919,1.928705,0.210918,-1.861547,2.066252,0.224818,-1.959811,2.027682,0.224597,-1.987923,2.268547,0.043499,0.426677,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1.683333,-0.007638,0.943617,0.000789,0.330950,1.996725,0.217739,-1.910482,0.001518,1.965278,0.210767,-1.833719,0.700746,1.929196,0.210982,-1.862357,0.761799,2.065735,0.224730,-1.959211,0.801839,2.026693,0.224475,-1.986639,0.597385,1.964418,0.210655,-1.832894,1.928707,0.210912,-1.861542,2.066244,0.224808,-1.959814,2.027683,0.224595,-1.987904,2.268552,0.043516,0.426694,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.691667,-0.007457,0.943631,0.000890,0.330913,1.996765,0.217732,-1.910522,0.001502,1.965321,0.210746,-1.833759,0.700746,1.929238,0.210979,-1.862394,0.761799,2.065772,0.224720,-1.959255,0.801839,2.026728,0.224484,-1.986680,0.597385,1.964474,0.210643,-1.832930,1.928734,0.210899,-1.861567,2.066292,0.224792,-1.959869,2.027668,0.224612,-1.987892,2.268558,0.043496,0.426667,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.700000,-0.007704,0.943632,0.000701,0.330907,1.996738,0.217760,-1.910492,0.001543,1.965298,0.210803,-1.833725,0.702457,1.929214,0.211009,-1.862360,0.757141,2.065743,0.224745,-1.959229,0.797950,2.026698,0.224482,-1.986654,0.615323,1.964408,0.210704,-1.832860,1.928709,0.210919,-1.861539,2.066272,0.224811,-1.959857,2.027683,0.224628,-1.987896,2.268566,0.043494,0.426666,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.708333,-0.007148,0.943625,0.000965,0.330939,1.996757,0.217760,-1.910513,0.001508,1.965306,0.210764,-1.833754,0.688638,1.929224,0.211027,-1.862391,0.757952,2.065771,0.224728,-1.959240,0.794168,2.026728,0.224522,-1.986667,0.601966,1.964470,0.210664,-1.832928,1.928697,0.210941,-1.861536,2.066311,0.224800,-1.959876,2.027635,0.224649,-1.987848,2.268559,0.043493,0.426667,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1.716667,-0.007520,0.943628,0.000817,0.330921,1.996756,0.217740,-1.910502,0.001504,1.965312,0.210765,-1.833739,0.705117,1.929228,0.210991,-1.862374,0.747936,2.065764,0.224723,-1.959235,0.790504,2.026720,0.224480,-1.986661,0.626473,1.964464,0.210660,-1.832909,1.928727,0.210912,-1.861551,2.066282,0.224796,-1.959846,2.027668,0.224607,-1.987883,2.268553,0.043531,0.426672,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1.725000,-0.007416,0.943632,0.000726,0.330912,1.996755,0.217742,-1.910498,0.001505,1.965310,0.210784,-1.833734,0.713199,1.929227,0.211016,-1.862368,0.752524,2.065764,0.224703,-1.959233,0.800616,2.026719,0.224467,-1.986658,0.605741,1.964490,0.210668,-1.832940,1.928714,0.210952,-1.861524,2.066270,0.224788,-1.959844,2.027695,0.224572,-1.987892,2.268554,0.043520,0.426662,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.733333,-0.007305,0.943615,0.000113,0.330963,1.996803,0.217755,-1.910532,0.001468,1.965345,0.210899,-1.833764,0.706679,1.929265,0.211122,-1.862403,0.767209,2.065822,0.224621,-1.959267,0.804409,2.026781,0.224379,-1.986696,0.620534,1.964511,0.210803,-1.832944,1.928787,0.211042,-1.861608,2.066321,0.224685,-1.959866,2.027710,0.224510,-1.987889,2.268554,0.043516,0.426691,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1.741667,-0.007002,0.943565,-0.001472,0.331110,1.996870,0.217801,-1.910587,0.001430,1.965376,0.211210,-1.833810,0.685987,1.929305,0.211411,-1.862462,0.796156,2.065916,0.224419,-1.959317,0.813869,2.026883,0.224164,-1.986758,0.631726,1.964489,0.211114,-1.832925,1.928897,0.211341,-1.861760,2.066388,0.224475,-1.959890,2.027784,0.224290,-1.987917,2.268550,0.043511,0.426659,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.750000,-0.006402,0.943496,-0.002927,0.331309,1.996791,0.217816,-1.910416,0.001469,1.965249,0.211471,-1.833638,0.676837,1.929192,0.211681,-1.862306,0.789688,2.065873,0.224175,-1.959130,0.808509,2.026852,0.223937,-1.986589,0.625086,1.964323,0.211394,-1.832739,1.928773,0.211596,-1.861582,2.066359,0.224217,-1.959721,2.027779,0.224081,-1.987759,2.268555,0.043510,0.426694,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1.758333,-0.004465,0.943485,-0.003058,0.331371,1.996574,0.217820,-1.909941,0.001499,1.964998,0.211514,-1.833173,0.676837,1.928946,0.211888,-1.861847,0.789688,2.065686,0.223971,-1.958639,0.808509,2.026668,0.223908,-1.986103,0.625086,1.964034,0.211455,-1.832299,1.928506,0.211784,-1.861038,2.066232,0.224006,-1.959271,2.027514,0.224056,-1.987205,2.268564,0.043523,0.426674,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.766667,-0.003858,0.943455,-0.002168,0.331470,1.996037,0.217829,-1.909074,0.001415,1.964441,0.211380,-1.832327,0.674435,1.928395,0.211834,-1.861006,0.768494,2.065161,0.224043,-1.957746,0.790943,2.026149,0.224058,-1.985218,0.650657,1.963626,0.211326,-1.831584,1.927931,0.211728,-1.860149,2.065712,0.224083,-1.958371,2.026886,0.224190,-1.986235,2.268560,0.043507,0.426664,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1.775000,-0.004452,0.943397,-0.001208,0.331633,1.995407,0.217789,-1.908058,0.001311,1.963797,0.211175,-1.831331,0.723998,1.927760,0.211607,-1.860022,0.754641,2.064537,0.224193,-1.956698,0.791422,2.025533,0.224179,-1.984183,0.684279,1.963010,0.211154,-1.830535,1.927397,0.211485,-1.859350,2.065021,0.224192,-1.957220,2.026227,0.224355,-1.985219,2.268553,0.043510,0.426669,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.783333,-0.003776,0.943505,-0.000336,0.331338,1.994702,0.217734,-1.907012,0.001441,1.963136,0.210982,-1.830278,0.706983,1.927081,0.211499,-1.858945,0.769457,2.063805,0.224192,-1.955682,0.798698,2.024785,0.224263,-1.983142,0.666415,1.962278,0.210917,-1.829482,1.926645,0.211398,-1.858139,2.064355,0.224235,-1.956269,2.025540,0.224402,-1.984233,2.268552,0.043517,0.426681,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1.791667,-0.002711,0.943533,0.000495,0.331267,1.994071,0.217672,-1.906042,0.001571,1.962507,0.210792,-1.829319,0.661503,1.926448,0.211427,-1.857979,0.750665,2.063176,0.224140,-1.954709,0.717984,2.024151,0.224330,-1.982162,0.716045,1.961541,0.210794,-1.828371,1.925938,0.211258,-1.857139,2.063958,0.224139,-1.955522,2.024777,0.224509,-1.983093,2.268552,0.043517,0.426677,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1.800000,-0.001990,0.943509,0.000584,0.331342,1.993361,0.217732,-1.905048,0.001642,1.961777,0.210843,-1.828335,0.699863,1.925723,0.211543,-1.857000,0.697455,2.062482,0.224141,-1.953700,0.702090,2.023462,0.224400,-1.981159,0.699995,1.960926,0.210775,-1.827490,1.925092,0.211415,-1.855976,2.063305,0.224212,-1.954558,2.024114,0.224525,-1.982159,2.268551,0.043511,0.426679,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1.808333,-0.002232,0.943472,0.000002,0.331445,1.992550,0.217890,-1.904025,0.001477,1.960950,0.211096,-1.827310,0.733532,1.924903,0.211757,-1.855984,0.720084,2.061682,0.224243,-1.952669,0.756937,2.022668,0.224464,-1.980138,0.703309,1.960174,0.211003,-1.826584,1.924345,0.211676,-1.855017,2.062333,0.224330,-1.953386,2.023343,0.224550,-1.981110,2.268556,0.043497,0.426684,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.816667,-0.002673,0.943396,-0.001081,0.331657,1.991799,0.217923,-1.903084,0.001457,1.960164,0.211304,-1.826367,0.733532,1.924130,0.211895,-1.855059,0.720084,2.060952,0.224171,-1.951711,0.756937,2.021950,0.224323,-1.979198,0.703309,1.959432,0.211196,-1.825683,1.923576,0.211847,-1.854119,2.061449,0.224263,-1.952321,2.022857,0.224390,-1.980353,2.268550,0.043510,0.426690,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1.825000,-0.004761,0.943264,-0.002115,0.332004,1.990756,0.218007,-1.901886,0.001470,1.959085,0.211541,-1.825171,0.748027,1.923071,0.211918,-1.853891,0.726892,2.059924,0.224317,-1.950483,0.802039,2.020943,0.224251,-1.977998,0.632393,1.958236,0.211435,-1.824330,1.922662,0.211869,-1.853210,2.060361,0.224386,-1.951029,2.022012,0.224360,-1.979312,2.268558,0.043489,0.426663,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.833333,-0.004835,0.943267,-0.002163,0.331992,1.989650,0.218113,-1.900601,0.001520,1.957982,0.211654,-1.823884,0.699977,1.921967,0.212023,-1.852604,0.801047,2.058817,0.224424,-1.949201,0.824386,2.019835,0.224350,-1.976715,0.575721,1.957111,0.211519,-1.823032,1.921454,0.211988,-1.851785,2.059335,0.224523,-1.949832,2.020805,0.224414,-1.977912,2.268548,0.043497,0.426669,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1.841667,-0.005387,0.943206,-0.001840,0.332160,1.988638,0.218127,-1.899274,0.001356,1.956951,0.211609,-1.822571,0.693536,1.920945,0.211940,-1.851303,0.758223,2.057813,0.224536,-1.947848,0.794352,2.018842,0.224420,-1.975376,0.614546,1.956037,0.211589,-1.821667,1.920574,0.211816,-1.850634,2.058344,0.224539,-1.948442,2.019515,0.224582,-1.976315,2.268560,0.043502,0.426667,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.850000,-0.003247,0.943258,-0.000552,0.332044,1.987325,0.218173,-1.897573,0.001329,1.955636,0.211461,-1.820886,0.683619,1.919625,0.212017,-1.849608,0.812970,2.056508,0.224550,-1.946140,0.786036,2.017529,0.224663,-1.973658,0.749032,1.954717,0.211469,-1.820017,1.919293,0.211876,-1.848952,2.057113,0.224536,-1.946745,2.018058,0.224825,-1.974496,2.268554,0.043521,0.426675,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1.858333,-0.002632,0.943168,-0.000386,0.332305,1.986149,0.218043,-1.895898,0.001691,1.954411,0.211309,-1.819234,0.660919,1.918416,0.211924,-1.847974,0.718058,2.055366,0.224383,-1.944422,0.694999,2.016402,0.224557,-1.971962,0.689218,1.953459,0.211311,-1.818268,1.917814,0.211740,-1.847039,2.056233,0.224381,-1.945280,2.017061,0.224752,-1.972998,2.268542,0.043516,0.426694,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1.866667,-0.003847,0.943170,0.000088,0.332287,1.984662,0.218083,-1.893988,0.001724,1.952945,0.211259,-1.817323,0.682763,1.916948,0.211783,-1.846062,0.691039,2.053861,0.224607,-1.942514,0.741060,2.014895,0.224682,-1.970052,0.582731,1.952068,0.211083,-1.816423,1.916243,0.211769,-1.845047,2.054519,0.224760,-1.943299,2.015948,0.224703,-1.971348,2.268561,0.043484,0.426671,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.875000,-0.005447,0.943042,0.001112,0.332627,1.983158,0.218052,-1.892074,0.001446,1.951412,0.211045,-1.815438,0.767410,1.915433,0.211460,-1.844203,0.767903,2.052367,0.224874,-1.940545,0.837097,2.013421,0.224830,-1.968111,0.557118,1.950707,0.210917,-1.814845,1.914990,0.211453,-1.843387,2.052745,0.224991,-1.941062,2.014581,0.224847,-1.969450,2.268567,0.043503,0.426678,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.883333,-0.005550,0.943039,0.001825,0.332632,1.981821,0.217971,-1.890322,0.001231,1.950079,0.210844,-1.813695,0.767410,1.914101,0.211272,-1.842459,0.767903,2.051025,0.224901,-1.938783,0.837097,2.012080,0.224865,-1.966350,0.557118,1.949262,0.210811,-1.813023,1.913803,0.211156,-1.841742,2.051480,0.224916,-1.939342,2.012730,0.225014,-1.967210,2.268551,0.043523,0.426693,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1.891667,-0.003588,0.943089,0.002057,0.332515,1.980279,0.218001,-1.888231,0.001416,1.948532,0.210854,-1.811608,0.735401,1.912548,0.211460,-1.840362,0.803698,2.049495,0.224771,-1.936699,0.819888,2.010542,0.224921,-1.964255,0.727914,1.947670,0.210838,-1.810785,1.912088,0.211311,-1.839574,2.050210,0.224786,-1.937477,2.011107,0.225074,-1.965061,2.268555,0.043528,0.426688,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1.900000,-0.003974,0.942937,0.000867,0.332947,1.978925,0.217909,-1.886203,0.001511,1.947107,0.210955,-1.809592,0.701979,1.911149,0.211492,-1.838381,0.769035,2.048186,0.224553,-1.934624,0.735660,2.009259,0.224637,-1.962216,0.751040,1.946268,0.210891,-1.808708,1.910587,0.211372,-1.837540,2.048818,0.224602,-1.935330,2.010034,0.224786,-1.963273,2.268545,0.043509,0.426669,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1.908333,-0.005023,0.942846,0.000127,0.333191,1.977533,0.217773,-1.884130,0.001639,1.945684,0.210932,-1.807521,0.639819,1.909741,0.211355,-1.836330,0.767731,2.046809,0.224419,-1.932528,0.782169,2.007897,0.224387,-1.960141,0.578680,1.944678,0.210776,-1.806502,1.909211,0.211311,-1.835568,2.047367,0.224521,-1.933189,2.008983,0.224476,-1.961426,2.268556,0.043497,0.426677,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.916667,-0.004557,0.942828,0.001466,0.333244,1.975849,0.217776,-1.881910,0.001301,1.943993,0.210717,-1.805324,0.772390,1.908052,0.211221,-1.834135,0.778748,2.045130,0.224559,-1.930282,0.841455,2.006221,0.224605,-1.957899,0.637179,1.943332,0.210623,-1.804705,1.907624,0.211168,-1.833362,2.045512,0.224633,-1.930783,2.007120,0.224696,-1.959034,2.268555,0.043535,0.426657,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1.925000,-0.003619,0.943201,0.002300,0.332195,1.973950,0.217838,-1.879622,0.001434,1.942256,0.210650,-1.802980,0.720341,1.906252,0.211261,-1.831709,0.798809,2.043131,0.224644,-1.928133,0.781337,2.004160,0.224797,-1.955663,0.703607,1.941436,0.210601,-1.802221,1.905900,0.211152,-1.830994,2.043873,0.224673,-1.928595,2.004569,0.224943,-1.956766,2.268547,0.043504,0.426672,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.933333,-0.002727,0.942991,0.002232,0.332800,1.972260,0.217810,-1.877256,0.001478,1.940456,0.210641,-1.800659,0.742255,1.904490,0.211327,-1.829434,0.715902,2.041514,0.224519,-1.925676,0.776898,2.002579,0.224753,-1.953256,0.670688,1.939722,0.210532,-1.799943,1.903896,0.211258,-1.828467,2.042108,0.224616,-1.926336,2.003343,0.224834,-1.954325,2.268555,0.043496,0.426660,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.941667,-0.004689,0.942896,0.000977,0.333052,1.970537,0.217678,-1.874978,0.001475,1.938712,0.210699,-1.798372,0.742255,1.902759,0.211177,-1.827169,0.715902,2.039800,0.224407,-1.923385,0.776898,2.000879,0.224429,-1.950986,0.670688,1.937856,0.210571,-1.797507,1.902257,0.211123,-1.826378,2.040335,0.224500,-1.924006,2.001753,0.224516,-1.952122,2.268558,0.043480,0.426672,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1.950000,-0.004914,0.942825,0.001104,0.333250,1.968603,0.217664,-1.872617,0.001349,1.936748,0.210662,-1.796026,0.694108,1.900808,0.211124,-1.824838,0.765372,2.037882,0.224433,-1.920994,0.793737,1.998973,0.224437,-1.948612,0.640978,1.935858,0.210621,-1.795131,1.900434,0.211007,-1.824177,2.038366,0.224447,-1.921573,1.999723,0.224605,-1.949603,2.268545,0.043515,0.426687,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1.958333,-0.004603,0.942802,0.001676,0.333316,1.966627,0.217672,-1.870242,0.001246,1.934761,0.210578,-1.793664,0.684277,1.898824,0.211084,-1.822480,0.808034,2.035914,0.224489,-1.918601,0.811382,1.997008,0.224536,-1.946224,0.686561,1.933970,0.210549,-1.792914,1.898493,0.210965,-1.821815,2.036413,0.224499,-1.919142,1.997604,0.224688,-1.947110,2.268546,0.043501,0.426682,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1.966667,-0.004784,0.942875,0.001145,0.333112,1.964503,0.217736,-1.867660,0.001389,1.932669,0.210729,-1.791060,0.727499,1.896721,0.211203,-1.819861,0.811933,2.033769,0.224498,-1.916056,0.815947,1.994852,0.224515,-1.943662,0.730372,1.931900,0.210633,-1.790345,1.896312,0.211140,-1.819103,2.034213,0.224565,-1.916572,1.995766,0.224629,-1.944888,2.268537,0.043508,0.426676,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1.975000,-0.002881,0.942953,0.000431,0.332913,1.962475,0.217601,-1.865332,0.001361,1.930646,0.210729,-1.788718,0.772569,1.894688,0.211347,-1.817504,0.728763,2.031748,0.224077,-1.913758,0.802464,1.992820,0.224250,-1.941347,0.687966,1.929989,0.210600,-1.788102,1.894138,0.211329,-1.816568,2.032268,0.224195,-1.914341,1.993545,0.224276,-1.942363,2.268553,0.043496,0.426671,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1.983333,-0.004582,0.943074,-0.000646,0.332551,1.960230,0.217533,-1.862762,0.001390,1.928476,0.210825,-1.786102,0.716021,1.892494,0.211262,-1.814863,0.773069,2.029450,0.224029,-1.911261,0.801050,1.990501,0.224017,-1.938821,0.672306,1.927676,0.210716,-1.785304,1.892026,0.211207,-1.814087,2.029966,0.224110,-1.911861,1.991286,0.224101,-1.939868,2.268559,0.043522,0.426666,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1.991667,-0.006810,0.943143,-0.001025,0.332316,1.957810,0.217558,-1.860019,0.001302,1.926119,0.210893,-1.783330,0.759819,1.890122,0.211125,-1.812073,0.805921,2.026980,0.224220,-1.908566,0.855375,1.988018,0.223994,-1.936108,0.612694,1.925427,0.210781,-1.782673,1.889762,0.211101,-1.811386,2.027305,0.224304,-1.909038,1.989001,0.224057,-1.937303,2.268567,0.043518,0.426682,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2.000000,-0.005048,0.943407,-0.000804,0.331599,1.955475,0.217498,-1.857181,0.001409,1.923881,0.210813,-1.780453,0.711359,1.887841,0.211205,-1.809141,0.769107,2.024593,0.224017,-1.905823,0.793584,1.985587,0.223959,-1.933305,0.679401,1.923059,0.210743,-1.779646,1.887376,0.211109,-1.808349,2.025137,0.224066,-1.906442,1.986340,0.224087,-1.934336,2.268555,0.043521,0.426689,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2.008333,-0.006857,0.943123,-0.000937,0.332372,1.953063,0.217268,-1.854375,0.001434,1.921364,0.210588,-1.777690,0.711359,1.885370,0.210819,-1.806438,0.769107,2.022238,0.223947,-1.902914,0.793584,1.983278,0.223719,-1.930460,0.679401,1.920577,0.210432,-1.776957,1.884926,0.210821,-1.805662,2.022660,0.224072,-1.903481,1.984293,0.223734,-1.931658,2.268554,0.043505,0.426666,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.016667,-0.007180,0.943083,-0.000324,0.332481,1.950479,0.217307,-1.851188,0.001226,1.918770,0.210522,-1.774516,0.728151,1.882783,0.210744,-1.803272,0.776393,2.019658,0.224102,-1.899704,0.820372,1.980705,0.223861,-1.927259,0.607521,1.918009,0.210423,-1.773813,1.882516,0.210700,-1.802617,2.020054,0.224165,-1.900146,1.981387,0.223947,-1.928295,2.268561,0.043510,0.426680,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2.025000,-0.005053,0.943300,0.000515,0.331903,1.948000,0.217284,-1.847913,0.001358,1.916363,0.210380,-1.771222,0.739676,1.880341,0.210811,-1.799932,0.822818,2.017142,0.223985,-1.896495,0.851036,1.978154,0.223961,-1.924002,0.689152,1.915651,0.210291,-1.770530,1.879856,0.210738,-1.799101,2.017643,0.224055,-1.897067,1.978915,0.224061,-1.925057,2.268555,0.043503,0.426684,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2.033333,-0.006793,0.943134,-0.000407,0.332345,1.945732,0.217037,-1.844773,0.001513,1.914040,0.210269,-1.768093,0.696532,1.878044,0.210522,-1.796839,0.792474,2.014902,0.223782,-1.893309,0.817234,1.975941,0.223574,-1.920853,0.565549,1.913173,0.210128,-1.767255,1.877611,0.210496,-1.796131,2.015349,0.223883,-1.893879,1.977065,0.223640,-1.922177,2.268548,0.043527,0.426688,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2.041667,-0.005977,0.943198,0.000664,0.332178,1.943177,0.217191,-1.841279,0.001257,1.911508,0.210254,-1.764604,0.721340,1.875502,0.210609,-1.793336,0.815284,2.012335,0.224004,-1.889823,0.809594,1.973364,0.223898,-1.917352,0.746123,1.910686,0.210183,-1.763855,1.875197,0.210530,-1.792668,2.012877,0.224051,-1.890357,1.973889,0.224002,-1.918215,2.268558,0.043484,0.426653,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.050000,-0.004085,0.943339,0.000766,0.331804,1.940711,0.217175,-1.837808,0.001369,1.909079,0.210238,-1.761119,0.727150,1.873051,0.210761,-1.789820,0.782115,2.009853,0.223816,-1.886398,0.808570,1.970860,0.223887,-1.913897,0.678197,1.908307,0.210145,-1.760353,1.872620,0.210692,-1.789066,2.010381,0.223883,-1.886949,1.971570,0.223989,-1.914965,2.268553,0.043514,0.426674,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2.058333,-0.004974,0.943275,0.000031,0.331976,1.938248,0.217083,-1.834528,0.001277,1.906595,0.210259,-1.757837,0.736741,1.870578,0.210683,-1.786553,0.816039,2.007401,0.223710,-1.883105,0.844933,1.968417,0.223680,-1.910618,0.646282,1.905912,0.210188,-1.757039,1.870187,0.210607,-1.785934,2.007802,0.223746,-1.883577,1.969223,0.223819,-1.911773,2.268561,0.043529,0.426679,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2.066667,-0.004595,0.943270,-0.000409,0.331994,1.935649,0.217107,-1.831107,0.001326,1.903987,0.210360,-1.754413,0.736741,1.867971,0.210803,-1.783131,0.816039,2.004811,0.223636,-1.879685,0.844933,1.965828,0.223630,-1.907200,0.646282,1.903187,0.210293,-1.753638,1.867601,0.210718,-1.782432,2.005327,0.223677,-1.880217,1.966492,0.223753,-1.908218,2.268555,0.043493,0.426670,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2.075000,-0.003572,0.943225,-0.000865,0.332134,1.933023,0.217149,-1.827482,0.001373,1.901323,0.210486,-1.750796,0.721087,1.865317,0.211004,-1.779525,0.801175,2.002214,0.223514,-1.876041,0.814382,1.963240,0.223590,-1.903567,0.694654,1.900494,0.210360,-1.750060,1.864943,0.210974,-1.778759,2.002715,0.223608,-1.876572,1.963981,0.223648,-1.904655,2.268556,0.043513,0.426675,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.083333,-0.003248,0.943166,-0.000450,0.332306,1.930201,0.217158,-1.823887,0.001307,1.898470,0.210429,-1.747219,0.720960,1.862475,0.210989,-1.775960,0.786686,1.999411,0.223549,-1.872414,0.815946,1.960447,0.223666,-1.899954,0.670578,1.897596,0.210420,-1.746332,1.862126,0.210859,-1.775326,1.999961,0.223546,-1.872988,1.961021,0.223824,-1.900834,2.268557,0.043509,0.426676,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2.091667,-0.004465,0.943065,-0.000898,0.332578,1.927353,0.217056,-1.820207,0.001361,1.895592,0.210391,-1.743547,0.688645,1.859612,0.210831,-1.772310,0.816117,1.996579,0.223506,-1.868705,0.801252,1.957631,0.223498,-1.896268,0.734312,1.894770,0.210318,-1.742742,1.859236,0.210750,-1.771622,1.997024,0.223545,-1.869235,1.958483,0.223638,-1.897408,2.268551,0.043529,0.426653,,,,,,,,,,,,,,,,,,,,,,,,,,,
