Format Version,1.23,Take Name,FW_50,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.15.55.171 PM,Total Frames in Take,1071,Total Exported Frames,1071,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
318,2.650000,-0.010101,0.393352,0.003373,-0.919326,1.633710,0.213188,-1.568530,0.001839,1.675237,0.208012,-1.640493,0.664910,1.707162,0.208218,-1.607285,0.796157,1.558707,0.218360,-1.529370,0.394980,1.593735,0.218160,-1.496971,0.758094,,,,,,,,,,,,,,,,,,,,,1.676075,0.207899,-1.641534,1.707737,0.208176,-1.607861,1.557144,0.218597,-1.527537,1.593082,0.218203,-1.496259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2.658333,-0.008884,0.393414,0.001198,-0.919318,1.629186,0.213009,-1.564181,0.001681,1.670741,0.207675,-1.636117,0.664910,1.702659,0.208110,-1.602905,0.796157,1.554161,0.218108,-1.525053,0.394980,1.589184,0.218142,-1.492649,0.758094,,,,,,,,,,,,,,,,,,,,,1.671559,0.207533,-1.637233,1.703218,0.208086,-1.603351,1.552841,0.218342,-1.523446,1.588645,0.218159,-1.492138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2.666667,-0.008219,0.393649,0.000996,-0.919223,1.624817,0.212771,-1.559884,0.001631,1.666407,0.207332,-1.631792,0.652206,1.698308,0.207807,-1.598564,0.821113,1.549773,0.217936,-1.520802,0.476725,1.584779,0.218009,-1.488380,0.814239,,,,,,,,,,,,,,,,,,,,,1.666982,0.207173,-1.632750,1.698729,0.207798,-1.598874,1.548307,0.218442,-1.518841,1.584344,0.217989,-1.487893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2.675000,-0.007556,0.392679,0.002272,-0.919642,1.619962,0.212754,-1.554812,0.002105,1.661382,0.207181,-1.626808,0.518735,1.693356,0.207573,-1.593648,0.669220,1.545016,0.218141,-1.515571,0.558484,1.580092,0.218122,-1.483223,0.666554,,,,,,,,,,,,,,,,,,,,,1.662728,0.206969,-1.628168,1.694335,0.207526,-1.594537,1.543815,0.218329,-1.514290,1.579082,0.218172,-1.482354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2.683333,-0.007565,0.393595,0.002431,-0.919250,1.615892,0.212535,-1.550551,0.001890,1.657454,0.206960,-1.622464,0.642035,1.689362,0.207337,-1.589241,0.809998,1.540870,0.217939,-1.511458,0.380719,1.575881,0.217904,-1.479041,0.757309,,,,,,,,,,,,,,,,,,,,,1.658310,0.206787,-1.623599,1.689906,0.207306,-1.589771,1.539363,0.218330,-1.509531,1.575217,0.217926,-1.478333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2.691667,-0.008849,0.393973,0.003126,-0.919074,1.611426,0.212425,-1.545692,0.001729,1.653046,0.207047,-1.617587,0.642035,1.684927,0.207319,-1.584337,0.809998,1.536373,0.217736,-1.506646,0.380719,1.571358,0.217597,-1.474200,0.757309,,,,,,,,,,,,,,,,,,,,,1.653855,0.206884,-1.618596,1.685329,0.207299,-1.584784,1.534815,0.218188,-1.504714,1.570824,0.217602,-1.473585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2.700000,-0.010200,0.393163,0.005846,-0.919394,1.606336,0.212408,-1.540282,0.002115,1.647807,0.207200,-1.612275,0.674112,1.679748,0.207193,-1.579081,0.849661,1.531374,0.217832,-1.501077,0.369362,1.566415,0.217406,-1.468695,0.796471,,,,,,,,,,,,,,,,,,,,,1.649559,0.206653,-1.614030,1.680788,0.207196,-1.579893,1.530324,0.218050,-1.500043,1.565606,0.217434,-1.468086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2.708333,-0.009563,0.393380,0.005006,-0.919313,1.601796,0.212256,-1.535675,0.002040,1.643307,0.206959,-1.607639,0.477983,1.675231,0.207046,-1.574430,0.689711,1.526810,0.217674,-1.496516,0.593043,1.561836,0.217343,-1.464116,0.711547,,,,,,,,,,,,,,,,,,,,,1.644728,0.206734,-1.609153,1.676191,0.207000,-1.575215,1.525653,0.217834,-1.495382,1.560971,0.217393,-1.463353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2.716667,-0.008857,0.393646,0.002694,-0.919216,1.597357,0.212008,-1.531521,0.001288,1.638931,0.206641,-1.603444,0.842814,1.670834,0.206949,-1.570216,0.810572,1.522327,0.217272,-1.492424,0.471449,1.557335,0.217172,-1.460002,0.892650,,,,,,,,,,,,,,,,,,,,,1.639343,0.206500,-1.603897,1.671399,0.206958,-1.570720,1.520969,0.217714,-1.490865,1.556984,0.217100,-1.459765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2.725000,-0.009273,0.393472,0.003807,-0.919282,1.592690,0.212003,-1.527025,0.001660,1.634226,0.206683,-1.598972,0.842814,1.666143,0.206882,-1.565756,0.810572,1.517684,0.217331,-1.487889,0.471449,1.552704,0.217118,-1.455482,0.892650,,,,,,,,,,,,,,,,,,,,,1.635061,0.206518,-1.600039,1.666594,0.206869,-1.566176,1.516254,0.217662,-1.486161,1.552210,0.217120,-1.454966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2.733333,-0.009417,0.392229,0.004342,-0.919809,1.587571,0.212063,-1.521967,0.002098,1.628908,0.206757,-1.594030,0.658992,1.660915,0.206906,-1.560901,0.845884,1.512676,0.217427,-1.482625,0.433079,1.547783,0.217162,-1.450313,0.821445,,,,,,,,,,,,,,,,,,,,,1.630307,0.206400,-1.595560,1.661889,0.206907,-1.561713,1.511413,0.217696,-1.481391,1.546942,0.217174,-1.449535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2.741667,-0.009872,0.392046,0.005350,-0.919877,1.582823,0.212160,-1.517161,0.002073,1.624123,0.206910,-1.589249,0.485850,1.656144,0.206957,-1.556133,0.692809,1.507952,0.217572,-1.477780,0.568672,1.543072,0.217202,-1.445482,0.704762,,,,,,,,,,,,,,,,,,,,,1.625515,0.206626,-1.590737,1.657077,0.206937,-1.556931,1.506799,0.217790,-1.476515,1.542161,0.217231,-1.444731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2.750000,-0.009214,0.392360,0.003956,-0.919757,1.577940,0.212214,-1.512371,0.001691,1.619301,0.206882,-1.584419,0.688975,1.651299,0.207071,-1.551280,0.691377,1.503032,0.217564,-1.473054,0.610100,1.538130,0.217340,-1.440732,0.738001,,,,,,,,,,,,,,,,,,,,,1.620114,0.206678,-1.585338,1.652230,0.207100,-1.552090,1.501970,0.217812,-1.471939,1.537362,0.217309,-1.440018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2.758333,-0.009769,0.392743,0.004280,-0.919586,1.573113,0.212185,-1.507776,0.001668,1.614533,0.206937,-1.579796,0.688975,1.646503,0.207079,-1.546631,0.691377,1.498172,0.217497,-1.468515,0.610100,1.533243,0.217226,-1.436164,0.738001,,,,,,,,,,,,,,,,,,,,,1.615274,0.206764,-1.580528,1.647392,0.207097,-1.547576,1.497080,0.217771,-1.467190,1.532509,0.217194,-1.435542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2.766667,-0.008807,0.392287,0.003715,-0.919793,1.568160,0.212079,-1.503306,0.001747,1.609510,0.206684,-1.575355,0.727469,1.641513,0.206908,-1.542222,0.645048,1.493258,0.217456,-1.463981,0.573964,1.528361,0.217267,-1.431664,0.742231,,,,,,,,,,,,,,,,,,,,,1.610230,0.206552,-1.576163,1.642550,0.206880,-1.543192,1.492151,0.217654,-1.462700,1.527588,0.217279,-1.430981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2.775000,-0.007353,0.391765,0.001612,-0.920034,1.563260,0.211904,-1.498841,0.001796,1.604544,0.206311,-1.570913,0.669382,1.636583,0.206766,-1.537817,0.672430,1.488387,0.217246,-1.459456,0.594721,1.523527,0.217293,-1.427178,0.705716,,,,,,,,,,,,,,,,,,,,,1.605448,0.206104,-1.571856,1.637527,0.206783,-1.538725,1.487333,0.217497,-1.458250,1.522638,0.217272,-1.426406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2.783333,-0.006638,0.391565,0.001571,-0.920125,1.558460,0.211791,-1.494161,0.001821,1.599709,0.206081,-1.566243,0.669382,1.631763,0.206566,-1.533162,0.672430,1.483606,0.217223,-1.454750,0.594721,1.518760,0.217296,-1.422488,0.705716,,,,,,,,,,,,,,,,,,,,,1.600596,0.205855,-1.567271,1.632745,0.206586,-1.534007,1.482458,0.217491,-1.453574,1.517945,0.217274,-1.421695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2.791667,-0.006657,0.392021,0.001903,-0.919930,1.553741,0.211626,-1.489394,0.001662,1.595058,0.205912,-1.561438,0.655948,1.627080,0.206367,-1.528325,0.676184,1.478852,0.217091,-1.450056,0.583616,1.513974,0.217133,-1.417759,0.715745,,,,,,,,,,,,,,,,,,,,,1.595849,0.205694,-1.562341,1.628012,0.206405,-1.529123,1.477793,0.217353,-1.448982,1.513233,0.217095,-1.417048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2.800000,-0.007288,0.392705,0.004278,-0.919626,1.549109,0.211552,-1.484417,0.001655,1.590509,0.205896,-1.556417,0.713016,1.622483,0.206127,-1.523257,0.680292,1.474183,0.217189,-1.445172,0.603232,1.509258,0.216998,-1.412824,0.743059,,,,,,,,,,,,,,,,,,,,,1.591316,0.205727,-1.557217,1.623384,0.206124,-1.524164,1.473134,0.217414,-1.444003,1.508488,0.216991,-1.412142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2.808333,-0.007368,0.393043,0.005175,-0.919476,1.544437,0.211473,-1.479452,0.001664,1.585881,0.205811,-1.551427,0.740395,1.617831,0.205963,-1.518242,0.645458,1.469492,0.217196,-1.440256,0.603419,1.504543,0.216921,-1.407883,0.752073,,,,,,,,,,,,,,,,,,,,,1.586587,0.205701,-1.552180,1.618861,0.205908,-1.519216,1.468420,0.217357,-1.439098,1.503812,0.216955,-1.407213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2.816667,-0.007330,0.393170,0.005931,-0.919417,1.539765,0.211344,-1.474553,0.001648,1.581221,0.205661,-1.546520,0.740395,1.613163,0.205750,-1.513327,0.645458,1.464819,0.217153,-1.435374,0.603419,1.499860,0.216812,-1.402992,0.752073,,,,,,,,,,,,,,,,,,,,,1.581964,0.205501,-1.547262,1.614111,0.205748,-1.514286,1.463797,0.217380,-1.434179,1.499094,0.216803,-1.402344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2.825000,-0.006267,0.392849,0.004787,-0.919569,1.534964,0.211271,-1.469749,0.001724,1.576376,0.205435,-1.541729,0.734313,1.608341,0.205660,-1.508559,0.662777,1.460037,0.217096,-1.430534,0.602837,1.495102,0.216891,-1.398176,0.749397,,,,,,,,,,,,,,,,,,,,,1.577261,0.205257,-1.542613,1.609244,0.205649,-1.509455,1.459001,0.217316,-1.429358,1.494254,0.216896,-1.397444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2.833333,-0.006984,0.392847,0.006316,-0.919556,1.530172,0.211139,-1.464805,0.001802,1.571570,0.205391,-1.536799,0.710286,1.603536,0.205461,-1.503629,0.640811,1.455258,0.217034,-1.425575,0.569613,1.490322,0.216669,-1.393217,0.722249,,,,,,,,,,,,,,,,,,,,,1.572346,0.205229,-1.537644,1.604568,0.205443,-1.504627,1.454161,0.217269,-1.424269,1.489484,0.216674,-1.392488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2.841667,-0.007051,0.392623,0.006292,-0.919651,1.525276,0.211136,-1.459771,0.001730,1.566640,0.205401,-1.531786,0.695454,1.598622,0.205470,-1.498631,0.676558,1.450381,0.217019,-1.420503,0.583026,1.485461,0.216655,-1.388163,0.731900,,,,,,,,,,,,,,,,,,,,,1.567475,0.205229,-1.532656,1.599549,0.205456,-1.499533,1.449270,0.217252,-1.419282,1.484669,0.216658,-1.387439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2.850000,-0.007285,0.392555,0.005742,-0.919682,1.520494,0.211136,-1.454636,0.001794,1.561855,0.205450,-1.526657,0.695454,1.593841,0.205557,-1.493507,0.676558,1.445598,0.216930,-1.415359,0.583026,1.480683,0.216607,-1.383023,0.731900,,,,,,,,,,,,,,,,,,,,,1.562713,0.205259,-1.527618,1.594810,0.205554,-1.494376,1.444515,0.217168,-1.414146,1.479838,0.216605,-1.382272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2.858333,-0.007772,0.392781,0.007524,-0.919569,1.515506,0.211189,-1.449366,0.001411,1.556885,0.205548,-1.521380,0.674374,1.588855,0.205487,-1.488214,0.674609,1.440608,0.217110,-1.410112,0.589074,1.475676,0.216611,-1.377759,0.717378,,,,,,,,,,,,,,,,,,,,,1.557854,0.205328,-1.522512,1.589391,0.205503,-1.488621,1.439846,0.217283,-1.409174,1.475081,0.216608,-1.377325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2.866667,-0.007450,0.392335,0.006896,-0.919766,1.510862,0.211232,-1.444575,0.001614,1.552177,0.205551,-1.516623,0.700938,1.584179,0.205555,-1.483488,0.712971,1.435997,0.217127,-1.405254,0.608900,1.471097,0.216695,-1.372936,0.757386,,,,,,,,,,,,,,,,,,,,,1.552982,0.205354,-1.517485,1.585022,0.205568,-1.484267,1.434956,0.217379,-1.404113,1.470371,0.216675,-1.372291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2.875000,-0.007966,0.392260,0.008649,-0.919779,1.505777,0.211254,-1.439432,0.001344,1.547063,0.205625,-1.511500,0.656601,1.579071,0.205461,-1.478371,0.838818,1.430934,0.217269,-1.400085,0.664421,1.466038,0.216663,-1.367774,0.837066,,,,,,,,,,,,,,,,,,,,,1.547972,0.205401,-1.512506,1.579569,0.205491,-1.478779,1.430057,0.217483,-1.399092,1.465527,0.216638,-1.367369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2.883333,-0.007206,0.391967,0.007500,-0.919921,1.500749,0.211312,-1.434486,0.001385,1.541998,0.205580,-1.506567,0.656601,1.574027,0.205541,-1.473459,0.838818,1.425923,0.217303,-1.395104,0.664421,1.461048,0.216825,-1.362814,0.837066,,,,,,,,,,,,,,,,,,,,,1.542968,0.205332,-1.507649,1.574544,0.205573,-1.473874,1.425058,0.217517,-1.394155,1.460516,0.216802,-1.362370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2.891667,-0.006961,0.391630,0.007385,-0.920067,1.495864,0.211233,-1.429735,0.001768,1.537060,0.205463,-1.501844,0.704101,1.569113,0.205442,-1.468759,0.640509,1.421067,0.217243,-1.390301,0.587483,1.456216,0.216783,-1.358037,0.722072,,,,,,,,,,,,,,,,,,,,,1.537864,0.205304,-1.502698,1.570147,0.205418,-1.469758,1.419933,0.217458,-1.389122,1.455422,0.216796,-1.357259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2.900000,-0.007426,0.391741,0.008469,-0.920006,1.490612,0.211239,-1.424569,0.001442,1.531816,0.205524,-1.496677,0.628840,1.563862,0.205395,-1.463584,0.821366,1.415815,0.217304,-1.385143,0.650864,1.450956,0.216732,-1.352871,0.818943,,,,,,,,,,,,,,,,,,,,,1.532816,0.205285,-1.497749,1.564407,0.205415,-1.464045,1.414821,0.217524,-1.384188,1.450442,0.216717,-1.352361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2.908333,-0.006939,0.391937,0.007138,-0.919938,1.485631,0.211088,-1.419586,0.001474,1.526878,0.205318,-1.491666,0.628840,1.558909,0.205320,-1.458559,0.821366,1.410805,0.217075,-1.380204,0.650864,1.445933,0.216638,-1.347916,0.818943,,,,,,,,,,,,,,,,,,,,,1.527845,0.205096,-1.492844,1.559495,0.205327,-1.458979,1.409871,0.217266,-1.379233,1.445393,0.216638,-1.347424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2.916667,-0.007367,0.391820,0.007270,-0.919984,1.480487,0.210938,-1.414640,0.001412,1.521716,0.205237,-1.486735,0.614807,1.553756,0.205212,-1.453636,0.819736,1.405670,0.216883,-1.375234,0.659953,1.440806,0.216420,-1.342955,0.817414,,,,,,,,,,,,,,,,,,,,,1.522686,0.204967,-1.487885,1.554257,0.205252,-1.454000,1.404748,0.217123,-1.374206,1.440320,0.216388,-1.342559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2.925000,-0.007193,0.391624,0.006807,-0.920072,1.475359,0.210813,-1.409606,0.001418,1.516562,0.205092,-1.481714,0.619751,1.548615,0.205112,-1.448629,0.841128,1.400554,0.216730,-1.370172,0.654757,1.435704,0.216315,-1.337908,0.840374,,,,,,,,,,,,,,,,,,,,,1.517491,0.204786,-1.482879,1.549139,0.205173,-1.448983,1.399656,0.216999,-1.369158,1.435210,0.216265,-1.337507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2.933333,-0.007148,0.391500,0.005598,-0.920133,1.470093,0.210674,-1.404468,0.001386,1.511289,0.204969,-1.476581,0.619536,1.543351,0.205094,-1.443505,0.843454,1.395286,0.216468,-1.365021,0.683196,1.430445,0.216163,-1.332765,0.833726,,,,,,,,,,,,,,,,,,,,,1.512248,0.204697,-1.477732,1.543859,0.205140,-1.443868,1.394469,0.216687,-1.364077,1.429922,0.216131,-1.332356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2.941667,-0.009152,0.391981,0.007521,-0.919897,1.464944,0.210555,-1.399200,0.001344,1.506207,0.205143,-1.471298,0.619536,1.538233,0.205032,-1.438187,0.843454,1.390107,0.216293,-1.359802,0.683196,1.425230,0.215751,-1.327512,0.833726,,,,,,,,,,,,,,,,,,,,,1.507073,0.204968,-1.472239,1.538773,0.205040,-1.438647,1.389231,0.216468,-1.358830,1.424688,0.215745,-1.327066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2.950000,-0.009994,0.391984,0.006734,-0.919893,1.459971,0.210399,-1.394024,0.001586,1.501247,0.205141,-1.466125,0.677300,1.533273,0.205067,-1.433013,0.822889,1.385120,0.215942,-1.354624,0.669917,1.420243,0.215444,-1.322332,0.824593,,,,,,,,,,,,,,,,,,,,,1.502019,0.204956,-1.466911,1.534155,0.205093,-1.433870,1.384101,0.216180,-1.353532,1.419518,0.215412,-1.321673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2.958333,-0.011016,0.392293,0.007432,-0.919744,1.454675,0.210284,-1.388384,0.001354,1.495998,0.205182,-1.460470,0.658405,1.528001,0.205012,-1.427336,0.819319,1.379800,0.215769,-1.349022,0.696455,1.414901,0.215175,-1.316707,0.809404,,,,,,,,,,,,,,,,,,,,,1.496940,0.205037,-1.461449,1.528543,0.204999,-1.427814,1.378926,0.215896,-1.348188,1.414362,0.215193,-1.316169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2.966667,-0.011482,0.392212,0.007700,-0.919771,1.449533,0.210124,-1.383046,0.001392,1.490844,0.205093,-1.455145,0.632835,1.522852,0.204884,-1.422017,0.822165,1.374665,0.215576,-1.343666,0.694695,1.409772,0.214943,-1.311358,0.810066,,,,,,,,,,,,,,,,,,,,,1.491813,0.204906,-1.456232,1.523408,0.204892,-1.422460,1.373814,0.215729,-1.342804,1.409217,0.214945,-1.310839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2.975000,-0.011270,0.391720,0.007267,-0.919987,1.444271,0.210057,-1.377898,0.001422,1.485508,0.205000,-1.450037,0.632835,1.517552,0.204836,-1.416943,0.822165,1.369442,0.215490,-1.338442,0.694695,1.404584,0.214903,-1.306171,0.810066,,,,,,,,,,,,,,,,,,,,,1.486467,0.204677,-1.451207,1.518115,0.204912,-1.417344,1.368608,0.215740,-1.337554,1.404037,0.214846,-1.305687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2.983333,-0.010846,0.391478,0.006655,-0.920099,1.439082,0.209969,-1.372678,0.001459,1.480285,0.204855,-1.444832,0.613210,1.512346,0.204757,-1.411754,0.826149,1.364269,0.215392,-1.333189,0.689098,1.399428,0.214874,-1.300936,0.816811,,,,,,,,,,,,,,,,,,,,,1.481274,0.204714,-1.446046,1.512940,0.204732,-1.412180,1.363484,0.215494,-1.332345,1.398824,0.214908,-1.300397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2.991667,-0.011763,0.391237,0.006583,-0.920191,1.433824,0.209967,-1.367435,0.001394,1.474995,0.205005,-1.439618,0.612072,1.507073,0.204882,-1.406558,0.832435,1.359027,0.215261,-1.327900,0.713741,1.394202,0.214720,-1.295666,0.815338,,,,,,,,,,,,,,,,,,,,,1.475950,0.204757,-1.440816,1.507627,0.204923,-1.406933,1.358235,0.215439,-1.327093,1.393668,0.214697,-1.295156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3.000000,-0.012537,0.391402,0.007483,-0.920104,1.428685,0.209943,-1.362077,0.001430,1.469877,0.205091,-1.434256,0.589869,1.501943,0.204863,-1.401184,0.834786,1.353879,0.215231,-1.322558,0.690649,1.389042,0.214585,-1.290312,0.823930,,,,,,,,,,,,,,,,,,,,,1.470905,0.204752,-1.435489,1.502478,0.204940,-1.401564,1.353052,0.215473,-1.321670,1.388511,0.214532,-1.289853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,3.008333,-0.012800,0.390953,0.007334,-0.920293,1.423321,0.209968,-1.356861,0.001400,1.464446,0.205163,-1.429081,0.589869,1.496544,0.204939,-1.396040,0.834786,1.348551,0.215205,-1.317267,0.690649,1.383746,0.214564,-1.285056,0.823930,,,,,,,,,,,,,,,,,,,,,1.465451,0.205010,-1.430168,1.497085,0.204931,-1.396507,1.347804,0.215321,-1.316396,1.383117,0.214583,-1.284549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,3.016667,-0.012500,0.390729,0.005302,-0.920406,1.417813,0.209878,-1.351785,0.001482,1.458922,0.205063,-1.424013,0.616634,1.491035,0.205022,-1.390986,0.806441,1.343042,0.214937,-1.312168,0.689156,1.378254,0.214489,-1.279971,0.793578,,,,,,,,,,,,,,,,,,,,,1.459873,0.204771,-1.425180,1.491656,0.205086,-1.391445,1.342223,0.215167,-1.311261,1.377630,0.214442,-1.279432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,3.025000,-0.012507,0.390443,0.004435,-0.920531,1.412288,0.209789,-1.346798,0.001473,1.453361,0.204993,-1.419048,0.632143,1.485494,0.205025,-1.386041,0.815498,1.337533,0.214754,-1.307140,0.662275,1.372765,0.214384,-1.274964,0.813774,,,,,,,,,,,,,,,,,,,,,1.454250,0.204738,-1.420193,1.486097,0.205075,-1.386464,1.336674,0.214981,-1.306122,1.372183,0.214343,-1.274500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,3.033333,-0.011721,0.389803,0.003190,-0.920818,1.406960,0.209616,-1.341888,0.001660,1.447941,0.204714,-1.414183,0.632143,1.480120,0.204882,-1.381220,0.815498,1.332251,0.214550,-1.302138,0.662275,1.367527,0.214318,-1.270010,0.813774,,,,,,,,,,,,,,,,,,,,,1.448729,0.204583,-1.415027,1.480988,0.204863,-1.382062,1.331207,0.214731,-1.300899,1.366771,0.214327,-1.269365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,3.041667,-0.012333,0.390129,0.002749,-0.920674,1.401429,0.209496,-1.336345,0.001440,1.442469,0.204704,-1.408614,0.709360,1.474623,0.204886,-1.375627,0.697503,1.326685,0.214304,-1.296646,0.592365,1.361938,0.214091,-1.264493,0.751478,,,,,,,,,,,,,,,,,,,,,1.443545,0.204364,-1.409853,1.475124,0.204962,-1.376000,1.325781,0.214560,-1.295677,1.361447,0.214035,-1.264075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,3.050000,-0.013062,0.390555,0.003692,-0.920480,1.396088,0.209391,-1.330932,0.001404,1.437189,0.204700,-1.403173,0.597480,1.469313,0.204776,-1.370157,0.829595,1.321314,0.214204,-1.291291,0.702806,1.356537,0.213883,-1.259106,0.810137,,,,,,,,,,,,,,,,,,,,,1.438302,0.204501,-1.404319,1.469823,0.204791,-1.370609,1.320496,0.214346,-1.290440,1.355969,0.213883,-1.258602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,3.058333,-0.013070,0.390746,0.003563,-0.920399,1.390819,0.209311,-1.325389,0.001498,1.431951,0.204624,-1.397613,0.571005,1.464062,0.204711,-1.364583,0.807073,1.316027,0.214110,-1.285781,0.687007,1.351237,0.213800,-1.253581,0.786853,,,,,,,,,,,,,,,,,,,,,1.433188,0.204420,-1.398784,1.464621,0.204714,-1.365115,1.315133,0.214252,-1.284916,1.350612,0.213809,-1.253001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
