Format Version,1.23,Take Name,FW_95,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.22.19.398 PM,Total Frames in Take,684,Total Exported Frames,684,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
115,0.958333,-0.009215,0.378112,-0.000492,-0.925714,2.010333,0.219328,-1.939050,0.001758,2.049501,0.214084,-2.012319,0.640548,2.082500,0.214664,-1.980183,0.758765,1.936628,0.224188,-1.897461,0.514589,1.972705,0.224377,-1.866235,0.770339,,,,,,,,,,,,,,,,,,,,,2.050378,0.213923,-2.013447,2.083211,0.214641,-1.980836,1.935357,0.224415,-1.896011,1.972072,0.224393,-1.865569,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.966667,-0.009249,0.378066,-0.000536,-0.925732,2.010315,0.219333,-1.939011,0.001724,2.049476,0.214095,-2.012284,0.637141,2.082479,0.214677,-1.980151,0.764326,1.936613,0.224183,-1.897415,0.530656,1.972693,0.224375,-1.866192,0.776307,,,,,,,,,,,,,,,,,,,,,2.050375,0.213937,-2.013412,2.083172,0.214654,-1.980790,1.935378,0.224394,-1.896017,1.972073,0.224393,-1.865548,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.975000,-0.009237,0.378038,-0.000429,-0.925744,2.010310,0.219337,-1.939020,0.001748,2.049465,0.214095,-2.012296,0.637141,2.082470,0.214669,-1.980165,0.764326,1.936611,0.224200,-1.897419,0.530656,1.972693,0.224383,-1.866199,0.776307,,,,,,,,,,,,,,,,,,,,,2.050359,0.213947,-2.013435,2.083208,0.214639,-1.980831,1.935403,0.224391,-1.896048,1.972043,0.224408,-1.865531,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.983333,-0.009248,0.378064,-0.000432,-0.925733,2.010320,0.219330,-1.939020,0.001757,2.049479,0.214090,-2.012294,0.636118,2.082482,0.214663,-1.980162,0.751396,1.936619,0.224191,-1.897423,0.540586,1.972699,0.224374,-1.866201,0.766869,,,,,,,,,,,,,,,,,,,,,2.050357,0.213925,-2.013416,2.083199,0.214643,-1.980823,1.935351,0.224423,-1.895985,1.972063,0.224387,-1.865530,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.991667,-0.009109,0.378030,-0.000822,-0.925748,2.010322,0.219327,-1.939025,0.001743,2.049479,0.214071,-2.012299,0.623077,2.082484,0.214682,-1.980169,0.762645,1.936620,0.224166,-1.897426,0.536299,1.972703,0.224388,-1.866206,0.772910,,,,,,,,,,,,,,,,,,,,,2.050411,0.213896,-2.013471,2.083187,0.214665,-1.980807,1.935393,0.224387,-1.896053,1.972073,0.224401,-1.865552,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.000000,-0.009256,0.378089,-0.000525,-0.925723,2.010318,0.219339,-1.939002,0.001715,2.049482,0.214102,-2.012274,0.642084,2.082483,0.214683,-1.980139,0.761144,1.936614,0.224189,-1.897410,0.536998,1.972692,0.224380,-1.866186,0.776078,,,,,,,,,,,,,,,,,,,,,2.050366,0.213942,-2.013389,2.083189,0.214662,-1.980783,1.935396,0.224401,-1.896031,1.972069,0.224396,-1.865543,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1.008333,-0.009217,0.378067,-0.000447,-0.925732,2.010342,0.219331,-1.939033,0.001750,2.049502,0.214087,-2.012306,0.642084,2.082505,0.214662,-1.980173,0.761144,1.936641,0.224195,-1.897437,0.536998,1.972721,0.224380,-1.866214,0.776078,,,,,,,,,,,,,,,,,,,,,2.050379,0.213925,-2.013418,2.083229,0.214641,-1.980842,1.935388,0.224419,-1.896017,1.972081,0.224395,-1.865543,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1.016667,-0.009261,0.378085,-0.000423,-0.925724,2.010339,0.219332,-1.939021,0.001748,2.049502,0.214095,-2.012294,0.646224,2.082503,0.214667,-1.980160,0.756630,1.936636,0.224193,-1.897428,0.518236,1.972715,0.224375,-1.866204,0.770597,,,,,,,,,,,,,,,,,,,,,2.050369,0.213936,-2.013401,2.083218,0.214644,-1.980821,1.935379,0.224419,-1.895985,1.972080,0.224390,-1.865541,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1.025000,-0.009193,0.378029,-0.000619,-0.925748,2.010338,0.219333,-1.939028,0.001745,2.049493,0.214087,-2.012304,0.633972,2.082499,0.214678,-1.980173,0.759705,1.936638,0.224182,-1.897427,0.529685,1.972721,0.224383,-1.866207,0.772282,,,,,,,,,,,,,,,,,,,,,2.050390,0.213924,-2.013449,2.083211,0.214657,-1.980818,1.935400,0.224398,-1.896027,1.972090,0.224400,-1.865550,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1.033333,-0.009293,0.378090,-0.000544,-0.925722,2.010325,0.219344,-1.939011,0.001724,2.049490,0.214114,-2.012283,0.633972,2.082491,0.214695,-1.980148,0.759705,1.936620,0.224188,-1.897419,0.529685,1.972698,0.224379,-1.866194,0.772282,,,,,,,,,,,,,,,,,,,,,2.050355,0.213945,-2.013397,2.083173,0.214679,-1.980774,1.935363,0.224429,-1.895972,1.972090,0.224388,-1.865559,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.041667,-0.009191,0.378047,-0.000526,-0.925741,2.010292,0.219379,-1.938973,0.001719,2.049449,0.214131,-2.012248,0.644847,2.082453,0.214715,-1.980116,0.768527,1.936592,0.224238,-1.897375,0.516934,1.972673,0.224431,-1.866153,0.780040,,,,,,,,,,,,,,,,,,,,,2.050319,0.213988,-2.013341,2.083172,0.214685,-1.980779,1.935363,0.224432,-1.895990,1.972043,0.224454,-1.865498,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1.050000,-0.009275,0.378130,-0.000420,-0.925706,2.010316,0.219350,-1.939002,0.001721,2.049486,0.214115,-2.012271,0.652829,2.082485,0.214686,-1.980133,0.760377,1.936610,0.224209,-1.897416,0.521885,1.972685,0.224390,-1.866188,0.775876,,,,,,,,,,,,,,,,,,,,,2.050340,0.213960,-2.013355,2.083187,0.214663,-1.980785,1.935362,0.224431,-1.895983,1.972064,0.224405,-1.865542,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.058333,-0.009326,0.378128,-0.000502,-0.925706,2.010325,0.219339,-1.939022,0.001710,2.049495,0.214113,-2.012291,0.644718,2.082494,0.214690,-1.980154,0.772745,1.936617,0.224182,-1.897435,0.518892,1.972693,0.224369,-1.866207,0.783256,,,,,,,,,,,,,,,,,,,,,2.050366,0.213943,-2.013401,2.083162,0.214675,-1.980770,1.935367,0.224425,-1.895992,1.972091,0.224376,-1.865583,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1.066667,-0.009213,0.378074,-0.000466,-0.925730,2.010312,0.219339,-1.939005,0.001762,2.049474,0.214094,-2.012278,0.644718,2.082476,0.214671,-1.980145,0.772745,1.936610,0.224201,-1.897411,0.518892,1.972690,0.224388,-1.866187,0.783256,,,,,,,,,,,,,,,,,,,,,2.050360,0.213933,-2.013404,2.083208,0.214648,-1.980818,1.935362,0.224420,-1.895995,1.972040,0.224405,-1.865510,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1.075000,-0.009216,0.378086,-0.000502,-0.925725,2.010339,0.219327,-1.939028,0.001753,2.049503,0.214083,-2.012300,0.639487,2.082504,0.214664,-1.980165,0.751195,1.936636,0.224185,-1.897435,0.525122,1.972715,0.224375,-1.866211,0.765278,,,,,,,,,,,,,,,,,,,,,2.050389,0.213920,-2.013439,2.083209,0.214642,-1.980809,1.935377,0.224411,-1.895995,1.972085,0.224391,-1.865554,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.083333,-0.009265,0.378070,-0.000499,-0.925730,2.010330,0.219314,-1.939026,0.001717,2.049491,0.214079,-2.012300,0.650260,2.082493,0.214657,-1.980167,0.757031,1.936627,0.224166,-1.897431,0.532283,1.972707,0.224355,-1.866208,0.775007,,,,,,,,,,,,,,,,,,,,,2.050349,0.213925,-2.013394,2.083213,0.214634,-1.980820,1.935392,0.224377,-1.896042,1.972086,0.224371,-1.865557,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1.091667,-0.009236,0.378093,-0.000427,-0.925721,2.010351,0.219306,-1.939049,0.001729,2.049515,0.214064,-2.012321,0.649761,2.082515,0.214637,-1.980186,0.756586,1.936647,0.224169,-1.897457,0.524790,1.972726,0.224352,-1.866232,0.772712,,,,,,,,,,,,,,,,,,,,,2.050379,0.213914,-2.013413,2.083230,0.214611,-1.980847,1.935396,0.224379,-1.896042,1.972098,0.224371,-1.865574,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.100000,-0.009138,0.378081,-0.000526,-0.925727,2.010338,0.219322,-1.939026,0.001773,2.049501,0.214066,-2.012298,0.649761,2.082502,0.214651,-1.980164,0.756586,1.936635,0.224188,-1.897434,0.524790,1.972714,0.224383,-1.866210,0.772712,,,,,,,,,,,,,,,,,,,,,2.050396,0.213903,-2.013446,2.083228,0.214628,-1.980826,1.935378,0.224410,-1.896001,1.972067,0.224401,-1.865534,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1.108333,-0.009306,0.378076,-0.000522,-0.925728,2.010328,0.219333,-1.939024,0.001706,2.049490,0.214105,-2.012298,0.633604,2.082493,0.214683,-1.980164,0.754255,1.936625,0.224177,-1.897429,0.520128,1.972704,0.224366,-1.866206,0.765988,,,,,,,,,,,,,,,,,,,,,2.050356,0.213942,-2.013401,2.083192,0.214665,-1.980799,1.935397,0.224399,-1.896039,1.972093,0.224378,-1.865571,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1.116667,-0.009134,0.378057,-0.000712,-0.925737,2.010305,0.219340,-1.938999,0.001744,2.049466,0.214086,-2.012271,0.629145,2.082469,0.214687,-1.980139,0.760876,1.936602,0.224187,-1.897403,0.535518,1.972683,0.224399,-1.866181,0.771658,,,,,,,,,,,,,,,,,,,,,2.050382,0.213916,-2.013426,2.083174,0.214668,-1.980785,1.935395,0.224406,-1.896009,1.972041,0.224413,-1.865532,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1.125000,-0.009279,0.378024,-0.000531,-0.925749,2.010329,0.219334,-1.939014,0.001712,2.049484,0.214102,-2.012292,0.641549,2.082489,0.214682,-1.980162,0.764426,1.936631,0.224181,-1.897412,0.533580,1.972714,0.224372,-1.866192,0.778598,,,,,,,,,,,,,,,,,,,,,2.050366,0.213938,-2.013410,2.083186,0.214663,-1.980796,1.935402,0.224400,-1.896025,1.972100,0.224385,-1.865554,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1.133333,-0.009295,0.378057,-0.000463,-0.925736,2.010299,0.219355,-1.938973,0.001707,2.049458,0.214124,-2.012249,0.641549,2.082461,0.214698,-1.980116,0.764426,1.936598,0.224207,-1.897375,0.533580,1.972679,0.224391,-1.866153,0.778598,,,,,,,,,,,,,,,,,,,,,2.050344,0.213968,-2.013360,2.083169,0.214675,-1.980762,1.935385,0.224410,-1.896019,1.972058,0.224409,-1.865508,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1.141667,-0.009301,0.378074,-0.000463,-0.925729,2.010306,0.219360,-1.938981,0.001711,2.049467,0.214130,-2.012255,0.645010,2.082470,0.214704,-1.980122,0.765244,1.936604,0.224211,-1.897386,0.528870,1.972683,0.224395,-1.866163,0.779637,,,,,,,,,,,,,,,,,,,,,2.050340,0.213975,-2.013364,2.083163,0.214681,-1.980754,1.935360,0.224422,-1.895986,1.972075,0.224412,-1.865525,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1.150000,-0.009187,0.378103,-0.000504,-0.925718,2.010323,0.219341,-1.939004,0.001746,2.049489,0.214092,-2.012274,0.638285,2.082490,0.214674,-1.980138,0.756492,1.936618,0.224203,-1.897414,0.529789,1.972696,0.224394,-1.866189,0.770544,,,,,,,,,,,,,,,,,,,,,2.050375,0.213930,-2.013406,2.083211,0.214652,-1.980793,1.935384,0.224421,-1.896012,1.972059,0.224410,-1.865528,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1.158333,-0.009171,0.378030,-0.000710,-0.925748,2.010302,0.219346,-1.938976,0.001734,2.049459,0.214098,-2.012252,0.638285,2.082464,0.214698,-1.980121,0.756492,1.936602,0.224188,-1.897376,0.529789,1.972684,0.224398,-1.866156,0.770544,,,,,,,,,,,,,,,,,,,,,2.050370,0.213936,-2.013395,2.083182,0.214676,-1.980775,1.935395,0.224393,-1.896017,1.972045,0.224416,-1.865499,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.166667,-0.009227,0.378047,-0.000563,-0.925741,2.010312,0.219333,-1.938990,0.001725,2.049470,0.214093,-2.012265,0.632239,2.082474,0.214678,-1.980133,0.757282,1.936611,0.224184,-1.897391,0.542768,1.972693,0.224379,-1.866170,0.770742,,,,,,,,,,,,,,,,,,,,,2.050356,0.213922,-2.013403,2.083171,0.214661,-1.980761,1.935374,0.224412,-1.895994,1.972080,0.224390,-1.865530,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1.175000,-0.009245,0.378058,-0.000457,-0.925736,2.010327,0.219322,-1.939029,0.001729,2.049485,0.214082,-2.012303,0.648129,2.082489,0.214658,-1.980171,0.758351,1.936626,0.224181,-1.897431,0.524928,1.972707,0.224366,-1.866209,0.773393,,,,,,,,,,,,,,,,,,,,,2.050353,0.213930,-2.013401,2.083197,0.214633,-1.980828,1.935382,0.224393,-1.896010,1.972078,0.224384,-1.865556,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1.183333,-0.009240,0.378092,-0.000408,-0.925722,2.010317,0.219325,-1.939017,0.001746,2.049480,0.214084,-2.012289,0.648026,2.082481,0.214656,-1.980155,0.749632,1.936614,0.224190,-1.897425,0.527167,1.972692,0.224371,-1.866200,0.765861,,,,,,,,,,,,,,,,,,,,,2.050355,0.213936,-2.013382,2.083212,0.214628,-1.980839,1.935374,0.224396,-1.896011,1.972042,0.224393,-1.865527,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1.191667,-0.009202,0.378104,-0.000500,-0.925717,2.010335,0.219311,-1.939034,0.001763,2.049501,0.214065,-2.012305,0.648026,2.082501,0.214646,-1.980169,0.749632,1.936630,0.224172,-1.897445,0.527167,1.972707,0.224362,-1.866219,0.765861,,,,,,,,,,,,,,,,,,,,,2.050392,0.213905,-2.013443,2.083216,0.214622,-1.980826,1.935374,0.224391,-1.896006,1.972066,0.224380,-1.865552,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.200000,-0.009206,0.378064,-0.000578,-0.925733,2.010305,0.219333,-1.938999,0.001750,2.049466,0.214089,-2.012272,0.636207,2.082469,0.214676,-1.980140,0.757303,1.936603,0.224185,-1.897404,0.519399,1.972683,0.224382,-1.866181,0.768693,,,,,,,,,,,,,,,,,,,,,2.050363,0.213921,-2.013410,2.083185,0.214657,-1.980796,1.935371,0.224409,-1.895995,1.972041,0.224396,-1.865520,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.208333,-0.009246,0.378063,-0.000561,-0.925734,2.010325,0.219325,-1.939009,0.001740,2.049486,0.214087,-2.012283,0.631838,2.082489,0.214671,-1.980150,0.762430,1.936623,0.224173,-1.897413,0.532872,1.972703,0.224367,-1.866190,0.775529,,,,,,,,,,,,,,,,,,,,,2.050376,0.213918,-2.013443,2.083200,0.214653,-1.980779,1.935395,0.224394,-1.896021,1.972080,0.224381,-1.865544,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1.216667,-0.009202,0.378045,-0.000678,-0.925741,2.010322,0.219325,-1.939021,0.001728,2.049480,0.214082,-2.012296,0.634333,2.082484,0.214678,-1.980164,0.758865,1.936620,0.224167,-1.897423,0.541851,1.972702,0.224373,-1.866202,0.773252,,,,,,,,,,,,,,,,,,,,,2.050380,0.213921,-2.013438,2.083202,0.214656,-1.980808,1.935405,0.224372,-1.896066,1.972072,0.224391,-1.865549,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1.225000,-0.009247,0.378145,-0.000620,-0.925700,2.010319,0.219328,-1.939014,0.001725,2.049494,0.214092,-2.012281,0.634333,2.082491,0.214681,-1.980142,0.758865,1.936609,0.224170,-1.897431,0.541851,1.972684,0.224370,-1.866202,0.773252,,,,,,,,,,,,,,,,,,,,,2.050394,0.213925,-2.013413,2.083165,0.214663,-1.980769,1.935374,0.224398,-1.896001,1.972068,0.224383,-1.865570,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1.233333,-0.009200,0.378053,-0.000539,-0.925738,2.010294,0.219347,-1.938994,0.001753,2.049453,0.214101,-2.012268,0.635828,2.082456,0.214685,-1.980136,0.769802,1.936593,0.224203,-1.897396,0.524146,1.972674,0.224397,-1.866174,0.779279,,,,,,,,,,,,,,,,,,,,,2.050361,0.213942,-2.013423,2.083178,0.214660,-1.980790,1.935379,0.224406,-1.896007,1.972027,0.224418,-1.865514,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1.241667,-0.009214,0.378103,-0.000520,-0.925718,2.010319,0.219329,-1.939014,0.001728,2.049486,0.214086,-2.012284,0.647038,2.082486,0.214667,-1.980149,0.754713,1.936614,0.224186,-1.897424,0.532284,1.972692,0.224378,-1.866199,0.770899,,,,,,,,,,,,,,,,,,,,,2.050361,0.213930,-2.013381,2.083205,0.214644,-1.980816,1.935385,0.224397,-1.896030,1.972055,0.224395,-1.865540,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.250000,-0.009200,0.378085,-0.000548,-0.925725,2.010312,0.219330,-1.939011,0.001725,2.049476,0.214084,-2.012283,0.638853,2.082477,0.214669,-1.980149,0.761964,1.936608,0.224185,-1.897419,0.531138,1.972687,0.224380,-1.866195,0.774352,,,,,,,,,,,,,,,,,,,,,2.050375,0.213925,-2.013402,2.083174,0.214647,-1.980797,1.935374,0.224399,-1.896024,1.972061,0.224397,-1.865545,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1.258333,-0.009244,0.378044,-0.000588,-0.925741,2.010289,0.219343,-1.938979,0.001732,2.049447,0.214105,-2.012254,0.638853,2.082451,0.214692,-1.980123,0.761964,1.936588,0.224188,-1.897380,0.531138,1.972670,0.224385,-1.866159,0.774352,,,,,,,,,,,,,,,,,,,,,2.050374,0.213937,-2.013407,2.083149,0.214672,-1.980765,1.935382,0.224402,-1.896002,1.972035,0.224400,-1.865513,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1.266667,-0.009157,0.378094,-0.000554,-0.925722,2.010340,0.219325,-1.939033,0.001766,2.049505,0.214072,-2.012304,0.631386,2.082506,0.214659,-1.980169,0.759551,1.936635,0.224186,-1.897443,0.520511,1.972713,0.224382,-1.866218,0.770758,,,,,,,,,,,,,,,,,,,,,2.050396,0.213906,-2.013466,2.083222,0.214638,-1.980810,1.935379,0.224410,-1.896011,1.972079,0.224398,-1.865556,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1.275000,-0.009306,0.378062,-0.000501,-0.925733,2.010329,0.219328,-1.939013,0.001719,2.049489,0.214099,-2.012288,0.642151,2.082492,0.214676,-1.980155,0.762813,1.936628,0.224174,-1.897416,0.528245,1.972708,0.224361,-1.866194,0.775299,,,,,,,,,,,,,,,,,,,,,2.050382,0.213929,-2.013394,2.083184,0.214660,-1.980804,1.935387,0.224406,-1.896013,1.972085,0.224371,-1.865545,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1.283333,-0.009272,0.378103,-0.000470,-0.925717,2.010325,0.219326,-1.939029,0.001728,2.049491,0.214091,-2.012300,0.642151,2.082491,0.214667,-1.980164,0.762813,1.936620,0.224180,-1.897438,0.528245,1.972698,0.224366,-1.866213,0.775299,,,,,,,,,,,,,,,,,,,,,2.050371,0.213921,-2.013409,2.083184,0.214651,-1.980809,1.935375,0.224419,-1.896010,1.972074,0.224375,-1.865566,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1.291667,-0.009295,0.378087,-0.000573,-0.925723,2.010309,0.219332,-1.938993,0.001706,2.049474,0.214103,-2.012265,0.643474,2.082475,0.214686,-1.980130,0.763329,1.936604,0.224172,-1.897400,0.522580,1.972683,0.224367,-1.866176,0.775480,,,,,,,,,,,,,,,,,,,,,2.050355,0.213934,-2.013387,2.083158,0.214670,-1.980749,1.935367,0.224400,-1.896004,1.972081,0.224377,-1.865546,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1.300000,-0.009323,0.378104,-0.000486,-0.925716,2.010321,0.219337,-1.939010,0.001726,2.049488,0.214111,-2.012281,0.644572,2.082488,0.214686,-1.980145,0.763995,1.936615,0.224182,-1.897419,0.522672,1.972693,0.224368,-1.866193,0.776252,,,,,,,,,,,,,,,,,,,,,2.050364,0.213951,-2.013389,2.083179,0.214665,-1.980788,1.935374,0.224405,-1.895986,1.972070,0.224382,-1.865551,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1.308333,-0.009214,0.378094,-0.000610,-0.925721,2.010301,0.219354,-1.938977,0.001732,2.049467,0.214112,-2.012247,0.632104,2.082468,0.214701,-1.980112,0.764807,1.936596,0.224201,-1.897386,0.531279,1.972674,0.224401,-1.866161,0.775442,,,,,,,,,,,,,,,,,,,,,2.050378,0.213949,-2.013392,2.083160,0.214680,-1.980749,1.935368,0.224414,-1.895985,1.972048,0.224418,-1.865517,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.316667,-0.009322,0.378169,-0.000374,-0.925690,2.010308,0.219359,-1.939004,0.001736,2.049484,0.214130,-2.012271,0.632104,2.082479,0.214696,-1.980130,0.764807,1.936598,0.224216,-1.897423,0.531279,1.972671,0.224392,-1.866193,0.775442,,,,,,,,,,,,,,,,,,,,,2.050367,0.213967,-2.013402,2.083160,0.214675,-1.980757,1.935349,0.224444,-1.895968,1.972053,0.224406,-1.865556,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1.325000,-0.009259,0.378099,-0.000542,-0.925719,2.010334,0.219332,-1.939010,0.001727,2.049500,0.214096,-2.012281,0.638903,2.082500,0.214678,-1.980145,0.768617,1.936628,0.224180,-1.897419,0.517226,1.972706,0.224372,-1.866194,0.778087,,,,,,,,,,,,,,,,,,,,,2.050380,0.213926,-2.013411,2.083179,0.214661,-1.980765,1.935366,0.224418,-1.895980,1.972100,0.224383,-1.865557,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1.333333,-0.009182,0.378057,-0.000564,-0.925737,2.010289,0.219343,-1.938980,0.001729,2.049448,0.214095,-2.012254,0.634532,2.082452,0.214682,-1.980122,0.759992,1.936588,0.224200,-1.897384,0.538458,1.972669,0.224396,-1.866162,0.772712,,,,,,,,,,,,,,,,,,,,,2.050356,0.213938,-2.013389,2.083159,0.214658,-1.980771,1.935373,0.224403,-1.896008,1.972035,0.224416,-1.865510,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1.341667,-0.009256,0.378027,-0.000532,-0.925748,2.010298,0.219332,-1.938996,0.001718,2.049453,0.214095,-2.012273,0.633427,2.082458,0.214677,-1.980143,0.767440,1.936600,0.224181,-1.897394,0.534812,1.972682,0.224373,-1.866174,0.778777,,,,,,,,,,,,,,,,,,,,,2.050359,0.213930,-2.013414,2.083145,0.214657,-1.980770,1.935377,0.224396,-1.896008,1.972067,0.224388,-1.865539,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1.350000,-0.009190,0.378075,-0.000613,-0.925729,2.010320,0.219327,-1.939024,0.001713,2.049483,0.214081,-2.012296,0.633427,2.082484,0.214671,-1.980162,0.767440,1.936616,0.224177,-1.897430,0.534812,1.972696,0.224378,-1.866207,0.778777,,,,,,,,,,,,,,,,,,,,,2.050371,0.213915,-2.013417,2.083174,0.214653,-1.980794,1.935383,0.224399,-1.896035,1.972083,0.224390,-1.865570,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1.358333,-0.009158,0.378043,-0.000453,-0.925743,2.010345,0.219312,-1.939051,0.001740,2.049501,0.214058,-2.012326,0.640099,2.082506,0.214636,-1.980195,0.766220,1.936646,0.224183,-1.897452,0.531215,1.972728,0.224370,-1.866231,0.779130,,,,,,,,,,,,,,,,,,,,,2.050397,0.213886,-2.013460,2.083192,0.214618,-1.980831,1.935387,0.224420,-1.896012,1.972108,0.224382,-1.865582,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1.366667,-0.008060,0.377936,-0.000163,-0.925797,2.010411,0.219327,-1.939071,0.001767,2.049542,0.213886,-2.012346,0.628286,2.082555,0.214478,-1.980224,0.765851,1.936729,0.224374,-1.897463,0.510980,1.972819,0.224569,-1.866252,0.772062,,,,,,,,,,,,,,,,,,,,,2.050451,0.213696,-2.013507,2.083241,0.214463,-1.980861,1.935464,0.224638,-1.895995,1.972187,0.224577,-1.865595,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1.375000,-0.005384,0.377698,0.000324,-0.925913,2.010532,0.219221,-1.939134,0.001761,2.049607,0.213330,-2.012404,0.600584,2.082639,0.213972,-1.980302,0.766888,1.936888,0.224674,-1.897511,0.545106,1.972995,0.224907,-1.866319,0.772816,,,,,,,,,,,,,,,,,,,,,2.050594,0.213100,-2.013639,2.083330,0.213963,-1.980929,1.935715,0.224939,-1.896145,1.972347,0.224913,-1.865682,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1.383333,-0.002517,0.377444,0.001200,-0.926028,2.010510,0.219076,-1.939029,0.001713,2.049520,0.212697,-2.012292,0.600584,2.082573,0.213363,-1.980212,0.766888,1.936911,0.225001,-1.897390,0.545106,1.973037,0.225242,-1.866220,0.772816,,,,,,,,,,,,,,,,,,,,,2.050463,0.212457,-2.013481,2.083286,0.213356,-1.980840,1.935787,0.225268,-1.896117,1.972394,0.225248,-1.865580,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1.391667,0.000293,0.377259,0.003594,-0.926101,2.010301,0.218730,-1.938827,0.001573,2.049237,0.211846,-2.012084,0.680260,2.082307,0.212405,-1.980020,0.757967,1.936760,0.225279,-1.897178,0.586444,1.972899,0.225389,-1.866024,0.786006,,,,,,,,,,,,,,,,,,,,,2.050068,0.211689,-2.013043,2.083000,0.212359,-1.980694,1.935660,0.225481,-1.895959,1.972298,0.225426,-1.865417,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1.400000,0.003284,0.377658,0.006426,-0.925917,2.009845,0.218219,-1.938366,0.001664,2.048790,0.210794,-2.011566,0.739746,2.081836,0.211214,-1.979475,0.678400,1.936320,0.225462,-1.896805,0.568626,1.972433,0.225407,-1.865620,0.774993,,,,,,,,,,,,,,,,,,,,,2.049415,0.210733,-2.012396,2.082794,0.211067,-1.980321,1.935182,0.225567,-1.895511,1.971800,0.225516,-1.864989,,,,,,,,,,,,,,,,,,,,,,,,,,,
