Format Version,1.23,Take Name,FW_60,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.17.13.372 PM,Total Frames in Take,932,Total Exported Frames,932,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.133333,-0.009821,0.362967,-0.002165,-0.931748,1.995885,0.219070,-1.910978,0.001504,2.032665,0.213952,-1.985483,0.611924,2.066691,0.214668,-1.954439,0.827076,1.923554,0.223662,-1.867012,0.603130,1.960628,0.223999,-1.836977,0.829977,,,,,,,,,,,,,,,,,,,,,2.033578,0.213611,-1.986707,2.067198,0.214746,-1.954883,1.922590,0.224001,-1.865795,1.960149,0.223925,-1.836519,,,,,,,,,,,,,,,,,,
17,0.141667,-0.009853,0.362945,-0.002086,-0.931756,1.995900,0.219069,-1.910991,0.001496,2.032676,0.213955,-1.985499,0.611185,2.066704,0.214663,-1.954456,0.829972,1.923572,0.223664,-1.867021,0.605808,1.960647,0.223993,-1.836988,0.832629,,,,,,,,,,,,,,,,,,,,,2.033591,0.213623,-1.986712,2.067210,0.214738,-1.954904,1.922608,0.223993,-1.865818,1.960169,0.223922,-1.836526,,,,,,,,,,,,,,,,,,
18,0.150000,-0.009825,0.362964,-0.002109,-0.931749,1.995897,0.219068,-1.910992,0.001536,2.032677,0.213949,-1.985498,0.605257,2.066703,0.214660,-1.954454,0.822407,1.923568,0.223664,-1.867026,0.597195,1.960642,0.223997,-1.836991,0.825529,,,,,,,,,,,,,,,,,,,,,2.033597,0.213606,-1.986735,2.067233,0.214734,-1.954921,1.922577,0.224007,-1.865802,1.960149,0.223926,-1.836503,,,,,,,,,,,,,,,,,,
19,0.158333,-0.009837,0.362973,-0.001869,-0.931746,1.995899,0.219073,-1.910996,0.001536,2.032677,0.213953,-1.985502,0.605257,2.066704,0.214643,-1.954458,0.822407,1.923571,0.223693,-1.867029,0.597195,1.960645,0.224003,-1.836994,0.825529,,,,,,,,,,,,,,,,,,,,,2.033546,0.213646,-1.986690,2.067260,0.214707,-1.954947,1.922578,0.224020,-1.865799,1.960135,0.223939,-1.836484,,,,,,,,,,,,,,,,,,
20,0.166667,-0.009911,0.362970,-0.001896,-0.931746,1.995890,0.219079,-1.910978,0.001531,2.032669,0.213972,-1.985485,0.624170,2.066695,0.214662,-1.954440,0.814103,1.923562,0.223686,-1.867010,0.596305,1.960636,0.223997,-1.836975,0.818839,,,,,,,,,,,,,,,,,,,,,2.033558,0.213649,-1.986684,2.067238,0.214732,-1.954922,1.922566,0.224024,-1.865785,1.960135,0.223928,-1.836472,,,,,,,,,,,,,,,,,,
21,0.175000,-0.009892,0.362991,-0.001982,-0.931738,1.995892,0.219076,-1.911000,0.001507,2.032675,0.213967,-1.985505,0.626141,2.066700,0.214665,-1.954459,0.820480,1.923561,0.223676,-1.867037,0.599822,1.960634,0.223995,-1.837000,0.824787,,,,,,,,,,,,,,,,,,,,,2.033549,0.213652,-1.986677,2.067233,0.214735,-1.954935,1.922578,0.224010,-1.865819,1.960139,0.223925,-1.836509,,,,,,,,,,,,,,,,,,
22,0.183333,-0.009883,0.362945,-0.001912,-0.931756,1.995895,0.219053,-1.911005,0.001495,2.032669,0.213941,-1.985514,0.629761,2.066697,0.214633,-1.954471,0.821711,1.923569,0.223662,-1.867034,0.607573,1.960644,0.223974,-1.837002,0.826856,,,,,,,,,,,,,,,,,,,,,2.033520,0.213638,-1.986688,2.067237,0.214701,-1.954933,1.922603,0.223978,-1.865838,1.960154,0.223907,-1.836517,,,,,,,,,,,,,,,,,,
23,0.191667,-0.009940,0.362975,-0.001893,-0.931744,1.995916,0.219042,-1.911030,0.001488,2.032695,0.213940,-1.985537,0.629761,2.066721,0.214629,-1.954492,0.821711,1.923587,0.223645,-1.867063,0.607573,1.960660,0.223955,-1.837027,0.826856,,,,,,,,,,,,,,,,,,,,,2.033562,0.213628,-1.986694,2.067235,0.214701,-1.954952,1.922607,0.223982,-1.865834,1.960179,0.223881,-1.836557,,,,,,,,,,,,,,,,,,
24,0.200000,-0.009880,0.362952,-0.001961,-0.931754,1.995896,0.219055,-1.911006,0.001479,2.032672,0.213943,-1.985514,0.630096,2.066700,0.214640,-1.954471,0.826394,1.923569,0.223659,-1.867036,0.598224,1.960644,0.223976,-1.837003,0.830735,,,,,,,,,,,,,,,,,,,,,2.033532,0.213635,-1.986663,2.067224,0.214712,-1.954936,1.922599,0.223986,-1.865841,1.960160,0.223903,-1.836523,,,,,,,,,,,,,,,,,,
25,0.208333,-0.009811,0.362927,-0.002169,-0.931763,1.995910,0.219035,-1.911020,0.001525,2.032684,0.213915,-1.985528,0.612376,2.066713,0.214632,-1.954487,0.822708,1.923584,0.223627,-1.867048,0.598035,1.960660,0.223965,-1.837016,0.826389,,,,,,,,,,,,,,,,,,,,,2.033581,0.213574,-1.986746,2.067244,0.214708,-1.954950,1.922597,0.223974,-1.865827,1.960170,0.223891,-1.836530,,,,,,,,,,,,,,,,,,
