Format Version,1.23,Take Name,BW_50,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-04 04.39.48.294 PM,Total Frames in Take,1026,Total Exported Frames,1026,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
274,2.283333,-0.003146,0.929902,0.001894,0.367789,1.651070,0.211660,-1.511165,0.001891,1.613640,0.204525,-1.437150,0.612099,1.579922,0.205174,-1.468530,0.698226,1.723743,0.218373,-1.554285,0.718204,1.686975,0.218569,-1.584694,0.550075,1.612458,0.204360,-1.436159,1.579156,0.205104,-1.467600,1.724558,0.218497,-1.555053,1.688205,0.218674,-1.586003,2.268569,0.043515,0.426700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2.291667,-0.002208,0.929595,0.002934,0.368564,1.645800,0.211795,-1.505541,0.001043,1.608240,0.204502,-1.431608,0.795811,1.574575,0.205267,-1.463042,0.825236,1.718551,0.218550,-1.548523,0.875481,1.681833,0.218862,-1.578992,0.729822,1.607575,0.204423,-1.431140,1.574300,0.205221,-1.462401,1.718865,0.218607,-1.548905,1.682535,0.218939,-1.579810,2.268570,0.043510,0.426726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2.300000,0.000052,0.929604,0.003178,0.368547,1.641338,0.211803,-1.500633,0.001447,1.603753,0.204505,-1.426714,0.772894,1.570090,0.205472,-1.458144,0.749208,1.714114,0.218356,-1.543605,0.556008,1.677396,0.218881,-1.574071,0.831489,1.603020,0.204541,-1.426179,1.569573,0.205297,-1.457302,1.715273,0.218308,-1.544950,1.677862,0.219034,-1.574534,2.268591,0.043511,0.426714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2.308333,-0.000114,0.929674,0.002968,0.368371,1.636379,0.211941,-1.495255,0.001485,1.598823,0.204675,-1.421317,0.858850,1.565147,0.205620,-1.452735,0.827819,1.709137,0.218483,-1.538257,0.859133,1.672408,0.218987,-1.568710,0.317619,1.598290,0.204630,-1.421136,1.564813,0.205642,-1.452133,1.709579,0.218607,-1.538583,1.674243,0.218551,-1.570682,2.268588,0.043502,0.426726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2.316667,-0.002432,0.929522,0.001485,0.368756,1.631586,0.212015,-1.490028,0.001565,1.593990,0.204958,-1.416090,0.858850,1.560338,0.205655,-1.447540,0.827819,1.704359,0.218599,-1.532998,0.859133,1.667654,0.218848,-1.563483,0.317619,1.593520,0.204933,-1.415928,1.560028,0.205641,-1.447033,1.704883,0.218687,-1.533374,1.669602,0.218473,-1.565692,2.268578,0.043514,0.426719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2.325000,-0.000247,0.929253,0.000860,0.369443,1.627044,0.211981,-1.485052,0.001180,1.589309,0.205060,-1.411173,0.875475,1.555707,0.205924,-1.442672,0.851217,1.699910,0.218255,-1.527912,0.837286,1.663252,0.218684,-1.558452,0.257937,1.588648,0.204972,-1.410764,1.555259,0.205881,-1.441834,1.700379,0.218339,-1.528380,1.663937,0.218733,-1.559269,2.268579,0.043512,0.426709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.333333,-0.002385,0.929006,0.000117,0.370058,1.622252,0.211919,-1.479751,0.001124,1.584441,0.205088,-1.405901,0.804554,1.550879,0.205743,-1.437447,0.762291,1.695153,0.218316,-1.522533,0.833033,1.658534,0.218529,-1.553122,0.733030,1.583807,0.205022,-1.405466,1.550470,0.205682,-1.436710,1.695552,0.218371,-1.522954,1.659270,0.218612,-1.553975,2.268576,0.043504,0.426720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2.341667,-0.002956,0.928640,0.000037,0.370971,1.617324,0.211681,-1.474300,0.001116,1.579376,0.204854,-1.400522,0.806956,1.545874,0.205457,-1.432134,0.788644,1.690303,0.218127,-1.516942,0.854193,1.653744,0.218286,-1.547604,0.717662,1.578751,0.204737,-1.400022,1.545473,0.205453,-1.431473,1.690683,0.218229,-1.517342,1.654510,0.218308,-1.548506,2.268583,0.043508,0.426710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2.350000,-0.001022,0.928213,0.001230,0.372046,1.612389,0.211370,-1.468871,0.001098,1.574252,0.204376,-1.395205,0.808822,1.540826,0.205186,-1.426892,0.790534,1.685483,0.217773,-1.511321,0.841664,1.648996,0.218144,-1.542066,0.739220,1.573658,0.204267,-1.394736,1.540356,0.205169,-1.426198,1.685899,0.217875,-1.511788,1.649709,0.218170,-1.542827,2.268584,0.043492,0.426704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2.358333,-0.002651,0.927788,0.001813,0.373093,1.607439,0.211161,-1.463271,0.001052,1.569159,0.204045,-1.389691,0.809320,1.535802,0.204735,-1.421454,0.808661,1.680606,0.217812,-1.505557,0.851748,1.644188,0.218053,-1.536384,0.749327,1.568567,0.204002,-1.389213,1.535384,0.204648,-1.420818,1.680981,0.217843,-1.506015,1.644882,0.218160,-1.537099,2.268584,0.043520,0.426710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2.366667,-0.003898,0.927597,0.001589,0.373560,1.602544,0.210848,-1.457622,0.001436,1.564205,0.203748,-1.384071,0.798691,1.530879,0.204324,-1.415869,0.828086,1.675740,0.217599,-1.499842,0.858914,1.639352,0.217720,-1.530706,0.433125,1.563586,0.203666,-1.383563,1.530454,0.204298,-1.415329,1.676146,0.217679,-1.500226,1.640921,0.217791,-1.532342,2.268566,0.043517,0.426699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2.375000,-0.000808,0.927468,0.003757,0.373882,1.597775,0.210876,-1.451873,0.001004,1.559357,0.203468,-1.378393,0.812874,1.526055,0.204383,-1.410208,0.817416,1.671026,0.217594,-1.494002,0.861356,1.634661,0.218060,-1.524888,0.748069,1.558825,0.203359,-1.377878,1.525607,0.204367,-1.409631,1.671394,0.217688,-1.494406,1.635330,0.218094,-1.525640,2.268578,0.043504,0.426693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2.383333,-0.001799,0.927318,0.003701,0.374253,1.592997,0.210852,-1.446227,0.000939,1.554533,0.203437,-1.372772,0.812874,1.521256,0.204265,-1.404615,0.817416,1.666271,0.217665,-1.488302,0.861356,1.629929,0.218040,-1.519219,0.748069,1.553979,0.203377,-1.372253,1.520917,0.204204,-1.404096,1.666577,0.217703,-1.488687,1.630551,0.218128,-1.519910,2.268566,0.043519,0.426712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2.391667,0.000647,0.927431,0.003891,0.373973,1.588184,0.210923,-1.440741,0.000958,1.549733,0.203517,-1.367279,0.809580,1.516440,0.204561,-1.399099,0.844280,1.661461,0.217506,-1.482847,0.876622,1.625102,0.218108,-1.513740,0.766505,1.549188,0.203469,-1.366731,1.516064,0.204486,-1.398588,1.661780,0.217534,-1.483262,1.625741,0.218209,-1.514423,2.268573,0.043516,0.426718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2.400000,-0.000426,0.927337,0.002751,0.374217,1.583416,0.210988,-1.435355,0.001002,1.544935,0.203752,-1.361892,0.806443,1.511657,0.204665,-1.393732,0.840294,1.656708,0.217531,-1.477442,0.868910,1.620365,0.218002,-1.508355,0.764694,1.544333,0.203654,-1.361330,1.511332,0.204641,-1.393205,1.657051,0.217602,-1.477794,1.621001,0.218056,-1.509160,2.268569,0.043502,0.426701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2.408333,0.000531,0.927394,0.001887,0.374081,1.578482,0.211006,-1.430073,0.000990,1.540005,0.203929,-1.356592,0.798283,1.506720,0.204894,-1.388423,0.842444,1.651776,0.217335,-1.472187,0.879402,1.615425,0.217866,-1.503090,0.737647,1.539417,0.203853,-1.356045,1.506387,0.204853,-1.387890,1.652076,0.217387,-1.472561,1.616116,0.217940,-1.503877,2.268565,0.043511,0.426695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2.416667,0.002191,0.927446,0.002202,0.373944,1.573443,0.210942,-1.424837,0.000961,1.534968,0.203840,-1.351357,0.808442,1.501677,0.204958,-1.383177,0.836297,1.646743,0.217140,-1.466962,0.870819,1.610384,0.217831,-1.497853,0.763855,1.534392,0.203743,-1.350861,1.501336,0.204941,-1.382618,1.647081,0.217219,-1.467344,1.611000,0.217868,-1.498568,2.268580,0.043502,0.426726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2.425000,0.000862,0.927610,0.000851,0.373547,1.568275,0.210881,-1.419518,0.001004,1.529874,0.203980,-1.345980,0.794986,1.496554,0.204938,-1.377775,0.833954,1.641530,0.217038,-1.461727,0.857640,1.605144,0.217567,-1.492589,0.765195,1.529243,0.203946,-1.345457,1.496225,0.204853,-1.377204,1.641894,0.217055,-1.462164,1.605771,0.217675,-1.493280,2.268575,0.043509,0.426705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2.433333,0.000918,0.927920,0.000223,0.372779,1.563032,0.210711,-1.414285,0.001376,1.524748,0.203914,-1.340677,0.781818,1.491376,0.204856,-1.372417,0.817806,1.636220,0.216778,-1.456622,0.869487,1.599783,0.217294,-1.487424,0.501721,1.524049,0.203832,-1.340161,1.490994,0.204823,-1.371797,1.636585,0.216844,-1.456989,1.601132,0.217384,-1.488889,2.268581,0.043497,0.426713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2.441667,0.000200,0.928014,0.000366,0.372544,1.557693,0.210524,-1.408895,0.000964,1.519457,0.203693,-1.335265,0.781818,1.486067,0.204578,-1.366988,0.817806,1.630851,0.216686,-1.451271,0.869487,1.594398,0.217141,-1.482054,0.501721,1.518862,0.203611,-1.334813,1.485744,0.204548,-1.366392,1.631194,0.216753,-1.451668,1.595000,0.217187,-1.482737,2.268581,0.043515,0.426710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2.450000,-0.001202,0.928240,0.000123,0.371979,1.552203,0.210396,-1.403531,0.001010,1.514073,0.203582,-1.329845,0.812222,1.480643,0.204339,-1.361529,0.830323,1.625294,0.216671,-1.446005,0.867673,1.588803,0.216992,-1.476745,0.772254,1.513486,0.203531,-1.329406,1.480279,0.204274,-1.360893,1.625661,0.216709,-1.446386,1.589436,0.217077,-1.477498,2.268582,0.043518,0.426701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2.458333,-0.000330,0.928231,0.000798,0.372002,1.546738,0.210253,-1.398053,0.001004,1.508596,0.203342,-1.324382,0.816444,1.475168,0.204196,-1.356066,0.816036,1.619838,0.216528,-1.440512,0.867552,1.583348,0.216948,-1.471253,0.753248,1.508047,0.203246,-1.323971,1.474770,0.204180,-1.355413,1.620161,0.216612,-1.440875,1.584044,0.216980,-1.472034,2.268569,0.043521,0.426708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2.466667,-0.001155,0.928233,0.001486,0.371994,1.541219,0.210173,-1.392491,0.001018,1.503093,0.203135,-1.318823,0.826933,1.469663,0.203942,-1.350507,0.808774,1.614306,0.216625,-1.434947,0.876678,1.577815,0.216990,-1.465687,0.738487,1.502525,0.203013,-1.318264,1.469289,0.203947,-1.349962,1.614604,0.216723,-1.435324,1.578554,0.217011,-1.466521,2.268578,0.043522,0.426699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2.475000,-0.003357,0.928207,0.001019,0.372048,1.535794,0.210046,-1.386850,0.001014,1.497684,0.203050,-1.313170,0.781880,1.464256,0.203653,-1.344859,0.844227,1.608861,0.216665,-1.429313,0.865576,1.572373,0.216818,-1.460059,0.745756,1.497066,0.203007,-1.312556,1.463910,0.203570,-1.344348,1.609193,0.216682,-1.429736,1.573047,0.216936,-1.460811,2.268579,0.043520,0.426705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2.483333,-0.003146,0.928432,0.002170,0.371484,1.530423,0.209914,-1.381123,0.001085,1.492408,0.202731,-1.307412,0.787210,1.458940,0.203391,-1.339059,0.818941,1.603436,0.216664,-1.423659,0.852677,1.566910,0.216869,-1.454360,0.731589,1.491763,0.202702,-1.306857,1.458556,0.203284,-1.338454,1.603808,0.216673,-1.424116,1.567635,0.217012,-1.455139,2.268572,0.043507,0.426706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2.491667,-0.001728,0.928627,0.003003,0.370997,1.525126,0.209784,-1.375427,0.001081,1.487174,0.202486,-1.301695,0.795501,1.453674,0.203296,-1.333304,0.804940,1.598107,0.216497,-1.418024,0.825717,1.561549,0.216856,-1.448685,0.768782,1.486541,0.202397,-1.301183,1.453242,0.203250,-1.332656,1.598561,0.216579,-1.418546,1.562187,0.216912,-1.449352,2.268564,0.043508,0.426710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2.500000,-0.002289,0.928542,0.002919,0.371209,1.519864,0.209720,-1.369755,0.001005,1.481885,0.202427,-1.296036,0.810030,1.448399,0.203186,-1.327661,0.820107,1.592858,0.216480,-1.412322,0.859553,1.556314,0.216786,-1.443000,0.761842,1.481291,0.202350,-1.295569,1.448035,0.203138,-1.327043,1.593233,0.216543,-1.412735,1.556937,0.216853,-1.443718,2.268581,0.043521,0.426724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2.508333,-0.003101,0.928515,0.002344,0.371275,1.514728,0.209682,-1.364030,0.000974,1.476746,0.202471,-1.290305,0.810030,1.443264,0.203141,-1.321936,0.820107,1.587721,0.216450,-1.406597,0.859553,1.551182,0.216665,-1.437281,0.761842,1.476136,0.202444,-1.289760,1.442949,0.203044,-1.321404,1.588104,0.216458,-1.407010,1.551740,0.216786,-1.437968,2.268581,0.043513,0.426713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2.516667,-0.001495,0.928655,0.001593,0.370937,1.509628,0.209557,-1.358394,0.001017,1.471675,0.202496,-1.284640,0.795467,1.438172,0.203278,-1.316247,0.843631,1.582613,0.216059,-1.401017,0.859309,1.546052,0.216397,-1.431674,0.776824,1.471104,0.202390,-1.284212,1.437768,0.203264,-1.315589,1.582989,0.216154,-1.401420,1.546701,0.216422,-1.432413,2.268576,0.043509,0.426712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2.525000,-0.000284,0.928806,0.001519,0.370564,1.504473,0.209418,-1.352677,0.001060,1.466563,0.202388,-1.278897,0.819751,1.433036,0.203271,-1.310476,0.806915,1.577438,0.215784,-1.395354,0.860132,1.540853,0.216229,-1.425981,0.753990,1.466009,0.202273,-1.278495,1.432594,0.203270,-1.309767,1.577792,0.215890,-1.395723,1.541582,0.216240,-1.426820,2.268581,0.043505,0.426723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2.533333,-0.001172,0.928626,0.000881,0.371015,1.499333,0.209348,-1.346814,0.001058,1.461360,0.202409,-1.273058,0.798664,1.427863,0.203194,-1.304672,0.828062,1.572333,0.215720,-1.389431,0.880025,1.535778,0.216067,-1.420094,0.709656,1.460744,0.202368,-1.272541,1.427532,0.203112,-1.304075,1.572660,0.215736,-1.389781,1.536504,0.216193,-1.420992,2.268584,0.043507,0.426720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2.541667,0.000099,0.928789,0.000813,0.370609,1.494187,0.209224,-1.340807,0.001153,1.456261,0.202317,-1.267024,0.795275,1.422739,0.203209,-1.298607,0.801080,1.567164,0.215456,-1.383483,0.866132,1.530583,0.215915,-1.414114,0.680028,1.455595,0.202195,-1.266564,1.422372,0.203213,-1.297901,1.567524,0.215565,-1.383864,1.531415,0.215926,-1.415087,2.268573,0.043523,0.426718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2.550000,0.002223,0.928810,0.002001,0.370545,1.488930,0.209156,-1.334708,0.001117,1.450993,0.202086,-1.260946,0.799257,1.417469,0.203200,-1.292521,0.803577,1.561920,0.215326,-1.377371,0.859281,1.525336,0.216013,-1.407995,0.709832,1.450348,0.201965,-1.260483,1.417093,0.203202,-1.291832,1.562304,0.215436,-1.377768,1.526084,0.216025,-1.408883,2.268562,0.043517,0.426727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2.558333,0.001738,0.928743,0.002849,0.370710,1.483613,0.209117,-1.328643,0.001006,1.445660,0.201900,-1.254904,0.813866,1.412147,0.203001,-1.286489,0.822704,1.556609,0.215450,-1.371272,0.876766,1.520036,0.216118,-1.401908,0.742434,1.445075,0.201842,-1.254448,1.411804,0.202938,-1.285872,1.556946,0.215490,-1.371630,1.520690,0.216207,-1.402699,2.268572,0.043505,0.426692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2.566667,0.001442,0.928651,0.003276,0.370937,1.478294,0.208942,-1.322630,0.000957,1.440311,0.201650,-1.248913,0.813866,1.406812,0.202740,-1.280514,0.822704,1.551306,0.215362,-1.365219,0.876766,1.514747,0.216017,-1.395873,0.742434,1.439745,0.201539,-1.248538,1.406466,0.202736,-1.279864,1.551644,0.215463,-1.365599,1.515347,0.216031,-1.396547,2.268574,0.043503,0.426698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2.575000,0.002232,0.928582,0.004341,0.371094,1.472712,0.208821,-1.316495,0.001051,1.434699,0.201365,-1.242810,0.827848,1.401212,0.202559,-1.274420,0.815705,1.545743,0.215301,-1.359042,0.870145,1.509194,0.216059,-1.389707,0.774217,1.434095,0.201298,-1.242403,1.400818,0.202498,-1.273722,1.546121,0.215360,-1.359450,1.509877,0.216135,-1.390476,2.268581,0.043524,0.426721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2.583333,0.001968,0.928263,0.005324,0.371881,1.467059,0.208692,-1.310392,0.001160,1.428930,0.201070,-1.236785,0.817200,1.395495,0.202275,-1.268450,0.799236,1.540155,0.215329,-1.352805,0.860049,1.503658,0.216093,-1.383530,0.742329,1.428235,0.201000,-1.236279,1.395111,0.202203,-1.267763,1.540545,0.215382,-1.353241,1.504465,0.216199,-1.384423,2.268579,0.043509,0.426707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2.591667,0.000995,0.927905,0.005855,0.372769,1.461575,0.208541,-1.304386,0.001017,1.423321,0.200816,-1.230854,0.784336,1.389944,0.201956,-1.262584,0.802555,1.534737,0.215350,-1.346656,0.853156,1.498298,0.216042,-1.377452,0.697902,1.422759,0.200666,-1.230371,1.389568,0.201985,-1.261986,1.535038,0.215481,-1.346995,1.499036,0.216030,-1.378314,2.268566,0.043497,0.426715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2.600000,-0.000421,0.927542,0.006365,0.373665,1.456022,0.208352,-1.298342,0.000913,1.417648,0.200520,-1.224884,0.826562,1.384330,0.201557,-1.256678,0.838740,1.529246,0.215376,-1.340469,0.895374,1.492865,0.215955,-1.371336,0.757563,1.417121,0.200433,-1.224441,1.384004,0.201524,-1.256122,1.529518,0.215440,-1.340781,1.493490,0.216015,-1.372075,2.268574,0.043509,0.426705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2.608333,0.000922,0.927529,0.007139,0.373682,1.450390,0.208301,-1.292230,0.001039,1.411999,0.200364,-1.218792,0.802666,1.378684,0.201542,-1.250584,0.820299,1.523628,0.215288,-1.334339,0.857890,1.487249,0.216012,-1.365205,0.743128,1.411412,0.200313,-1.218266,1.378278,0.201453,-1.249998,1.523986,0.215321,-1.334779,1.487949,0.216131,-1.365947,2.268590,0.043524,0.426714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2.616667,-0.000035,0.927414,0.007154,0.373968,1.444860,0.208275,-1.286149,0.001043,1.406437,0.200320,-1.212729,0.807635,1.373140,0.201416,-1.244543,0.817555,1.518112,0.215363,-1.328216,0.871171,1.481751,0.216002,-1.359106,0.721730,1.405854,0.200221,-1.212236,1.372744,0.201379,-1.243931,1.518454,0.215442,-1.328593,1.482482,0.216067,-1.359943,2.268578,0.043504,0.426718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.625000,-0.000146,0.927284,0.006678,0.374299,1.439429,0.208239,-1.280196,0.001027,1.400952,0.200360,-1.206796,0.816999,1.367678,0.201431,-1.238635,0.815557,1.512712,0.215275,-1.322218,0.874166,1.476374,0.215889,-1.353134,0.729745,1.400401,0.200257,-1.206326,1.367268,0.201403,-1.238023,1.513063,0.215360,-1.322569,1.477066,0.215941,-1.353962,2.268567,0.043505,0.426716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2.633333,0.002832,0.927212,0.007643,0.374449,1.434183,0.208072,-1.274612,0.000790,1.395646,0.200083,-1.201255,0.816999,1.362387,0.201442,-1.233099,0.815557,1.507511,0.214925,-1.316584,0.874166,1.471186,0.215838,-1.347508,0.729745,1.395357,0.199995,-1.201292,1.361889,0.201437,-1.232216,1.507704,0.215022,-1.316776,1.471735,0.215833,-1.348085,2.268572,0.043515,0.426705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2.641667,0.004646,0.927451,0.008671,0.373815,1.428897,0.207849,-1.268743,0.000597,1.390441,0.199720,-1.195360,0.923917,1.357142,0.201268,-1.227153,0.746400,1.502186,0.214649,-1.310794,0.927948,1.465820,0.215757,-1.341665,0.800710,1.390564,0.199617,-1.195744,1.356398,0.201344,-1.226224,1.502277,0.214777,-1.310796,1.466228,0.215668,-1.342055,2.268574,0.043506,0.426720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2.650000,0.002641,0.927235,0.007843,0.374388,1.422919,0.207801,-1.262322,0.000721,1.384396,0.199776,-1.188962,0.896047,1.351132,0.201125,-1.220801,0.701819,1.496238,0.214701,-1.304302,0.960786,1.459908,0.215602,-1.335221,0.857001,1.384129,0.199652,-1.189055,1.350690,0.201169,-1.219960,1.496397,0.214832,-1.304446,1.460430,0.215554,-1.335772,2.268574,0.043515,0.426711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2.658333,0.001259,0.927281,0.007912,0.374281,1.417118,0.207480,-1.256319,0.000824,1.378631,0.199421,-1.182944,0.910822,1.345358,0.200655,-1.214778,0.735693,1.490411,0.214534,-1.298321,0.926789,1.454072,0.215312,-1.329233,0.793847,1.378303,0.199298,-1.183011,1.344898,0.200690,-1.213826,1.490613,0.214661,-1.298490,1.454614,0.215275,-1.329853,2.268564,0.043502,0.426726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2.666667,0.002118,0.927511,0.008698,0.373688,1.411253,0.207198,-1.250234,0.000954,1.372853,0.199023,-1.176827,0.886365,1.339539,0.200356,-1.208615,0.732921,1.484499,0.214266,-1.292316,0.902703,1.448121,0.215146,-1.323179,0.764714,1.372415,0.198926,-1.176751,1.339067,0.200338,-1.207657,1.484762,0.214367,-1.292584,1.448752,0.215157,-1.323877,2.268578,0.043506,0.426710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2.675000,-0.001522,0.927053,0.009382,0.374809,1.405617,0.206872,-1.244420,0.000415,1.367094,0.198525,-1.171096,0.837631,1.333852,0.199571,-1.202969,0.881747,1.478915,0.214411,-1.286329,0.966014,1.442609,0.214982,-1.317284,0.898469,1.366599,0.198535,-1.170676,1.334316,0.199529,-1.203045,1.478805,0.214333,-1.286309,1.442750,0.215091,-1.317649,2.268577,0.043499,0.426697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2.683333,-0.003172,0.926748,0.009651,0.375547,1.399747,0.206701,-1.238269,0.000375,1.361132,0.198282,-1.165002,0.849098,1.327938,0.199197,-1.196930,0.895567,1.473087,0.214447,-1.280065,0.973819,1.436830,0.214878,-1.311080,0.910122,1.360684,0.198262,-1.164598,1.328347,0.199186,-1.197012,1.472992,0.214403,-1.280062,1.436963,0.214952,-1.311405,2.268582,0.043534,0.426714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
