Format Version,1.23,Take Name,BW_70,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-04 04.42.48.492 PM,Total Frames in Take,773,Total Exported Frames,773,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
119,0.991667,-0.006668,0.938200,0.001552,0.346027,1.971408,0.217450,-1.890602,0.001379,1.937510,0.210343,-1.814902,0.692906,1.902364,0.210671,-1.844680,0.798832,2.041951,0.224463,-1.937080,0.799238,2.003807,0.224322,-1.965745,0.701112,1.936606,0.210266,-1.814074,1.901957,0.210578,-1.843992,2.042529,0.224511,-1.937635,2.004489,0.224452,-1.966718,2.268543,0.043513,0.426669,,,,,,,,,,,,,,,
120,1.000000,-0.005792,0.938249,0.002222,0.345904,1.971345,0.217486,-1.890565,0.001304,1.937459,0.210279,-1.814869,0.717957,1.902305,0.210703,-1.844637,0.801801,2.041883,0.224503,-1.937049,0.785243,2.003731,0.224460,-1.965704,0.748910,1.936618,0.210237,-1.814118,1.901915,0.210588,-1.843956,2.042511,0.224531,-1.937635,2.004282,0.224596,-1.966533,2.268546,0.043524,0.426689,,,,,,,,,,,,,,,
121,1.008333,-0.006743,0.938187,0.001617,0.346059,1.971416,0.217455,-1.890619,0.001348,1.937514,0.210336,-1.814922,0.717957,1.902370,0.210659,-1.844703,0.801801,2.041961,0.224484,-1.937092,0.785243,2.003819,0.224338,-1.965759,0.748910,1.936639,0.210255,-1.814125,1.901972,0.210573,-1.844018,2.042529,0.224536,-1.937641,2.004484,0.224459,-1.966709,2.268546,0.043531,0.426687,,,,,,,,,,,,,,,
122,1.016667,-0.005922,0.938252,0.002077,0.345895,1.971364,0.217475,-1.890565,0.001330,1.937480,0.210290,-1.814867,0.703333,1.902326,0.210699,-1.844634,0.800772,2.041901,0.224486,-1.937054,0.802106,2.003748,0.224427,-1.965708,0.708501,1.936609,0.210254,-1.814071,1.901936,0.210578,-1.843963,2.042531,0.224507,-1.937634,2.004314,0.224573,-1.966568,2.268541,0.043528,0.426668,,,,,,,,,,,,,,,
123,1.025000,-0.006751,0.938163,0.001549,0.346124,1.971388,0.217437,-1.890584,0.001356,1.937475,0.210329,-1.814891,0.704928,1.902336,0.210649,-1.844676,0.803534,2.041940,0.224458,-1.937048,0.785778,2.003802,0.224309,-1.965720,0.739815,1.936633,0.210237,-1.814128,1.901933,0.210575,-1.843972,2.042485,0.224519,-1.937570,2.004511,0.224422,-1.966740,2.268546,0.043501,0.426674,,,,,,,,,,,,,,,
124,1.033333,-0.005918,0.938247,0.002098,0.345908,1.971358,0.217467,-1.890576,0.001317,1.937472,0.210279,-1.814878,0.706044,1.902319,0.210688,-1.844646,0.807003,2.041896,0.224480,-1.937062,0.795310,2.003744,0.224422,-1.965717,0.736153,1.936600,0.210239,-1.814091,1.901947,0.210571,-1.843981,2.042499,0.224501,-1.937616,2.004317,0.224567,-1.966591,2.268543,0.043514,0.426662,,,,,,,,,,,,,,,
125,1.041667,-0.006656,0.938187,0.001446,0.346063,1.971398,0.217432,-1.890606,0.001403,1.937494,0.210343,-1.814908,0.691478,1.902350,0.210668,-1.844689,0.791829,2.041946,0.224430,-1.937080,0.795323,2.003804,0.224287,-1.965748,0.693769,1.936586,0.210265,-1.814075,1.901924,0.210573,-1.843979,2.042533,0.224479,-1.937649,2.004509,0.224419,-1.966741,2.268551,0.043503,0.426659,,,,,,,,,,,,,,,
126,1.050000,-0.006787,0.938191,0.001481,0.346048,1.971397,0.217417,-1.890602,0.001376,1.937496,0.210320,-1.814903,0.702455,1.902352,0.210635,-1.844682,0.793137,2.041941,0.224432,-1.937078,0.802028,2.003798,0.224279,-1.965745,0.693107,1.936622,0.210239,-1.814099,1.901930,0.210546,-1.843976,2.042503,0.224484,-1.937634,2.004511,0.224405,-1.966736,2.268542,0.043501,0.426684,,,,,,,,,,,,,,,
127,1.058333,-0.006333,0.938205,0.001633,0.346017,1.971411,0.217408,-1.890621,0.001394,1.937510,0.210292,-1.814923,0.703763,1.902364,0.210650,-1.844700,0.784284,2.041957,0.224399,-1.937098,0.793637,2.003812,0.224291,-1.965762,0.697396,1.936633,0.210209,-1.814131,1.901926,0.210560,-1.843963,2.042546,0.224455,-1.937674,2.004513,0.224413,-1.966742,2.268541,0.043513,0.426671,,,,,,,,,,,,,,,
128,1.066667,-0.006446,0.938198,0.001561,0.346036,1.971403,0.217416,-1.890610,0.001393,1.937500,0.210311,-1.814912,0.703763,1.902355,0.210658,-1.844691,0.784284,2.041950,0.224409,-1.937086,0.793637,2.003806,0.224288,-1.965751,0.697396,1.936627,0.210229,-1.814123,1.901920,0.210567,-1.843956,2.042537,0.224464,-1.937651,2.004501,0.224412,-1.966741,2.268543,0.043495,0.426677,,,,,,,,,,,,,,,
129,1.075000,-0.006444,0.938192,0.001600,0.346052,1.971393,0.217427,-1.890603,0.001366,1.937488,0.210315,-1.814907,0.705069,1.902344,0.210664,-1.844687,0.785456,2.041942,0.224425,-1.937076,0.795669,2.003799,0.224306,-1.965742,0.695993,1.936645,0.210230,-1.814132,1.901911,0.210579,-1.843964,2.042508,0.224484,-1.937631,2.004498,0.224423,-1.966726,2.268537,0.043528,0.426674,,,,,,,,,,,,,,,
130,1.083333,-0.006466,0.938190,0.001595,0.346057,1.971388,0.217428,-1.890595,0.001389,1.937482,0.210316,-1.814899,0.712915,1.902339,0.210663,-1.844679,0.788258,2.041937,0.224427,-1.937067,0.801233,2.003794,0.224306,-1.965734,0.696932,1.936623,0.210233,-1.814106,1.901893,0.210573,-1.843947,2.042531,0.224485,-1.937642,2.004482,0.224427,-1.966711,2.268539,0.043535,0.426674,,,,,,,,,,,,,,,
131,1.091667,-0.005442,0.938269,0.002208,0.345857,1.971373,0.217446,-1.890610,0.001340,1.937490,0.210245,-1.814913,0.706928,1.902334,0.210699,-1.844677,0.784493,2.041911,0.224426,-1.937101,0.792845,2.003756,0.224415,-1.965751,0.699700,1.936667,0.210205,-1.814167,1.901903,0.210577,-1.843958,2.042568,0.224455,-1.937704,2.004318,0.224555,-1.966610,2.268544,0.043520,0.426676,,,,,,,,,,,,,,,
132,1.100000,-0.006471,0.938208,0.001509,0.346007,1.971394,0.217417,-1.890599,0.001410,1.937496,0.210320,-1.814898,0.692620,1.902349,0.210663,-1.844674,0.789142,2.041938,0.224405,-1.937079,0.794600,2.003792,0.224281,-1.965742,0.691459,1.936592,0.210234,-1.814069,1.901916,0.210574,-1.843956,2.042526,0.224461,-1.937649,2.004503,0.224406,-1.966743,2.268553,0.043519,0.426661,,,,,,,,,,,,,,,
133,1.108333,-0.006699,0.938195,0.001625,0.346039,1.971393,0.217453,-1.890595,0.001370,1.937494,0.210334,-1.814897,0.707761,1.902349,0.210661,-1.844676,0.791226,2.041937,0.224480,-1.937071,0.801257,2.003793,0.224338,-1.965736,0.697913,1.936629,0.210246,-1.814115,1.901929,0.210578,-1.843959,2.042505,0.224539,-1.937624,2.004488,0.224455,-1.966718,2.268544,0.043497,0.426680,,,,,,,,,,,,,,,
134,1.116667,-0.006730,0.938179,0.001565,0.346082,1.971381,0.217452,-1.890569,0.001363,1.937475,0.210343,-1.814874,0.709473,1.902333,0.210665,-1.844656,0.794717,2.041929,0.224474,-1.937039,0.805109,2.003788,0.224327,-1.965709,0.693424,1.936623,0.210256,-1.814088,1.901917,0.210582,-1.843953,2.042487,0.224530,-1.937581,2.004491,0.224447,-1.966706,2.268533,0.043518,0.426671,,,,,,,,,,,,,,,
135,1.125000,-0.006043,0.938239,0.002124,0.345930,1.971361,0.217473,-1.890568,0.001287,1.937473,0.210279,-1.814872,0.720026,1.902322,0.210678,-1.844642,0.806593,2.041899,0.224501,-1.937051,0.797548,2.003749,0.224433,-1.965708,0.742349,1.936649,0.210237,-1.814116,1.901940,0.210564,-1.843978,2.042495,0.224527,-1.937599,2.004306,0.224572,-1.966564,2.268528,0.043532,0.426675,,,,,,,,,,,,,,,
136,1.133333,-0.006823,0.938182,0.001527,0.346071,1.971401,0.217437,-1.890593,0.001377,1.937497,0.210332,-1.814895,0.720026,1.902355,0.210646,-1.844676,0.806593,2.041947,0.224462,-1.937065,0.797548,2.003806,0.224307,-1.965734,0.742349,1.936624,0.210243,-1.814099,1.901942,0.210564,-1.843971,2.042504,0.224520,-1.937608,2.004523,0.224427,-1.966743,2.268543,0.043502,0.426677,,,,,,,,,,,,,,,
137,1.141667,-0.006530,0.938206,0.001666,0.346011,1.971427,0.217434,-1.890623,0.001377,1.937530,0.210310,-1.814924,0.703628,1.902384,0.210653,-1.844701,0.794628,2.041970,0.224449,-1.937101,0.804984,2.003825,0.224324,-1.965765,0.688846,1.936668,0.210223,-1.814139,1.901949,0.210569,-1.843974,2.042564,0.224511,-1.937675,2.004498,0.224438,-1.966724,2.268547,0.043524,0.426650,,,,,,,,,,,,,,,
138,1.150000,-0.006605,0.938192,0.001664,0.346047,1.971397,0.217433,-1.890613,0.001348,1.937495,0.210308,-1.814917,0.707603,1.902351,0.210645,-1.844696,0.787254,2.041942,0.224455,-1.937087,0.793148,2.003799,0.224323,-1.965753,0.705719,1.936640,0.210227,-1.814131,1.901939,0.210558,-1.844000,2.042495,0.224508,-1.937638,2.004495,0.224445,-1.966720,2.268538,0.043507,0.426673,,,,,,,,,,,,,,,
139,1.158333,-0.006879,0.938184,0.001399,0.346065,1.971427,0.217417,-1.890635,0.001428,1.937525,0.210333,-1.814936,0.688082,1.902382,0.210637,-1.844717,0.787825,2.041973,0.224430,-1.937111,0.794944,2.003831,0.224266,-1.965779,0.682813,1.936609,0.210233,-1.814094,1.901943,0.210558,-1.843995,2.042560,0.224496,-1.937679,2.004565,0.224382,-1.966807,2.268538,0.043527,0.426682,,,,,,,,,,,,,,,
140,1.166667,-0.006734,0.938199,0.001539,0.346028,1.971404,0.217415,-1.890609,0.001382,1.937507,0.210310,-1.814909,0.704732,1.902361,0.210631,-1.844687,0.792558,2.041947,0.224434,-1.937088,0.804228,2.003803,0.224286,-1.965753,0.688071,1.936634,0.210221,-1.814118,1.901945,0.210549,-1.843974,2.042508,0.224492,-1.937631,2.004519,0.224406,-1.966768,2.268537,0.043526,0.426685,,,,,,,,,,,,,,,
141,1.175000,-0.006286,0.938204,0.001639,0.346023,1.971423,0.217409,-1.890638,0.001389,1.937521,0.210292,-1.814941,0.700344,1.902375,0.210655,-1.844718,0.788101,2.041970,0.224396,-1.937114,0.792735,2.003826,0.224292,-1.965778,0.703281,1.936631,0.210216,-1.814141,1.901949,0.210559,-1.843992,2.042564,0.224446,-1.937690,2.004508,0.224420,-1.966741,2.268555,0.043498,0.426668,,,,,,,,,,,,,,,
142,1.183333,-0.005966,0.938258,0.002076,0.345880,1.971361,0.217460,-1.890581,0.001318,1.937481,0.210274,-1.814881,0.708743,1.902326,0.210679,-1.844647,0.803565,2.041896,0.224474,-1.937072,0.789275,2.003742,0.224412,-1.965725,0.740223,1.936616,0.210237,-1.814101,1.901940,0.210559,-1.843973,2.042511,0.224496,-1.937649,2.004315,0.224556,-1.966580,2.268542,0.043523,0.426690,,,,,,,,,,,,,,,
143,1.191667,-0.006660,0.938195,0.001575,0.346039,1.971412,0.217421,-1.890630,0.001366,1.937511,0.210311,-1.814932,0.708743,1.902367,0.210640,-1.844711,0.803565,2.041956,0.224437,-1.937106,0.789275,2.003813,0.224297,-1.965772,0.740223,1.936623,0.210237,-1.814119,1.901963,0.210546,-1.844023,2.042524,0.224483,-1.937657,2.004498,0.224429,-1.966744,2.268542,0.043531,0.426665,,,,,,,,,,,,,,,
144,1.200000,-0.006827,0.938178,0.001507,0.346084,1.971403,0.217410,-1.890606,0.001367,1.937498,0.210309,-1.814909,0.698288,1.902356,0.210621,-1.844691,0.799093,2.041950,0.224433,-1.937077,0.801831,2.003810,0.224277,-1.965746,0.700943,1.936640,0.210225,-1.814125,1.901951,0.210537,-1.843992,2.042496,0.224486,-1.937606,2.004532,0.224403,-1.966772,2.268529,0.043516,0.426657,,,,,,,,,,,,,,,
145,1.208333,-0.006314,0.938209,0.001633,0.346009,1.971411,0.217430,-1.890616,0.001385,1.937511,0.210314,-1.814917,0.708753,1.902365,0.210675,-1.844694,0.796918,2.041956,0.224419,-1.937094,0.809465,2.003811,0.224313,-1.965757,0.684729,1.936671,0.210221,-1.814160,1.901916,0.210595,-1.843939,2.042542,0.224486,-1.937657,2.004503,0.224422,-1.966748,2.268537,0.043508,0.426664,,,,,,,,,,,,,,,
146,1.216667,-0.005886,0.938247,0.002144,0.345910,1.971354,0.217476,-1.890560,0.001295,1.937468,0.210281,-1.814863,0.716207,1.902315,0.210694,-1.844632,0.779452,2.041893,0.224492,-1.937045,0.796270,2.003741,0.224438,-1.965700,0.696575,1.936639,0.210248,-1.814102,1.901925,0.210572,-1.843963,2.042495,0.224510,-1.937609,2.004307,0.224585,-1.966552,2.268536,0.043519,0.426676,,,,,,,,,,,,,,,
147,1.225000,-0.006017,0.938239,0.002124,0.345928,1.971372,0.217480,-1.890576,0.001299,1.937485,0.210286,-1.814880,0.709920,1.902333,0.210688,-1.844649,0.808108,2.041911,0.224506,-1.937059,0.791500,2.003760,0.224440,-1.965716,0.747388,1.936623,0.210247,-1.814103,1.901961,0.210571,-1.843988,2.042521,0.224529,-1.937628,2.004312,0.224579,-1.966551,2.268532,0.043515,0.426685,,,,,,,,,,,,,,,
148,1.233333,-0.006530,0.938201,0.001569,0.346025,1.971418,0.217439,-1.890614,0.001377,1.937518,0.210331,-1.814915,0.699831,1.902373,0.210671,-1.844693,0.792744,2.041963,0.224441,-1.937092,0.796185,2.003819,0.224313,-1.965756,0.702756,1.936634,0.210253,-1.814108,1.901952,0.210578,-1.843985,2.042545,0.224492,-1.937660,2.004504,0.224439,-1.966720,2.268535,0.043524,0.426685,,,,,,,,,,,,,,,
149,1.241667,-0.005941,0.938223,0.002079,0.345975,1.971373,0.217486,-1.890575,0.001308,1.937477,0.210300,-1.814881,0.713204,1.902328,0.210707,-1.844655,0.804166,2.041917,0.224498,-1.937051,0.792935,2.003769,0.224438,-1.965711,0.738705,1.936629,0.210266,-1.814109,1.901941,0.210585,-1.843984,2.042524,0.224516,-1.937615,2.004341,0.224586,-1.966574,2.268553,0.043521,0.426676,,,,,,,,,,,,,,,
150,1.250000,-0.006025,0.938241,0.002027,0.345923,1.971354,0.217484,-1.890567,0.001330,1.937467,0.210306,-1.814869,0.708062,1.902315,0.210704,-1.844638,0.801494,2.041893,0.224497,-1.937052,0.783537,2.003742,0.224428,-1.965708,0.740912,1.936603,0.210276,-1.814084,1.901919,0.210577,-1.843961,2.042530,0.224514,-1.937638,2.004305,0.224578,-1.966564,2.268545,0.043499,0.426648,,,,,,,,,,,,,,,
151,1.258333,-0.006938,0.938166,0.001469,0.346113,1.971405,0.217438,-1.890615,0.001384,1.937496,0.210342,-1.814919,0.708062,1.902356,0.210643,-1.844704,0.801494,2.041954,0.224467,-1.937082,0.783537,2.003815,0.224299,-1.965754,0.740912,1.936630,0.210243,-1.814126,1.901934,0.210569,-1.843991,2.042518,0.224533,-1.937622,2.004530,0.224410,-1.966776,2.268535,0.043521,0.426672,,,,,,,,,,,,,,,
152,1.266667,-0.005939,0.938236,0.002078,0.345938,1.971367,0.217453,-1.890597,0.001332,1.937477,0.210268,-1.814901,0.705499,1.902326,0.210675,-1.844671,0.792039,2.041908,0.224465,-1.937078,0.804060,2.003758,0.224405,-1.965736,0.686857,1.936635,0.210214,-1.814143,1.901919,0.210566,-1.843972,2.042526,0.224501,-1.937648,2.004348,0.224538,-1.966625,2.268541,0.043524,0.426691,,,,,,,,,,,,,,,
153,1.275000,-0.005903,0.938260,0.001976,0.345875,1.971356,0.217456,-1.890590,0.001347,1.937474,0.210288,-1.814888,0.716462,1.902319,0.210695,-1.844654,0.795907,2.041891,0.224450,-1.937082,0.789698,2.003737,0.224391,-1.965734,0.731234,1.936598,0.210253,-1.814080,1.901920,0.210571,-1.843981,2.042528,0.224469,-1.937662,2.004313,0.224541,-1.966617,2.268539,0.043530,0.426671,,,,,,,,,,,,,,,
154,1.283333,-0.005675,0.938259,0.002132,0.345882,1.971371,0.217430,-1.890598,0.001328,1.937486,0.210239,-1.814900,0.709252,1.902332,0.210670,-1.844666,0.801631,2.041909,0.224423,-1.937087,0.782752,2.003755,0.224389,-1.965739,0.742454,1.936627,0.210217,-1.814116,1.901936,0.210538,-1.843991,2.042550,0.224433,-1.937673,2.004312,0.224545,-1.966592,2.268547,0.043507,0.426668,,,,,,,,,,,,,,,
155,1.291667,-0.006560,0.938188,0.001589,0.346060,1.971401,0.217395,-1.890624,0.001378,1.937496,0.210283,-1.814927,0.716853,1.902353,0.210621,-1.844708,0.784929,2.041949,0.224402,-1.937096,0.804197,2.003806,0.224272,-1.965763,0.686179,1.936662,0.210185,-1.814168,1.901915,0.210548,-1.843971,2.042510,0.224471,-1.937638,2.004525,0.224379,-1.966787,2.268554,0.043511,0.426685,,,,,,,,,,,,,,,
156,1.300000,-0.006673,0.938199,0.001586,0.346028,1.971404,0.217391,-1.890621,0.001356,1.937505,0.210278,-1.814922,0.711586,1.902360,0.210607,-1.844700,0.794946,2.041947,0.224409,-1.937099,0.807158,2.003803,0.224269,-1.965763,0.692929,1.936654,0.210192,-1.814148,1.901950,0.210525,-1.843994,2.042494,0.224466,-1.937639,2.004514,0.224388,-1.966758,2.268540,0.043524,0.426696,,,,,,,,,,,,,,,
157,1.308333,-0.005739,0.938244,0.002148,0.345920,1.971369,0.217444,-1.890593,0.001305,1.937480,0.210249,-1.814898,0.717646,1.902327,0.210676,-1.844667,0.803111,2.041911,0.224445,-1.937076,0.791106,2.003759,0.224405,-1.965732,0.741008,1.936649,0.210208,-1.814134,1.901933,0.210560,-1.843995,2.042526,0.224471,-1.937641,2.004320,0.224546,-1.966591,2.268532,0.043525,0.426691,,,,,,,,,,,,,,,
158,1.316667,-0.005878,0.938241,0.002087,0.345927,1.971361,0.217458,-1.890576,0.001307,1.937472,0.210271,-1.814880,0.717646,1.902320,0.210684,-1.844649,0.803111,2.041901,0.224465,-1.937059,0.791106,2.003751,0.224411,-1.965715,0.741008,1.936649,0.210232,-1.814147,1.901923,0.210566,-1.843954,2.042515,0.224490,-1.937620,2.004318,0.224552,-1.966583,2.268546,0.043527,0.426683,,,,,,,,,,,,,,,
159,1.325000,-0.005825,0.938232,0.002155,0.345952,1.971371,0.217465,-1.890573,0.001297,1.937478,0.210268,-1.814880,0.724547,1.902328,0.210687,-1.844651,0.797842,2.041915,0.224476,-1.937051,0.792166,2.003765,0.224428,-1.965710,0.738425,1.936647,0.210235,-1.814138,1.901941,0.210565,-1.843970,2.042523,0.224495,-1.937616,2.004326,0.224574,-1.966558,2.268541,0.043537,0.426681,,,,,,,,,,,,,,,
160,1.333333,-0.005748,0.938249,0.002123,0.345906,1.971386,0.217444,-1.890598,0.001312,1.937499,0.210253,-1.814902,0.721581,1.902346,0.210678,-1.844669,0.801952,2.041926,0.224443,-1.937084,0.792434,2.003774,0.224401,-1.965738,0.743197,1.936673,0.210215,-1.814160,1.901947,0.210559,-1.843976,2.042536,0.224467,-1.937646,2.004351,0.224546,-1.966612,2.268541,0.043521,0.426675,,,,,,,,,,,,,,,
161,1.341667,-0.005775,0.938252,0.002180,0.345899,1.971370,0.217475,-1.890578,0.001328,1.937485,0.210274,-1.814881,0.722269,1.902331,0.210699,-1.844648,0.797885,2.041909,0.224484,-1.937064,0.792593,2.003756,0.224442,-1.965718,0.735683,1.936611,0.210243,-1.814095,1.901946,0.210574,-1.843975,2.042545,0.224502,-1.937644,2.004311,0.224590,-1.966570,2.268542,0.043514,0.426700,,,,,,,,,,,,,,,
162,1.350000,-0.006870,0.938165,0.001514,0.346116,1.971389,0.217463,-1.890567,0.001365,1.937479,0.210360,-1.814872,0.699971,1.902339,0.210669,-1.844657,0.802222,2.041939,0.224492,-1.937033,0.810795,2.003800,0.224331,-1.965705,0.685635,1.936594,0.210274,-1.814065,1.901948,0.210586,-1.843974,2.042475,0.224544,-1.937564,2.004529,0.224457,-1.966722,2.268535,0.043514,0.426669,,,,,,,,,,,,,,,
163,1.358333,-0.006664,0.938183,0.001495,0.346073,1.971399,0.217429,-1.890590,0.001382,1.937493,0.210332,-1.814893,0.707170,1.902350,0.210658,-1.844674,0.789317,2.041947,0.224434,-1.937062,0.804356,2.003806,0.224292,-1.965730,0.684646,1.936631,0.210244,-1.814105,1.901922,0.210574,-1.843953,2.042500,0.224492,-1.937612,2.004542,0.224415,-1.966747,2.268542,0.043520,0.426662,,,,,,,,,,,,,,,
164,1.366667,-0.006218,0.938257,0.001197,0.345880,1.971473,0.217387,-1.890668,0.001379,1.937591,0.210344,-1.814955,0.695018,1.902436,0.210700,-1.844723,0.794449,2.042010,0.224307,-1.937171,0.790874,2.003856,0.224198,-1.965824,0.710420,1.936693,0.210282,-1.814132,1.902018,0.210595,-1.844023,2.042609,0.224346,-1.937753,2.004520,0.224334,-1.966763,2.268542,0.043528,0.426669,,,,,,,,,,,,,,,
165,1.375000,-0.005437,0.938258,0.000196,0.345893,1.971519,0.217421,-1.890667,0.001315,1.937619,0.210553,-1.814946,0.729390,1.902466,0.210944,-1.844715,0.794041,2.042072,0.224126,-1.937176,0.806786,2.003919,0.224061,-1.965830,0.709642,1.936825,0.210484,-1.814213,1.902048,0.210857,-1.844010,2.042627,0.224174,-1.937712,2.004576,0.224178,-1.966781,2.268531,0.043530,0.426676,,,,,,,,,,,,,,,
166,1.383333,-0.004089,0.938237,-0.001220,0.345967,1.971547,0.217461,-1.890555,0.001417,1.937611,0.210843,-1.814828,0.729390,1.902464,0.211306,-1.844603,0.794041,2.042130,0.223839,-1.937063,0.806786,2.003983,0.223858,-1.965724,0.709642,1.936786,0.210760,-1.814072,1.901988,0.211227,-1.843824,2.042722,0.223898,-1.937618,2.004705,0.223966,-1.966778,2.268542,0.043527,0.426685,,,,,,,,,,,,,,,
167,1.391667,-0.001414,0.938332,-0.001310,0.345730,1.971428,0.217576,-1.890158,0.001242,1.937496,0.211003,-1.814426,0.719632,1.902338,0.211694,-1.844182,0.770722,2.042019,0.223673,-1.936692,0.796894,2.003858,0.223934,-1.965333,0.679510,1.936779,0.210987,-1.813787,1.901924,0.211575,-1.843480,2.042645,0.223684,-1.937228,2.004348,0.224065,-1.966149,2.268553,0.043518,0.426681,,,,,,,,,,,,,,,
168,1.400000,0.000342,0.938269,-0.001806,0.345902,1.971255,0.217584,-1.889643,0.001281,1.937271,0.211112,-1.813924,0.759967,1.902127,0.211940,-1.843694,0.794031,2.041886,0.223437,-1.936148,0.793916,2.003736,0.223845,-1.964803,0.759688,1.936518,0.211135,-1.813257,1.901685,0.211790,-1.842977,2.042628,0.223419,-1.936834,2.004187,0.223991,-1.965502,2.268552,0.043506,0.426676,,,,,,,,,,,,,,,
169,1.408333,0.000240,0.938173,-0.003072,0.346152,1.971025,0.217572,-1.888998,0.001321,1.936997,0.211309,-1.813283,0.744198,1.901869,0.212089,-1.843073,0.764062,2.041685,0.223264,-1.935480,0.780227,2.003551,0.223628,-1.964157,0.736798,1.936224,0.211250,-1.812614,1.901388,0.212005,-1.842265,2.042284,0.223316,-1.936122,2.004190,0.223718,-1.964988,2.268546,0.043524,0.426689,,,,,,,,,,,,,,,
170,1.416667,0.001060,0.938128,-0.003789,0.346267,1.970490,0.217583,-1.888063,0.001425,1.936430,0.211448,-1.812351,0.724400,1.901311,0.212276,-1.842152,0.742432,2.041173,0.223094,-1.934532,0.753561,2.003047,0.223513,-1.963218,0.726033,1.935596,0.211396,-1.811631,1.900780,0.212178,-1.841274,2.041840,0.223144,-1.935256,2.003720,0.223614,-1.964077,2.268544,0.043507,0.426690,,,,,,,,,,,,,,,
171,1.425000,0.000123,0.938017,-0.004148,0.346564,1.969653,0.217613,-1.886884,0.001348,1.935554,0.211527,-1.811185,0.727604,1.900453,0.212262,-1.841008,0.765783,2.040356,0.223170,-1.933316,0.781815,2.002247,0.223493,-1.962026,0.723110,1.934724,0.211466,-1.810483,1.899986,0.212181,-1.840200,2.040935,0.223221,-1.933967,2.002944,0.223585,-1.962882,2.268531,0.043519,0.426665,,,,,,,,,,,,,,,
172,1.433333,-0.001007,0.937873,-0.004643,0.346946,1.968680,0.217601,-1.885564,0.001316,1.934531,0.211584,-1.809882,0.742283,1.899453,0.212206,-1.839735,0.783662,2.039411,0.223204,-1.931948,0.821867,2.001325,0.223411,-1.960690,0.678715,1.933743,0.211500,-1.809223,1.899045,0.212157,-1.838973,2.039891,0.223267,-1.932471,2.002111,0.223486,-1.961704,2.268541,0.043525,0.426689,,,,,,,,,,,,,,,
173,1.441667,-0.000777,0.937791,-0.004263,0.347172,1.967557,0.217572,-1.883983,0.001390,1.933371,0.211494,-1.808323,0.742283,1.898307,0.212148,-1.838192,0.783662,2.038311,0.223204,-1.930328,0.821867,2.000239,0.223441,-1.959088,0.678715,1.932657,0.211384,-1.807687,1.897814,0.212134,-1.837394,2.038766,0.223298,-1.930830,2.001223,0.223472,-1.960316,2.268539,0.043511,0.426682,,,,,,,,,,,,,,,
174,1.450000,-0.000016,0.937825,-0.003852,0.347086,1.966444,0.217531,-1.882388,0.001513,1.932265,0.211394,-1.806730,0.759418,1.897196,0.212126,-1.836591,0.765402,2.037196,0.223142,-1.928738,0.829034,1.999120,0.223461,-1.957491,0.606725,1.931443,0.211256,-1.805994,1.896663,0.212128,-1.835777,2.037714,0.223258,-1.929300,2.000203,0.223465,-1.958794,2.268536,0.043505,0.426674,,,,,,,,,,,,,,,
175,1.458333,0.000323,0.937779,-0.002992,0.347219,1.965047,0.217470,-1.880548,0.001405,1.930845,0.211194,-1.804912,0.722214,1.895785,0.211983,-1.834782,0.756709,2.035812,0.223164,-1.926869,0.806932,1.997744,0.223537,-1.955631,0.576285,1.930060,0.211076,-1.804167,1.895284,0.211959,-1.834025,2.036299,0.223257,-1.927421,1.998693,0.223585,-1.956779,2.268543,0.043513,0.426682,,,,,,,,,,,,,,,
176,1.466667,0.000341,0.937752,-0.002095,0.347300,1.963630,0.217356,-1.878891,0.001383,1.929420,0.210932,-1.803270,0.727699,1.894364,0.211751,-1.833145,0.773045,2.034400,0.223170,-1.925189,0.814525,1.996337,0.223569,-1.953958,0.627454,1.928550,0.210891,-1.802474,1.893906,0.211645,-1.832410,2.035038,0.223198,-1.925820,1.996986,0.223695,-1.954850,2.268538,0.043530,0.426679,,,,,,,,,,,,,,,
177,1.475000,-0.000858,0.937681,-0.002024,0.347491,1.961943,0.217442,-1.877000,0.001300,1.927717,0.210993,-1.801389,0.757990,1.892672,0.211710,-1.831278,0.763977,2.032719,0.223387,-1.923273,0.809954,1.994666,0.223679,-1.952058,0.694754,1.927001,0.210919,-1.800742,1.892173,0.211640,-1.830480,2.033216,0.223447,-1.923845,1.995438,0.223769,-1.953000,2.268548,0.043501,0.426673,,,,,,,,,,,,,,,
