Format Version,1.23,Take Name,BW_45,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-04 04.38.53.645 PM,Total Frames in Take,1446,Total Exported Frames,1446,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
26,0.216667,-0.004959,0.926987,0.003101,0.375049,1.951517,0.216624,-1.862800,0.001418,1.912964,0.209256,-1.789387,0.765897,1.879739,0.209794,-1.821290,0.737743,2.024826,0.223688,-1.904771,0.813696,1.988538,0.223759,-1.935752,0.655322,1.912185,0.209165,-1.788813,1.879172,0.209711,-1.820428,2.025389,0.223762,-1.905272,1.989425,0.223871,-1.936823,2.268617,0.043502,0.426711,,,,,,,,,,,,,,,,,,,,,,,,
27,0.225000,-0.005116,0.926980,0.003043,0.375064,1.951493,0.216637,-1.862769,0.001415,1.912939,0.209276,-1.789355,0.761320,1.879715,0.209798,-1.821260,0.741864,2.024802,0.223709,-1.904739,0.814959,1.988514,0.223764,-1.935721,0.644696,1.912173,0.209178,-1.788795,1.879153,0.209726,-1.820396,2.025352,0.223790,-1.905227,1.989417,0.223865,-1.936814,2.268604,0.043495,0.426713,,,,,,,,,,,,,,,,,,,,,,,,
28,0.233333,-0.005101,0.927001,0.002998,0.375012,1.951494,0.216635,-1.862789,0.001427,1.912949,0.209282,-1.789370,0.754386,1.879721,0.209804,-1.821271,0.741638,2.024799,0.223700,-1.904767,0.810200,1.988508,0.223755,-1.935745,0.647624,1.912162,0.209193,-1.788789,1.879155,0.209718,-1.820411,2.025364,0.223771,-1.905269,1.989405,0.223873,-1.936827,2.268613,0.043493,0.426724,,,,,,,,,,,,,,,,,,,,,,,,
29,0.241667,-0.005208,0.926966,0.003040,0.375098,1.951508,0.216613,-1.862794,0.001406,1.912950,0.209251,-1.789383,0.766387,1.879728,0.209765,-1.821290,0.742157,2.024819,0.223694,-1.904759,0.818036,1.988534,0.223741,-1.935744,0.641810,1.912203,0.209147,-1.788832,1.879163,0.209703,-1.820429,2.025359,0.223782,-1.905239,1.989446,0.223830,-1.936845,2.268601,0.043493,0.426712,,,,,,,,,,,,,,,,,,,,,,,,
30,0.250000,-0.005078,0.926989,0.003005,0.375042,1.951521,0.216622,-1.862803,0.001414,1.912970,0.209268,-1.789388,0.751033,1.879744,0.209792,-1.821291,0.746755,2.024829,0.223685,-1.904777,0.809287,1.988540,0.223742,-1.935757,0.655066,1.912176,0.209179,-1.788794,1.879187,0.209706,-1.820449,2.025395,0.223756,-1.905283,1.989419,0.223860,-1.936814,2.268607,0.043511,0.426706,,,,,,,,,,,,,,,,,,,,,,,,
31,0.258333,-0.005244,0.926964,0.002978,0.375102,1.951508,0.216613,-1.862779,0.001406,1.912950,0.209261,-1.789367,0.751033,1.879728,0.209770,-1.821274,0.746755,2.024819,0.223691,-1.904744,0.809287,1.988534,0.223732,-1.935729,0.655066,1.912165,0.209168,-1.788789,1.879189,0.209692,-1.820441,2.025367,0.223764,-1.905230,1.989430,0.223844,-1.936813,2.268600,0.043511,0.426724,,,,,,,,,,,,,,,,,,,,,,,,
32,0.266667,-0.004939,0.926988,0.003134,0.375045,1.951520,0.216621,-1.862807,0.001386,1.912968,0.209248,-1.789394,0.755308,1.879742,0.209789,-1.821297,0.751334,2.024829,0.223687,-1.904778,0.815907,1.988541,0.223761,-1.935758,0.647221,1.912213,0.209151,-1.788827,1.879179,0.209717,-1.820453,2.025376,0.223768,-1.905276,1.989420,0.223859,-1.936804,2.268603,0.043526,0.426694,,,,,,,,,,,,,,,,,,,,,,,,
33,0.275000,-0.005221,0.926984,0.003020,0.375052,1.951520,0.216606,-1.862795,0.001392,1.912970,0.209247,-1.789380,0.762513,1.879745,0.209760,-1.821283,0.745713,2.024827,0.223687,-1.904768,0.814154,1.988539,0.223731,-1.935748,0.657664,1.912221,0.209152,-1.788823,1.879184,0.209688,-1.820434,2.025366,0.223766,-1.905255,1.989436,0.223833,-1.936821,2.268614,0.043504,0.426701,,,,,,,,,,,,,,,,,,,,,,,,
34,0.283333,-0.005164,0.926993,0.003042,0.375030,1.951527,0.216626,-1.862799,0.001406,1.912980,0.209264,-1.789382,0.754940,1.879753,0.209782,-1.821284,0.747817,2.024832,0.223703,-1.904774,0.812329,1.988543,0.223754,-1.935754,0.653642,1.912196,0.209174,-1.788800,1.879201,0.209699,-1.820444,2.025390,0.223775,-1.905272,1.989425,0.223868,-1.936815,2.268606,0.043517,0.426704,,,,,,,,,,,,,,,,,,,,,,,,
35,0.291667,-0.005193,0.926958,0.003027,0.375117,1.951508,0.216639,-1.862769,0.001409,1.912948,0.209279,-1.789360,0.760383,1.879727,0.209794,-1.821268,0.746121,2.024822,0.223717,-1.904731,0.816895,1.988538,0.223765,-1.935717,0.643048,1.912178,0.209186,-1.788796,1.879176,0.209717,-1.820418,2.025364,0.223792,-1.905217,1.989449,0.223875,-1.936811,2.268610,0.043505,0.426717,,,,,,,,,,,,,,,,,,,,,,,,
36,0.300000,-0.005088,0.926980,0.003050,0.375064,1.951508,0.216652,-1.862780,0.001397,1.912954,0.209290,-1.789367,0.755001,1.879730,0.209815,-1.821271,0.748594,2.024817,0.223722,-1.904750,0.811215,1.988529,0.223780,-1.935732,0.656251,1.912180,0.209197,-1.788773,1.879165,0.209735,-1.820443,2.025373,0.223797,-1.905255,1.989413,0.223889,-1.936780,2.268600,0.043504,0.426700,,,,,,,,,,,,,,,,,,,,,,,,
37,0.308333,-0.004998,0.927001,0.003095,0.375013,1.951505,0.216644,-1.862761,0.001417,1.912959,0.209276,-1.789344,0.760118,1.879730,0.209810,-1.821245,0.736155,2.024811,0.223711,-1.904738,0.809312,1.988520,0.223778,-1.935715,0.653521,1.912192,0.209185,-1.788774,1.879146,0.209727,-1.820370,2.025374,0.223786,-1.905246,1.989405,0.223888,-1.936776,2.268604,0.043510,0.426720,,,,,,,,,,,,,,,,,,,,,,,,
38,0.316667,-0.004985,0.926995,0.003084,0.375029,1.951484,0.216658,-1.862757,0.001416,1.912935,0.209293,-1.789342,0.760118,1.879708,0.209827,-1.821244,0.736155,2.024791,0.223722,-1.904732,0.809312,1.988501,0.223790,-1.935711,0.653521,1.912163,0.209192,-1.788770,1.879142,0.209758,-1.820386,2.025346,0.223805,-1.905226,1.989401,0.223888,-1.936795,2.268618,0.043512,0.426722,,,,,,,,,,,,,,,,,,,,,,,,
39,0.325000,-0.004924,0.926993,0.003094,0.375034,1.951511,0.216623,-1.862778,0.001414,1.912960,0.209256,-1.789364,0.758680,1.879733,0.209797,-1.821266,0.742608,2.024819,0.223682,-1.904752,0.813066,1.988530,0.223756,-1.935731,0.646778,1.912166,0.209168,-1.788773,1.879171,0.209709,-1.820418,2.025386,0.223752,-1.905263,1.989408,0.223873,-1.936779,2.268603,0.043498,0.426711,,,,,,,,,,,,,,,,,,,,,,,,
40,0.333333,-0.005277,0.926987,0.003063,0.375045,1.951501,0.216615,-1.862789,0.001386,1.912953,0.209248,-1.789373,0.751427,1.879727,0.209757,-1.821276,0.744665,2.024806,0.223706,-1.904762,0.808277,1.988518,0.223748,-1.935742,0.656791,1.912182,0.209159,-1.788799,1.879193,0.209676,-1.820458,2.025344,0.223776,-1.905244,1.989409,0.223863,-1.936814,2.268595,0.043502,0.426701,,,,,,,,,,,,,,,,,,,,,,,,
41,0.341667,-0.004690,0.926991,0.003215,0.375041,1.951494,0.216625,-1.862783,0.001387,1.912940,0.209242,-1.789372,0.758647,1.879714,0.209807,-1.821274,0.754869,2.024806,0.223675,-1.904752,0.818716,1.988517,0.223774,-1.935732,0.650374,1.912184,0.209152,-1.788814,1.879149,0.209726,-1.820415,2.025363,0.223750,-1.905252,1.989370,0.223880,-1.936762,2.268608,0.043510,0.426724,,,,,,,,,,,,,,,,,,,,,,,,
