Format Version,1.23,Take Name,FW_65,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.17.53.023 PM,Total Frames in Take,862,Total Exported Frames,862,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
210,1.750000,-0.001890,0.377973,0.000163,-0.925815,1.993263,0.218012,-1.909728,0.001674,2.032366,0.211546,-1.982934,0.602730,2.065381,0.212323,-1.950818,0.756296,1.919608,0.223912,-1.868185,0.637360,1.955697,0.224265,-1.836974,0.749697,,,,,,,,,,,,,,,,,,,,,2.033400,0.211332,-1.984121,2.066102,0.212302,-1.951474,1.918649,0.224103,-1.867113,1.954968,0.224292,-1.836288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1.758333,-0.001124,0.378093,0.001307,-0.925766,1.992649,0.217686,-1.909177,0.001587,2.031754,0.211074,-1.982370,0.602730,2.064762,0.211780,-1.950246,0.756296,1.919000,0.223807,-1.867656,0.637360,1.955082,0.224081,-1.836437,0.749697,,,,,,,,,,,,,,,,,,,,,2.032575,0.210909,-1.983282,2.065536,0.211750,-1.951011,1.918053,0.224002,-1.866537,1.954362,0.224104,-1.835779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.766667,-0.000071,0.378221,0.000868,-0.925715,1.991854,0.217424,-1.908357,0.001579,2.030978,0.210646,-1.981524,0.597101,2.063978,0.211425,-1.949392,0.787639,1.918193,0.223639,-1.866870,0.667113,1.954267,0.223985,-1.835642,0.773599,,,,,,,,,,,,,,,,,,,,,2.031997,0.210392,-1.982746,2.064626,0.211423,-1.949942,1.917312,0.223842,-1.865892,1.953607,0.223998,-1.835021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1.775000,0.000593,0.378347,0.000836,-0.925663,1.990879,0.217207,-1.907450,0.001520,2.030020,0.210320,-1.980597,0.538747,2.063012,0.211125,-1.948458,0.825711,1.917209,0.223507,-1.865991,0.685097,1.953274,0.223875,-1.834753,0.819741,,,,,,,,,,,,,,,,,,,,,2.031173,0.209944,-1.981988,2.063562,0.211162,-1.948884,1.916364,0.223740,-1.865087,1.952747,0.223866,-1.834261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.783333,0.001686,0.378383,0.000559,-0.925647,1.990019,0.217099,-1.906628,0.001466,2.029164,0.210036,-1.979757,0.538747,2.062153,0.210902,-1.947617,0.825711,1.916348,0.223514,-1.865189,0.685097,1.952412,0.223941,-1.833949,0.819741,,,,,,,,,,,,,,,,,,,,,2.030290,0.209628,-1.981090,2.062636,0.210963,-1.947986,1.915424,0.223792,-1.864268,1.951979,0.223907,-1.833505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1.791667,0.003125,0.378425,0.000958,-0.925626,1.989065,0.217059,-1.905679,0.001432,2.028203,0.209752,-1.978787,0.551834,2.061192,0.210634,-1.946646,0.847195,1.915403,0.223707,-1.864262,0.666488,1.951464,0.224142,-1.833020,0.844720,,,,,,,,,,,,,,,,,,,,,2.029201,0.209469,-1.979956,2.061707,0.210654,-1.947077,1.914480,0.223942,-1.863316,1.950980,0.224134,-1.832521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1.800000,0.004133,0.378156,0.001199,-0.925732,1.987915,0.217035,-1.904521,0.001540,2.027002,0.209558,-1.977640,0.672864,2.060010,0.210454,-1.945520,0.752267,1.914284,0.223842,-1.863073,0.656572,1.950364,0.224285,-1.831853,0.762320,,,,,,,,,,,,,,,,,,,,,2.027849,0.209385,-1.978622,2.060740,0.210409,-1.946187,1.913363,0.224020,-1.862070,1.949685,0.224329,-1.831189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1.808333,0.004880,0.377890,0.000937,-0.925837,1.986620,0.217048,-1.903130,0.001691,2.025665,0.209452,-1.976259,0.612522,2.058691,0.210396,-1.944159,0.739781,1.913014,0.223926,-1.861650,0.667993,1.949112,0.224416,-1.830451,0.716181,,,,,,,,,,,,,,,,,,,,,2.026686,0.209255,-1.977409,2.059458,0.210342,-1.944861,1.912146,0.224093,-1.860660,1.948273,0.224480,-1.829689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.816667,0.004833,0.378044,0.001236,-0.925774,1.985130,0.217164,-1.901410,0.001434,2.024195,0.209571,-1.974529,0.612522,2.057211,0.210488,-1.942417,0.739781,1.911513,0.224067,-1.859953,0.667993,1.947601,0.224529,-1.828742,0.716181,,,,,,,,,,,,,,,,,,,,,2.025494,0.209162,-1.976051,2.057644,0.210520,-1.942729,1.910865,0.224250,-1.859168,1.947108,0.224535,-1.828383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1.825000,0.005040,0.378351,0.002278,-0.925646,1.983790,0.217101,-1.899843,0.001587,2.022888,0.209456,-1.972939,0.489191,2.055884,0.210291,-1.940804,0.866233,1.910160,0.224141,-1.858433,0.741437,1.946227,0.224515,-1.827197,0.847670,,,,,,,,,,,,,,,,,,,,,2.023924,0.209109,-1.974252,2.056472,0.210308,-1.941270,1.909219,0.224427,-1.857325,1.945667,0.224510,-1.826705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.833333,0.005098,0.378184,0.002646,-0.925713,1.982226,0.217155,-1.898052,0.001733,2.021292,0.209495,-1.971163,0.615834,2.054301,0.210300,-1.939041,0.745957,1.908616,0.224242,-1.856615,0.592032,1.944694,0.224585,-1.825392,0.758303,,,,,,,,,,,,,,,,,,,,,2.022226,0.209233,-1.972355,2.055075,0.210279,-1.939698,1.907543,0.224516,-1.855416,1.944005,0.224606,-1.824714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1.841667,0.004437,0.378206,0.001890,-0.925709,1.980382,0.217162,-1.895937,0.001504,2.019467,0.209623,-1.969051,0.606912,2.052472,0.210470,-1.936927,0.806724,1.906757,0.224082,-1.854498,0.669949,1.942834,0.224472,-1.823273,0.800749,,,,,,,,,,,,,,,,,,,,,2.020423,0.209301,-1.970257,2.053075,0.210497,-1.937410,1.905890,0.224341,-1.853537,1.942258,0.224462,-1.822722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.850000,0.003512,0.378066,0.001883,-0.925770,1.978457,0.217096,-1.893758,0.001341,2.017524,0.209710,-1.966896,0.606912,2.050539,0.210525,-1.934780,0.806724,1.904839,0.223892,-1.852285,0.669949,1.940925,0.224255,-1.821070,0.800749,,,,,,,,,,,,,,,,,,,,,2.018915,0.209209,-1.968363,2.050882,0.210593,-1.935036,1.904080,0.224113,-1.851538,1.940580,0.224234,-1.820765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1.858333,0.003144,0.378175,0.002386,-0.925726,1.976434,0.216976,-1.891518,0.001556,2.015514,0.209642,-1.964655,0.479281,2.048522,0.210402,-1.932530,0.891595,1.902811,0.223777,-1.850055,0.728124,1.938890,0.224083,-1.818832,0.884744,,,,,,,,,,,,,,,,,,,,,2.016547,0.209345,-1.965877,2.049125,0.210409,-1.933051,1.901898,0.224022,-1.849028,1.938285,0.224088,-1.818271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1.866667,0.002498,0.378497,0.002662,-0.925595,1.974301,0.216853,-1.889128,0.001574,2.013433,0.209621,-1.962248,0.597935,2.046417,0.210336,-1.930099,0.791879,1.900650,0.223597,-1.847707,0.669185,1.936706,0.223859,-1.816458,0.784558,,,,,,,,,,,,,,,,,,,,,2.014387,0.209368,-1.963517,2.047083,0.210325,-1.930599,1.899744,0.223798,-1.846763,1.936105,0.223882,-1.815842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.875000,0.001472,0.378286,0.002168,-0.925685,1.972151,0.216619,-1.886842,0.001360,2.011261,0.209565,-1.959990,0.609640,2.044259,0.210286,-1.927855,0.865506,1.898507,0.223175,-1.845377,0.654808,1.934578,0.223451,-1.814144,0.862187,,,,,,,,,,,,,,,,,,,,,2.012253,0.209255,-1.961155,2.044680,0.210334,-1.928187,1.897546,0.223440,-1.844422,1.934206,0.223415,-1.813739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.883333,0.001699,0.378315,0.001701,-0.925674,1.969765,0.216569,-1.884232,0.001568,2.008884,0.209485,-1.957372,0.609640,2.041880,0.210254,-1.925236,0.865506,1.896113,0.223106,-1.842777,0.654808,1.932182,0.223430,-1.811542,0.862187,,,,,,,,,,,,,,,,,,,,,2.009804,0.209324,-1.958490,2.042589,0.210204,-1.925831,1.895387,0.223231,-1.841916,1.931359,0.223496,-1.810811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1.891667,0.000997,0.378762,0.001379,-0.925493,1.967176,0.216580,-1.881565,0.001335,2.006373,0.209617,-1.954675,0.533824,2.039337,0.210390,-1.922506,0.871115,1.893477,0.222990,-1.840174,0.767728,1.929515,0.223322,-1.808904,0.830587,,,,,,,,,,,,,,,,,,,,,2.007574,0.209278,-1.956061,2.039740,0.210427,-1.922826,1.892844,0.223150,-1.839513,1.929034,0.223325,-1.808427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1.900000,0.001017,0.378604,0.003268,-0.925552,1.964848,0.216479,-1.879343,0.001556,2.003997,0.209481,-1.952476,0.680804,2.036974,0.210092,-1.920318,0.748081,1.891186,0.223090,-1.837919,0.662325,1.927235,0.223252,-1.806660,0.763790,,,,,,,,,,,,,,,,,,,,,2.004787,0.209355,-1.953471,2.037747,0.210023,-1.920960,1.890232,0.223220,-1.836972,1.926596,0.223319,-1.805968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1.908333,0.000971,0.378792,0.001753,-0.925480,1.962146,0.216564,-1.876713,0.001294,2.001344,0.209599,-1.949823,0.680804,2.034306,0.210339,-1.917651,0.748081,1.888449,0.223010,-1.835325,0.662325,1.924485,0.223308,-1.804052,0.763790,,,,,,,,,,,,,,,,,,,,,2.002255,0.209308,-1.951018,2.034729,0.210389,-1.917918,1.887609,0.223239,-1.834434,1.924111,0.223274,-1.803678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.916667,0.001598,0.378897,0.000872,-0.925437,1.959440,0.216599,-1.874027,0.001489,1.998662,0.209546,-1.947115,0.617259,2.031616,0.210383,-1.914938,0.874507,1.885726,0.223036,-1.832667,0.688667,1.921755,0.223432,-1.801387,0.867456,,,,,,,,,,,,,,,,,,,,,1.999652,0.209336,-1.948345,2.032216,0.210362,-1.915417,1.884978,0.223183,-1.831825,1.921104,0.223470,-1.800778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1.925000,0.002074,0.378672,0.002155,-0.925526,1.956809,0.216532,-1.871477,0.001613,1.995977,0.209378,-1.944585,0.599169,2.028948,0.210121,-1.912423,0.790711,1.883133,0.223166,-1.830081,0.638145,1.919178,0.223461,-1.798818,0.787766,,,,,,,,,,,,,,,,,,,,,1.996948,0.209118,-1.945833,2.029600,0.210113,-1.912949,1.882224,0.223394,-1.828978,1.918537,0.223477,-1.798261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.933333,0.002825,0.378654,0.003093,-0.925529,1.954075,0.216542,-1.868744,0.001468,1.993223,0.209248,-1.941848,0.648467,2.026198,0.209937,-1.909688,0.806323,1.880416,0.223374,-1.827350,0.662659,1.916462,0.223607,-1.796089,0.806905,,,,,,,,,,,,,,,,,,,,,1.994065,0.209057,-1.942958,2.026811,0.209912,-1.910161,1.879549,0.223555,-1.826332,1.915889,0.223637,-1.795572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.941667,0.003028,0.378312,0.002359,-0.925670,1.951233,0.216450,-1.865978,0.001480,1.990336,0.209136,-1.939105,0.648467,2.023334,0.209894,-1.906970,0.806323,1.877597,0.223232,-1.824536,0.662659,1.913666,0.223538,-1.793301,0.806905,,,,,,,,,,,,,,,,,,,,,1.991130,0.208939,-1.940065,2.023934,0.209877,-1.907509,1.876557,0.223484,-1.823325,1.913122,0.223546,-1.792798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1.950000,0.003662,0.378197,0.001542,-0.925717,1.947952,0.216490,-1.862678,0.001643,1.987043,0.209085,-1.935802,0.684606,2.020049,0.209936,-1.903677,0.798247,1.874319,0.223271,-1.821229,0.596176,1.910396,0.223669,-1.790005,0.814553,,,,,,,,,,,,,,,,,,,,,1.988112,0.208818,-1.937090,2.020709,0.209920,-1.904233,1.873523,0.223470,-1.820209,1.909646,0.223699,-1.789403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1.958333,0.002345,0.378263,0.002878,-0.925691,1.945060,0.216361,-1.859704,0.001505,1.984153,0.209150,-1.932846,0.648293,2.017154,0.209841,-1.900714,0.837577,1.871431,0.223107,-1.818243,0.542330,1.907504,0.223345,-1.787012,0.840868,,,,,,,,,,,,,,,,,,,,,1.985039,0.208938,-1.933918,2.017630,0.209829,-1.901156,1.870251,0.223393,-1.816873,1.907051,0.223349,-1.786564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1.966667,0.002327,0.378266,0.001634,-0.925693,1.941717,0.216313,-1.856244,0.001693,1.980826,0.209127,-1.929381,0.612510,2.013825,0.209924,-1.897249,0.759102,1.868073,0.222927,-1.814790,0.622771,1.904144,0.223276,-1.783559,0.761416,,,,,,,,,,,,,,,,,,,,,1.981766,0.208899,-1.930592,2.014567,0.209898,-1.897863,1.867126,0.223145,-1.813635,1.903429,0.223306,-1.782928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1.975000,0.001695,0.377920,0.001495,-0.925836,1.938370,0.216264,-1.852649,0.001622,1.977430,0.209184,-1.925822,0.612510,2.010453,0.209971,-1.893714,0.759102,1.864752,0.222779,-1.811132,0.622771,1.900847,0.223122,-1.779928,0.761416,,,,,,,,,,,,,,,,,,,,,1.978824,0.208858,-1.927255,2.011027,0.209958,-1.894231,1.863796,0.222979,-1.810146,1.900290,0.223148,-1.779430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1.983333,0.000391,0.378538,0.003715,-0.925578,1.935246,0.216104,-1.849266,0.001574,1.974383,0.209201,-1.922414,0.493616,2.007364,0.209753,-1.890259,0.806676,1.861593,0.222679,-1.807821,0.652966,1.897646,0.222782,-1.776568,0.813234,,,,,,,,,,,,,,,,,,,,,1.975118,0.209104,-1.923344,2.008153,0.209666,-1.890948,1.860600,0.222805,-1.806650,1.896997,0.222856,-1.775972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1.991667,0.001677,0.378032,0.000426,-0.925791,1.931823,0.216092,-1.845585,0.001521,1.970914,0.209033,-1.918743,0.549441,2.003927,0.209910,-1.886628,0.810320,1.858182,0.222492,-1.804090,0.737569,1.894269,0.222931,-1.772878,0.765196,,,,,,,,,,,,,,,,,,,,,1.972098,0.208815,-1.920084,2.004502,0.209880,-1.887123,1.857459,0.222615,-1.803339,1.893599,0.222984,-1.772221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2.000000,0.001312,0.378361,0.002832,-0.925653,1.928704,0.216018,-1.842158,0.001529,1.967818,0.208979,-1.915305,0.641367,2.000812,0.209638,-1.883164,0.790850,1.855060,0.222623,-1.800700,0.629984,1.891126,0.222833,-1.769461,0.796034,,,,,,,,,,,,,,,,,,,,,1.968731,0.208771,-1.916392,2.001437,0.209618,-1.883720,1.854093,0.222835,-1.799600,1.890532,0.222854,-1.768902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2.008333,0.002418,0.378253,0.002696,-0.925695,1.925379,0.215923,-1.838602,0.001551,1.964471,0.208703,-1.911743,0.641367,1.997473,0.209412,-1.879612,0.790850,1.851749,0.222660,-1.797141,0.629984,1.887822,0.222916,-1.765911,0.796034,,,,,,,,,,,,,,,,,,,,,1.965482,0.208498,-1.913007,1.998107,0.209378,-1.880117,1.850966,0.222806,-1.796258,1.887141,0.222966,-1.765278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.016667,0.003005,0.377976,0.002807,-0.925806,1.921982,0.215953,-1.834963,0.001638,1.961026,0.208635,-1.908121,0.559647,1.994048,0.209355,-1.876010,0.801389,1.848382,0.222780,-1.793465,0.611373,1.884474,0.223044,-1.762257,0.801190,,,,,,,,,,,,,,,,,,,,,1.962163,0.208290,-1.909422,1.994635,0.209364,-1.876545,1.847403,0.223070,-1.792293,1.883870,0.223045,-1.761739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2.025000,0.003191,0.378202,0.005260,-0.925703,1.918492,0.215926,-1.831201,0.001771,1.957539,0.208535,-1.904350,0.652617,1.990547,0.209052,-1.872221,0.712046,1.844903,0.223034,-1.789730,0.580318,1.880980,0.223082,-1.758503,0.740450,,,,,,,,,,,,,,,,,,,,,1.958389,0.208369,-1.905437,1.991410,0.208980,-1.872981,1.843811,0.223234,-1.788471,1.880238,0.223146,-1.757780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2.033333,0.003325,0.378202,0.002688,-0.925713,1.914701,0.215959,-1.827095,0.001482,1.953781,0.208591,-1.900228,0.652617,1.986787,0.209331,-1.868102,0.712046,1.841081,0.222816,-1.785637,0.580318,1.877158,0.223100,-1.754411,0.740450,,,,,,,,,,,,,,,,,,,,,1.954907,0.208334,-1.901564,1.987341,0.209317,-1.868557,1.840348,0.222963,-1.784895,1.876557,0.223140,-1.753791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2.041667,0.003203,0.378130,0.003243,-0.925741,1.911024,0.215943,-1.823234,0.001744,1.950085,0.208584,-1.896379,0.558578,1.983097,0.209274,-1.864257,0.820596,1.837416,0.222841,-1.781761,0.736736,1.873497,0.223072,-1.750541,0.783932,,,,,,,,,,,,,,,,,,,,,1.951141,0.208316,-1.897639,1.983804,0.209249,-1.864894,1.836334,0.223103,-1.780530,1.872819,0.223099,-1.749895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.050000,0.001844,0.378614,0.004211,-0.925543,1.907180,0.215895,-1.819252,0.001409,1.946314,0.208744,-1.892379,0.715190,1.979292,0.209304,-1.860220,0.783217,1.833534,0.222715,-1.777835,0.659153,1.869582,0.222817,-1.746576,0.814743,,,,,,,,,,,,,,,,,,,,,1.946954,0.208613,-1.893312,1.980003,0.209256,-1.860713,1.832601,0.222869,-1.776852,1.869060,0.222857,-1.746052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2.058333,0.003513,0.378226,0.000012,-0.925707,1.903149,0.215914,-1.815045,0.001505,1.942266,0.208560,-1.888160,0.552971,1.975267,0.209536,-1.856035,0.822512,1.829495,0.222514,-1.773605,0.800517,1.865569,0.223046,-1.742380,0.715301,,,,,,,,,,,,,,,,,,,,,1.943411,0.208382,-1.889522,1.975811,0.209488,-1.856488,1.828974,0.222594,-1.773006,1.864744,0.223134,-1.741599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2.066667,0.002147,0.378892,0.003361,-0.925432,1.899368,0.215786,-1.811104,0.001525,1.938555,0.208599,-1.884199,0.552971,1.971512,0.209242,-1.852021,0.822512,1.825687,0.222556,-1.769739,0.800517,1.861717,0.222744,-1.738458,0.715301,,,,,,,,,,,,,,,,,,,,,1.939378,0.208378,-1.885311,1.972133,0.209232,-1.852502,1.824738,0.222794,-1.768574,1.861147,0.222753,-1.737963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2.075000,0.003308,0.378599,0.002696,-0.925551,1.895454,0.215653,-1.806902,0.001588,1.934596,0.208286,-1.880002,0.649583,1.967575,0.209026,-1.847847,0.803836,1.821798,0.222508,-1.765507,0.619580,1.857848,0.222791,-1.734250,0.811126,,,,,,,,,,,,,,,,,,,,,1.935509,0.208078,-1.881190,1.968272,0.208993,-1.848397,1.820858,0.222696,-1.764488,1.857218,0.222830,-1.733629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.083333,0.003574,0.378674,0.004210,-0.925514,1.891381,0.215544,-1.802559,0.001656,1.930514,0.208108,-1.875658,0.574078,1.963489,0.208728,-1.843497,0.784217,1.817738,0.222593,-1.761173,0.642384,1.853784,0.222748,-1.729910,0.781915,,,,,,,,,,,,,,,,,,,,,1.931526,0.207757,-1.876982,1.964169,0.208746,-1.844027,1.816830,0.222873,-1.760104,1.853133,0.222745,-1.729329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2.091667,0.004196,0.378434,0.003515,-0.925612,1.887244,0.215388,-1.798131,0.001597,1.926344,0.207862,-1.871238,0.519540,1.959335,0.208562,-1.839096,0.805213,1.813617,0.222447,-1.756718,0.710310,1.849679,0.222683,-1.725474,0.788818,,,,,,,,,,,,,,,,,,,,,1.927527,0.207518,-1.872713,1.959955,0.208560,-1.839567,1.812836,0.222636,-1.755883,1.849064,0.222712,-1.724896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2.100000,0.003452,0.378482,0.004739,-0.925590,1.883100,0.215168,-1.793664,0.001734,1.922196,0.207743,-1.866783,0.519540,1.955185,0.208313,-1.834635,0.805213,1.809480,0.222256,-1.752243,0.710310,1.845539,0.222359,-1.720994,0.788818,,,,,,,,,,,,,,,,,,,,,1.923212,0.207401,-1.868097,1.955882,0.208318,-1.835211,1.808395,0.222583,-1.751010,1.844912,0.222359,-1.720390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2.108333,0.001983,0.378843,0.004455,-0.925448,1.878681,0.214995,-1.788939,0.001616,1.917847,0.207817,-1.862045,0.575972,1.950809,0.208361,-1.829870,0.773790,1.805017,0.221859,-1.747558,0.581248,1.841051,0.221943,-1.716281,0.782339,,,,,,,,,,,,,,,,,,,,,1.918819,0.207524,-1.863306,1.951429,0.208363,-1.830368,1.804011,0.222137,-1.746379,1.840473,0.221946,-1.715753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2.116667,0.000674,0.378527,0.004106,-0.925581,1.874080,0.214916,-1.783960,0.001519,1.913208,0.207961,-1.857108,0.595522,1.946191,0.208489,-1.824954,0.814623,1.800434,0.221570,-1.742516,0.647900,1.836488,0.221646,-1.711263,0.814564,,,,,,,,,,,,,,,,,,,,,1.914180,0.207637,-1.858361,1.946780,0.208519,-1.825404,1.799490,0.221840,-1.741506,1.835962,0.221628,-1.710740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2.125000,0.000533,0.378089,0.003250,-0.925764,1.869465,0.214831,-1.779048,0.001506,1.908535,0.207913,-1.852231,0.578238,1.941548,0.208509,-1.820108,0.805282,1.795846,0.221376,-1.737536,0.714920,1.831930,0.221525,-1.706318,0.768493,,,,,,,,,,,,,,,,,,,,,1.909665,0.207708,-1.853467,1.942122,0.208478,-1.820633,1.795073,0.221512,-1.736709,1.831262,0.221573,-1.705678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2.133333,0.000283,0.377741,0.004821,-0.925899,1.865094,0.214908,-1.774313,0.001766,1.904091,0.208005,-1.847536,0.578238,1.937129,0.208459,-1.815437,0.805282,1.791524,0.221584,-1.732735,0.714920,1.827631,0.221583,-1.701543,0.768493,,,,,,,,,,,,,,,,,,,,,1.905308,0.207675,-1.848953,1.937898,0.208453,-1.816085,1.790618,0.221794,-1.731815,1.826865,0.221610,-1.700792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2.141667,0.001759,0.377677,0.004826,-0.925923,1.860743,0.214839,-1.769619,0.001994,1.899722,0.207692,-1.842829,0.496134,1.932765,0.208196,-1.810736,0.691670,1.787188,0.221712,-1.728049,0.631425,1.823300,0.221755,-1.696863,0.701867,,,,,,,,,,,,,,,,,,,,,1.901002,0.207499,-1.844373,1.933714,0.208100,-1.811518,1.786151,0.221849,-1.727010,1.822454,0.221851,-1.696027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2.150000,0.001056,0.378080,0.005866,-0.925754,1.856369,0.214925,-1.764825,0.001578,1.895402,0.207876,-1.838015,0.533467,1.928417,0.208267,-1.805892,0.861900,1.782786,0.221814,-1.723305,0.561403,1.818870,0.221742,-1.692087,0.871902,,,,,,,,,,,,,,,,,,,,,1.896505,0.207418,-1.839449,1.928867,0.208323,-1.806208,1.781626,0.222221,-1.722054,1.818508,0.221696,-1.691727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2.158333,0.002978,0.378082,0.004372,-0.925757,1.851626,0.214827,-1.759825,0.001557,1.890667,0.207486,-1.832982,0.533467,1.923682,0.208071,-1.800862,0.861900,1.778035,0.221814,-1.718336,0.561403,1.814120,0.221935,-1.687119,0.871902,,,,,,,,,,,,,,,,,,,,,1.891947,0.207185,-1.834524,1.924253,0.208052,-1.801295,1.777272,0.221962,-1.717554,1.813573,0.221976,-1.686595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2.166667,0.003884,0.377602,0.004033,-0.925951,1.846902,0.214722,-1.754768,0.001840,1.885865,0.207239,-1.827952,0.493309,1.918914,0.207884,-1.795868,0.820879,1.773354,0.221794,-1.713216,0.724386,1.809472,0.221973,-1.682037,0.810315,,,,,,,,,,,,,,,,,,,,,1.887271,0.206937,-1.829576,1.919692,0.207831,-1.796492,1.772429,0.221950,-1.712380,1.808786,0.222040,-1.681322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
