Format Version,1.23,Take Name,BW_65,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-04 04.42.04.445 PM,Total Frames in Take,751,Total Exported Frames,751,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
141,1.175000,-0.005101,0.925143,0.002051,0.379580,1.984552,0.217679,-1.900789,0.001388,1.945278,0.210478,-1.827742,0.741857,1.912367,0.210969,-1.859970,0.754901,2.058273,0.224620,-1.942054,0.791751,2.022289,0.224648,-1.973388,0.694078,1.944477,0.210400,-1.827096,1.911783,0.210872,-1.859189,2.058907,0.224683,-1.942590,2.023061,0.224767,-1.974330,2.268551,0.043506,0.426675,,,,,,,,,,,,,,,,,,
142,1.183333,-0.005331,0.925133,0.002048,0.379601,1.984540,0.217674,-1.900770,0.001364,1.945266,0.210469,-1.827724,0.736535,1.912356,0.210941,-1.859954,0.768423,2.058259,0.224639,-1.942033,0.797441,2.022278,0.224646,-1.973369,0.698238,1.944446,0.210398,-1.827066,1.911812,0.210840,-1.859211,2.058877,0.224692,-1.942554,2.023037,0.224773,-1.974299,2.268544,0.043522,0.426673,,,,,,,,,,,,,,,,,,
143,1.191667,-0.005357,0.925120,0.002021,0.379632,1.984562,0.217678,-1.900787,0.001356,1.945283,0.210477,-1.827743,0.736535,1.912375,0.210946,-1.859975,0.768423,2.058284,0.224642,-1.942045,0.797441,2.022305,0.224646,-1.973384,0.698238,1.944489,0.210409,-1.827096,1.911813,0.210842,-1.859224,2.058895,0.224694,-1.942568,2.023072,0.224775,-1.974310,2.268543,0.043509,0.426681,,,,,,,,,,,,,,,,,,
144,1.200000,-0.005203,0.925144,0.001983,0.379576,1.984545,0.217696,-1.900775,0.001400,1.945273,0.210504,-1.827727,0.743301,1.912361,0.210985,-1.859955,0.764101,2.058265,0.224639,-1.942042,0.798517,2.022281,0.224656,-1.973377,0.697548,1.944468,0.210430,-1.827081,1.911771,0.210883,-1.859161,2.058907,0.224699,-1.942583,2.023056,0.224779,-1.974326,2.268552,0.043519,0.426664,,,,,,,,,,,,,,,,,,
145,1.208333,-0.005425,0.925116,0.002007,0.379640,1.984542,0.217691,-1.900783,0.001368,1.945263,0.210492,-1.827739,0.741268,1.912356,0.210954,-1.859972,0.751462,2.058265,0.224661,-1.942040,0.789570,2.022285,0.224658,-1.973379,0.691984,1.944445,0.210430,-1.827061,1.911802,0.210844,-1.859241,2.058895,0.224706,-1.942570,2.023039,0.224795,-1.974304,2.268547,0.043527,0.426690,,,,,,,,,,,,,,,,,,
146,1.216667,-0.005050,0.925137,0.002069,0.379593,1.984553,0.217667,-1.900789,0.001378,1.945276,0.210464,-1.827745,0.733983,1.912366,0.210960,-1.859974,0.769136,2.058275,0.224605,-1.942052,0.793807,2.022293,0.224638,-1.973387,0.699883,1.944466,0.210396,-1.827091,1.911796,0.210854,-1.859207,2.058917,0.224658,-1.942595,2.023044,0.224766,-1.974304,2.268542,0.043526,0.426676,,,,,,,,,,,,,,,,,,
147,1.225000,-0.005198,0.925136,0.002034,0.379595,1.984561,0.217664,-1.900804,0.001386,1.945286,0.210464,-1.827759,0.736369,1.912375,0.210947,-1.859988,0.759321,2.058282,0.224614,-1.942068,0.790915,2.022299,0.224632,-1.973403,0.696934,1.944462,0.210397,-1.827103,1.911810,0.210840,-1.859216,2.058916,0.224666,-1.942610,2.023068,0.224763,-1.974331,2.268557,0.043501,0.426685,,,,,,,,,,,,,,,,,,
148,1.233333,-0.005489,0.925125,0.001972,0.379619,1.984539,0.217671,-1.900792,0.001366,1.945264,0.210476,-1.827746,0.733130,1.912355,0.210931,-1.859977,0.769938,2.058259,0.224643,-1.942054,0.794753,2.022278,0.224633,-1.973392,0.700425,1.944436,0.210413,-1.827075,1.911811,0.210823,-1.859243,2.058884,0.224689,-1.942584,2.023034,0.224769,-1.974311,2.268541,0.043511,0.426656,,,,,,,,,,,,,,,,,,
149,1.241667,-0.005388,0.925118,0.001977,0.379637,1.984556,0.217666,-1.900805,0.001376,1.945276,0.210473,-1.827761,0.735764,1.912369,0.210937,-1.859993,0.765743,2.058278,0.224628,-1.942063,0.794202,2.022299,0.224628,-1.973402,0.696228,1.944460,0.210406,-1.827093,1.911811,0.210831,-1.859248,2.058909,0.224679,-1.942590,2.023059,0.224760,-1.974341,2.268550,0.043515,0.426682,,,,,,,,,,,,,,,,,,
150,1.250000,-0.005034,0.925145,0.002146,0.379575,1.984545,0.217660,-1.900792,0.001368,1.945271,0.210445,-1.827747,0.750124,1.912360,0.210945,-1.859974,0.754776,2.058265,0.224607,-1.942056,0.794978,2.022281,0.224644,-1.973390,0.696477,1.944505,0.210371,-1.827110,1.911765,0.210846,-1.859201,2.058891,0.224667,-1.942583,2.023045,0.224764,-1.974326,2.268535,0.043542,0.426695,,,,,,,,,,,,,,,,,,
151,1.258333,-0.005094,0.925154,0.002113,0.379551,1.984548,0.217662,-1.900799,0.001373,1.945279,0.210451,-1.827751,0.750124,1.912366,0.210945,-1.859977,0.754776,2.058266,0.224611,-1.942068,0.794978,2.022281,0.224641,-1.973400,0.696477,1.944476,0.210391,-1.827088,1.911793,0.210830,-1.859222,2.058900,0.224656,-1.942607,2.023040,0.224780,-1.974324,2.268552,0.043495,0.426671,,,,,,,,,,,,,,,,,,
152,1.266667,-0.005344,0.925121,0.001990,0.379630,1.984531,0.217664,-1.900781,0.001378,1.945253,0.210469,-1.827736,0.739180,1.912345,0.210937,-1.859968,0.761334,2.058254,0.224623,-1.942040,0.791679,2.022274,0.224627,-1.973378,0.699056,1.944444,0.210395,-1.827086,1.911782,0.210838,-1.859206,2.058866,0.224679,-1.942560,2.023062,0.224753,-1.974333,2.268546,0.043519,0.426675,,,,,,,,,,,,,,,,,,
153,1.275000,-0.005211,0.925141,0.002080,0.379582,1.984538,0.217674,-1.900796,0.001374,1.945265,0.210466,-1.827750,0.739948,1.912354,0.210949,-1.859978,0.761851,2.058257,0.224630,-1.942061,0.798648,2.022274,0.224649,-1.973396,0.688867,1.944478,0.210389,-1.827119,1.911780,0.210854,-1.859200,2.058868,0.224692,-1.942576,2.023057,0.224769,-1.974352,2.268539,0.043529,0.426665,,,,,,,,,,,,,,,,,,
154,1.283333,-0.005378,0.925120,0.002103,0.379632,1.984535,0.217677,-1.900767,0.001336,1.945258,0.210463,-1.827724,0.747348,1.912350,0.210932,-1.859956,0.772261,2.058257,0.224654,-1.942024,0.807777,2.022277,0.224659,-1.973363,0.692344,1.944473,0.210384,-1.827093,1.911817,0.210844,-1.859223,2.058839,0.224714,-1.942524,2.023058,0.224776,-1.974307,2.268532,0.043533,0.426678,,,,,,,,,,,,,,,,,,
155,1.291667,-0.005241,0.925136,0.002181,0.379593,1.984571,0.217667,-1.900806,0.001355,1.945298,0.210442,-1.827762,0.740821,1.912387,0.210926,-1.859991,0.767852,2.058290,0.224640,-1.942068,0.796497,2.022308,0.224660,-1.973404,0.702934,1.944494,0.210380,-1.827111,1.911839,0.210818,-1.859249,2.058913,0.224687,-1.942590,2.023052,0.224793,-1.974321,2.268533,0.043523,0.426665,,,,,,,,,,,,,,,,,,
156,1.300000,-0.004904,0.925148,0.002186,0.379568,1.984546,0.217697,-1.900785,0.001371,1.945273,0.210477,-1.827740,0.743820,1.912361,0.210990,-1.859967,0.758325,2.058268,0.224636,-1.942049,0.793526,2.022284,0.224686,-1.973383,0.698892,1.944479,0.210406,-1.827096,1.911785,0.210888,-1.859198,2.058896,0.224692,-1.942583,2.023044,0.224810,-1.974308,2.268545,0.043507,0.426669,,,,,,,,,,,,,,,,,,
157,1.308333,-0.005299,0.925122,0.001989,0.379628,1.984560,0.217673,-1.900799,0.001398,1.945281,0.210479,-1.827755,0.737178,1.912373,0.210951,-1.859987,0.757527,2.058283,0.224627,-1.942058,0.794510,2.022303,0.224635,-1.973397,0.685915,1.944465,0.210402,-1.827096,1.911797,0.210852,-1.859213,2.058909,0.224686,-1.942587,2.023097,0.224760,-1.974362,2.268541,0.043536,0.426693,,,,,,,,,,,,,,,,,,
158,1.316667,-0.005408,0.925121,0.001919,0.379629,1.984567,0.217653,-1.900811,0.001407,1.945289,0.210469,-1.827765,0.737178,1.912381,0.210929,-1.859997,0.757527,2.058289,0.224609,-1.942071,0.794510,2.022310,0.224606,-1.973409,0.685915,1.944474,0.210390,-1.827094,1.911795,0.210832,-1.859226,2.058927,0.224671,-1.942603,2.023100,0.224729,-1.974382,2.268530,0.043540,0.426682,,,,,,,,,,,,,,,,,,
159,1.325000,-0.005258,0.925143,0.002018,0.379576,1.984549,0.217660,-1.900794,0.001392,1.945278,0.210462,-1.827746,0.735377,1.912366,0.210939,-1.859974,0.756544,2.058268,0.224613,-1.942061,0.791697,2.022284,0.224626,-1.973395,0.685125,1.944461,0.210398,-1.827079,1.911793,0.210827,-1.859211,2.058901,0.224662,-1.942594,2.023062,0.224765,-1.974348,2.268540,0.043505,0.426674,,,,,,,,,,,,,,,,,,
160,1.333333,-0.005063,0.925150,0.002141,0.379562,1.984542,0.217666,-1.900794,0.001378,1.945272,0.210451,-1.827748,0.735936,1.912359,0.210949,-1.859974,0.759872,2.058262,0.224616,-1.942061,0.792680,2.022277,0.224650,-1.973394,0.690534,1.944492,0.210373,-1.827116,1.911773,0.210855,-1.859192,2.058887,0.224680,-1.942581,2.023045,0.224766,-1.974346,2.268540,0.043505,0.426669,,,,,,,,,,,,,,,,,,
161,1.341667,-0.005400,0.925135,0.002009,0.379594,1.984555,0.217631,-1.900806,0.001370,1.945283,0.210432,-1.827759,0.748252,1.912372,0.210896,-1.859989,0.754429,2.058274,0.224598,-1.942071,0.796017,2.022292,0.224598,-1.973407,0.692833,1.944486,0.210357,-1.827112,1.911813,0.210799,-1.859235,2.058885,0.224655,-1.942580,2.023067,0.224722,-1.974367,2.268543,0.043522,0.426669,,,,,,,,,,,,,,,,,,
162,1.350000,-0.005034,0.925145,0.002119,0.379574,1.984569,0.217643,-1.900821,0.001395,1.945296,0.210432,-1.827775,0.739000,1.912384,0.210932,-1.860003,0.752841,2.058290,0.224587,-1.942086,0.787223,2.022306,0.224623,-1.973420,0.695889,1.944487,0.210361,-1.827119,1.911792,0.210826,-1.859218,2.058933,0.224644,-1.942640,2.023080,0.224750,-1.974349,2.268548,0.043532,0.426674,,,,,,,,,,,,,,,,,,
163,1.358333,-0.005379,0.925133,0.001970,0.379601,1.984550,0.217651,-1.900797,0.001378,1.945276,0.210458,-1.827750,0.733566,1.912366,0.210923,-1.859980,0.768208,2.058270,0.224610,-1.942061,0.797983,2.022288,0.224611,-1.973397,0.690184,1.944454,0.210395,-1.827075,1.911815,0.210813,-1.859243,2.058889,0.224655,-1.942578,2.023064,0.224752,-1.974353,2.268543,0.043524,0.426673,,,,,,,,,,,,,,,,,,
164,1.366667,-0.005353,0.925140,0.002005,0.379584,1.984563,0.217665,-1.900808,0.001391,1.945292,0.210467,-1.827760,0.731076,1.912381,0.210935,-1.859989,0.761673,2.058281,0.224627,-1.942074,0.787429,2.022298,0.224630,-1.973409,0.697417,1.944462,0.210407,-1.827078,1.911809,0.210820,-1.859235,2.058927,0.224672,-1.942626,2.023065,0.224771,-1.974335,2.268534,0.043498,0.426662,,,,,,,,,,,,,,,,,,
165,1.375000,-0.005226,0.925138,0.001991,0.379589,1.984557,0.217670,-1.900794,0.001398,1.945284,0.210477,-1.827747,0.731989,1.912373,0.210955,-1.859976,0.759654,2.058278,0.224616,-1.942059,0.788875,2.022295,0.224631,-1.973395,0.693503,1.944453,0.210410,-1.827073,1.911800,0.210846,-1.859212,2.058920,0.224667,-1.942605,2.023071,0.224766,-1.974334,2.268529,0.043517,0.426687,,,,,,,,,,,,,,,,,,
166,1.383333,-0.005207,0.925126,0.001976,0.379619,1.984565,0.217678,-1.900800,0.001412,1.945286,0.210488,-1.827755,0.731989,1.912377,0.210967,-1.859986,0.759654,2.058288,0.224621,-1.942060,0.788875,2.022307,0.224637,-1.973397,0.693503,1.944467,0.210414,-1.827088,1.911789,0.210864,-1.859206,2.058949,0.224680,-1.942605,2.023072,0.224763,-1.974351,2.268543,0.043523,0.426675,,,,,,,,,,,,,,,,,,
167,1.391667,-0.005155,0.925140,0.002065,0.379587,1.984553,0.217672,-1.900788,0.001395,1.945279,0.210468,-1.827742,0.735167,1.912368,0.210955,-1.859971,0.754380,2.058273,0.224621,-1.942052,0.785426,2.022290,0.224645,-1.973387,0.692840,1.944458,0.210398,-1.827088,1.911794,0.210850,-1.859190,2.058919,0.224677,-1.942597,2.023054,0.224772,-1.974320,2.268538,0.043515,0.426669,,,,,,,,,,,,,,,,,,
168,1.400000,-0.005135,0.925143,0.002043,0.379578,1.984571,0.217679,-1.900807,0.001403,1.945298,0.210478,-1.827760,0.736934,1.912386,0.210967,-1.859988,0.756332,2.058291,0.224623,-1.942072,0.788309,2.022308,0.224647,-1.973407,0.696945,1.944490,0.210407,-1.827105,1.911798,0.210862,-1.859202,2.058934,0.224679,-1.942611,2.023085,0.224775,-1.974362,2.268539,0.043520,0.426661,,,,,,,,,,,,,,,,,,
169,1.408333,-0.005270,0.925133,0.001934,0.379601,1.984553,0.217673,-1.900781,0.001415,1.945277,0.210488,-1.827734,0.736186,1.912367,0.210961,-1.859964,0.751464,2.058274,0.224616,-1.942045,0.789431,2.022292,0.224625,-1.973382,0.683212,1.944463,0.210412,-1.827067,1.911768,0.210859,-1.859178,2.058913,0.224676,-1.942590,2.023095,0.224753,-1.974353,2.268541,0.043522,0.426676,,,,,,,,,,,,,,,,,,
170,1.416667,-0.005199,0.925140,0.002008,0.379585,1.984588,0.217651,-1.900833,0.001407,1.945315,0.210456,-1.827786,0.734070,1.912404,0.210937,-1.860015,0.755802,2.058309,0.224597,-1.942098,0.787346,2.022326,0.224615,-1.973433,0.691396,1.944493,0.210383,-1.827115,1.911819,0.210834,-1.859240,2.058958,0.224655,-1.942645,2.023103,0.224743,-1.974384,2.268540,0.043518,0.426679,,,,,,,,,,,,,,,,,,
171,1.425000,-0.005343,0.925143,0.002083,0.379575,1.984555,0.217665,-1.900788,0.001379,1.945285,0.210455,-1.827740,0.732835,1.912373,0.210927,-1.859968,0.767887,2.058272,0.224636,-1.942054,0.794681,2.022288,0.224644,-1.973389,0.695907,1.944456,0.210397,-1.827069,1.911827,0.210812,-1.859226,2.058903,0.224678,-1.942578,2.023046,0.224788,-1.974329,2.268536,0.043512,0.426678,,,,,,,,,,,,,,,,,,
172,1.433333,-0.005220,0.925123,0.002060,0.379625,1.984564,0.217668,-1.900804,0.001371,1.945284,0.210464,-1.827761,0.743746,1.912376,0.210945,-1.859992,0.760498,2.058287,0.224623,-1.942062,0.798142,2.022307,0.224641,-1.973400,0.693150,1.944487,0.210388,-1.827121,1.911811,0.210848,-1.859225,2.058903,0.224682,-1.942581,2.023080,0.224762,-1.974346,2.268539,0.043501,0.426691,,,,,,,,,,,,,,,,,,
173,1.441667,-0.005301,0.925136,0.001946,0.379593,1.984587,0.217644,-1.900818,0.001409,1.945313,0.210457,-1.827770,0.743746,1.912403,0.210927,-1.860000,0.760498,2.058307,0.224592,-1.942083,0.798142,2.022325,0.224599,-1.973419,0.693150,1.944484,0.210381,-1.827097,1.911824,0.210826,-1.859226,2.058944,0.224651,-1.942624,2.023122,0.224727,-1.974383,2.268545,0.043513,0.426679,,,,,,,,,,,,,,,,,,
174,1.450000,-0.005393,0.925116,0.002001,0.379642,1.984588,0.217649,-1.900835,0.001382,1.945308,0.210451,-1.827792,0.732185,1.912401,0.210915,-1.860024,0.756996,2.058311,0.224614,-1.942092,0.790814,2.022332,0.224614,-1.973431,0.685715,1.944504,0.210380,-1.827135,1.911830,0.210813,-1.859263,2.058927,0.224668,-1.942612,2.023122,0.224745,-1.974393,2.268548,0.043512,0.426687,,,,,,,,,,,,,,,,,,
175,1.458333,-0.005020,0.925154,0.002108,0.379553,1.984572,0.217654,-1.900814,0.001399,1.945302,0.210445,-1.827767,0.739902,1.912388,0.210945,-1.859993,0.760622,2.058291,0.224594,-1.942082,0.797954,2.022306,0.224631,-1.973415,0.687248,1.944490,0.210376,-1.827097,1.911796,0.210836,-1.859219,2.058950,0.224649,-1.942638,2.023064,0.224761,-1.974344,2.268534,0.043525,0.426683,,,,,,,,,,,,,,,,,,
176,1.466667,-0.005464,0.925125,0.001966,0.379618,1.984562,0.217668,-1.900807,0.001369,1.945287,0.210475,-1.827761,0.736477,1.912378,0.210932,-1.859993,0.754861,2.058282,0.224636,-1.942069,0.784044,2.022302,0.224628,-1.973407,0.698418,1.944461,0.210408,-1.827092,1.911836,0.210827,-1.859257,2.058902,0.224684,-1.942588,2.023064,0.224762,-1.974345,2.268545,0.043510,0.426671,,,,,,,,,,,,,,,,,,
177,1.475000,-0.005026,0.925159,0.001768,0.379542,1.984579,0.217670,-1.900790,0.001372,1.945309,0.210517,-1.827737,0.744395,1.912395,0.211005,-1.859963,0.759504,2.058299,0.224566,-1.942064,0.796125,2.022313,0.224592,-1.973396,0.695033,1.944518,0.210441,-1.827094,1.911822,0.210911,-1.859196,2.058923,0.224627,-1.942586,2.023078,0.224710,-1.974339,2.268540,0.043530,0.426664,,,,,,,,,,,,,,,,,,
178,1.483333,-0.004785,0.925107,0.000181,0.379677,1.984619,0.217700,-1.900899,0.001337,1.945315,0.210813,-1.827839,0.766859,1.912412,0.211266,-1.860076,0.755020,2.058363,0.224361,-1.942169,0.807397,2.022387,0.224360,-1.973512,0.697868,1.944576,0.210731,-1.827276,1.911852,0.211192,-1.859275,2.058956,0.224430,-1.942656,2.023135,0.224452,-1.974456,2.268543,0.043516,0.426676,,,,,,,,,,,,,,,,,,
179,1.491667,-0.005107,0.925020,-0.001385,0.379882,1.984441,0.217693,-1.900717,0.001350,1.945099,0.211059,-1.827654,0.757330,1.912211,0.211431,-1.859908,0.763454,2.058208,0.224181,-1.941974,0.814919,2.022246,0.224103,-1.973333,0.673957,1.944334,0.210965,-1.827064,1.911670,0.211374,-1.859133,2.058765,0.224256,-1.942456,2.023080,0.224185,-1.974333,2.268547,0.043520,0.426674,,,,,,,,,,,,,,,,,,
180,1.500000,-0.004245,0.924998,-0.001908,0.379943,1.984205,0.217690,-1.900368,0.001277,1.944840,0.211157,-1.827308,0.776152,1.911957,0.211584,-1.859566,0.765720,2.057990,0.224018,-1.941617,0.819833,2.022032,0.224002,-1.972981,0.699434,1.944128,0.211065,-1.826773,1.911428,0.211536,-1.858794,2.058524,0.224096,-1.942095,2.022809,0.224067,-1.973897,2.268542,0.043497,0.426672,,,,,,,,,,,,,,,,,,
181,1.508333,-0.004282,0.924933,-0.001853,0.380102,1.983736,0.217652,-1.899714,0.001205,1.944347,0.211109,-1.826668,0.776152,1.911475,0.211535,-1.858937,0.765720,2.057534,0.223991,-1.940937,0.819833,2.021587,0.223973,-1.972314,0.699434,1.943603,0.211031,-1.826063,1.911028,0.211477,-1.858295,2.058042,0.224050,-1.941410,2.022317,0.224058,-1.973161,2.268541,0.043512,0.426671,,,,,,,,,,,,,,,,,,
182,1.516667,-0.003440,0.924896,-0.001537,0.380202,1.983224,0.217607,-1.898948,0.001196,1.943811,0.211026,-1.825919,0.759646,1.910946,0.211535,-1.858195,0.803819,2.057040,0.223899,-1.940148,0.825984,2.021100,0.223967,-1.971532,0.719639,1.943051,0.210970,-1.825287,1.910516,0.211455,-1.857574,2.057535,0.223934,-1.940624,2.021832,0.224078,-1.972369,2.268539,0.043508,0.426677,,,,,,,,,,,,,,,,,,
183,1.525000,-0.003973,0.924883,-0.001478,0.380229,1.982408,0.217548,-1.897856,0.001300,1.942997,0.210948,-1.824827,0.752450,1.910134,0.211413,-1.857105,0.810117,2.056220,0.223904,-1.939053,0.828221,2.020281,0.223926,-1.970439,0.720682,1.942153,0.210854,-1.824087,1.909716,0.211360,-1.856510,2.056720,0.223961,-1.939487,2.021101,0.224023,-1.971452,2.268536,0.043514,0.426691,,,,,,,,,,,,,,,,,,
184,1.533333,-0.003252,0.924849,-0.000721,0.380320,1.981511,0.217524,-1.896705,0.001292,1.942082,0.210812,-1.823697,0.747712,1.909225,0.211365,-1.855980,0.797524,2.055336,0.223905,-1.937876,0.830338,2.019403,0.224015,-1.969269,0.663862,1.941329,0.210749,-1.823027,1.908730,0.211282,-1.855344,2.055837,0.223943,-1.938332,2.020275,0.224147,-1.970284,2.268544,0.043527,0.426679,,,,,,,,,,,,,,,,,,
185,1.541667,-0.001188,0.924922,0.000529,0.380154,1.980664,0.217461,-1.895588,0.001321,1.941241,0.210579,-1.822591,0.795380,1.908375,0.211352,-1.854860,0.734853,2.054491,0.223790,-1.936761,0.829908,2.018548,0.224125,-1.968140,0.657077,1.940579,0.210517,-1.822114,1.907774,0.211262,-1.853990,2.054976,0.223843,-1.937236,2.019471,0.224240,-1.969148,2.268548,0.043529,0.426691,,,,,,,,,,,,,,,,,,
186,1.550000,0.000317,0.925024,0.000525,0.379909,1.979789,0.217421,-1.894449,0.001493,1.940386,0.210565,-1.821439,0.681483,1.907505,0.211466,-1.853689,0.751992,2.053612,0.223590,-1.935654,0.740263,2.017653,0.224061,-1.967013,0.711615,1.939389,0.210585,-1.820646,1.906916,0.211285,-1.852911,2.054368,0.223573,-1.936366,2.018426,0.224255,-1.967847,2.268540,0.043514,0.426675,,,,,,,,,,,,,,,,,,
187,1.558333,0.000277,0.925024,-0.000417,0.379908,1.978636,0.217544,-1.893079,0.001549,1.939229,0.210843,-1.820057,0.695800,1.906348,0.211708,-1.852309,0.731708,2.052463,0.223593,-1.934296,0.748741,2.016504,0.224031,-1.965656,0.682388,1.938272,0.210800,-1.819307,1.905711,0.211574,-1.851456,2.053217,0.223628,-1.934959,2.017329,0.224182,-1.966610,2.268541,0.043505,0.426661,,,,,,,,,,,,,,,,,,
188,1.566667,-0.001346,0.924856,-0.001382,0.380312,1.977416,0.217628,-1.891718,0.001291,1.937961,0.211058,-1.818710,0.695800,1.905106,0.211751,-1.850993,0.731708,2.051265,0.223720,-1.932888,0.748741,2.015333,0.223982,-1.964281,0.682388,1.937110,0.211008,-1.818064,1.904683,0.211660,-1.850330,2.051792,0.223748,-1.933359,2.016123,0.224113,-1.965211,2.268547,0.043501,0.426669,,,,,,,,,,,,,,,,,,
189,1.575000,-0.003273,0.924573,-0.002313,0.380983,1.976032,0.217711,-1.890267,0.001167,1.936489,0.211261,-1.817296,0.732624,1.903679,0.211757,-1.849628,0.802222,2.049923,0.223884,-1.931349,0.823236,2.014036,0.223943,-1.962794,0.693079,1.935663,0.211178,-1.816574,1.903411,0.211711,-1.849117,2.050270,0.223921,-1.931697,2.014840,0.224044,-1.963787,2.268543,0.043524,0.426663,,,,,,,,,,,,,,,,,,
190,1.583333,-0.002017,0.924568,-0.002140,0.381006,1.974668,0.217681,-1.888800,0.001310,1.935107,0.211224,-1.815839,0.725111,1.902301,0.211833,-1.848172,0.855325,2.048575,0.223744,-1.929870,0.876890,2.012690,0.223922,-1.961317,0.679602,1.934454,0.211070,-1.815294,1.901758,0.211878,-1.847457,2.049031,0.223890,-1.930271,2.013680,0.223866,-1.962471,2.268539,0.043515,0.426656,,,,,,,,,,,,,,,,,,
191,1.591667,-0.002117,0.924405,-0.002596,0.381398,1.972965,0.217692,-1.887124,0.001465,1.933341,0.211309,-1.814191,0.783879,1.900562,0.211893,-1.846553,0.775356,2.046907,0.223706,-1.928138,0.843922,2.011049,0.223861,-1.959615,0.619627,1.932580,0.211188,-1.813541,1.899973,0.211881,-1.845848,2.047431,0.223809,-1.928609,2.012244,0.223889,-1.960911,2.268552,0.043526,0.426698,,,,,,,,,,,,,,,,,,
192,1.600000,0.000097,0.924413,-0.000957,0.381392,1.971123,0.217711,-1.885287,0.001336,1.931482,0.211096,-1.812384,0.736184,1.898705,0.211927,-1.844742,0.779644,2.045082,0.223708,-1.926273,0.797220,2.009224,0.224113,-1.957749,0.713630,1.930658,0.211031,-1.811728,1.898188,0.211843,-1.844033,2.045713,0.223757,-1.926781,2.009934,0.224218,-1.958641,2.268543,0.043527,0.426665,,,,,,,,,,,,,,,,,,
193,1.608333,-0.001677,0.924064,-0.000834,0.382232,1.969233,0.217634,-1.883421,0.001221,1.929482,0.210967,-1.810583,0.749520,1.896761,0.211651,-1.843001,0.826345,2.043246,0.223834,-1.924279,0.856562,2.007444,0.224083,-1.955821,0.670922,1.928737,0.210919,-1.809914,1.896370,0.211565,-1.842433,2.043682,0.223850,-1.924652,2.008254,0.224228,-1.956848,2.268545,0.043512,0.426683,,,,,,,,,,,,,,,,,,
194,1.616667,-0.002690,0.923858,-0.001601,0.382722,1.967323,0.217416,-1.881541,0.001528,1.927503,0.210858,-1.808731,0.702415,1.894815,0.211428,-1.841185,0.745103,2.041371,0.223623,-1.922335,0.773896,2.005603,0.223756,-1.953914,0.649568,1.926595,0.210780,-1.807964,1.894171,0.211334,-1.840401,2.042061,0.223681,-1.922916,2.006512,0.223883,-1.954973,2.268538,0.043512,0.426679,,,,,,,,,,,,,,,,,,
195,1.625000,-0.003654,0.923524,-0.001390,0.383520,1.965099,0.217307,-1.879380,0.001348,1.925166,0.210696,-1.806636,0.744211,1.892534,0.211192,-1.839147,0.798526,2.039205,0.223644,-1.920048,0.838002,2.003491,0.223697,-1.951689,0.629762,1.924363,0.210537,-1.806022,1.892088,0.211212,-1.838476,2.039697,0.223774,-1.920449,2.004433,0.223687,-1.952832,2.268538,0.043511,0.426678,,,,,,,,,,,,,,,,,,
196,1.633333,-0.003511,0.923133,-0.001602,0.384463,1.963001,0.217220,-1.877252,0.001435,1.922917,0.210646,-1.804588,0.744211,1.890352,0.211146,-1.837166,0.798526,2.037193,0.223514,-1.917770,0.838002,2.001544,0.223574,-1.949484,0.629762,1.922076,0.210511,-1.803908,1.889767,0.211126,-1.836422,2.037763,0.223621,-1.918277,2.002534,0.223616,-1.950572,2.268531,0.043512,0.426656,,,,,,,,,,,,,,,,,,
197,1.641667,-0.002175,0.922692,-0.001912,0.385528,1.961062,0.217103,-1.875103,0.001593,1.920792,0.210604,-1.802535,0.727409,1.888303,0.211207,-1.835187,0.763595,2.035364,0.223216,-1.915446,0.807625,1.999788,0.223386,-1.947243,0.632198,1.919861,0.210552,-1.801770,1.887609,0.211080,-1.834353,2.036090,0.223253,-1.916055,2.000751,0.223551,-1.948338,2.268533,0.043519,0.426683,,,,,,,,,,,,,,,,,,
198,1.650000,-0.002298,0.922486,-0.002114,0.386017,1.958756,0.217036,-1.872556,0.001348,1.918410,0.210568,-1.800027,0.698570,1.885956,0.211153,-1.832715,0.726884,2.033101,0.223135,-1.912823,0.763050,1.997559,0.223288,-1.944657,0.633103,1.917568,0.210451,-1.799387,1.885480,0.211125,-1.832031,2.033631,0.223223,-1.913274,1.998455,0.223344,-1.945692,2.268538,0.043519,0.426686,,,,,,,,,,,,,,,,,,
