Format Version,1.23,Take Name,BW_55,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-04 04.40.27.257 PM,Total Frames in Take,748,Total Exported Frames,748,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
26,0.216667,-0.004530,0.935564,0.002079,0.353123,1.991993,0.217692,-1.897708,0.001610,1.956928,0.210516,-1.822549,0.658283,1.922239,0.211048,-1.852854,0.729795,2.063257,0.224565,-1.943096,0.718348,2.025550,0.224637,-1.972335,0.686237,1.955971,0.210483,-1.821692,1.921630,0.210884,-1.851953,2.064069,0.224595,-1.943874,2.026269,0.224811,-1.973302,2.268570,0.043508,0.426703,,,,,,,,,,,,,,,,,,,,,,,,
27,0.225000,-0.004652,0.935559,0.002072,0.353133,1.991990,0.217697,-1.897705,0.001597,1.956924,0.210521,-1.822546,0.674956,1.922235,0.211042,-1.852852,0.732270,2.063252,0.224582,-1.943092,0.717429,2.025547,0.224642,-1.972332,0.701728,1.955960,0.210497,-1.821674,1.921639,0.210875,-1.851978,2.064069,0.224604,-1.943873,2.026250,0.224820,-1.973279,2.268554,0.043519,0.426694,,,,,,,,,,,,,,,,,,,,,,,,
28,0.233333,-0.004575,0.935550,0.002062,0.353158,1.991990,0.217691,-1.897718,0.001593,1.956920,0.210518,-1.822561,0.677627,1.922232,0.211045,-1.852869,0.730871,2.063256,0.224568,-1.943101,0.719486,2.025552,0.224634,-1.972343,0.700908,1.955961,0.210492,-1.821699,1.921636,0.210879,-1.851988,2.064064,0.224591,-1.943879,2.026261,0.224811,-1.973290,2.268553,0.043499,0.426694,,,,,,,,,,,,,,,,,,,,,,,,
29,0.241667,-0.004605,0.935554,0.002104,0.353148,1.992008,0.217675,-1.897725,0.001607,1.956940,0.210494,-1.822567,0.671597,1.922252,0.211020,-1.852874,0.730607,2.063273,0.224560,-1.943109,0.712922,2.025568,0.224625,-1.972349,0.702280,1.955967,0.210479,-1.821684,1.921651,0.210844,-1.851997,2.064101,0.224574,-1.943904,2.026272,0.224810,-1.973291,2.268557,0.043496,0.426707,,,,,,,,,,,,,,,,,,,,,,,,
30,0.250000,-0.004856,0.935557,0.001872,0.353138,1.992011,0.217666,-1.897746,0.001628,1.956946,0.210521,-1.822584,0.660004,1.922257,0.211018,-1.852890,0.732021,2.063272,0.224545,-1.943136,0.719340,2.025567,0.224581,-1.972376,0.689035,1.955936,0.210506,-1.821673,1.921660,0.210842,-1.852018,2.064081,0.224558,-1.943915,2.026310,0.224774,-1.973355,2.268556,0.043504,0.426691,,,,,,,,,,,,,,,,,,,,,,,,
31,0.258333,-0.004804,0.935534,0.001973,0.353198,1.991995,0.217652,-1.897731,0.001620,1.956921,0.210491,-1.822574,0.660004,1.922236,0.210995,-1.852885,0.732021,2.063263,0.224539,-1.943110,0.719340,2.025561,0.224583,-1.972354,0.689035,1.955929,0.210470,-1.821680,1.921640,0.210824,-1.852012,2.064084,0.224557,-1.943885,2.026280,0.224768,-1.973326,2.268561,0.043517,0.426693,,,,,,,,,,,,,,,,,,,,,,,,
32,0.266667,-0.004784,0.935543,0.001968,0.353175,1.992002,0.217647,-1.897747,0.001615,1.956931,0.210487,-1.822589,0.666214,1.922245,0.210993,-1.852898,0.732269,2.063268,0.224532,-1.943130,0.717700,2.025565,0.224577,-1.972373,0.694342,1.955954,0.210449,-1.821713,1.921639,0.210835,-1.852008,2.064063,0.224565,-1.943899,2.026309,0.224751,-1.973356,2.268556,0.043517,0.426701,,,,,,,,,,,,,,,,,,,,,,,,
33,0.275000,-0.004868,0.935533,0.001935,0.353200,1.991998,0.217649,-1.897752,0.001614,1.956924,0.210493,-1.822594,0.671806,1.922239,0.210991,-1.852906,0.727893,2.063265,0.224537,-1.943131,0.723233,2.025564,0.224574,-1.972376,0.688533,1.955941,0.210456,-1.821706,1.921640,0.210832,-1.852031,2.064060,0.224567,-1.943892,2.026308,0.224750,-1.973366,2.268549,0.043519,0.426698,,,,,,,,,,,,,,,,,,,,,,,,
34,0.283333,-0.004632,0.935538,0.002079,0.353189,1.992005,0.217655,-1.897751,0.001587,1.956931,0.210478,-1.822596,0.678895,1.922246,0.211001,-1.852906,0.732010,2.063274,0.224539,-1.943130,0.719661,2.025572,0.224601,-1.972373,0.702157,1.955979,0.210459,-1.821734,1.921649,0.210828,-1.852032,2.064082,0.224556,-1.943907,2.026276,0.224784,-1.973317,2.268562,0.043521,0.426696,,,,,,,,,,,,,,,,,,,,,,,,
35,0.291667,-0.004919,0.935537,0.001904,0.353190,1.991993,0.217648,-1.897740,0.001626,1.956921,0.210497,-1.822581,0.670533,1.922236,0.210989,-1.852892,0.726645,2.063259,0.224538,-1.943122,0.723552,2.025557,0.224569,-1.972366,0.683375,1.955945,0.210455,-1.821697,1.921623,0.210833,-1.852000,2.064056,0.224573,-1.943887,2.026311,0.224742,-1.973369,2.268571,0.043534,0.426695,,,,,,,,,,,,,,,,,,,,,,,,
