Format Version,1.23,Take Name,Take 2021-05-03 03.06.08 PM_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.02.20.549 PM,Total Frames in Take,1371,Total Exported Frames,1371,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
102,0.850000,-0.009257,0.304953,-0.002165,-0.952320,1.979165,0.219149,-1.906492,0.001684,2.006521,0.213920,-1.984942,0.597850,2.044102,0.214709,-1.958312,0.766679,1.912778,0.223778,-1.853984,0.655545,1.953260,0.224188,-1.828730,0.760650,,,,,,,,,,,,,,,,,,,,,2.007311,0.213717,-1.986436,2.044737,0.214706,-1.958972,1.912076,0.223930,-1.852854,1.952659,0.224202,-1.827986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.858333,-0.008903,0.304938,-0.002660,-0.952327,1.979165,0.219142,-1.906484,0.001663,2.006523,0.213856,-1.984929,0.574417,2.044104,0.214698,-1.958301,0.770975,1.912776,0.223774,-1.853979,0.665258,1.953258,0.224238,-1.828726,0.760793,,,,,,,,,,,,,,,,,,,,,2.007286,0.213652,-1.986338,2.044747,0.214702,-1.958987,1.912096,0.223933,-1.852874,1.952626,0.224245,-1.827947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.866667,-0.009310,0.304984,-0.001973,-0.952310,1.979169,0.219182,-1.906488,0.001609,2.006528,0.213961,-1.984937,0.623424,2.044107,0.214732,-1.958305,0.769260,1.912780,0.223822,-1.853983,0.669332,1.953260,0.224213,-1.828727,0.761449,,,,,,,,,,,,,,,,,,,,,2.007232,0.213805,-1.986259,2.044740,0.214717,-1.958977,1.912087,0.223956,-1.852864,1.952665,0.224234,-1.827981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.875000,-0.008933,0.304893,-0.002693,-0.952341,1.979176,0.219157,-1.906495,0.001661,2.006527,0.213877,-1.984942,0.582110,2.044111,0.214721,-1.958318,0.772307,1.912792,0.223782,-1.853983,0.673359,1.953276,0.224248,-1.828735,0.754746,,,,,,,,,,,,,,,,,,,,,2.007330,0.213649,-1.986391,2.044729,0.214733,-1.958986,1.912115,0.223952,-1.852878,1.952653,0.224249,-1.827977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.883333,-0.008896,0.304897,-0.002707,-0.952340,1.979168,0.219164,-1.906481,0.001664,2.006520,0.213878,-1.984928,0.582110,2.044103,0.214725,-1.958304,0.772307,1.912783,0.223793,-1.853970,0.673359,1.953267,0.224262,-1.828722,0.754746,,,,,,,,,,,,,,,,,,,,,2.007268,0.213682,-1.986325,2.044752,0.214726,-1.958992,1.912119,0.223948,-1.852863,1.952620,0.224271,-1.827942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.891667,-0.009275,0.304982,-0.002040,-0.952311,1.979177,0.219204,-1.906510,0.001640,2.006536,0.213978,-1.984959,0.611527,2.044115,0.214755,-1.958327,0.766330,1.912788,0.223843,-1.854005,0.670572,1.953268,0.224241,-1.828749,0.754628,,,,,,,,,,,,,,,,,,,,,2.007263,0.213819,-1.986323,2.044757,0.214738,-1.959007,1.912105,0.223974,-1.852886,1.952649,0.224265,-1.827988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.900000,-0.008974,0.304889,-0.002531,-0.952342,1.979169,0.219173,-1.906486,0.001654,2.006518,0.213899,-1.984935,0.598972,2.044102,0.214728,-1.958311,0.766293,1.912787,0.223808,-1.853973,0.666538,1.953271,0.224258,-1.828724,0.754960,,,,,,,,,,,,,,,,,,,,,2.007276,0.213686,-1.986332,2.044739,0.214737,-1.958994,1.912083,0.223978,-1.852853,1.952662,0.224259,-1.827956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.908333,-0.008932,0.304950,-0.002619,-0.952323,1.979198,0.219135,-1.906530,0.001655,2.006557,0.213855,-1.984975,0.598972,2.044137,0.214692,-1.958346,0.766293,1.912807,0.223768,-1.854026,0.666538,1.953289,0.224227,-1.828772,0.754960,,,,,,,,,,,,,,,,,,,,,2.007283,0.213649,-1.986367,2.044788,0.214699,-1.959022,1.912123,0.223933,-1.852905,1.952671,0.224230,-1.828011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0.916667,-0.008936,0.304966,-0.002591,-0.952318,1.979171,0.219142,-1.906521,0.001651,2.006533,0.213862,-1.984965,0.604065,2.044112,0.214697,-1.958335,0.765489,1.912779,0.223776,-1.854019,0.669031,1.953259,0.224232,-1.828765,0.754854,,,,,,,,,,,,,,,,,,,,,2.007259,0.213651,-1.986355,2.044762,0.214707,-1.959011,1.912094,0.223945,-1.852907,1.952643,0.224233,-1.827999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.925000,-0.008954,0.304913,-0.002598,-0.952335,1.979159,0.219147,-1.906501,0.001672,2.006512,0.213870,-1.984949,0.588566,2.044094,0.214705,-1.958323,0.765892,1.912773,0.223777,-1.853992,0.666320,1.953256,0.224234,-1.828742,0.753691,,,,,,,,,,,,,,,,,,,,,2.007288,0.213639,-1.986381,2.044734,0.214719,-1.959006,1.912073,0.223956,-1.852870,1.952639,0.224232,-1.827973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.933333,-0.009338,0.305004,-0.002009,-0.952303,1.979178,0.219145,-1.906539,0.001616,2.006541,0.213930,-1.984987,0.618546,2.044119,0.214702,-1.958354,0.770295,1.912787,0.223778,-1.854036,0.672298,1.953266,0.224171,-1.828778,0.760040,,,,,,,,,,,,,,,,,,,,,2.007248,0.213770,-1.986330,2.044753,0.214689,-1.959018,1.912107,0.223912,-1.852924,1.952663,0.224193,-1.828032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.941667,-0.009265,0.304969,-0.001941,-0.952315,1.979178,0.219138,-1.906547,0.001644,2.006535,0.213910,-1.984997,0.618546,2.044115,0.214679,-1.958366,0.770295,1.912792,0.223787,-1.854041,0.672298,1.953273,0.224176,-1.828786,0.760040,,,,,,,,,,,,,,,,,,,,,2.007252,0.213760,-1.986341,2.044771,0.214657,-1.959064,1.912096,0.223914,-1.852922,1.952653,0.224205,-1.828006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.950000,-0.008951,0.304920,-0.002590,-0.952332,1.979160,0.219123,-1.906509,0.001665,2.006514,0.213846,-1.984956,0.617208,2.044096,0.214680,-1.958330,0.760560,1.912773,0.223755,-1.854001,0.669193,1.953256,0.224212,-1.828750,0.750913,,,,,,,,,,,,,,,,,,,,,2.007304,0.213609,-1.986403,2.044722,0.214696,-1.958999,1.912080,0.223935,-1.852882,1.952644,0.224208,-1.827996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.958333,-0.009192,0.304918,-0.002222,-0.952332,1.979176,0.219131,-1.906532,0.001653,2.006527,0.213891,-1.984983,0.603298,2.044109,0.214687,-1.958357,0.765072,1.912793,0.223764,-1.854020,0.678331,1.953276,0.224180,-1.828769,0.747720,,,,,,,,,,,,,,,,,,,,,2.007270,0.213733,-1.986376,2.044756,0.214667,-1.959038,1.912124,0.223888,-1.852928,1.952640,0.224209,-1.827986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.966667,-0.008955,0.304930,-0.002620,-0.952329,1.979173,0.219115,-1.906519,0.001660,2.006529,0.213838,-1.984965,0.588657,2.044110,0.214675,-1.958338,0.769543,1.912785,0.223743,-1.854012,0.670411,1.953267,0.224202,-1.828761,0.756153,,,,,,,,,,,,,,,,,,,,,2.007303,0.213620,-1.986400,2.044743,0.214683,-1.959008,1.912089,0.223910,-1.852905,1.952659,0.224206,-1.827998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.975000,-0.008967,0.304914,-0.002624,-0.952334,1.979189,0.219109,-1.906534,0.001655,2.006543,0.213834,-1.984982,0.588657,2.044125,0.214671,-1.958356,0.769543,1.912803,0.223736,-1.854025,0.670411,1.953286,0.224195,-1.828775,0.756153,,,,,,,,,,,,,,,,,,,,,2.007310,0.213626,-1.986398,2.044760,0.214677,-1.959030,1.912122,0.223896,-1.852926,1.952664,0.224201,-1.828004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.983333,-0.008923,0.304908,-0.002663,-0.952336,1.979205,0.219105,-1.906551,0.001669,2.006559,0.213823,-1.984998,0.594113,2.044141,0.214665,-1.958372,0.768458,1.912819,0.223734,-1.854042,0.674232,1.953303,0.224198,-1.828792,0.752304,,,,,,,,,,,,,,,,,,,,,2.007329,0.213616,-1.986423,2.044782,0.214669,-1.959054,1.912139,0.223894,-1.852931,1.952671,0.224206,-1.828017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.991667,-0.009086,0.304906,-0.002505,-0.952336,1.979217,0.219097,-1.906557,0.001614,2.006568,0.213842,-1.985006,0.599503,2.044151,0.214665,-1.958381,0.779022,1.912832,0.223719,-1.854045,0.675534,1.953316,0.224164,-1.828795,0.765008,,,,,,,,,,,,,,,,,,,,,2.007316,0.213618,-1.986405,2.044760,0.214682,-1.959021,1.912155,0.223893,-1.852952,1.952728,0.224159,-1.828063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.000000,-0.009272,0.304945,-0.002129,-0.952322,1.979207,0.219130,-1.906549,0.001640,2.006561,0.213904,-1.984999,0.605735,2.044142,0.214689,-1.958370,0.769204,1.912821,0.223761,-1.854039,0.669951,1.953303,0.224167,-1.828786,0.757441,,,,,,,,,,,,,,,,,,,,,2.007298,0.213735,-1.986383,2.044777,0.214676,-1.959040,1.912133,0.223897,-1.852921,1.952694,0.224188,-1.828031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1.008333,-0.009267,0.304940,-0.002351,-0.952324,1.979198,0.219140,-1.906539,0.001628,2.006553,0.213914,-1.984989,0.605735,2.044134,0.214718,-1.958361,0.769204,1.912810,0.223750,-1.854030,0.669951,1.953292,0.224177,-1.828777,0.757441,,,,,,,,,,,,,,,,,,,,,2.007317,0.213730,-1.986384,2.044751,0.214714,-1.959021,1.912148,0.223892,-1.852946,1.952671,0.224192,-1.828017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1.016667,-0.009027,0.304962,-0.002351,-0.952319,1.979235,0.219110,-1.906571,0.001666,2.006594,0.213844,-1.985017,0.615511,2.044174,0.214655,-1.958387,0.757215,1.912846,0.223754,-1.854066,0.653943,1.953327,0.224186,-1.828812,0.754944,,,,,,,,,,,,,,,,,,,,,2.007304,0.213651,-1.986367,2.044841,0.214656,-1.959093,1.912123,0.223921,-1.852898,1.952717,0.224192,-1.828045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1.025000,-0.009045,0.304959,-0.002458,-0.952320,1.979225,0.219115,-1.906555,0.001651,2.006584,0.213853,-1.985001,0.591510,2.044164,0.214673,-1.958371,0.772602,1.912835,0.223747,-1.854051,0.663164,1.953316,0.224189,-1.828796,0.763394,,,,,,,,,,,,,,,,,,,,,2.007349,0.213622,-1.986427,2.044789,0.214689,-1.959032,1.912127,0.223928,-1.852919,1.952726,0.224184,-1.828056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1.033333,-0.008909,0.304918,-0.002559,-0.952333,1.979208,0.219122,-1.906538,0.001675,2.006562,0.213837,-1.984985,0.591510,2.044143,0.214670,-1.958359,0.772602,1.912822,0.223763,-1.854030,0.663164,1.953305,0.224217,-1.828779,0.763394,,,,,,,,,,,,,,,,,,,,,2.007332,0.213624,-1.986417,2.044789,0.214676,-1.959043,1.912120,0.223929,-1.852906,1.952688,0.224223,-1.828008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.041667,-0.008937,0.304874,-0.002630,-0.952347,1.979204,0.219122,-1.906532,0.001653,2.006551,0.213843,-1.984981,0.589921,2.044135,0.214681,-1.958358,0.764777,1.912822,0.223753,-1.854017,0.666272,1.953307,0.224213,-1.828770,0.753111,,,,,,,,,,,,,,,,,,,,,2.007308,0.213635,-1.986379,2.044773,0.214688,-1.959040,1.912137,0.223917,-1.852909,1.952685,0.224217,-1.827999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1.050000,-0.009008,0.304919,-0.002357,-0.952333,1.979217,0.219122,-1.906561,0.001680,2.006569,0.213853,-1.985009,0.594931,2.044151,0.214665,-1.958383,0.762897,1.912833,0.223768,-1.854051,0.656900,1.953316,0.224202,-1.828800,0.755814,,,,,,,,,,,,,,,,,,,,,2.007324,0.213637,-1.986426,2.044802,0.214674,-1.959073,1.912117,0.223944,-1.852893,1.952705,0.224203,-1.828038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.058333,-0.009295,0.304924,-0.001927,-0.952329,1.979210,0.219147,-1.906542,0.001648,2.006559,0.213924,-1.984995,0.610456,2.044142,0.214691,-1.958368,0.764862,1.912829,0.223794,-1.854029,0.658999,1.953312,0.224181,-1.828778,0.759999,,,,,,,,,,,,,,,,,,,,,2.007282,0.213756,-1.986365,2.044789,0.214678,-1.959050,1.912105,0.223936,-1.852881,1.952720,0.224201,-1.828022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1.066667,-0.008982,0.304912,-0.002465,-0.952335,1.979230,0.219110,-1.906565,0.001646,2.006582,0.213837,-1.985013,0.610456,2.044164,0.214659,-1.958387,0.764862,1.912846,0.223749,-1.854055,0.658999,1.953329,0.224193,-1.828804,0.759999,,,,,,,,,,,,,,,,,,,,,2.007312,0.213643,-1.986384,2.044809,0.214661,-1.959070,1.912158,0.223907,-1.852936,1.952712,0.224201,-1.828039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1.075000,-0.008975,0.304902,-0.002639,-0.952338,1.979206,0.219102,-1.906556,0.001655,2.006558,0.213829,-1.985004,0.608604,2.044140,0.214667,-1.958379,0.765251,1.912821,0.223726,-1.854045,0.669381,1.953304,0.224187,-1.828795,0.754097,,,,,,,,,,,,,,,,,,,,,2.007323,0.213613,-1.986411,2.044778,0.214678,-1.959060,1.912139,0.223894,-1.852948,1.952679,0.224188,-1.828018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.083333,-0.008928,0.304957,-0.002582,-0.952321,1.979218,0.219091,-1.906565,0.001689,2.006578,0.213810,-1.985009,0.596757,2.044158,0.214644,-1.958380,0.758856,1.912827,0.223727,-1.854062,0.659944,1.953308,0.224183,-1.828808,0.750985,,,,,,,,,,,,,,,,,,,,,2.007324,0.213595,-1.986424,2.044822,0.214652,-1.959079,1.912121,0.223900,-1.852913,1.952682,0.224185,-1.828033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1.091667,-0.009347,0.304929,-0.001978,-0.952327,1.979203,0.219133,-1.906553,0.001633,2.006553,0.213918,-1.985005,0.608062,2.044136,0.214688,-1.958378,0.769827,1.912821,0.223767,-1.854040,0.669529,1.953303,0.224157,-1.828788,0.759072,,,,,,,,,,,,,,,,,,,,,2.007286,0.213742,-1.986380,2.044769,0.214680,-1.959046,1.912128,0.223911,-1.852923,1.952702,0.224173,-1.828036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.100000,-0.008972,0.304923,-0.002558,-0.952331,1.979188,0.219119,-1.906535,0.001664,2.006542,0.213844,-1.984982,0.608062,2.044124,0.214675,-1.958356,0.769827,1.912801,0.223751,-1.854027,0.669529,1.953284,0.224204,-1.828776,0.759072,,,,,,,,,,,,,,,,,,,,,2.007287,0.213635,-1.986377,2.044777,0.214684,-1.959046,1.912113,0.223918,-1.852914,1.952656,0.224206,-1.827996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1.108333,-0.009182,0.304955,-0.002092,-0.952320,1.979213,0.219127,-1.906564,0.001661,2.006569,0.213886,-1.985013,0.601250,2.044149,0.214670,-1.958384,0.762461,1.912827,0.223774,-1.854056,0.670217,1.953309,0.224179,-1.828803,0.749632,,,,,,,,,,,,,,,,,,,,,2.007306,0.213725,-1.986393,2.044805,0.214652,-1.959079,1.912141,0.223904,-1.852944,1.952675,0.224205,-1.828016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1.116667,-0.008953,0.304936,-0.002459,-0.952328,1.979229,0.219092,-1.906582,0.001669,2.006585,0.213814,-1.985028,0.602108,2.044166,0.214637,-1.958401,0.760434,1.912842,0.223736,-1.854075,0.665045,1.953324,0.224180,-1.828823,0.749036,,,,,,,,,,,,,,,,,,,,,2.007339,0.213608,-1.986415,2.044818,0.214643,-1.959103,1.912141,0.223903,-1.852946,1.952696,0.224184,-1.828040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1.125000,-0.008971,0.304883,-0.002654,-0.952344,1.979230,0.219101,-1.906576,0.001641,2.006579,0.213827,-1.985025,0.595540,2.044163,0.214666,-1.958401,0.773659,1.912847,0.223724,-1.854062,0.673038,1.953331,0.224186,-1.828815,0.759826,,,,,,,,,,,,,,,,,,,,,2.007331,0.213610,-1.986441,2.044788,0.214677,-1.959056,1.912171,0.223892,-1.852955,1.952724,0.224187,-1.828070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1.133333,-0.008887,0.304933,-0.002581,-0.952329,1.979218,0.219114,-1.906569,0.001692,2.006575,0.213826,-1.985014,0.595540,2.044156,0.214662,-1.958387,0.773659,1.912831,0.223756,-1.854063,0.673038,1.953313,0.224213,-1.828811,0.759826,,,,,,,,,,,,,,,,,,,,,2.007337,0.213618,-1.986435,2.044817,0.214666,-1.959091,1.912129,0.223922,-1.852924,1.952677,0.224220,-1.828025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1.141667,-0.009031,0.304906,-0.002404,-0.952337,1.979228,0.219113,-1.906576,0.001653,2.006578,0.213848,-1.985025,0.604961,2.044161,0.214664,-1.958400,0.764936,1.912844,0.223751,-1.854064,0.660055,1.953328,0.224189,-1.828815,0.758019,,,,,,,,,,,,,,,,,,,,,2.007319,0.213638,-1.986405,2.044803,0.214672,-1.959086,1.912126,0.223925,-1.852923,1.952729,0.224190,-1.828054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1.150000,-0.009243,0.304962,-0.002102,-0.952317,1.979234,0.219138,-1.906580,0.001644,2.006591,0.213907,-1.985029,0.613308,2.044171,0.214690,-1.958399,0.763690,1.912847,0.223775,-1.854073,0.670772,1.953328,0.224179,-1.828818,0.752801,,,,,,,,,,,,,,,,,,,,,2.007309,0.213751,-1.986390,2.044823,0.214671,-1.959083,1.912161,0.223903,-1.852956,1.952708,0.224206,-1.828049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1.158333,-0.008932,0.304934,-0.002533,-0.952328,1.979223,0.219119,-1.906569,0.001690,2.006579,0.213838,-1.985015,0.613308,2.044161,0.214668,-1.958388,0.763690,1.912836,0.223759,-1.854062,0.670772,1.953318,0.224211,-1.828810,0.752801,,,,,,,,,,,,,,,,,,,,,2.007349,0.213621,-1.986439,2.044815,0.214676,-1.959090,1.912118,0.223934,-1.852912,1.952698,0.224213,-1.828034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.166667,-0.009252,0.304958,-0.002062,-0.952319,1.979215,0.219152,-1.906558,0.001657,2.006571,0.213922,-1.985008,0.591787,2.044152,0.214702,-1.958378,0.759966,1.912829,0.223791,-1.854050,0.658082,1.953310,0.224192,-1.828796,0.751550,,,,,,,,,,,,,,,,,,,,,2.007292,0.213760,-1.986374,2.044808,0.214686,-1.959071,1.912122,0.223928,-1.852909,1.952697,0.224215,-1.828028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1.175000,-0.009238,0.304941,-0.002146,-0.952324,1.979220,0.219144,-1.906570,0.001659,2.006573,0.213912,-1.985020,0.608235,2.044155,0.214700,-1.958392,0.761076,1.912834,0.223778,-1.854060,0.672557,1.953316,0.224186,-1.828807,0.747602,,,,,,,,,,,,,,,,,,,,,2.007304,0.213750,-1.986397,2.044812,0.214683,-1.959085,1.912154,0.223909,-1.852949,1.952681,0.224211,-1.828023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1.183333,-0.009239,0.304960,-0.001990,-0.952318,1.979235,0.219120,-1.906590,0.001670,2.006590,0.213888,-1.985040,0.611568,2.044170,0.214661,-1.958410,0.756365,1.912849,0.223768,-1.854083,0.662887,1.953330,0.224162,-1.828828,0.748303,,,,,,,,,,,,,,,,,,,,,2.007317,0.213730,-1.986404,2.044837,0.214641,-1.959121,1.912141,0.223901,-1.852943,1.952702,0.224189,-1.828042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1.191667,-0.009046,0.304892,-0.002599,-0.952340,1.979232,0.219098,-1.906573,0.001632,2.006582,0.213836,-1.985022,0.611568,2.044166,0.214669,-1.958398,0.756365,1.912848,0.223716,-1.854060,0.662887,1.953332,0.224171,-1.828811,0.748303,,,,,,,,,,,,,,,,,,,,,2.007318,0.213618,-1.986425,2.044798,0.214683,-1.959053,1.912169,0.223886,-1.852970,1.952732,0.224169,-1.828058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.200000,-0.008984,0.304920,-0.002553,-0.952332,1.979213,0.219098,-1.906558,0.001665,2.006567,0.213826,-1.985005,0.600158,2.044149,0.214656,-1.958379,0.772429,1.912826,0.223729,-1.854049,0.676156,1.953309,0.224181,-1.828798,0.759179,,,,,,,,,,,,,,,,,,,,,2.007341,0.213608,-1.986434,2.044782,0.214665,-1.959055,1.912138,0.223897,-1.852929,1.952689,0.224184,-1.828037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.208333,-0.008934,0.304906,-0.002779,-0.952337,1.979207,0.219103,-1.906544,0.001636,2.006561,0.213823,-1.984991,0.585320,2.044143,0.214675,-1.958366,0.776846,1.912820,0.223720,-1.854035,0.684525,1.953303,0.224194,-1.828785,0.755893,,,,,,,,,,,,,,,,,,,,,2.007345,0.213595,-1.986434,2.044757,0.214690,-1.959014,1.912157,0.223886,-1.852973,1.952691,0.224193,-1.828024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1.216667,-0.009289,0.304940,-0.002091,-0.952324,1.979213,0.219130,-1.906561,0.001623,2.006566,0.213906,-1.985012,0.619847,2.044147,0.214688,-1.958384,0.766577,1.912828,0.223762,-1.854050,0.677055,1.953310,0.224164,-1.828798,0.754604,,,,,,,,,,,,,,,,,,,,,2.007264,0.213750,-1.986353,2.044794,0.214672,-1.959056,1.912158,0.223891,-1.852953,1.952693,0.224188,-1.828035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1.225000,-0.008944,0.304914,-0.002673,-0.952334,1.979198,0.219113,-1.906543,0.001664,2.006552,0.213835,-1.984990,0.619847,2.044134,0.214677,-1.958364,0.766577,1.912811,0.223739,-1.854035,0.677055,1.953294,0.224203,-1.828784,0.754604,,,,,,,,,,,,,,,,,,,,,2.007347,0.213601,-1.986453,2.044760,0.214691,-1.959027,1.912139,0.223910,-1.852943,1.952672,0.224202,-1.828023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1.233333,-0.008914,0.304906,-0.002586,-0.952337,1.979172,0.219126,-1.906515,0.001688,2.006524,0.213843,-1.984962,0.579741,2.044107,0.214678,-1.958337,0.772099,1.912787,0.223764,-1.854005,0.676647,1.953271,0.224221,-1.828755,0.754136,,,,,,,,,,,,,,,,,,,,,2.007295,0.213621,-1.986398,2.044761,0.214687,-1.959031,1.912080,0.223937,-1.852873,1.952649,0.224223,-1.827976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1.241667,-0.008946,0.304906,-0.002482,-0.952337,1.979190,0.219127,-1.906529,0.001664,2.006541,0.213849,-1.984977,0.600688,2.044124,0.214674,-1.958352,0.763344,1.912806,0.223770,-1.854019,0.666607,1.953290,0.224217,-1.828769,0.751603,,,,,,,,,,,,,,,,,,,,,2.007293,0.213648,-1.986373,2.044771,0.214676,-1.959043,1.912110,0.223931,-1.852893,1.952667,0.224224,-1.827995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.250000,-0.009309,0.304949,-0.002133,-0.952321,1.979190,0.219149,-1.906531,0.001606,2.006545,0.213929,-1.984982,0.611705,2.044126,0.214713,-1.958353,0.775073,1.912804,0.223774,-1.854022,0.678910,1.953285,0.224180,-1.828768,0.760383,,,,,,,,,,,,,,,,,,,,,2.007274,0.213759,-1.986343,2.044744,0.214704,-1.959006,1.912129,0.223910,-1.852938,1.952688,0.224198,-1.828019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1.258333,-0.009069,0.304890,-0.002528,-0.952341,1.979205,0.219128,-1.906537,0.001609,2.006554,0.213870,-1.984987,0.611705,2.044137,0.214695,-1.958363,0.775073,1.912822,0.223749,-1.854023,0.678910,1.953306,0.224197,-1.828775,0.760383,,,,,,,,,,,,,,,,,,,,,2.007296,0.213653,-1.986360,2.044747,0.214710,-1.959013,1.912142,0.223922,-1.852923,1.952714,0.224193,-1.828038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
