Format Version,1.23,Take Name,Take 2021-05-03 03.06.08 PM_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.02.20.549 PM,Total Frames in Take,1371,Total Exported Frames,1371,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
692,5.766667,-0.011332,0.299163,-0.004090,-0.954126,0.923572,0.191817,-0.364690,0.001295,0.950001,0.186938,-0.443479,0.707560,0.987897,0.187845,-0.417304,0.798298,0.857803,0.195970,-0.311371,0.724651,0.898585,0.196517,-0.286607,0.786625,,,,,,,,,,,,,,,,,,,,,0.950678,0.186815,-0.444425,0.988341,0.187845,-0.417978,0.857226,0.196087,-0.310440,0.898062,0.196519,-0.285933,,,,,,,0.883679,0.101543,-0.464260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,5.775000,-0.011271,0.299448,-0.002934,-0.954042,0.919565,0.191669,-0.358614,0.001311,0.946029,0.186775,-0.437390,0.707934,0.983912,0.187582,-0.411193,0.795435,0.853776,0.195939,-0.305329,0.697018,0.894545,0.196379,-0.280542,0.800175,,,,,,,,,,,,,,,,,,,,,0.946682,0.186610,-0.438345,0.984378,0.187609,-0.411865,0.853143,0.196107,-0.304309,0.894054,0.196352,-0.279912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,5.783333,-0.011239,0.299572,-0.003782,-0.954000,0.915548,0.191529,-0.352482,0.001294,0.942041,0.186633,-0.431249,0.707934,0.979916,0.187515,-0.405042,0.795435,0.849737,0.195724,-0.299218,0.697018,0.890498,0.196243,-0.274420,0.800175,,,,,,,,,,,,,,,,,,,,,0.942713,0.186494,-0.432196,0.980360,0.187527,-0.405709,0.849196,0.195853,-0.298300,0.889947,0.196235,-0.273743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,5.791667,-0.011390,0.299671,-0.003248,-0.953969,0.911433,0.191410,-0.346377,0.001275,0.937937,0.186537,-0.425141,0.707540,0.975807,0.187368,-0.398926,0.799444,0.845616,0.195634,-0.293123,0.731500,0.886372,0.196100,-0.268317,0.781815,,,,,,,,,,,,,,,,,,,,,0.938612,0.186371,-0.426058,0.976246,0.187402,-0.399610,0.845028,0.195788,-0.292248,0.885868,0.196069,-0.267613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,5.800000,-0.011586,0.299527,-0.003371,-0.954012,0.907253,0.191245,-0.340331,0.001254,0.933735,0.186406,-0.419104,0.723280,0.971613,0.187242,-0.392900,0.800848,0.841450,0.195430,-0.287056,0.736905,0.882214,0.195903,-0.262262,0.789709,,,,,,,,,,,,,,,,,,,,,0.934374,0.186245,-0.419994,0.972049,0.187278,-0.393566,0.840929,0.195584,-0.286154,0.881676,0.195870,-0.261615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,5.808333,-0.011501,0.299430,-0.003448,-0.954043,0.903043,0.191162,-0.334305,0.001285,0.929510,0.186309,-0.413083,0.720552,0.967393,0.187154,-0.386887,0.788288,0.837250,0.195351,-0.281018,0.737607,0.878019,0.195834,-0.256232,0.775492,,,,,,,,,,,,,,,,,,,,,0.930160,0.186120,-0.413973,0.967851,0.187212,-0.387597,0.836704,0.195529,-0.280140,0.877472,0.195780,-0.255522,,,,,,,0.863307,0.098681,-0.437097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,5.816667,-0.010676,0.299081,-0.004709,-0.954156,0.898974,0.191041,-0.328347,0.001319,0.925395,0.186054,-0.407132,0.720552,0.963294,0.187034,-0.380965,0.788288,0.833210,0.195228,-0.275024,0.737607,0.873995,0.195847,-0.250268,0.775492,,,,,,,,,,,,,,,,,,,,,0.926088,0.185891,-0.408027,0.963736,0.187067,-0.381698,0.832688,0.195378,-0.274152,0.873406,0.195816,-0.249528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,5.825000,-0.010297,0.299217,-0.004452,-0.954119,0.894874,0.190890,-0.322389,0.001274,0.921314,0.185840,-0.401164,0.714080,0.959207,0.186806,-0.374986,0.785798,0.829099,0.195155,-0.269087,0.743190,0.869878,0.195758,-0.244320,0.763544,,,,,,,,,,,,,,,,,,,,,0.921999,0.185635,-0.402082,0.959625,0.186864,-0.375654,0.828506,0.195352,-0.268149,0.869390,0.195704,-0.243682,,,,,,,0.856390,0.097154,-0.425936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,5.833333,-0.010036,0.299389,-0.004199,-0.954069,0.890815,0.190694,-0.316387,0.001263,0.917280,0.185600,-0.395151,0.704020,0.955164,0.186551,-0.368960,0.807865,0.825023,0.195020,-0.263110,0.732855,0.865794,0.195606,-0.238328,0.793528,,,,,,,,,,,,,,,,,,,,,0.917960,0.185416,-0.396102,0.955583,0.186593,-0.369603,0.824468,0.195187,-0.262212,0.865289,0.195570,-0.237675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,5.841667,-0.010066,0.299805,-0.003669,-0.953941,0.886792,0.190486,-0.310215,0.001308,0.913320,0.185395,-0.388957,0.704862,0.951182,0.186299,-0.362734,0.794528,0.820959,0.194857,-0.256992,0.736404,0.861709,0.195393,-0.232175,0.771170,,,,,,,,,,,,,,,,,,,,,0.913989,0.185267,-0.389922,0.951647,0.186297,-0.363412,0.820418,0.194973,-0.256095,0.861140,0.195399,-0.231458,,,,,,,0.847429,0.097970,-0.413327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,5.850000,-0.011646,0.299934,-0.001606,-0.953887,0.882806,0.190309,-0.303880,0.001234,0.909336,0.185474,-0.382638,0.704862,0.947195,0.186152,-0.356402,0.794528,0.816974,0.194651,-0.250654,0.736404,0.857719,0.194959,-0.225826,0.771170,,,,,,,,,,,,,,,,,,,,,0.909988,0.185249,-0.383576,0.947620,0.186232,-0.357031,0.816446,0.194850,-0.249798,0.857212,0.194888,-0.225165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,5.858333,-0.012272,0.300308,-0.001243,-0.953763,0.878770,0.190116,-0.297589,0.001337,0.905360,0.185384,-0.376333,0.708888,0.943198,0.186013,-0.350067,0.809319,0.812898,0.194404,-0.244407,0.743728,0.853624,0.194663,-0.219548,0.790969,,,,,,,,,,,,,,,,,,,,,0.905972,0.185171,-0.377310,0.943712,0.186083,-0.350737,0.812369,0.194600,-0.243488,0.853040,0.194598,-0.218842,,,,,,,0.839056,0.098299,-0.400085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,5.866667,-0.011999,0.299950,-0.002497,-0.953876,0.874628,0.190041,-0.291449,0.001304,0.901172,0.185267,-0.370206,0.704014,0.939027,0.186015,-0.343969,0.793875,0.808784,0.194249,-0.238226,0.755624,0.849527,0.194632,-0.213396,0.754925,,,,,,,,,,,,,,,,,,,,,0.901813,0.185061,-0.371180,0.939509,0.186083,-0.344634,0.808268,0.194426,-0.237415,0.848945,0.194570,-0.212610,,,,,,,0.835658,0.097457,-0.393825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,5.875000,-0.011895,0.299869,-0.002102,-0.953904,0.870609,0.189983,-0.285459,0.001259,0.897135,0.185191,-0.364221,0.711975,0.934996,0.185906,-0.337990,0.801200,0.804779,0.194243,-0.232224,0.756094,0.845527,0.194591,-0.207401,0.768933,,,,,,,,,,,,,,,,,,,,,0.897790,0.184984,-0.365146,0.935434,0.185976,-0.338650,0.804275,0.194423,-0.231408,0.844966,0.194527,-0.206669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,5.883333,-0.011121,0.300072,-0.003045,-0.953847,0.866539,0.189927,-0.279421,0.001266,0.893107,0.185009,-0.358161,0.711975,0.930955,0.185829,-0.331915,0.801200,0.800680,0.194208,-0.226224,0.756094,0.841416,0.194661,-0.201384,0.768933,,,,,,,,,,,,,,,,,,,,,0.893762,0.184840,-0.359100,0.931395,0.185866,-0.332565,0.800189,0.194356,-0.225371,0.840844,0.194629,-0.200687,,,,,,,0.825478,0.098679,-0.380460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,5.891667,-0.010712,0.299818,-0.003492,-0.953930,0.862526,0.189854,-0.273372,0.001190,0.889055,0.184870,-0.352120,0.714061,0.926917,0.185740,-0.325895,0.819388,0.796692,0.194151,-0.220145,0.773934,0.837440,0.194655,-0.195326,0.785314,,,,,,,,,,,,,,,,,,,,,0.889722,0.184744,-0.353041,0.927300,0.185748,-0.326507,0.796188,0.194253,-0.219401,0.836956,0.194657,-0.194618,,,,,,,0.820668,0.099136,-0.374456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,5.900000,-0.010427,0.299619,-0.003805,-0.953995,0.858431,0.189841,-0.267298,0.001313,0.884930,0.184811,-0.346054,0.696795,0.922802,0.185716,-0.319845,0.796726,0.792616,0.194149,-0.214047,0.731968,0.833375,0.194688,-0.189246,0.775134,,,,,,,,,,,,,,,,,,,,,0.885651,0.184679,-0.347021,0.923236,0.185717,-0.320532,0.792018,0.194267,-0.213165,0.832854,0.194693,-0.188513,,,,,,,0.820165,0.101861,-0.367523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,5.908333,-0.010299,0.299440,-0.003051,-0.954055,0.854378,0.189856,-0.261308,0.001295,0.880839,0.184802,-0.340076,0.696795,0.918722,0.185645,-0.313881,0.796726,0.788591,0.194253,-0.208031,0.731968,0.829360,0.194726,-0.183246,0.775134,,,,,,,,,,,,,,,,,,,,,0.881504,0.184656,-0.341034,0.919188,0.185659,-0.314562,0.788031,0.194382,-0.207178,0.828814,0.194718,-0.182492,,,,,,,0.814075,0.098077,-0.362131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,5.916667,-0.009893,0.299611,-0.003234,-0.954005,0.850282,0.189816,-0.255396,0.001297,0.876772,0.184695,-0.334149,0.706124,0.914646,0.185565,-0.307941,0.793702,0.784476,0.194252,-0.202146,0.743025,0.825236,0.194751,-0.177346,0.767363,,,,,,,,,,,,,,,,,,,,,0.877401,0.184525,-0.335082,0.915129,0.185599,-0.308621,0.783857,0.194408,-0.201315,0.824754,0.194723,-0.176587,,,,,,,0.809958,0.098144,-0.356480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,5.925000,-0.009164,0.299009,-0.002930,-0.954202,0.846137,0.189822,-0.249552,0.001301,0.872522,0.184578,-0.328332,0.700837,0.910430,0.185442,-0.302174,0.802678,0.780403,0.194389,-0.196224,0.730086,0.821195,0.194877,-0.171477,0.782899,,,,,,,,,,,,,,,,,,,,,0.873212,0.184394,-0.329293,0.910859,0.185478,-0.302835,0.779882,0.194557,-0.195293,0.820633,0.194846,-0.170816,,,,,,,0.804745,0.098537,-0.349824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,5.933333,-0.008647,0.298817,-0.003219,-0.954266,0.841920,0.189707,-0.243695,0.001241,0.868275,0.184379,-0.322480,0.722795,0.906193,0.185282,-0.296337,0.805617,0.776205,0.194320,-0.190346,0.775560,0.817007,0.194847,-0.165616,0.762498,,,,,,,,,,,,,,,,,,,,,0.868928,0.184200,-0.323358,0.906599,0.185329,-0.296998,0.775784,0.194473,-0.189569,0.816397,0.194808,-0.164889,,,,,,,0.802723,0.099404,-0.342592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,5.941667,-0.008406,0.299243,-0.002997,-0.954135,0.837765,0.189531,-0.237740,0.001261,0.864187,0.184162,-0.316500,0.722795,0.902082,0.185053,-0.290324,0.805617,0.772006,0.194199,-0.184451,0.775560,0.812786,0.194711,-0.159685,0.762498,,,,,,,,,,,,,,,,,,,,,0.864826,0.183960,-0.317396,0.902525,0.185109,-0.290995,0.771488,0.194389,-0.183566,0.812239,0.194658,-0.159013,,,,,,,0.797427,0.096883,-0.338745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,5.950000,-0.008043,0.299544,-0.003184,-0.954043,0.833797,0.189294,-0.231682,0.001285,0.860270,0.183866,-0.310421,0.720183,0.898148,0.184782,-0.284221,0.798426,0.768003,0.193996,-0.178439,0.739285,0.808768,0.194533,-0.153647,0.783162,,,,,,,,,,,,,,,,,,,,,0.860976,0.183676,-0.311436,0.898575,0.184818,-0.284857,0.767495,0.194147,-0.177643,0.808205,0.194509,-0.152880,,,,,,,0.793426,0.096621,-0.332435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,5.958333,-0.008170,0.299943,-0.003438,-0.953916,0.829825,0.189125,-0.225575,0.001221,0.856367,0.183718,-0.304292,0.713930,0.894223,0.184653,-0.278061,0.812439,0.763984,0.193785,-0.172387,0.769833,0.804727,0.194342,-0.147561,0.774944,,,,,,,,,,,,,,,,,,,,,0.857011,0.183515,-0.305216,0.894637,0.184714,-0.278684,0.763538,0.193955,-0.171600,0.804161,0.194292,-0.146863,,,,,,,0.788467,0.097331,-0.326511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,5.966667,-0.008214,0.300018,-0.003014,-0.953894,0.825851,0.189034,-0.219471,0.001283,0.852400,0.183633,-0.298186,0.705667,0.890253,0.184529,-0.271948,0.795822,0.760006,0.193727,-0.166291,0.749036,0.800745,0.194245,-0.141458,0.764345,,,,,,,,,,,,,,,,,,,,,0.853058,0.183405,-0.299135,0.890714,0.184602,-0.272619,0.759474,0.193927,-0.165463,0.800185,0.194179,-0.140703,,,,,,,0.786385,0.098974,-0.319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,5.975000,-0.007823,0.300231,-0.001937,-0.953832,0.822008,0.189011,-0.213342,0.001250,0.848579,0.183542,-0.292045,0.705667,0.886422,0.184354,-0.265791,0.795822,0.756151,0.193861,-0.160191,0.749036,0.796881,0.194287,-0.135341,0.764345,,,,,,,,,,,,,,,,,,,,,0.849224,0.183415,-0.292992,0.886861,0.184348,-0.266425,0.755660,0.193969,-0.159370,0.796325,0.194301,-0.134633,,,,,,,0.781477,0.096682,-0.313911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,5.983333,-0.007895,0.300449,-0.000427,-0.953765,0.818227,0.188952,-0.207123,0.001271,0.844815,0.183490,-0.285820,0.711658,0.882650,0.184167,-0.259549,0.807322,0.752360,0.193933,-0.153995,0.759469,0.793081,0.194218,-0.129127,0.774973,,,,,,,,,,,,,,,,,,,,,0.845487,0.183317,-0.286753,0.883087,0.184194,-0.260216,0.751846,0.194081,-0.153192,0.792517,0.194198,-0.128368,,,,,,,0.777835,0.096855,-0.307907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,5.991667,-0.007528,0.300456,0.000483,-0.953766,0.814417,0.188910,-0.201052,0.001280,0.840995,0.183384,-0.279748,0.708391,0.878831,0.183991,-0.253478,0.799155,0.748561,0.194029,-0.147924,0.761121,0.789282,0.194237,-0.123057,0.757670,,,,,,,,,,,,,,,,,,,,,0.841665,0.183184,-0.280682,0.879273,0.184038,-0.254147,0.748073,0.194199,-0.147121,0.788687,0.194198,-0.122292,,,,,,,0.775189,0.099574,-0.300427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,6.000000,-0.007192,0.300746,-0.000203,-0.953677,0.810577,0.188834,-0.195012,0.001315,0.837209,0.183254,-0.273686,0.696432,0.875028,0.183930,-0.247393,0.793758,0.744682,0.193935,-0.141931,0.758824,0.785387,0.194215,-0.117038,0.745963,,,,,,,,,,,,,,,,,,,,,0.837894,0.183073,-0.274672,0.875495,0.183956,-0.248072,0.744126,0.194084,-0.141157,0.784825,0.194199,-0.116192,,,,,,,0.769904,0.096707,-0.295279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,6.008333,-0.006623,0.300480,0.000588,-0.953765,0.806802,0.188873,-0.188944,0.001286,0.833379,0.183196,-0.267630,0.696432,0.871214,0.183818,-0.241359,0.793758,0.740947,0.194129,-0.135829,0.758824,0.781667,0.194348,-0.110959,0.745963,,,,,,,,,,,,,,,,,,,,,0.834040,0.182970,-0.268625,0.871673,0.183877,-0.241997,0.740425,0.194315,-0.135034,0.781111,0.194301,-0.110186,,,,,,,0.767003,0.098759,-0.288169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,6.016667,-0.005505,0.300443,0.000213,-0.953784,0.803017,0.188869,-0.182949,0.001263,0.829588,0.183008,-0.261623,0.704859,0.867425,0.183694,-0.235357,0.806152,0.737166,0.194248,-0.129841,0.765672,0.777888,0.194528,-0.104975,0.764341,,,,,,,,,,,,,,,,,,,,,0.830276,0.182867,-0.262573,0.867845,0.183688,-0.236009,0.736661,0.194364,-0.129060,0.777332,0.194545,-0.104214,,,,,,,0.761957,0.096838,-0.283556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,6.025000,-0.005321,0.300843,0.001372,-0.953658,0.799089,0.188863,-0.176980,0.001192,0.825711,0.182967,-0.255635,0.735467,0.863528,0.183556,-0.229337,0.816881,0.733207,0.194376,-0.123925,0.741545,0.773909,0.194553,-0.099025,0.811440,,,,,,,,,,,,,,,,,,,,,0.826337,0.182849,-0.256480,0.863919,0.183541,-0.229956,0.732714,0.194492,-0.123023,0.773404,0.194569,-0.098465,,,,,,,0.758042,0.096794,-0.277431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,6.033333,-0.005444,0.300901,0.001816,-0.953638,0.795065,0.188788,-0.171031,0.001175,0.821693,0.182911,-0.249685,0.735467,0.859507,0.183458,-0.223382,0.816881,0.729181,0.194326,-0.117980,0.741545,0.769881,0.194458,-0.093076,0.811440,,,,,,,,,,,,,,,,,,,,,0.822324,0.182737,-0.250533,0.859883,0.183488,-0.223973,0.728617,0.194502,-0.117050,0.769439,0.194429,-0.092545,,,,,,,0.754049,0.096667,-0.271348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,6.041667,-0.005145,0.300626,0.001238,-0.953728,0.790943,0.188771,-0.165040,0.001275,0.817531,0.182847,-0.243704,0.732134,0.855360,0.183452,-0.217423,0.824747,0.725085,0.194296,-0.111956,0.724466,0.765798,0.194490,-0.087075,0.827281,,,,,,,,,,,,,,,,,,,,,0.818143,0.182650,-0.244614,0.855850,0.183492,-0.218108,0.724532,0.194477,-0.111116,0.765262,0.194456,-0.086339,,,,,,,0.749983,0.096437,-0.265025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,6.050000,-0.004540,0.300327,0.001620,-0.953824,0.786829,0.188848,-0.159223,0.001202,0.813361,0.182821,-0.237899,0.732802,0.851207,0.183410,-0.211643,0.817172,0.721010,0.194493,-0.106103,0.741211,0.761740,0.194665,-0.081249,0.805382,,,,,,,,,,,,,,,,,,,,,0.813946,0.182614,-0.238768,0.851622,0.183464,-0.212242,0.720596,0.194691,-0.105175,0.761177,0.194617,-0.080713,,,,,,,0.745766,0.096047,-0.259574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,6.058333,-0.003774,0.300093,0.000948,-0.953902,0.782774,0.188805,-0.153263,0.001199,0.809272,0.182653,-0.231940,0.721837,0.847131,0.183322,-0.205704,0.816563,0.716977,0.194495,-0.100122,0.761843,0.757718,0.194747,-0.075287,0.791440,,,,,,,,,,,,,,,,,,,,,0.809895,0.182452,-0.232840,0.847538,0.183367,-0.206313,0.716542,0.194671,-0.099292,0.757168,0.194713,-0.074661,,,,,,,0.740947,0.095945,-0.253792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,6.066667,-0.003435,0.300138,0.001273,-0.953889,0.778659,0.188768,-0.147417,0.001176,0.805159,0.182560,-0.226089,0.721837,0.843015,0.183210,-0.199850,0.816563,0.712861,0.194537,-0.094284,0.761843,0.753600,0.194767,-0.069446,0.791440,,,,,,,,,,,,,,,,,,,,,0.805784,0.182397,-0.226971,0.843412,0.183223,-0.200442,0.712264,0.194693,-0.093432,0.753188,0.194758,-0.068842,,,,,,,0.737155,0.096025,-0.247864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,6.075000,-0.002820,0.299871,0.000889,-0.953975,0.774737,0.188682,-0.141465,0.001150,0.801196,0.182373,-0.220143,0.726564,0.839067,0.183073,-0.193925,0.821731,0.708967,0.194502,-0.088303,0.737084,0.749720,0.194781,-0.063488,0.817235,,,,,,,,,,,,,,,,,,,,,0.801804,0.182200,-0.220992,0.839451,0.183100,-0.194531,0.708525,0.194652,-0.087534,0.749215,0.194766,-0.062859,,,,,,,0.733124,0.096308,-0.241367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,6.083333,-0.003780,0.300155,0.002624,-0.953879,0.770748,0.188551,-0.135243,0.001233,0.797236,0.182395,-0.213923,0.721117,0.835093,0.182917,-0.187681,0.801414,0.704963,0.194398,-0.082103,0.756694,0.745701,0.194494,-0.057264,0.776067,,,,,,,,,,,,,,,,,,,,,0.797876,0.182219,-0.214819,0.835530,0.182935,-0.188344,0.704419,0.194554,-0.081311,0.745191,0.194484,-0.056527,,,,,,,0.729643,0.096520,-0.234694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,6.091667,-0.004570,0.300523,0.002618,-0.953760,0.766834,0.188461,-0.129072,0.001143,0.793385,0.182436,-0.207741,0.735720,0.831222,0.182937,-0.181469,0.822410,0.701004,0.194196,-0.075975,0.763269,0.741724,0.194275,-0.051104,0.807248,,,,,,,,,,,,,,,,,,,,,0.793987,0.182196,-0.208576,0.831602,0.183024,-0.182063,0.700558,0.194413,-0.075168,0.741225,0.194199,-0.050521,,,,,,,0.725650,0.096209,-0.229468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,6.100000,-0.005273,0.301020,0.003310,-0.953598,0.762787,0.188387,-0.122767,0.001283,0.789415,0.182476,-0.201419,0.735720,0.827225,0.182896,-0.175107,0.822410,0.696907,0.194088,-0.069729,0.763269,0.737600,0.194087,-0.044815,0.807248,,,,,,,,,,,,,,,,,,,,,0.789982,0.182293,-0.202301,0.827716,0.182923,-0.175765,0.696377,0.194281,-0.068715,0.737060,0.194058,-0.044239,,,,,,,0.721725,0.096233,-0.223125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,6.108333,-0.006102,0.300442,0.003823,-0.953773,0.758765,0.188314,-0.116653,0.001174,0.785295,0.182540,-0.195347,0.733773,0.823137,0.182892,-0.169081,0.794497,0.692952,0.193946,-0.063524,0.710025,0.733675,0.193878,-0.038660,0.802369,,,,,,,,,,,,,,,,,,,,,0.785909,0.182273,-0.196192,0.823533,0.182994,-0.169682,0.692355,0.194218,-0.062604,0.733252,0.193778,-0.038106,,,,,,,0.717596,0.096275,-0.217031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,6.116667,-0.005556,0.300348,0.003877,-0.953806,0.754758,0.188351,-0.110652,0.001183,0.781270,0.182486,-0.189346,0.737603,0.819117,0.182848,-0.163087,0.812501,0.688958,0.194065,-0.057516,0.737921,0.729687,0.194005,-0.032659,0.811834,,,,,,,,,,,,,,,,,,,,,0.781881,0.182290,-0.190177,0.819522,0.182895,-0.163717,0.688422,0.194257,-0.056635,0.729216,0.193961,-0.032074,,,,,,,0.713540,0.096549,-0.210561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,6.125000,-0.005301,0.300053,0.003515,-0.953901,0.750883,0.188333,-0.104648,0.001165,0.777350,0.182426,-0.183354,0.737603,0.815213,0.182828,-0.157119,0.812501,0.685113,0.194048,-0.051475,0.737921,0.725857,0.194027,-0.026643,0.811834,,,,,,,,,,,,,,,,,,,,,0.777950,0.182208,-0.184230,0.815612,0.182891,-0.157696,0.684582,0.194257,-0.050590,0.725403,0.193970,-0.026085,,,,,,,0.709961,0.097126,-0.204023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,6.133333,-0.005188,0.300411,0.004184,-0.953787,0.747002,0.188406,-0.098597,0.001131,0.773519,0.182478,-0.177285,0.728923,0.811363,0.182824,-0.151022,0.823746,0.681200,0.194200,-0.045472,0.736811,0.721925,0.194120,-0.020611,0.819465,,,,,,,,,,,,,,,,,,,,,0.774116,0.182255,-0.178096,0.811744,0.182897,-0.151607,0.680607,0.194428,-0.044597,0.721529,0.194047,-0.020065,,,,,,,0.706508,0.098448,-0.197817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,6.141667,-0.005313,0.300110,0.004117,-0.953881,0.743059,0.188458,-0.092513,0.001242,0.769528,0.182552,-0.171219,0.727559,0.807388,0.182900,-0.144979,0.800016,0.677289,0.194228,-0.039346,0.732593,0.718031,0.194151,-0.014510,0.795861,,,,,,,,,,,,,,,,,,,,,0.770130,0.182379,-0.172111,0.807850,0.182918,-0.145632,0.676733,0.194396,-0.038448,0.717530,0.194136,-0.013865,,,,,,,0.702535,0.098468,-0.191470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,6.150000,-0.005727,0.300009,0.004699,-0.953908,0.739111,0.188542,-0.086432,0.001195,0.765558,0.182702,-0.165150,0.722683,0.803424,0.182988,-0.138918,0.815231,0.673357,0.194308,-0.033244,0.737300,0.714103,0.194168,-0.008417,0.808358,,,,,,,,,,,,,,,,,,,,,0.766168,0.182461,-0.166044,0.803842,0.183065,-0.139523,0.672827,0.194535,-0.032365,0.713628,0.194100,-0.007820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,6.158333,-0.006060,0.299877,0.005697,-0.953942,0.735061,0.188611,-0.080473,0.001283,0.761476,0.182824,-0.159205,0.722683,0.799350,0.183013,-0.132983,0.815231,0.669333,0.194424,-0.027259,0.737300,0.710086,0.194183,-0.002444,0.808358,,,,,,,,,,,,,,,,,,,,,0.762147,0.182610,-0.160118,0.799799,0.183061,-0.133683,0.668763,0.194615,-0.026437,0.709561,0.194143,-0.001681,,,,,,,0.693842,0.096634,-0.181027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
